X,_IND,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99
5.20000,1,6.14984,54.11761,111.14187,188.68333,296.00551,435.03254,597.64828,767.25422,924.21132,1052.82868,1146.84391,1210.87696,1257.10117,1298.92911,1345.25271,1398.05690,1453.70689,1506.11338,1549.70173,1581.15796,1600.00195,1608.46302,1610.94949,1613.06263,1620.17781,1636.06023,1662.15228,1697.75076,1740.74634,1788.41184,1837.95382,1886.86628,1933.23661,1976.01158,2015.05943,2050.87378,2083.99345,2114.45394,2141.59235,2164.29652,2181.51267,2192.71807,2198.15963,2198.81247,2196.10626,2191.51793,2186.14191,2180.35176,2173.69825,2165.15017,2153.60660,2138.41808,2119.62616,2097.82223,2073.76685,2048.02141,2020.76895,1991.81580,1960.67441,1926.69072,1889.21536,1847.78237,1802.23653,1752.79045,1699.96622,1644.34280,1586.24356,1525.66062,1462.50644,1396.93476,1329.41083,1260.49518,1190.60651,1120.00257,1048.92219,977.64653,906.39948,835.26934,764.35101,694.06860,625.41181,559.84006,498.84227,443.37926,393.51875,348.47744,307.06922,268.28857,231.67062,197.29635,165.57723,137.02140,112.06751,90.92677,73.37125,58.61939,45.57019,33.36867,21.91957,11.92635
5.20000,1,5.12428,30.33990,66.39853,127.16211,223.59253,359.64585,529.37694,717.04580,901.15999,1061.26856,1184.75791,1270.65222,1328.52642,1373.04197,1417.07945,1466.98688,1521.77848,1575.67151,1621.83128,1655.40755,1675.01093,1682.71773,1683.18686,1682.37234,1686.07416,1698.66997,1722.33907,1756.90920,1800.34181,1849.59885,1901.46129,1953.03751,2001.97544,2046.54380,2085.68070,2118.94695,2146.38385,2168.33875,2185.28126,2197.64838,2205.77807,2209.95895,2210.57495,2208.19640,2203.47516,2196.90058,2188.57128,2178.16001,2165.14051,2149.13001,2130.14543,2108.64508,2085.31102,2060.72562,2035.13296,2008.34378,1979.78700,1948.68503,1914.29931,1876.16542,1834.19400,1788.60465,1739.79874,1688.20777,1634.14165,1577.70551,1518.81004,1457.27076,1392.95718,1325.90412,1256.39254,1185.00062,1112.52800,1039.78809,967.37562,895.56881,824.46766,754.23460,685.23704,618.08827,553.62733,492.83542,436.65208,385.68154,339.94543,298.87990,261.57895,227.17564,195.17943,165.57403,138.68157,114.88961,94.34101,76.76168,61.52579,47.90291,35.38413,23.92472,13.97057,6.21792
7.00000,1,12.66002,54.52256,110.37008,187.17912,291.66999,423.53243,579.75042,754.02577,935.06883,1112.33597,1275.09765,1417.26597,1535.86672,1630.05242,1704.70782,1764.53110,1813.95732,1857.68795,1898.17393,1936.25733,1971.66346,2003.06764,2028.30871,2046.17243,2055.88874,2057.27865,2052.37661,2043.67529,2034.45524,2028.15365,2027.48192,2034.67228,2049.65487,2071.53115,2098.65072,2128.22515,2157.89538,2185.44811,2209.54092,2229.41077,2244.54631,2255.41883,2262.45841,2266.02113,2266.85413,2265.36386,2261.67678,2255.99127,2248.22337,2238.03913,2225.34301,2209.91354,2191.37598,2169.78418,2145.08141,2117.07952,2086.03627,2052.05509,2015.09772,1975.47992,1933.31023,1888.48533,1841.12984,1791.14639,1738.24158,1682.50578,1623.93113,1562.40563,1498.21247,1431.48946,1362.28528,1291.01565,1218.01880,1143.64151,1068.42960,992.83111,917.32884,842.41956,768.63207,696.71053,627.24982,560.94695,498.73564,440.93593,387.87637,339.94360,296.67212,257.74106,222.98750,191.76117,163.69612,138.56978,115.79532,95.00424,76.02367,58.64981,42.98275,29.40828,18.12458,9.37182
7.00000,1,15.77866,61.21532,125.84003,221.64987,356.67547,531.35643,743.00606,978.21873,1221.64812,1455.31888,1664.15705,1835.01095,1964.76189,2054.49531,2109.73301,2140.64239,2154.93551,2160.22523,2160.84905,2158.55624,2153.32717,2143.61791,2128.00017,2105.76786,2077.24150,2044.92199,2012.20008,1983.26777,1961.84129,1951.35360,1952.33059,1964.62461,1986.12460,2013.76574,2044.71384,2076.05279,2105.77588,2132.55711,2155.87549,2175.30617,2191.13392,2203.45630,2212.42062,2218.34914,2221.25374,2221.47605,2219.20274,2214.56620,2207.76551,2198.59116,2186.83410,2172.04075,2153.54956,2131.11104,2104.29745,2073.28710,2038.47236,2000.26204,1959.47427,1916.56025,1871.91400,1825.66606,1777.54567,1727.29993,1674.35829,1618.24493,1558.71716,1495.40792,1428.73829,1359.05962,1287.04172,1213.51242,1139.16299,1064.69301,990.62506,917.39951,845.33168,774.86295,706.31816,640.17366,577.02499,517.24028,461.46335,409.83138,362.38854,319.09103,279.38124,243.03908,209.65952,179.01203,151.10921,125.72968,102.93284,82.63112,64.71760,49.25273,35.99012,24.91459,15.93923,8.95070
9.49000,1,24.46113,107.80051,196.35652,292.54627,397.98730,513.02842,636.59014,766.34676,899.15828,1031.50703,1160.63249,1284.68000,1402.82713,1515.16019,1622.35418,1725.13951,1824.28741,1919.93106,2011.58546,2098.17931,2178.15580,2249.66324,2310.42970,2359.06439,2394.73507,2417.30938,2427.52294,2426.94103,2417.80760,2402.71659,2384.71032,2366.38466,2349.75762,2336.18123,2326.29625,2320.09236,2317.10933,2316.40919,2316.98493,2317.93407,2318.50969,2318.16516,2316.55393,2313.46295,2308.84869,2302.76579,2295.27757,2286.44935,2276.31349,2264.83355,2251.84008,2237.06793,2220.20103,2200.84191,2178.59575,2153.12949,2124.22196,2091.72891,2055.68813,2016.33070,1973.83378,1928.35674,1880.01159,1828.85332,1774.84523,1717.92531,1658.13483,1595.45680,1529.90344,1461.52507,1390.41977,1316.72107,1240.65448,1162.66707,1083.25603,1003.03965,922.73243,843.10294,764.94140,689.05565,616.02069,546.35973,480.50975,418.84023,361.66582,309.27493,262.00682,219.77030,182.51218,150.03124,121.98263,97.91174,77.32261,59.81789,44.88116,32.24851,21.76494,13.34385,6.91013,2.34574
9.49000,1,6.06586,57.40831,115.47159,184.02742,266.15543,363.68412,476.81163,603.96571,742.15472,886.25680,1031.08366,1171.52322,1303.07405,1422.31825,1527.28052,1617.18336,1694.00703,1760.71011,1820.91067,1878.27845,1935.84014,1995.41372,2057.29861,2119.93513,2180.54762,2235.68253,2281.82475,2316.01630,2336.35627,2341.92026,2334.05110,2315.28032,2288.84072,2258.37046,2227.43439,2199.10833,2175.84974,2158.95322,2148.63952,2144.43139,2145.29448,2149.87354,2156.71404,2164.43494,2171.81594,2177.99603,2182.41431,2184.76399,2184.93681,2182.95220,2178.84025,2172.65468,2164.41201,2153.98697,2141.15124,2125.58798,2106.92553,2084.71814,2058.59780,2028.42685,1994.11584,1955.71750,1913.42031,1867.52263,1818.34891,1766.26976,1711.71183,1654.93846,1596.11108,1535.28195,1472.41018,1407.37489,1340.04178,1270.45182,1198.69000,1124.97028,1049.64130,973.17849,896.16871,819.33103,743.43089,669.24853,597.56193,529.10651,464.53587,404.41520,349.28602,299.18571,254.13336,213.99236,178.50188,147.31223,120.03101,96.34609,75.73306,57.89533,42.62862,29.80773,19.35236,11.18268
3.56000,2,-0.79642,-3.81484,-9.55240,-19.55951,-33.86973,-50.88580,-67.79881,-80.93789,-87.79196,-88.56726,-85.80997,-82.63503,-80.62407,-79.73314,-79.02901,-77.16876,-72.25263,-62.25267,-46.33580,-25.79925,-4.26727,13.94749,25.63164,29.75605,27.40773,20.23029,9.58244,-3.61021,-18.53534,-33.92169,-48.13236,-59.75706,-68.00237,-73.03955,-75.46151,-75.93837,-75.09767,-73.28791,-70.57692,-66.86155,-62.06354,-56.41653,-50.56650,-45.26035,-41.11474,-38.40958,-37.07900,-36.73816,-36.70069,-36.24956,-34.87870,-32.48376,-29.32007,-25.78455,-22.27353,-19.08220,-16.36121,-13.98766,-11.56263,-8.69539,-5.33913,-1.89800,1.11583,3.39160,4.96325,6.01029,6.68304,7.04987,7.10697,6.87262,6.45983,6.00642,5.61061,5.25057,4.77681,4.00053,2.90048,1.72381,0.84097,0.45198,0.46446,0.63664,0.75767,0.69919,0.36572,-0.24743,-0.94540,-1.35591,-1.18248,-0.54802,0.07487,0.29628,0.24045,0.34669,0.87487,1.61028,2.12577,2.12845,1.64694,0.92109
3.56000,2,-1.97469,-8.25588,-18.29724,-34.42475,-56.69376,-82.93916,-108.10931,-125.18422,-128.62126,-117.96312,-97.56520,-74.63547,-56.75441,-49.07242,-51.56461,-58.25744,-60.09304,-50.69896,-30.48165,-6.38717,12.49388,20.14110,16.03416,4.17142,-10.44921,-24.38959,-36.56770,-47.54507,-58.14573,-68.39146,-77.31572,-83.55792,-86.19677,-85.32923,-82.01845,-77.68840,-73.47026,-69.86982,-66.80174,-63.90952,-60.93331,-57.85157,-54.75597,-51.72035,-48.82425,-46.17824,-43.82067,-41.64261,-39.50349,-37.38990,-35.35348,-33.26372,-30.74011,-27.44387,-23.42306,-19.10017,-14.96289,-11.34253,-8.35817,-5.88439,-3.59307,-1.17284,1.40021,3.81419,5.64396,6.68192,7.05904,7.03717,6.80310,6.42834,5.91331,5.21838,4.33000,3.35417,2.49781,1.91702,1.57569,1.27837,0.84586,0.26530,-0.32379,-0.76958,-0.99439,-0.98774,-0.79864,-0.57011,-0.48339,-0.55007,-0.56174,-0.33557,0.03396,0.25803,0.23050,0.21364,0.48260,0.91703,1.14347,0.96301,0.51386,0.08659
5.20000,2,2.94844,-5.97594,-20.07422,-42.02769,-72.03109,-106.57134,-138.84723,-161.14037,-167.97598,-158.24103,-135.29383,-105.45793,-75.83914,-52.26363,-37.84490,-32.45499,-33.18002,-35.62016,-35.65367,-31.03885,-22.17196,-11.66184,-2.96491,1.20687,-0.09140,-6.00722,-14.68219,-24.28902,-33.73522,-42.76217,-51.55765,-60.23373,-68.51418,-75.78940,-81.44149,-85.17112,-87.09477,-87.57282,-86.91468,-85.17110,-82.14324,-77.58000,-71.43198,-64.03101,-56.11133,-48.63656,-42.46182,-37.95572,-34.78484,-32.02672,-28.58971,-23.72639,-17.36099,-10.04697,-2.60215,4.32378,10.48274,15.97230,21.00585,25.70307,30.02738,33.87622,37.23781,40.27360,43.22758,46.23649,49.21373,51.86431,53.77603,54.53863,53.86367,51.67059,48.10465,43.49495,38.28939,32.98460,28.04695,23.82770,20.48795,17.95949,15.97562,14.20065,12.42003,10.67388,9.23371,8.42846,8.42052,9.06294,9.92121,10.43682,10.13982,8.82182,6.60517,3.89714,1.25593,-0.79044,-1.92041,-2.11949,-1.64897,-0.90111
5.20000,2,4.46619,4.82006,-0.94792,-17.10719,-45.06076,-81.79479,-119.98658,-150.21138,-164.54219,-159.67003,-137.77883,-105.04213,-69.09271,-36.78129,-12.71019,1.50884,7.33212,8.58805,9.99240,15.25429,25.56659,39.23830,52.63363,61.88179,64.49192,60.14641,50.42400,37.76156,24.28761,11.11869,-1.62736,-14.27484,-26.91310,-39.01247,-49.52509,-57.34028,-61.78415,-62.87780,-61.23538,-57.71419,-53.05369,-47.68744,-41.79229,-35.49117,-29.04078,-22.88743,-17.54804,-13.35671,-10.23092,-7.63483,-4.81007,-1.15653,3.49641,8.88139,14.49581,19.86552,24.72488,29.05333,33.00184,36.76541,40.47196,44.13505,47.65115,50.82763,53.44699,55.34391,56.45060,56.77751,56.34779,55.16707,53.25867,50.70874,47.66118,44.25266,40.55488,36.60639,32.50851,28.48407,24.83502,21.80983,19.47499,17.68393,16.16281,14.67889,13.19011,11.84842,10.84225,10.19114,9.67705,8.99789,7.99655,6.75012,5.47027,4.33641,3.40018,2.61164,1.90161,1.24423,0.67037,0.23598
7.00000,2,5.11316,-0.59850,-11.85042,-30.17304,-56.12860,-87.51061,-121.00817,-151.94579,-175.98171,-189.87306,-191.14890,-180.56232,-159.47058,-129.85445,-95.45938,-59.75689,-26.43699,1.85068,23.69396,38.70265,48.55248,55.09685,60.19246,65.31460,71.00695,77.08036,82.76935,87.20219,89.47241,89.23347,86.33281,80.66562,72.57212,62.29415,50.08981,36.63259,22.66319,9.15623,-2.94373,-12.87123,-19.99778,-24.46606,-26.64988,-27.11179,-26.67526,-25.88751,-25.05147,-24.19347,-23.15167,-21.67125,-19.60279,-16.88179,-13.50040,-9.58460,-5.22893,-0.50483,4.47030,9.58447,14.68881,19.62486,24.26954,28.54077,32.48297,36.17017,39.66836,43.01155,46.14656,48.93015,51.23115,52.91643,53.84072,54.00020,53.39964,52.05154,50.10272,47.68540,44.94260,42.05967,39.17457,36.38851,33.71916,31.12195,28.51122,25.81635,23.02320,20.17777,17.36167,14.62706,11.97641,9.35684,6.72674,4.10364,1.59107,-0.64843,-2.40069,-3.55226,-4.04854,-3.89579,-3.27127,-2.36840
7.00000,2,5.32221,-6.03166,-26.02589,-56.75167,-97.31208,-143.48656,-188.74504,-225.50267,-246.69840,-247.44086,-227.47625,-188.05337,-135.20237,-75.57375,-16.70383,34.78540,73.37059,97.22175,106.96266,105.19817,96.67836,85.33738,74.34074,65.15010,57.87812,51.49252,44.75671,36.66605,26.83544,15.34765,2.86131,-9.99694,-22.69240,-34.94163,-46.58948,-57.62623,-67.93448,-77.28542,-85.37581,-91.68960,-95.97736,-98.03428,-97.91754,-96.03132,-92.75630,-88.64063,-84.06786,-79.28996,-74.42206,-69.44943,-64.30036,-58.87655,-53.06062,-46.77689,-39.91971,-32.46760,-24.47357,-16.07953,-7.56803,0.73775,8.52353,15.56823,21.70062,26.98030,31.47943,35.35477,38.75918,41.73960,44.31628,46.39466,47.85352,48.61650,48.59166,47.85717,46.50313,44.66864,42.51161,40.12253,37.57292,34.89394,32.12030,29.31939,26.59015,24.03857,21.74460,19.73592,17.94203,16.26920,14.62328,12.96491,11.30199,9.65868,8.04896,6.47361,4.94192,3.49951,2.21101,1.16061,0.40118,-0.06837
9.49000,2,4.26282,-5.53588,-19.58839,-38.94530,-63.66169,-92.64521,-123.72145,-153.91397,-179.58855,-197.62567,-205.61413,-202.10352,-186.73598,-160.21710,-124.17532,-80.80514,-33.26392,15.45495,62.53829,105.54369,142.57566,172.38653,194.15047,208.15561,215.11288,216.03358,212.14537,204.73945,195.03356,184.04974,172.60352,161.14998,149.85729,138.68277,127.46550,116.03417,104.30477,92.39322,80.62012,69.46695,59.50478,51.29248,45.26958,41.72073,40.56907,41.42854,43.74987,46.87408,50.14441,53.00963,55.07912,56.20043,56.45962,56.07442,55.34715,54.60010,54.11920,54.12255,54.71722,55.87258,57.47253,59.32592,61.19440,62.82350,63.96381,64.40325,64.03091,62.79389,60.70564,57.83517,54.29347,50.21612,45.76493,41.12758,36.48500,32.02339,27.92522,24.35368,21.43868,19.25803,17.76058,16.82596,16.24906,15.76361,15.08445,13.95905,12.21196,9.85399,7.01965,3.95608,0.97324,-1.61878,-3.56881,-4.70697,-5.05920,-4.73737,-3.92908,-2.85496,-1.72765,-0.71948
