GROUP,_IND,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
1,0,11.60351,11.30536,11.04291,11.01235,11.11338,11.26593,11.45510,11.78205,12.09795,12.35273,12.52057,12.68291,12.81335,12.88869,12.93714,12.93578,12.91206,12.88678,12.85876,12.83906,12.82842,12.81640,12.80836,12.80685,12.79048,12.79432,12.80513,12.83578,12.86538,12.93226,13.00959,13.08194,13.17905,13.26047,13.34966,13.47946,13.61518,13.73580,13.87372,14.02248,14.16759,14.32868,14.49116,14.69149,14.86408,15.01886,15.14920,15.25991,15.36843,15.43636,15.45149,15.41355,15.34226,15.25400,15.16895,15.03086,14.91955,14.80801,14.66833,14.58428,14.46481,14.33613,14.23992,14.17031,14.09149,14.02046,13.96488,13.93547,13.88096,13.84607,13.83537,13.82097,13.79843,13.80177,13.79100,13.76757,13.74803,13.74053,13.72526,13.68352,13.64981,13.59716,13.53366,13.43898,13.34636,13.23563,13.11126,12.96692,12.81607,12.54682,12.20314,11.59638,10.19217,9.51567,9.14293,9.05381,9.05943,9.08122,9.27193,9.55683,9.52594
1,0,11.55699,11.36299,11.14044,11.08559,11.07695,11.07982,11.14224,11.19392,11.27149,11.36637,11.64381,12.01681,12.28011,12.44035,12.53262,12.63042,12.69472,12.74560,12.78295,12.79863,12.80586,12.81867,12.82917,12.83031,12.83699,12.84000,12.81684,12.79693,12.79322,12.80151,12.79144,12.79411,12.83292,12.85958,12.90344,12.97697,13.08671,13.20718,13.35309,13.53221,13.76039,14.05769,14.38893,14.76841,15.12601,15.42724,15.68893,15.83653,15.89543,15.90651,15.81475,15.72915,15.64799,15.55197,15.46641,15.34796,15.23134,15.09552,14.96912,14.87626,14.72828,14.58086,14.44798,14.32808,14.23901,14.12128,14.04699,13.94766,13.82470,13.73255,13.62303,13.54414,13.46034,13.35640,13.24721,13.13827,13.01071,12.91406,12.79640,12.70334,12.60420,12.50331,12.40971,12.35335,12.26857,12.17207,12.03928,11.87712,11.66718,11.40304,10.91971,9.98219,9.52428,9.58095,9.70279,9.85593,10.01204,10.15461,10.37078,10.55361,10.58404
1,0,11.84002,11.59915,11.26040,11.02025,11.00125,11.11774,11.27815,11.44030,11.55803,11.62376,11.66398,11.72675,11.86484,11.96621,12.06981,12.14704,12.20478,12.23735,12.24067,12.24870,12.25917,12.25580,12.26400,12.26452,12.25983,12.25173,12.24445,12.24726,12.24019,12.23225,12.23856,12.24592,12.26230,12.26632,12.27947,12.28187,12.30890,12.31492,12.33437,12.36235,12.38708,12.42189,12.48176,12.53259,12.62256,12.73072,12.87320,13.05555,13.31254,13.55789,13.83622,14.02253,14.21543,14.29463,14.27201,14.22912,14.16854,14.09032,14.01568,13.94178,13.82804,13.72301,13.62087,13.50451,13.43183,13.32750,13.19603,13.07849,12.95107,12.85079,12.76179,12.66326,12.57597,12.50474,12.44539,12.39770,12.31638,12.21948,12.13718,12.04475,11.95494,11.84569,11.73225,11.60671,11.45987,11.32455,11.17269,11.06405,10.98964,10.90624,10.88263,10.92833,10.96405,11.03144,11.11912,11.13062,11.12691,11.12014,11.11423,11.01259,10.94287
1,0,11.98202,11.59873,11.37162,11.31997,11.25570,11.20410,11.20566,11.25299,11.31074,11.39822,11.52362,11.68334,11.91086,12.16237,12.33818,12.46394,12.55665,12.64572,12.68604,12.71220,12.73051,12.74445,12.74650,12.76034,12.76220,12.75684,12.76189,12.77947,12.80779,12.83038,12.86584,12.91058,12.95175,12.99366,13.04458,13.09522,13.14266,13.19847,13.26288,13.32841,13.40650,13.53160,13.61641,13.78431,13.91328,14.09036,14.31111,14.52320,14.76758,15.00487,15.26632,15.47473,15.64046,15.72829,15.79250,15.72769,15.73661,15.68413,15.57664,15.36401,15.19928,15.00219,14.85726,14.71318,14.59357,14.47416,14.38121,14.31953,14.26204,14.22436,14.17567,14.13224,14.08520,14.04595,14.01446,13.96019,13.90064,13.83142,13.75137,13.64077,13.52002,13.39249,13.24920,13.09827,12.94682,12.76155,12.56826,12.39175,12.21021,11.98906,11.73058,11.42750,11.02695,10.52253,10.04220,9.57871,9.31944,9.17549,9.12445,9.22415,9.25369
1,0,11.59349,11.32031,11.09547,11.01472,11.01480,11.05178,11.14212,11.23194,11.30847,11.41609,11.53228,11.68754,11.86301,12.07316,12.21331,12.33574,12.44407,12.54675,12.63306,12.71372,12.77208,12.82052,12.86185,12.88646,12.90284,12.91589,12.94112,12.96287,12.97962,13.01310,13.03942,13.06935,13.10497,13.15739,13.21408,13.26693,13.32154,13.41043,13.49810,13.59419,13.69046,13.78162,13.87211,13.92467,13.96750,13.99105,13.98184,13.95510,13.93387,13.84521,13.70837,13.58803,13.46267,13.32718,13.19978,13.06530,12.93059,12.80947,12.71381,12.60724,12.53677,12.46644,12.41160,12.38587,12.36785,12.36551,12.36060,12.35932,12.35602,12.37027,12.38910,12.41388,12.42241,12.39185,12.36371,12.33324,12.28603,12.24399,12.18903,12.14211,12.07051,12.00748,11.94043,11.89987,11.85096,11.80893,11.79825,11.80501,11.80735,11.85795,11.87668,11.83921,11.74925,11.59675,11.43292,11.18467,10.93544,10.51262,10.37764,10.45394,10.46323
1,0,11.98808,11.68633,11.51857,11.41055,11.41879,11.46187,11.49861,11.51010,11.51555,11.51209,11.52230,11.56182,11.64985,11.78697,11.88062,11.93013,11.97078,12.00245,12.07126,12.11295,12.13088,12.13415,12.14483,12.14519,12.15055,12.15308,12.16147,12.17011,12.18808,12.21549,12.23646,12.26589,12.28512,12.30802,12.36055,12.39250,12.45789,12.49269,12.53566,12.58914,12.64065,12.69880,12.76725,12.82744,12.90347,12.99598,13.05428,13.13016,13.19817,13.22910,13.27473,13.29059,13.26935,13.20925,13.16662,13.03942,12.93784,12.81124,12.65214,12.48247,12.30291,12.14314,11.98736,11.83411,11.72792,11.64570,11.56708,11.52542,11.49037,11.47640,11.42766,11.40455,11.38497,11.35932,11.31772,11.25197,11.19567,11.14210,11.07359,11.02306,10.95207,10.90484,10.80405,10.70905,10.57297,10.39007,10.22957,10.11393,10.02928,9.96857,9.87871,9.76692,9.66114,9.63480,9.56459,9.47522,9.46731,9.51490,9.65830,9.96948,9.98920
1,0,11.58032,11.32281,11.13972,11.15888,11.35316,11.58579,11.78123,11.85230,11.80675,11.79334,11.80256,11.82987,11.86120,11.88676,11.86728,11.83386,11.78969,11.73898,11.72196,11.71372,11.73513,11.74990,11.79178,11.81943,11.85682,11.90693,11.97082,12.03857,12.11694,12.24026,12.34599,12.49800,12.65814,12.83141,12.98342,13.20671,13.41353,13.60749,13.77878,13.89330,14.01938,14.10060,14.15007,14.20452,14.23469,14.25239,14.24785,14.22544,14.21285,14.18459,14.15182,14.13086,14.09236,14.08128,14.06028,13.98962,13.91364,13.86432,13.76153,13.68720,13.58977,13.51122,13.43931,13.41107,13.35414,13.32832,13.27875,13.23846,13.21639,13.20385,13.15270,13.12502,13.09407,13.03483,13.00166,12.93414,12.87632,12.81913,12.77228,12.69715,12.56183,12.41142,12.25287,12.08510,11.90072,11.68861,11.49028,11.31610,11.11699,10.80089,10.28455,9.76883,9.51567,9.33668,9.16265,9.01995,8.96581,8.98498,9.00467,9.10181,9.08895
1,0,11.87238,11.64749,11.49179,11.34612,11.30800,11.32230,11.33153,11.33160,11.34051,11.39469,11.46982,11.52601,11.56430,11.62889,11.69758,11.75269,11.77225,11.79536,11.83277,11.86567,11.89487,11.91647,11.94034,11.96191,11.98352,12.00025,12.02476,12.04504,12.06608,12.07858,12.10142,12.11764,12.12712,12.13616,12.15372,12.16545,12.17966,12.18701,12.20141,12.22495,12.25624,12.29031,12.32046,12.34583,12.37443,12.40659,12.44124,12.48786,12.52047,12.57412,12.64515,12.70669,12.79365,12.86505,12.96469,13.06244,13.17383,13.29837,13.40437,13.50359,13.56714,13.63191,13.67589,13.68149,13.66327,13.63233,13.59855,13.54650,13.48066,13.41299,13.35767,13.28177,13.20151,13.15831,13.12779,13.04870,12.97797,12.92652,12.86085,12.78351,12.68559,12.58779,12.50030,12.41669,12.32087,12.25391,12.18951,12.14893,12.13837,12.12454,12.12846,12.08241,11.85996,11.56824,11.27382,11.03645,10.81020,10.90169,11.49175,11.86111,11.86111
1,0,12.09776,11.78694,11.50188,11.33297,11.25291,11.30834,11.41588,11.43066,11.41507,11.40087,11.41797,11.40522,11.37484,11.37045,11.36330,11.35492,11.34195,11.33879,11.35454,11.37993,11.39852,11.42931,11.47092,11.51504,11.54727,11.57601,11.61968,11.68035,11.73165,11.78836,11.85175,11.91073,12.00005,12.06329,12.14155,12.23704,12.34001,12.46290,12.59542,12.75192,12.93578,13.14224,13.42476,13.69707,13.98249,14.29110,14.55367,14.78259,14.91554,14.97387,14.96001,14.92783,14.83230,14.74594,14.62184,14.48796,14.36372,14.18708,14.05069,13.90195,13.72770,13.58908,13.48867,13.36701,13.25948,13.17318,13.05643,12.98984,12.89641,12.81638,12.75341,12.70257,12.65565,12.58741,12.51225,12.44318,12.35887,12.26782,12.18895,12.12316,12.03891,11.98143,11.93703,11.89171,11.85339,11.83921,11.82994,11.82424,11.84097,11.84364,11.86023,11.80730,11.74010,11.66103,11.59847,11.57574,11.69654,11.89483,11.84525,11.64808,11.63892
1,0,11.52899,11.32463,10.99326,10.80244,10.75783,10.79479,10.88972,11.00424,11.14200,11.26681,11.37190,11.42952,11.46313,11.45102,11.41554,11.37462,11.38076,11.43835,11.50798,11.60368,11.69014,11.76457,11.82477,11.88150,11.93262,11.94991,11.98748,12.01377,12.05450,12.07327,12.11888,12.17323,12.23272,12.27944,12.33076,12.37441,12.45835,12.50859,12.56740,12.62902,12.68828,12.77625,12.82184,12.91040,12.96543,13.03134,13.11846,13.17696,13.24146,13.28629,13.30502,13.31932,13.29883,13.31040,13.29056,13.18131,13.14820,13.16282,13.12346,13.06203,13.03794,13.01864,12.99969,12.98834,12.94910,12.92125,12.91357,12.91274,12.92200,12.94423,12.94623,12.96217,12.98027,13.00204,13.04640,13.05977,13.10166,13.13145,13.13793,13.16944,13.20179,13.23152,13.26245,13.30156,13.37514,13.39618,13.43023,13.43953,13.32917,13.14444,12.85728,12.68723,12.75962,12.74210,12.37589,11.78911,10.87631,9.93916,9.95699,10.71709,10.71709
0,1,5.39807,6.17792,6.58370,7.09075,7.66902,8.19597,8.66274,9.13619,9.63614,10.25036,10.76978,11.19499,11.56648,11.89622,12.22265,12.56867,12.87086,13.22076,13.53776,13.83888,14.21979,14.64875,14.97550,15.27396,15.57140,16.03821,16.41317,16.66342,16.97153,17.24391,17.52046,17.81458,18.11254,18.43441,18.72610,18.97423,19.41556,19.71487,20.14748,20.48524,21.00446,21.38516,21.93868,22.44438,22.95071,23.50737,24.23514,24.86356,25.49436,26.14380,26.89962,27.74320,28.54947,29.36896,30.36241,31.36097,32.54759,33.65516,34.94650,35.88509,36.70403,37.46155,38.02154,38.40292,38.73551,39.02223,39.26616,39.52016,39.73271,39.97849,40.22810,40.46008,40.67663,40.87154,41.04677,41.19597,41.35164,41.51207,41.65554,41.80398,41.94449,42.11044,42.28527,42.49124,42.73208,42.89680,43.12878,43.39521,43.62116,43.93180,44.33734,45.03301,46.18236,48.59755,51.63811,52.77931,53.54904,54.26363,54.96608,55.51520,55.57944
0,1,5.89619,6.46381,6.82869,7.21954,7.69361,8.11956,8.42123,8.71375,8.96927,9.22430,9.52418,9.92285,10.22095,10.53190,10.89448,11.34613,11.83868,12.25086,12.62643,12.91970,13.27336,13.57341,13.83513,14.02674,14.26681,14.48168,14.65106,14.81305,14.90702,15.05267,15.17756,15.42128,15.66265,15.84045,16.22273,16.48355,16.80006,17.17393,17.63387,18.03443,18.44707,18.88855,19.36617,19.79554,20.31823,20.76748,21.25038,21.76547,22.27503,22.85762,23.46159,24.01573,24.64520,25.28893,26.00876,26.76487,27.48051,28.28666,29.10281,30.03587,31.04311,32.06600,33.17366,34.33918,35.40209,36.56560,37.61587,38.59618,39.38387,40.02167,40.49430,40.91834,41.15118,41.27344,41.37019,41.45926,41.57541,41.69843,41.84137,41.95185,42.07239,42.21774,42.35323,42.50817,42.65227,42.80580,42.97833,43.18298,43.39786,43.62769,43.91726,44.35250,45.05341,46.36797,48.08458,50.23314,51.54623,52.26561,52.99774,53.74379,53.94997
0,1,5.66444,6.34104,6.79323,7.28418,7.84921,8.36986,8.76206,9.05450,9.27779,9.55010,9.87121,10.18780,10.46599,10.70089,10.91379,11.17777,11.46442,11.81830,12.28138,12.69987,13.24988,13.78173,14.38841,15.01375,15.60201,16.23699,16.74662,17.26213,17.71547,18.10735,18.51048,18.90504,19.33195,19.68234,20.06483,20.52901,20.90517,21.32081,21.66620,22.15219,22.64537,23.22569,23.77319,24.36442,25.01247,25.64298,26.35041,27.03496,27.86577,28.55551,29.29269,30.12560,30.98152,31.79347,32.61870,33.47721,34.32021,35.21081,36.24159,37.13791,38.02461,38.73454,39.34344,39.83361,40.22899,40.50579,40.75002,40.93624,41.16387,41.38303,41.64240,41.89991,42.16212,42.43322,42.71990,42.96913,43.25824,43.53685,43.85044,44.14562,44.47886,44.85123,45.26790,45.76321,46.34308,47.00998,47.84777,48.79332,49.89484,50.78699,51.53644,51.95993,52.35075,52.80072,53.35025,53.96273,54.54921,55.16938,55.63470,55.73625,55.74486
0,1,5.78215,6.39304,7.01235,7.74259,8.34564,8.79537,9.10657,9.35333,9.72490,10.18409,10.77513,11.65771,12.46569,13.32832,14.22597,14.99590,15.70540,16.33771,16.92625,17.57104,18.14952,18.65555,19.13630,19.54971,20.00151,20.36397,20.79299,21.16436,21.48850,21.91699,22.24370,22.64332,23.05572,23.48980,23.91332,24.30869,24.70625,25.07604,25.50800,25.85319,26.25768,26.62318,27.00562,27.42461,27.82680,28.29230,28.72025,29.19204,29.65838,30.12912,30.58386,31.10358,31.63646,32.19388,32.78407,33.38168,33.97540,34.68102,35.36104,36.05096,36.73690,37.43393,38.08216,38.71143,39.31206,39.93548,40.41388,40.86666,41.19727,41.49553,41.74686,41.98029,42.17060,42.35500,42.55202,42.71044,42.88710,43.07107,43.24590,43.44525,43.65308,43.85496,44.08832,44.33018,44.57162,44.79476,45.02182,45.19430,45.38876,45.62211,45.84622,46.24630,47.09087,48.74821,50.59523,52.20755,53.15285,53.82280,54.50541,55.33064,55.44710
0,1,5.83145,6.81868,7.33134,7.84439,8.38288,8.82295,9.11682,9.34703,9.57579,9.84110,10.13577,10.45449,10.83004,11.26187,11.69627,12.16466,12.62454,13.09995,13.47025,13.86270,14.29184,14.67450,15.11170,15.56164,16.05988,16.60550,17.14782,17.78735,18.44895,19.09355,19.75480,20.52298,21.29443,22.00325,22.70565,23.45667,24.24664,24.96082,25.75924,26.57373,27.45430,28.33101,29.22215,30.25123,31.27879,32.39217,33.49916,34.59367,35.52454,36.46161,37.36825,38.26231,39.01726,39.64420,40.23337,40.75620,41.19082,41.59872,41.96945,42.28011,42.55847,42.75148,42.93322,43.15627,43.27716,43.39575,43.52970,43.65633,43.78770,43.90851,44.04217,44.17322,44.30577,44.45619,44.59175,44.71104,44.84360,44.96473,45.12303,45.24567,45.37329,45.49429,45.60180,45.75218,45.88736,46.05662,46.23203,46.47199,46.80669,47.36568,48.40271,49.99288,51.82271,52.65169,53.38462,54.26395,55.16173,55.99860,56.55090,56.65301,56.67328
