flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
"Anise, badian, fennel ",C_Anisr,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Apple Juice,C_Juice_appl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Apple juice,C_Juice_appl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Apple Juice, Concentrated",C_Juice_appl_con,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Apple juice, concentrated",C_Juice_appl_con,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Apples,C_Appls,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Apricots,C_Apris,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Apricots, Dried",C_Apriy,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Apricots, dried",C_Apriy,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Areca nuts,C_Arecs,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Artichokes,C_Artis,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Asparagus,C_Aspas,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Asses,C_Asses,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Avocados,C_Avocs,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Bacon and Ham,C_Pork_ham,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bambara beans,C_Bambs,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Bambara beans, dry",C_Bambs,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bananas,C_Banas,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Barley,C_Barly,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Barley Flour and Grits,C_Flour_barl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Barley flour and grits,C_Flour_barl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Barley, Pearled",C_Barld,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Barley, pearled",C_Barld,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Beans, dry",C_Beany,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Beans, green",C_Beann,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beef and Veal Preparations nes,C_Beef_nes,fao,bonsut_v2_0,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
beef and veal preparations nes,C_Beef_nes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beef and Veal Preparations nes,C_Beef_ons,fao,bonsut_v2_0,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
"Beef and Veal, Dried, Salted, Smoked",C_Beef_smoked,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beer of Barley,C_Beer_barl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Beer of barley, malted",C_Beer_barl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beer of Maize,C_Beer_millet,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Beer of maize, malted",C_Beer_millet,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beer of Millet,C_Beer_maiz,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Beer of millet, malted",C_Beer_maiz,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beer of Sorghum,C_Beer_sorg,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Beer of sorghum, malted",C_Beer_sorg,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Beeswax,C_Beesx,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Berries nes,C_Berrs,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Beverages, Distilled Alcoholic",C_Bev_dstl,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Blueberries,C_Blues,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Bovine meat, salted, dried or smoked",C_Beef_smoked,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Barley,C_Bran_ bar,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of barley,C_Bran_ bar,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Buckwheat,C_Bran_ buc,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of buckwheat,C_Bran_ buc,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of cereals n.e.c.,C_Bran_ cer,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Cereals nes,C_Bran_ cer,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Fonio,C_Bran_ fon,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of fonio,C_Bran_ fon,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Maize,C_Bran_ mai,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of maize,C_Bran_ mai,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Millet,C_Bran_ mil,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of millet,C_Bran_ mil,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Mixed Grain,C_Bran_ mix,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of mixed grain,C_Bran_ mix,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Oats,C_Bran_ oat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of oats,C_Bran_ oat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Pulses,C_Bran_ pul,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of pulses,C_Bran_ pul,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Rice,C_Bran_ ric,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of rice,C_Bran_ ric,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Rye,C_Bran_ rye,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of rye,C_Bran_ rye,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Sorghum,C_Bran_ sor,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of sorghum,C_Bran_ sor,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Triticale,C_Bran_ tri,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of triticale,C_Bran_ tri,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of Wheat,C_Bran_ whe,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bran of wheat,C_Bran_ whe,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Brazil nuts,C_Brazl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Brazil nuts, in shell",C_Brazl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Brazil Nuts, Shelled",C_Brazd,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Brazil nuts, shelled",C_Brazd,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bread,C_Bread,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Breakfast Cereals,C_Cer_brkf,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Breakfast cereals,C_Cer_brkf,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Broad beans and horse beans, dry",C_Broay,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Broad beans and horse beans, green",C_Vegleg_nes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Broad beans, dry",C_Broay,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Broad Beans, Green",C_Vegleg_nes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Broad Beans, Green ",C_Vegleg_nes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Buckwheat,C_Buckt,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Buffalo,C_Bufmeat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Buffalo fat, unrendered",C_Fat_buff,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Buffalo hides, fresh",C_Hide_buff,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Buffalo meat,C_Meat_buff,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Buffalo milk,C_Bufmilk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Buffaloes,C_Bufmeat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Buffalos - Meat (live),C_Bufmeat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Buffalos - Milk,C_Bufmilk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Bulgur,C_Macai,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter and Ghee of Sheep Milk,C_Butt_sheep,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter and ghee of sheep milk,C_Butt_sheep,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of Buffalo Milk,C_Butt_buff,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of buffalo milk,C_Butt_buff,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of Cow Milk,C_Butt_cow,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of cow milk,C_Butt_cow,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of Goat Milk,C_Butt_goat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of goat milk,C_Butt_goat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of Karite Nuts,C_Butts,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Butter of karite nuts,C_Butts,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Buttermilk, curdled and acidified milk",C_Buttk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Buttermilk, Curdled Milk, Acidifie",C_Buttk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Buttermilk, Curdled Milk, Acidified Milk",C_Buttk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Buttermilk, dry",C_Milk_dry,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cabbages,C_Cabbs,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Cake of  Cottonseed,C_Ckcotton,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Groundnuts,C_Ckgound,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Linseed,C_Cklins,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  linseed,C_Cklins,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Mustard seed,C_Ckmust,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Palm kernel,C_Ckpalm,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Rapeseed,C_Ckrapes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Safflowerseed,C_Cksaffl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Sesame seed,C_Cksesam,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Soya beans,C_Cksoyb,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  soya beans,C_Cksoyb,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of  Sunflower seed,C_Cksunf,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Copra,C_Ckcopra,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of copra,C_Ckcopra,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Cottonseed,C_Ckcotton,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of cottonseed,C_Ckcotton,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Groundnuts,C_Ckgound,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of groundnuts,C_Ckgound,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Hempseed,C_Ckseednes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of hempseed,C_Ckseednes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Kapok,C_Ckkapok,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of kapok,C_Ckkapok,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Linseed,C_Cklins,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Maize,C_Ckmaize,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of maize,C_Ckmaize,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Mustard Seed,C_Ckmust,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of mustard seed,C_Ckmust,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Oilseeds nes,C_Ckseednes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Palm Kernel,C_Ckpalm,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of palm kernel,C_Ckpalm,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Rapeseed,C_Ckrapes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of rapeseed,C_Ckrapes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Rice Bran,C_Ckriceb,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of rice bran,C_Ckriceb,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Safflower Seed,C_Cksaffl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of safflowerseed,C_Cksaffl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Sesame Seed,C_Cksesam,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of sesame seed,C_Cksesam,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Soybeans,C_Cksoyb,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of Sunflower Seed,C_Cksunf,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cake of sunflower seed,C_Cksunf,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cake, oilseeds nes",C_Ckseednes,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Camel - Milk,C_Cammilk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Camel milk,C_Cammilk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Canary seed,C_Canad,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Cane Sugar, Centrifugal",C_Sugar_nc,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cane sugar, centrifugal",C_Sugar_nc,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cane Sugar, Non-Centrifugal",C_Sugar_rc,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cane sugar, non-centrifugal",C_Sugar_rc,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Canned Mushrooms,C_Mush_can,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Canned mushrooms,C_Mush_can,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cantaloupes and other melons,C_Melon,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Carobs,C_Caros,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Carobs ,C_Caros,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Carrot,C_Carrs,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Carrots and turnips,C_Carrs,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Casein,C_Casen,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Cashew nuts,C_Cashl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cashew nuts, in shell",C_Cashl,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cashew Nuts, Shelled",C_Cashd,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cashew nuts, shelled",C_Cashd,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cashewapple,C_Cashe,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Cassava,C_Cassa,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cassava leaves,C_Casss,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Cassava, Dried",C_Cassd,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cassava, dry",C_Cassd,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cassava, fresh",C_Cassa,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Castor Beans,C_Castd,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
"Castor Oil, Hydrogenated",C_cOil_beans,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Castor oil, hydrogenated",C_cOil_beans,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cattle,C_Catmeat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cattle - Meat (live),C_Catmeat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cattle - Milk,C_Catmilk,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cattle fat, unrendered",C_Fat_cow,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cattle hides, fresh",C_Hide_cow,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cattle, Butcher Fat",C_Catt_Fat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
"Cattle, butcher fat",C_Catt_Fat,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cauliflowers and broccoli,C_Cauli,fao,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Cereal Preparations,C_Cer_prep,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cereal preparations,C_Cer_prep,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
Cereals n.e.c.,C_Ceres,fao,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
