code,parent_code,name,level
892,266,8.2 Other royalties and license fees,2
894,999,8. Audiovisual transactions,2
895,289,10.2.1 Education services,3
896,289,10.2.2 Health services,3
897,289,10.2.3 Other,3
900,200,Supplementary Items,1
950,999,"1. Freight transportation on merchandise, valued on a transaction basis",2
951,950,1.1 Sea freight,3
952,950,1.2 Air freight,3
953,950,1.6 Road freight,3
956,970,2.1 Travel - Expenditure on goods,3
957,970,2.2 Travel - Expenditure on accommodation and food and beverage serving services,3
960,999,3. Gross insurance premiums,2
961,999,4. Gross insurance claims,2
962,999,7. Merchanting gross flows,2
970,999,2. Travel,2
972,960,3.1 Gross premiums - life insurance,3
973,961,4.1 Gross claims - life insurance,3
974,960,3.2 Gross premiums - freight insurance,3
975,961,4.2 Gross claims - freight insurance,3
976,960,3.3 Gross premiums - other direct insurance,3
977,961,4.3 Gross claims - other direct insurance,3
983,200,Service not allocated,1
999,200,Memorandum Items,1
ALLEB,200,All Extended Balance of Payments Services,1
TOEB02,ALLEB,All EBOPS 2002 Commodities,2
1,TOTAL,1 Manufacturing services on physical inputs owned by others,1
1.1,1,"1.1 Goods for processing in reporting economy — Goods returned (credits), Goods received (debits)",2
1.2,1,"1.2 Goods for processing abroad — Goods sent (credits), Goods returned (debits)",2
10,TOTAL,10 Other business services,1
10.1,10,10.1 Research and development services,2
10.1.1,10.1,10.1.1 Work undertaken on a systematic basis to increase the stock of knowledge,3
10.1.1.1,10.1.1,10.1.1.1 Provision of customized and non-customized research and development services,4
10.1.1.2,10.1.1,10.1.1.2 Sale of proprietary rights arising from research and development,4
10.1.1.2.1,10.1.1,10.1.1.2.1 Patents,4
10.1.1.2.2,10.1.1,10.1.1.2.2 Copyrights arising from research and development,4
10.1.1.2.3,10.1.1,10.1.1.2.3 Industrial processes and designs,4
10.1.1.2.4,10.1.1,10.1.1.2.4 Other,4
10.1.2,10.1,10.1.2 Other,3
10.2,10,10.2 Professional and management consulting services,2
10.2.1,10.2,"10.2.1 Legal, accounting, management consulting, and public relations services",3
10.2.1.1,10.2.1,10.2.1.1 Legal services,4
10.2.1.2,10.2.1,"10.2.1.2 Accounting, auditing, bookkeeping, and tax consulting services",4
10.2.1.3,10.2.1,10.2.1.3 Business and management consulting and public relations services,4
10.2.2,10.2,"10.2.2 Advertising, market research, and public opinion polling services",3
10.2.2.1,10.2.2,"10.2.2.1 Of which: Convention, trade-fair and exhibition organization services",4
10.3,10,"10.3 Technical, trade-related and other business services",2
10.3.1,10.3,"10.3.1 Architectural, engineering, scientific, and other technical services",3
10.3.1.1,10.3.1,10.3.1.1 Architectural services,4
10.3.1.2,10.3.1,10.3.1.2 Engineering services,4
10.3.1.3,10.3.1,10.3.1.3 Scientific and other technical services,4
10.3.2,10.3,"10.3.2 Waste treatment and de-pollution, agricultural and mining services",3
10.3.2.1,10.3.2,10.3.2.1 Waste treatment and de-pollution,4
10.3.2.2,10.3.2,"10.3.2.2 Services incidental to agriculture, forestry and fishing",4
10.3.2.3,10.3.2,"10.3.2.3 Services incidental to mining, and oil and gas extraction",4
10.3.3,10.3,10.3.3 Operating leasing services,3
10.3.4,10.3,10.3.4 Trade-related services,3
10.3.5,10.3,10.3.5 Other business services n.i.e.,3
10.3.5.1,10.3.5,"10.3.5.1 Of which: Employment services, i.e., search, placement and supply services of personnel",4
11,TOTAL,"11 Personal, cultural, and recreational services",1
11.1,11,11.1 Audio-visual and related services,2
11.1.1,11.1,11.1.1 Audio-visual services,3
11.1.1.a,11.1.1,11.1.1.a Of which: Audio-visual originals,4
11.1.2,11.1,11.1.2 Artistic related services,3
11.2,11,"11.2 Other personal, cultural, and recreational services",2
11.2.1,11.2,11.2.1 Health services,3
11.2.2,11.2,11.2.2 Education services,3
11.2.3,11.2,11.2.3 Heritage and recreational services,3
11.2.4,11.2,11.2.4 Other personal services,3
12,TOTAL,12 Government goods and services n.i.e.,1
12.1,12,12.1 Embassies and consulates,2
12.2,12,12.2 Military units and agencies,2
12.3,12,12.3 Other government goods and services n.i.e.,2
2,TOTAL,2 Maintenance and repair services n.i.e.,1
3,TOTAL,3 Transport,1
3.1,3,3.1 Sea transport,2
3.1.1,3.1,3.1.1 Passenger,3
3.1.1.a,3.1.1,"3.1.1.a Of which: Payable by border, seasonal, and other short-term workers",4
3.1.2,3.1,3.1.2 Freight,3
3.1.3,3.1,3.1.3 Other,3
3.10,3,3.10 Electricity transmission,2
3.11,3,3.11 Other supporting and auxiliary transport services,2
3.2,3,3.2 Air transport,2
3.2.1,3.2,3.2.1 Passenger,3
3.2.1.a,3.2.1,"3.2.1.a Of which: Payable by border, seasonal, and other short-term workers",4
3.2.2,3.2,3.2.2 Freight,3
3.2.3,3.2,3.2.3 Other,3
3.3,3,3.3 Other modes of transport,2
3.3.1,3.3,3.3.1 Passenger,3
3.3.1.a,3.3.1,"3.3.1.a Of which: Payable by border, seasonal, and other short-term workers",4
3.3.2,3.3,3.3.2 Freight,3
3.3.3,3.3,3.3.3 Other,3
3.4,3,3.4 Postal and courier services,2
3.5,3,3.5 Space transport,2
3.6,3,3.6 Rail transport,2
3.6.1,3.6,3.6.1 Passenger,3
3.6.2,3.6,3.6.2 Freight,3
3.6.3,3.6,3.6.3 Other,3
3.7,3,3.7 Road transport,2
3.7.1,3.7,3.7.1 Passenger,3
3.7.2,3.7,3.7.2 Freight,3
3.7.3,3.7,3.7.3 Other,3
3.8,3,3.8 Inland waterway transport,2
3.8.1,3.8,3.8.1 Passenger,3
3.8.2,3.8,3.8.2 Freight,3
3.8.3,3.8,3.8.3 Other,3
3.9,3,3.9 Pipeline transport,2
3a.1,3,3a.1 Passenger,2
3a.1.1,3a.1,"3a.1.1   Of which: Payable by border, seasonal, and other short-term workers",3
3a.2,3,3a.2  Freight,2
3a.3,3,3a.3  Other,2
3a.3.1,3a.3,3a.3.1  Postal and courier services,3
3a.3.2,3a.3,3a.3.2 Other,3
4,TOTAL,4 Travel,1
4.0,TOTAL,4.0  Tourism-related services in travel and passenger transport,1
4.1,4,4.1 Business,2
4.1.1,4.1,"4.1.1 Acquisition of goods and services by border, seasonal, and other shortterm workers",3
4.1.2,4.1,4.1.2 Other,3
4.2,4,4.2 Personal,2
4.2.1,4.2,4.2.1 Health-related,3
4.2.2,4.2,4.2.2 Education-related,3
4.2.3,4.2,4.2.3 Other,3
4a.1,4,4a.1 Goods,2
4a.2,4,4a.2 Local transport services,2
4a.3,4,4a.3 Accommodation services,2
4a.4,4,4a.4 Food-serving services,2
4a.5,4,4a.5 Other services,2
4a.5.1,4a.5,4a.5.1  Of which: Health services,3
4a.5.2,4a.5,4a.5.2  Of which: Education services,3
5,TOTAL,5 Construction,1
5.1,5,5.1 Construction abroad,2
5.2,5,5.2 Construction in the reporting economy,2
6,TOTAL,6 Insurance and pension services,1
6.1,6,6.1 Direct insurance,2
6.1.1,6.1,6.1.1 Life insurance,3
6.1.1.a,6.1.1,6.1.1.a Gross life insurance premiums receivable (credits) and payable (debits),4
6.1.1.b,6.1.1,6.1.1.b Gross life insurance claims receivable (credits) and payable (debits),4
6.1.2,6.1,6.1.2 Freight insurance,3
6.1.2.a,6.1.2,6.1.2.a Gross freight insurance premiums receivable (credits) and payable (debits),4
6.1.2.b,6.1.2,6.1.2 b Gross freight insurance claims receivable (credits) and payable (debits),4
6.1.3,6.1,6.1.3 Other direct insurance,3
6.1.3.a,6.1.3,6.1.3.a Gross other direct insurance premiums receivable (credits) and payable (debits),4
6.1.3.b,6.1.3,6.1.3.b Gross other direct insurance claims receivable (credits) and payable (debits),4
6.2,6,6.2 Reinsurance,2
6.3,6,6.3 Auxiliary insurance services,2
6.4,6,6.4 Pension and standardized guarantee services,2
6.4.1,6.4,6.4.1 Pension services,3
6.4.2,6.4,6.4.2 Standardized guarantee services,3
7,TOTAL,7 Financial services,1
7.1,7,7.1 Explicitly charged and other financial services,2
7.2,7,7.2 Financial intermediation services indirectly measured (FISIM),2
8,TOTAL,8 Charges for the use of intellectual property n.i.e.,1
8.1,8,8.1 Franchises and trademarks licensing fees,2
8.2,8,8.2 Licences for the use of outcomes of research and development,2
8.3,8,8.3 Licences to reproduce and/or distribute computer software,2
8.4,8,8.4 Licences to reproduce and/or distribute audio-visual and related products,2
8.4.1,8.4,8.4.1 Licences to reproduce and/or distribute audio-visual products,3
8.4.2,8.4,8.4.2 Licences to reproduce and/or distribute other products,3
9,TOTAL,"9 Telecommunications, computer, and information services",1
9.1,9,9.1 Telecommunications services,2
9.2,9,9.2 Computer services,2
9.2.1,9.2,9.2.1 Computer software,3
9.2.1.a,9.2.1,9.2.1.a Of which: Software originals,4
9.2.2,9.2,9.2.2 Other computer services,3
9.3,9,9.3 Information services,2
9.3.1,9.3,9.3.1 News agency services,3
9.3.2,9.3,9.3.2 Other information services,3
C.1,TOTAL,C.1 Audio-visual transactions,1
C.1.1,C.1,C.1.1  Of which: C.1.1 Licences to use audio-visual products,2
C.2,TOTAL,C.2 Cultural transactions,1
C.3,TOTAL,C.3 Computer software transactions,1
C.3.1,C.3,C.3.1  Of which: C.3.1 Licences to use computer software products,2
C.4,TOTAL,C.4 Call-centre services,1
C.5,TOTAL,C.5 Total services transactions between related enterprises,1
C.6,TOTAL,C.6 Total trade-related transactions,1
C.7,TOTAL,C.7 Environmental transactions,1
C.8,TOTAL,C.8 Total health services,1
C.9,TOTAL,C.9 Total education services,1
S1,S,C.1 Audio-visual transactions,1
S1z,S1,Of which: C.1.1 Licences to use audio-visual prod,2
S2,S,C.2 Cultural transactions,1
S3,S,C.3 Computer software transactions,1
S3z,S3,Of which: C.3.1 Licences to use computer software,2
S4,S,C.4 Call-centre services,1
S5,S,C.5 Total services transactions between related e,1
S6,S,C.6 Total trade-related transactions,1
S7,S,C.7 Environmental transactions,1
S8,S,C.8 Total health services,1
S9,S,C.9 Total education services,1
SA,S,Manufacturing services on physical inputs owned by,1
Say,SA,Goods for processing in reporting economy — Goods,2
Saz,SA,Goods for processing abroad — Goods sent (credits),2
SB,S,Maintenance and repair services n.i.e.,1
SC,S,Transport,1
SC1,SC,Sea transport,2
SC11,SC1,Passenger,3
SC11z,SC11,"Of which: Payable by border, seasonal, and other s",4
SC12,SC1,Freight,3
SC13,SC1,Other,3
SC2,SC,Air transport,2
SC21,SC2,Passenger,3
SC21z,SC21,"Of which: Payable by border, seasonal, and other s",4
SC22,SC2,Freight,3
SC23,SC2,Other,3
SC3,SC,Other modes of transport,2
SC31,SC3,Passenger,3
SC31z,SC31,"Of which: Payable by border, seasonal, and other s",4
SC32,SC3,Freight,3
SC33,SC3,Other,3
SC3A,SC,Space transport,2
SC3B,SC,Rail transport,2
SC3B1,SC3B,Passenger,3
SC3B2,SC3B,Freight,3
SC3B3,SC3B,Other,3
SC3C,SC,Road transport,2
SC3C1,SC3C,Passenger,3
SC3C2,SC3C,Freight,3
SC3C3,SC3C,Other,3
SC3D,SC,Inland waterway transport,2
SC3D1,SC3D,Passenger,3
SC3D2,SC3D,Freight,3
SC3D3,SC3D,Other,3
SC3E,SC,Pipeline transport,2
SC3F,SC,Electricity transmission,2
SC3G,SC,Other supporting and auxiliary transport services,2
SC4,SC,Postal and courier services,2
SCA,SC,Passenger,2
SCAz,SCA," Of which: Payable by border, seasonal, and other ",3
SCB,SC,Freight,2
SCC,SC,Other,2
SCC1,SCC,Other,3
SD,S,Travel,1
SD1,SD,Goods,2
SD2,SD,Local transport services,2
SD3,SD,Accommodation services,2
SD4,SD,Food-serving services,2
SD5,SD,Other services,2
SD5y,SD5,Education services,3
SD5z,SD5,Health services,3
SDA,SD,Business,2
SDA1,SDA,"Acquisition of goods and services by border, seaso",3
SDA2,SDA,Other,3
SDB,SD,Personal,2
SDB1,SDB,Health-related,3
SDB2,SDB,Education-related,3
SDB3,SDB,Other,3
SDz,S,Tourism-related services in travel and passenger t,1
SE,S,Construction,1
SE1,SE,Construction abroad,2
SE2,SE,Construction in the reporting economy,2
SF,S,Insurance and pension services,1
SF1,SF,Direct insurance,2
SF11,SF1,Life insurance,3
SF11y,SF11,Gross life insurance premiums receivable (credits),4
SF11z,SF11,Gross life insurance claims receivable (credits) a,4
SF12,SF1,Freight insurance,3
SF12y,SF12,Gross freight insurance premiums receivable (credi,4
SF12z,SF12,Gross freight insurance claims receivable (credits,4
SF13,SF1,Other direct insurance,3
SF13y,SF13,Gross other direct insurance premiums receivable (,4
SF13z,SF13,Gross other direct insurance claims receivable (cr,4
SF2,SF,Reinsurance,2
SF3,SF,Auxiliary insurance services,2
SF4,SF,Pension and standardized guarantee services,2
SF41,SF4,Pension services,3
SF42,SF4,Standardized guarantee services,3
SG,S,Financial services,1
SG1,SG,Explicitly charged and other financial services,2
SG2,SG,Financial intermediation services indirectly measu,2
SH,S,Charges for the use of intellectual property n.i.e,1
SH1,SH,Franchises and trademarks licensing fees,2
SH2,SH,Licences for the use of outcomes of research and d,2
SH3,SH,Licences to reproduce and/or distribute computer s,2
SH4,SH,Licences to reproduce and/or distribute audio-visu,2
SH41,SH4,Licences to reproduce and/or distribute audio-visu,3
SH42,SH4,Licences to reproduce and/or distribute other prod,3
SI,S,"Telecommunications, computer, and information serv",1
SI1,SI,Telecommunications services,2
SI2,SI,Computer services,2
SI21,SI2,Computer software,3
SI21z,SI21,Of which: Software originals,4
SI22,SI2,Other computer services,3
SI3,SI,Information services,2
SI31,SI3,News agency services,3
SI32,SI3,Other information services,3
SJ,S,Other business services,1
SJ1,SJ,Research and development services,2
SJ11,SJ1,Work undertaken on a systematic basis to increase,3
SJ111,SJ11,Provision of customized and non-customized researc,4
SJ112,SJ11,Sale of proprietary rights arising from research a,4
SJ1121,SJ112,Patents,5
SJ1122,SJ112,Copyrights arising from research and development,5
SJ1123,SJ112,Industrial processes and designs,5
SJ1124,SJ112,Other,5
SJ12,SJ1,Other,3
SJ2,SJ,Professional and management consulting services,2
SJ21,SJ2,"Legal, accounting, management consulting, and publ",3
SJ211,SJ21,Legal services,4
SJ212,SJ21,"Accounting, auditing, bookkeeping, and tax consult",4
SJ213,SJ21,Business and management consulting and public rela,4
SJ22,SJ2,"Advertising, market research, and public opinion p",3
SJ22z,SJ22,"Of which: Convention, trade-fair and exhibition or",4
SJ3,SJ,"Technical, trade-related and other business servic",2
SJ31,SJ3,"Architectural, engineering, scientific, and other ",3
SJ311,SJ31,Architectural services,4
SJ312,SJ31,Engineering services,4
SJ313,SJ31,Scientific and other technical services,4
SJ32,SJ3,"Waste treatment and de-pollution, agricultural and",3
SJ321,SJ32,Waste treatment and de-pollution,4
SJ322,SJ32,"Services incidental to agriculture, forestry and f",4
SJ323,SJ32,"Services incidental to mining, and oil and gas ext",4
SJ33,SJ3,Operating leasing services,3
SJ34,SJ3,Trade-related services,3
SJ35,SJ3,Other business services n.i.e.,3
SJ35z,SJ35,"Of which: Employment services, i.e., search, place",4
SK,S,"Personal, cultural, and recreational services",1
SK1,SK,Audio-visual and related services,2
SK11,SK1,Audio-visual services,3
SK11z,SK11,Of which: Audio-visual originals,4
SK12,SK1,Artistic related services,3
SK2,SK,"Other personal, cultural, and recreational service",2
SK21,SK2,Health services,3
SK22,SK2,Education services,3
SK23,SK2,Heritage and recreational services,3
SK24,SK2,Other personal services,3
SL,S,Government goods and services n.i.e.,1
SL1,SL,Embassies and consulates,2
SL2,SL,Military units and agencies,2
SL3,SL,Other government goods and services n.i.e.,2
