code,name,parent_code,level
336213,Motor home manufacturing,3362BP,4
336214,Travel trailer and camper manufacturing,3362BP,4
336310,Motor vehicle gasoline engine and engine parts manufacturing,3362BP,4
336320,Motor vehicle electrical and electronic equipment manufacturing,3362BP,4
3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",3362BP,4
336350,Motor vehicle transmission and power train parts manufacturing,3362BP,4
336360,Motor vehicle seating and interior trim manufacturing,3362BP,4
336370,Motor vehicle metal stamping,3362BP,4
336390,Other motor vehicle parts manufacturing,3362BP,4
3364OT,Other transportation equipment,33DG,2
3364,Aerospace product and parts manufacturing,3364OT,3
336411,Aircraft manufacturing,3364,4
336412,Aircraft engine and engine parts manufacturing,3364,4
336413,Other aircraft parts and auxiliary equipment manufacturing,3364,4
336414,Guided missile and space vehicle manufacturing,3364,4
33641A,Propulsion units and parts for space vehicles and guided missiles,3364,4
3365AO,All other transportation equipment manufacturing,3364OT,3
336500,Railroad rolling stock manufacturing,3365AO,4
336611,Ship building and repairing,3365AO,4
336612,Boat building,3365AO,4
336991,"Motorcycle, bicycle, and parts manufacturing",3365AO,4
336992,"Military armored vehicle, tank, and tank component manufacturing",3365AO,4
336999,All other transportation equipment manufacturing,3365AO,4
337,Furniture and related products,33DG,2
337110,Wood kitchen cabinet and countertop manufacturing,337,3
337121,Upholstered household furniture manufacturing,337,3
337122,Nonupholstered wood household furniture manufacturing,337,3
33712N,Other household nonupholstered furniture,337,3
337127,Institutional furniture manufacturing,337,3
33721A,Office furniture and custom architectural woodwork and millwork manufacturing,337,3
337215,"Showcase, partition, shelving, and locker manufacturing",337,3
337900,Other furniture related product manufacturing,337,3
339,Miscellaneous manufacturing,33DG,2
3391,Medical equipment and supplies manufacturing,339,3
339112,Surgical and medical instrument manufacturing,3391,4
339113,Surgical appliance and supplies manufacturing,3391,4
339114,Dental equipment and supplies manufacturing,3391,4
339115,Ophthalmic goods manufacturing,3391,4
339116,Dental laboratories,3391,4
3399,Other miscellaneous manufacturing,339,3
339910,Jewelry and silverware manufacturing,3399,4
339920,Sporting and athletic goods manufacturing,3399,4
339930,"Doll, toy, and game manufacturing",3399,4
339940,Office supplies (except paper) manufacturing,3399,4
339950,Sign manufacturing,3399,4
339990,All other miscellaneous manufacturing,3399,4
31ND,NONDURABLE GOODS,TOTII,1
311FT,Food and beverage and tobacco products,31ND,2
311,Food manufacturing,311FT,3
311111,Dog and cat food manufacturing,311,4
311119,Other animal food manufacturing,311,4
311210,Flour milling and malt manufacturing,311,4
311221,Wet corn milling,311,4
311224,Soybean and other oilseed processing,311,4
311225,Fats and oils refining and blending,311,4
311230,Breakfast cereal manufacturing,311,4
311300,Sugar and confectionery product manufacturing,311,4
311410,Frozen food manufacturing,311,4
311420,"Fruit and vegetable canning, pickling, and drying",311,4
31151A,Fluid milk and butter manufacturing,311,4
311513,Cheese manufacturing,311,4
311514,"Dry, condensed, and evaporated dairy product manufacturing",311,4
311520,Ice cream and frozen dessert manufacturing,311,4
31161A,"Animal (except poultry) slaughtering, rendering, and processing",311,4
311615,Poultry processing,311,4
311700,Seafood product preparation and packaging,311,4
311810,Bread and bakery product manufacturing,311,4
3118A0,"Cookie, cracker, pasta, and tortilla manufacturing",311,4
311910,Snack food manufacturing,311,4
311920,Coffee and tea manufacturing,311,4
311930,Flavoring syrup and concentrate manufacturing,311,4
311940,Seasoning and dressing manufacturing,311,4
311990,All other food manufacturing,311,4
3121,Beverage manufacturing,311FT,3
312110,Soft drink and ice manufacturing,3121,4
312120,Breweries,3121,4
312130,Wineries,3121,4
312140,Distilleries,3121,4
3122,Tobacco manufacturing,311FT,3
312200,Tobacco manufacturing,3122,4
313TT,Textile mills and textile product mills,31ND,2
313100,"Fiber, yarn, and thread mills",313TT,3
313200,Fabric mills,313TT,3
313300,Textile and fabric finishing and fabric coating mills,313TT,3
314110,Carpet and rug mills,313TT,3
314120,Curtain and linen mills,313TT,3
314900,Other textile product mills,313TT,3
315AL,Apparel and leather and allied products,31ND,2
315000,Apparel manufacturing,315AL,3
316000,Leather and allied product manufacturing,315AL,3
322,Paper products,31ND,2
322110,Pulp mills,322,3
322120,Paper mills,322,3
322130,Paperboard mills,322,3
322210,Paperboard container manufacturing,322,3
322220,Paper bag and coated and treated paper manufacturing,322,3
322230,Stationery product manufacturing,322,3
322291,Sanitary paper product manufacturing,322,3
322299,All other converted paper product manufacturing,322,3
323,Printing and related support activities,31ND,2
323110,Printing,323,3
323120,Support activities for printing,323,3
324,Petroleum and coal products,31ND,2
324110,Petroleum refineries,324,3
324121,Asphalt paving mixture and block manufacturing,324,3
324122,Asphalt shingle and coating materials manufacturing,324,3
324190,Other petroleum and coal products manufacturing,324,3
325,Chemical products,31ND,2
3251,Basic chemical manufacturing,325,3
325110,Petrochemical manufacturing,3251,4
325120,Industrial gas manufacturing,3251,4
325130,Synthetic dye and pigment manufacturing,3251,4
325180,Other basic inorganic chemical manufacturing,3251,4
325190,Other basic organic chemical manufacturing,3251,4
3252,"Resin, rubber, and artificial fibers manufacturing",325,3
325211,Plastics material and resin manufacturing,3252,4
3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,3252,4
3254,Pharmaceutical and medicine manufacturing,325,3
325411,Medicinal and botanical manufacturing,3254,4
325412,Pharmaceutical preparation manufacturing,3254,4
325413,In-vitro diagnostic substance manufacturing,3254,4
325414,Biological product (except diagnostic) manufacturing,3254,4
325X,Other chemical manufacturing,325,3
325310,Fertilizer manufacturing,325X,4
325320,Pesticide and other agricultural chemical manufacturing,325X,4
325510,Paint and coating manufacturing,325X,4
325520,Adhesive manufacturing,325X,4
325610,Soap and cleaning compound manufacturing,325X,4
325620,Toilet preparation manufacturing,325X,4
325910,Printing ink manufacturing,325X,4
3259A0,All other chemical product and preparation manufacturing,325X,4
326,Plastics and rubber products,31ND,2
326110,Plastics packaging materials and unlaminated film and sheet manufacturing,326,3
326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",326,3
326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",326,3
326140,Polystyrene foam product manufacturing,326,3
326150,Urethane and other foam product (except polystyrene) manufacturing,326,3
326160,Plastics bottle manufacturing,326,3
326190,Other plastics product manufacturing,326,3
326210,Tire manufacturing,326,3
326220,Rubber and plastics hoses and belting manufacturing,326,3
326290,Other rubber product manufacturing,326,3
42,WHOLESALE TRADE,TOTII,1
4231,Motor vehicle and motor vehicle parts and supplies,42,2
423100,Motor vehicle and motor vehicle parts and supplies,4231,3
4234,Professional and commercial equipment and supplies,42,2
423400,Professional and commercial equipment and supplies,4234,3
4236,Household appliances and electrical and electronic goods,42,2
423600,Household appliances and electrical and electronic goods,4236,3
4238,"Machinery, equipment, and supplies",42,2
423800,"Machinery, equipment, and supplies",4238,3
423X,Other durable goods merchant wholesalers,42,2
423A00,Other durable goods merchant wholesalers,423X,3
4242,Drugs and druggists' sundries,42,2
424200,Drugs and druggists' sundries,4242,3
4244,Grocery and related product wholesalers,42,2
424400,Grocery and related product wholesalers,4244,3
4247,Petroleum and petroleum products,42,2
424700,Petroleum and petroleum products,4247,3
424X,Other nondurable goods merchant wholesalers,42,2
424A00,Other nondurable goods merchant wholesalers,424X,3
425,Wholesale electronic markets and agents and brokers,42,2
425000,Wholesale electronic markets and agents and brokers,425,3
42ID,Customs duties,42,2
4200ID,Customs duties,42ID,3
44RT,RETAIL TRADE,TOTII,1
441,Motor vehicle and parts dealers,44RT,2
441000,Motor vehicle and parts dealers,441,3
445,Food and beverage stores,44RT,2
445000,Food and beverage stores,445,3
452,General merchandise stores,44RT,2
452000,General merchandise stores,452,3
4A0,Other retail,44RT,2
444,Building material and garden equipment and supplies dealers,4A0,3
444000,Building material and garden equipment and supplies dealers,444,4
446,Health and personal care stores,4A0,3
446000,Health and personal care stores,446,4
447,Gasoline stations,4A0,3
447000,Gasoline stations,447,4
448,Clothing and clothing accessories stores,4A0,3
448000,Clothing and clothing accessories stores,448,4
454,Nonstore retailers,4A0,3
454000,Nonstore retailers,454,4
4A0X,All other retail,4A0,3
4B0000,All other retail,4A0X,4
48TW,"TRANSPORTATION AND WAREHOUSING, EXCLUDING POSTAL SERVICE",TOTII,1
481,Air transportation,48TW,2
481000,Air transportation,481,3
482,Rail transportation,48TW,2
482000,Rail transportation,482,3
483,Water transportation,48TW,2
483000,Water transportation,483,3
484,Truck transportation,48TW,2
484000,Truck transportation,484,3
485,Transit and ground passenger transportation,48TW,2
485000,Transit and ground passenger transportation,485,3
486,Pipeline transportation,48TW,2
486000,Pipeline transportation,486,3
487OS,Other transportation and support activities,48TW,2
48A,Scenic and sightseeing transportation and support activities,487OS,3
48A000,Scenic and sightseeing transportation and support activities,48A,4
492,Couriers and messengers,487OS,3
492000,Couriers and messengers,492,4
493,Warehousing and storage,48TW,2
493000,Warehousing and storage,493,3
51,INFORMATION,TOTII,1
511,"Publishing industries, except internet (includes software)",51,2
5111,"Newspaper, periodical, book, and directory publishers",511,3
511110,Newspaper publishers,5111,4
511120,Periodical publishers,5111,4
511130,Book publishers,5111,4
5111A0,"Directory, mailing list, and other publishers",5111,4
5112,Software publishers,511,3
511200,Software publishers,5112,4
512,Motion picture and sound recording industries,51,2
512100,Motion picture and video industries,512,3
512200,Sound recording industries,512,3
513,Broadcasting and telecommunications,51,2
515,Broadcasting (except Internet),513,3
515100,Radio and television broadcasting,515,4
515200,Cable and other subscription programming,515,4
5171,Wired telecommunications carriers,513,3
517110,Wired telecommunications carriers,5171,4
5172,Wireless telecommunications carriers (except satellite),513,3
517210,Wireless telecommunications carriers (except satellite),5172,4
5174OT,"Other telecommunications, including satellite",513,3
517A00,"Satellite, telecommunications resellers, and all other telecommunications",5174OT,4
514,"Data processing, internet publishing, and other information services",51,2
518,"Data processing, hosting, and related services",514,3
518200,"Data processing, hosting, and related services",518,4
519,Other information services,514,3
519130,Internet publishing and broadcasting and Web search portals,519,4
5191A0,"News syndicates, libraries, archives and all other information services",519,4
52,FINANCE AND INSURANCE,TOTII,1
521CI,"Federal Reserve banks, credit intermediation, and related activities",52,2
52A000,Monetary authorities and depository credit intermediation,521CI,3
522A00,Nondepository credit intermediation and related activities,521CI,3
523,"Securities, commodity contracts, and investments",52,2
523A00,Securities and commodity contracts intermediation and brokerage,523,3
523900,Other financial investment activities,523,3
524,Insurance carriers and related activities,52,2
524113,Direct life insurance carriers,524,3
5241X,"Insurance carriers, except direct life",524,3
5241XX,"Insurance carriers, except direct life",5241X,4
5242,"Agencies, brokerages, and other insurance related activities",524,3
524200,"Insurance agencies, brokerages, and related activities",5242,4
525,"Funds, trusts, and other financial vehicles",52,2
525000,"Funds, trusts, and other financial vehicles",525,3
53,REAL ESTATE AND RENTAL AND LEASING,TOTII,1
HS,Housing,53,2
HSO,Owner-occupied housing,HS,3
531HSO,Owner-occupied housing,HSO,4
HST,Tenant-occupied housing,HS,3
531HST,Tenant-occupied housing,HST,4
ORE,Other real estate,53,2
531ORE,Other real estate,ORE,3
532RL,Rental and leasing services and lessors of intangible assets,53,2
532100,Automotive equipment rental and leasing,532RL,3
532A00,General and consumer goods rental,532RL,3
532400,Commercial and industrial machinery and equipment rental and leasing,532RL,3
533000,Lessors of nonfinancial intangible assets,532RL,3
54,PROFESSIONAL AND TECHNICAL SERVICES,TOTII,1
5411,Legal services,54,2
541100,Legal services,5411,3
5412OP,"Miscellaneous professional, scientific, and technical services",54,2
5412,"Accounting, tax preparation, bookkeeping, and payroll services",5412OP,3
541200,"Accounting, tax preparation, bookkeeping, and payroll services",5412,4
5413,"Architectural, engineering, and related services",5412OP,3
541300,"Architectural, engineering, and related services",5413,4
5416,"Management, scientific, and technical consulting services",5412OP,3
541610,Management consulting services,5416,4
5416A0,Environmental and other technical consulting services,5416,4
5417,Scientific research and development services,5412OP,3
541700,Scientific research and development services,5417,4
5418,"Advertising, public relations, and related services",5412OP,3
541800,"Advertising, public relations, and related services",5418,4
541X,"Specialized design services and other professional, scientific, and technical services",5412OP,3
541400,Specialized design services,541X,4
5419A0,"All other miscellaneous professional, scientific, and technical services",541X,4
541920,Photographic services,541X,4
541940,Veterinary services,541X,4
5415,Computer systems design and related services,54,2
541511,Custom computer programming services,5415,3
541512,Computer systems design services,5415,3
54151A,"Other computer related services, including facilities management",5415,3
55,Management of companies and enterprises,TOTII,1
550000,Management of companies and enterprises,55,2
56,ADMINISTRATIVE AND WASTE SERVICES,TOTII,1
561,Administrative and support services,56,2
5613,Employment services,561,3
561300,Employment services,5613,4
5617,Services to buildings and dwellings,561,3
561700,Services to buildings and dwellings,5617,4
561X,Other administrative and support services,561,3
561100,Office administrative services,561X,4
561200,Facilities support services,561X,4
561400,Business support services,561X,4
561500,Travel arrangement and reservation services,561X,4
561600,Investigation and security services,561X,4
561900,Other support services,561X,4
562,Waste management and remediation services,56,2
562000,Waste management and remediation services,562,3
61,Educational services,TOTII,1
611100,Elementary and secondary schools,61,2
611A00,"Junior colleges, colleges, universities, and professional schools",61,2
611B00,Other educational services,61,2
62,HEALTH CARE AND SOCIAL ASSISTANCE,TOTII,1
621,Ambulatory health care services,62,2
6211,Offices of physicians,621,3
621100,Offices of physicians,6211,4
6212,Offices of dentists,621,3
621200,Offices of dentists,6212,4
6213,Offices of other health practitioners,621,3
621300,Offices of other health practitioners,6213,4
6214,Outpatient care centers,621,3
621400,Outpatient care centers,6214,4
6215OH,Other ambulatory health care services,621,3
621500,Medical and diagnostic laboratories,6215OH,4
621600,Home health care services,6215OH,4
621900,Other ambulatory health care services,6215OH,4
622,Hospitals,62,2
622000,Hospitals,622,3
623,Nursing and residential care facilities,62,2
623A00,Nursing and community care facilities,623,3
623B00,"Residential mental health, substance abuse, and other residential care facilities",623,3
624,Social assistance,62,2
624100,Individual and family services,624,3
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624,3
624400,Child day care services,624,3
71,"ARTS, ENTERTAINMENT, AND RECREATION",TOTII,1
711AS,"Performing arts, spectator sports, museums, and related activities",71,2
711100,Performing arts companies,711AS,3
711200,Spectator sports,711AS,3
711A00,Promoters of performing arts and sports and agents for public figures,711AS,3
711500,"Independent artists, writers, and performers",711AS,3
712000,"Museums, historical sites, zoos, and parks",711AS,3
713,"Amusements, gambling, and recreation industries",71,2
713100,Amusement parks and arcades,713,3
713200,Gambling industries (except casino hotels),713,3
713900,Other amusement and recreation industries,713,3
72,ACCOMMODATION AND FOOD SERVICES,TOTII,1
721,Accommodation,72,2
721000,Accommodation,721,3
722,Food services and drinking places,72,2
722110,Full-service restaurants,722,3
722211,Limited-service restaurants,722,3
722A00,All other food and drinking places,722,3
81,"Other services, except government",TOTII,1
811,Repair and maintenance,81,2
811100,Automotive repair and maintenance (including car washes),811,3
811200,Electronic and precision equipment repair and maintenance,811,3
811300,Commercial and industrial machinery and equipment repair and maintenance,811,3
811400,Personal and household goods repair and maintenance,811,3
812,Personal and laundry services,81,2
812100,Personal care services,812,3
812200,Death care services,812,3
812300,Dry-cleaning and laundry services,812,3
812900,Other personal services,812,3
813,"Religious, grantmaking, civic, professional, and similar organizations",81,2
813100,Religious organizations,813,3
813A00,"Grantmaking, giving, and social advocacy organizations",813,3
813B00,"Civic, social, professional, and similar organizations",813,3
814,Private households,81,2
814000,Private households,814,3
G,GOVERNMENT,TOTII,1
GFGD,Federal general government (defense),G,2
S00500,Federal general government (defense),GFGD,3
GFGN,Federal general government (nondefense),G,2
S00600,Federal general government (nondefense),GFGN,3
GFE,Federal government enterprises,G,2
491000,Postal service,GFE,3
S00101,Federal electric utilities,GFE,3
S00102,Other federal government enterprises,GFE,3
GSLG,State and local general government,G,2
GSLGE,State and local government (educational services),GSLG,3
GSLGH,State and local government (hospitals and health services),GSLG,3
GSLGO,State and local government (other services),GSLG,3
GSLE,State and local government enterprises,G,2
S00201,State and local government passenger transit,GSLE,3
S00202,State and local government electric utilities,GSLE,3
S00203,Other state and local government enterprises,GSLE,3
Used,"Scrap, used and secondhand goods",TOTII,1
S004,"Scrap, used and secondhand goods",Used,2
S00401,Scrap,S004,3
S00402,Used and secondhand goods,S004,3
Other,Noncomparable imports and rest-of-the-world adjustment,TOTII,1
S003,Noncomparable imports,Other,2
S00300,Noncomparable imports,S003,3
S009,Rest of the world adjustment,Other,2
S00900,Rest of the world adjustment,S009,3
TOTII,Total,,0
T017,Total industry supply,,0
T005,Total Intermediate use,T008,1
VABAS,Value Added (basic prices),TOTII,1
V001,Compensation of employees,VABAS,2
V00100,Compensation of employees,V001,3
T00OTOP,Other taxes on production,VABAS,2
V003,Gross operating surplus,VABAS,2
V00300,Gross operating surplus,V003,3
V002,"Taxes on production and imports, less subsidies",VABAS,2
V00200,"Taxes on production and imports, less subsidies",V002,3
T008,Total Industry Output,,0
T00TOP,Taxes on products and imports,T00OTOP,3
T00SUB,Less: Subsidies on products,T00OTOP,3

