code,parent_code,name,level
26310-0,,Silk yarn and yarn spun from silk waste; silk-worm gut,0
26350-0,,Cotton sewing thread,0
26400-1,,Yarn (other than sewing thread) of synthetic or artificial staple fibres,0
26410-0,,Sewing thread of man-made filaments or staple fibers,0
26420-0,,"Other man-made filament yarn (except single, high tenacity or textured yarn)",0
26500-1,,Woven woolen fabrics,0
26510-0,,Woven fabrics of silk or of silk waste,0
26560-0,,Woven fabrics of flax,0
26600-0,,Woven fabrics of cotton,0
26700-0,,Woven fabrics of man-made filaments and staple fibers,0
26800-1,,Woven pile fabrics and chenille fabrics,0
26890-0,,Woven fabrics (including narrow fabrics) of glass fibers,0
27110-0,,Blankets and traveling rugs (except electric blankets),0
27120-1,,Bed linen,0
27120-2,,Toilet and kitchen linen,0
27120-3,,"Table linen, knitted or crocheted",0
27130-0,,Curtains (including drapes) and interior blinds; curtain or bed valances,0
27150-0,,Sacks and bags of a kind used for the packing of goods,0
27160-0,,"Tarpaulins, awnings and sunblinds; sails; tents and camping goods",0
27210-0,,"Carpets and other textile floor coverings, knotted",0
27220-0,,"Carpets and other textile floor coverings, woven, not tufted or flocked",0
27230-0,,"Carpets and other textile floor coverings, tufted",0
27310-0,,"Twine, cordage, rope and cables",0
27911-0,,Narrow woven fabrics; labels; braids in the piece; and similar articles of textile materials,0
27922-0,,Nonwoven textiles,0
27991-0,,"Wadding of textile materials and articles thereof; flock, textile dust and mill neps",0
27996-0,,Tyre cord fabric of high tenacity yarn,0
27998-0,,Textile products and articles for technical uses,0
28100-0,,Knitted or crocheted fabrics,0
28210-1,,"Panty hose and tights, knitted or crocheted",0
28210-2,,"Socks, stockings and other women's hosiery, knitted or crocheted",0
28221-0,,"Men's or boys' suits, coats, jackets, trousers and the like, knitted or crocheted",0
28222-0,,"Men's or boys' shirts, underpants, pyjamas and similar articles, knitted or crocheted",0
28223-0,,"Women's or girls' suits, coats, jackets, dresses, skirts, trousers and the like, knitted or crocheted",0
28224-0,,"Women's or girls' blouses, shirts, panties, nightdresses and similar articles, knitted or crocheted",0
28225-0,,"T-shirts, singlets and other vests, knitted or crocheted",0
28226-0,,"Jerseys, pullovers, cardigans and similar articles, knitted or crocheted",0
28227-0,,"Babies' garments and clothing accessories, knitted or crocheted",0
28228-1,,"Track suits, ski suits, swimwear, knitted or crocheted",0
28231-0,,"Men's or boys' suits, coats, jackets, trousers and the like, not knitted or crocheted",0
28232-1,,"Men's or boys' shirts, not knitted or crocheted",0
28232-2,,"Men's or boys' underwear, pyjamas and similar articles, not knitted or crocheted",0
28233-1,,"Women's or girls' skirts, trousers and shorts, not knitted or crocheted",0
28233-2,,"Women's or girls' suits, not knitted or crocheted",0
28233-3,,"Women's or girls' dresses, not knitted or crocheted",0
28234-1,,"Women's or girls' blouses, shirts and shirts-blouses, not knitted or crocheted",0
28234-2,,"Women's or girls' underwear, pyjamas and similar articles, not knitted or crocheted",0
28235-0,,"Babies' garments and clothing accessories, not knitted or crocheted",0
28237-1,,"Brassieres, girdles, corsets, whether or not knitted or crocheted",0
28241-0,,Apparel of leather or of composition leather,0
28242-1,,"Belts and bandoliers, of leather or composition leather",0
28242-2,,"Gloves, mittens and mitts, of leather or composition leather (excl. for sport)",0
28260-1,,Hats and other headgear,0
29110-0,,Chamois leather; patent leather and patent laminated leather; metallised leather,0
29120-0,,"Other leather, of bovine or equine animals, without hair on",0
29130-1,,Composition leather,0
29130-2,,"Other leather, without hair on (including sheep, lamb, goat or kid skin leather)",0
29220-1,,"Luggage, handbags, travel sets and similar articles",0
29310-0,,Waterproof footwear of rubber or plastics,0
29320-0,,"Footwear of rubber or plastics, other than waterproof or sports footwear",0
29330-0,,Footwear with uppers of leather,0
29340-0,,Footwear with uppers of textile materials,0
29410-0,,"Ski-boots, snowboard boots and cross-country ski footwear",0
29420-0,,"Tennis shoes, basketball shoes, gym shoes, training shoes and the like",0
31000-1,,"Wood, non-coniferous: sawn or chipped lengthwise and thicker than 6mm; continuously shaped",0
31000-2,,"Wood, coniferous: sawn or chipped lengthwise and thicker than 6mm; continuously shaped",0
31310-0,,"Wood in the rough, treated with preservatives",0
31320-0,,"Railway or tramway sleepers (cross-ties) of wood, impregnated",0
31400-1,,Plywood,0
31430-0,,Particle board and similar board of wood or other ligneous materials,0
31440-0,,Fiber board of wood or other ligneous materials,0
31510-0,,Veneer sheets and sheets for plywood and other wood sawn lengthwise,0
31600-0,,Builders' joinery and carpentry of wood,0
31700-0,,"Packing cases, boxes, casks, barrels and similar articles of wood",0
31922-0,,Articles of natural cork; agglomerated cork and articles thereof,0
31923-0,,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",0
32000-1,,"Published newspapers, journals and periodicals",0
32000-2,,"Printing services of newspapers, journals and periodicals",0
32111-0,,"Chemical wood pulp, dissolving grades",0
32112-1,,"Chemical wood pulp, soda and sulphate, other than dissolving grades",0
32112-2,,"Chemical wood pulp, sulphite, other than dissolving grades",0
32113-1,,"Semi-chemical wood pulp, pulp of fibers other than wood",0
32121-0,,Newsprint,0
32131-0,,"Toilet or facial tissue stock, towel and similar paper, cellulose wadding",0
32132-0,,"Kraftliner, uncoated",0
32141-0,,"Composite paper and paperboard, not surface-coated or impregnated",0
32143-0,,Paper and paperboard coated with kaolin or with other inorganic substances,0
32149-0,,"Other paper and the like, coated, impregnated (excluding corrugated, creped, crinkled or wallpaper)",0
32150-1,,Sacks and bags of paper and other packing containers of paper or paper-board,0
32151-0,,Corrugated paper and paperboard,0
32193-0,,"Toilet paper, sanitary, hospital articles and similar articles of paper",0
32197-0,,Labels of paper or paperboard,0
32200-1,,"Published books, brochures, leaflets and the like; children's picture, colouring books and similar published matter",0
32200-2,,"Printing services of books, brochures and similar printed matter",0
32500-1,,"Published calendars, advertising material and the like, transfers (decalcomanias), designs and photographs",0
32500-2,,"Printing services of calendars, advertising material, pictures, designs and photographs and the like",0
32520-1,,Published cards and postcards,0
32520-2,,Printing services of printed cards and postcards,0
32600-0,,"Account books, note books, diaries, binders, and similar articles of stationery of paper",0
33100-0,,Coke,0
33300-1,,Jet fuels,0
33310-1,,Aviation gasoline,0
33310-2,,Motor gasoline,0
33330-0,,Naphthas,0
33340-1,,Kerosene,0
33350-0,,White spirit/industrial spirit,0
33360-0,,Gas-diesel oil (distillate fuel oil),0
33370-0,,Residual fuel oils,0
33380-0,,Lubricants,0
33400-1,,"Liquefied petroleum gas, from natural gas plants",0
33400-2,,"Liquefied petroleum gas, from petroleum refineries",0
33500-1,,Petroleum wax (paraffin),0
33500-2,,Petroleum coke,0
33500-3,,Bitumen (asphalt),0
34110-1,,Acyclic hydrocarbons,0
34110-2,,Cyclic hydrocarbons,0
34110-3,,Halogenated derivatives of hydrocarbons,0
34130-1,,"Alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",0
34130-2,,"Phenols, phenol-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",0
34140-1,,"Saturated acyclic monocarboxylic acids, their anhydrides and other derivatives",0
34140-2,,"Polycarboxylic acids, their anhydrides and other derivatives",0
34150-1,,Amine-function compounds,0
34150-2,,"Oxygen-function amino-compounds (excluding lysine, tilidine, glutamic acid and their esters and salts)",0
34160-1,,Organo-sulphur compounds and other organo-inorganic compounds,0
34160-2,,Heterocyclic nitrogen compounds containing an unfused pyridine ring,0
34160-3,,Lactams from heterocyclic compounds with nitrogen hetero-atom(s) only,0
34160-4,,Nucleic acids and their salts and other heterocyclic compounds without a phenothiazine ring,0
34170-1,,"Ethers, peroxides, and their derivatives",0
34170-2,,"Ketones, quinones and their halogenated, sulphonated, nitrated or nitrosated derivatives",0
34220-1,,Iron oxides and hydroxides; earth colours,0
34230-1,,Caustic soda,0
34240-1,,Carbonates and peroxocarbonates except ammonium carbonates,0
34310-0,,"Synthetic organic coloring matter, colour lakes, and preparations thereof",0
34340-1,,"Pigments and preparations based on titanium dioxide, used as colouring matter",0
34540-1,,Oils and other products of the distillation of high temperature coal tar,0
34610-1,,"Potassic fertilizers, mineral or chemical",0
34613-0,,"Nitrogenous fertilizers, mineral or chemical",0
34615-0,,"Potassic fertilizers, mineral or chemical (except crude potash salts)",0
34619-1,,Multi-nutrient fertilizers,0
34620-0,,Pesticides,0
34710-1,,"Polyethylene having a specific gravity of less than 0.94, in primary forms",0
34710-2,,"Polyethylene having a specific gravity of 0.94 or more, in primary forms",0
34720-1,,"Polystyrene, in primary forms",0
34720-2,,"Styrene-acrylonitrile and acrylonitrile-butadiene-styrene copolymers, in primary forms",0
34730-1,,"Polyvinyl chloride, in primary forms",0
34740-1,,"Polycarbonates, in primary forms",0
34740-2,,"Polyethylene terephthalate, in primary forms",0
34790-1,,"Polypropylene, in primary forms",0
34790-2,,Acrylic polymers in primary forms,0
34790-3,,Polyamides in primary forms,0
34790-4,,"Amino-resins, phenolic resins and polyurethanes, in primary forms",0
34790-5,,Silicones in primary forms,0
34800-0,,Synthetic rubber,0
35110-1,,Paints and varnishes dispersed or dissolved in a non-aqueous medium,0
35110-2,,Paints and varnishes dispersed or dissolved in an aqueous medium,0
35130-0,,Printing ink,0
35220-1,,Carboxyamide- and amide-function compounds of carbonic acid,0
35230-0,,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only",0
35250-1,,Provitamins and vitamins,0
35250-2,,"Hormones, prostaglandins, thromboxanes and leukotrienes, derivatives and structural analogues thereof",0
35250-3,,Antibiotics,0
35260-1,,"Medicaments containing penicillins or derivatives thereof, n.p.r.s.",0
35260-10,,"Other medicaments for therapeutic or prophylactic uses, n.p.r.s.",0
35260-11,,"Medicaments of alkaloids or derivatives thereof, p.r.s.",0
35260-12,,"Medicaments containing vitamins, provitamins, p.r.s.",0
35260-13,,"Other medicaments of mixed or unmixed products, p.r.s.",0
35260-2,,"Medicaments of other antibiotics, n.p.r.s.",0
35260-3,,"Medicaments of penicillins, streptomycins or deriv. thereof, p.r.s.",0
35260-4,,"Medicaments of other antibiotics, p.r.s.",0
35260-5,,"Medicaments containing insulin but not antibiotics, n.p.r.s.",0
35260-6,,"Medicaments containing hormones but not insulin or antibiotics, n.p.r.s.",0
35260-7,,"Medicaments containing insulin but not antibiotics, p.r.s.",0
35260-8,,"Medicaments containing corticosteroid hormones and other hormones except insulin, p.r.s.",0
35260-9,,"Medicaments of alkaloids or derivatives thereof, n.p.r.s.",0
35290-1,,Antisera and other blood fractions and modified immunological products,0
35290-2,,Vaccines for human medicine,0
35300-1,,Organic surface active agents (except soap); detergents and washing preparations,0
35321-0,,"Soap; paper, wadding, and similar, covered with soap or detergent",0
35323-1,,Perfumes and toilet waters,0
35323-2,,"Skin care and beauty preparations, including sunscreen",0
35323-3,,Preparations for use on the hair,0
35410-1,,Mixtures of odoriferous substances and their preparations,0
35430-1,,Prepared additives for mineral oils (including gasoline),0
35450-1,,"Prepared explosives, other than propellent powders",0
35470-0,,Chemical elements and compounds doped for use in electronics,0
35510-0,,"Synthetic filament tow and staple fibers, not carded or combed",0
35520-0,,"Synthetic filament yarn (except sewing thread and multiple or cabled yarn), n.p.r.s.",0
35540-0,,"Artificial filament tow and staple fibers, not carded or combed",0
35550-0,,"Artificial filament yarn (except sewing thread and multiple or cabled yarn), n.p.r.s.",0
36111-0,,"New pneumatic tyres, of rubber, for motor cars",0
36112-0,,"New pneumatic tyres, of rubber, for motorcycles and bicycles",0
36113-1,,"New pneumatic tyres, of rubber, for buses and lorries",0
36113-2,,"New pneumatic tyres, of rubber, for agricultural and other off-the-road vehicles",0
36220-0,,"Unvulcanized rubber and articles thereof; thread; plates and the like, of vulcanized rubber",0
36230-0,,"Tubes, pipes and hoses of vulcanized rubber other than hard rubber",0
36240-0,,"Conveyor or transmission belts or belting, of vulcanized rubber",0
36320-0,,"Tubes, pipes and hoses, and fittings therefor, of plastics",0
36410-0,,"Sacks and bags, of plastics",0
36490-1,,"Boxes, cases, crates and similar packing articles, of plastics",0
36490-2,,"Carboys, bottles and similar articles of plastics",0
36490-3,,"Spools, cops and similar supports of plastics; stoppers, lids, caps and other closures of plastics",0
36910-0,,"Floor coverings of plastics, wall or ceiling coverings of plastics",0
36920-0,,"Self-adhesive plates, sheets and other flat shapes, of plastics",0
36930-0,,"Plastic sanitary ware (baths, wash-basins etc.)",0
36940-0,,"Household articles and toilet articles, of plastics",0
36980-0,,Electrical insulating fittings of plastics,0
36990-1,,Office or school supplies of plastics,0
37112-1,,"Drawn glass and blown glass, in sheets",0
37115-0,,Safety glass,0
37121-0,,"Slivers, rovings, yarn and chopped strands, of glass",0
37129-0,,"Voiles, webs, mats and other articles of glass fibers except woven fabrics",0
37191-0,,"Bottles, jars and other containers (except ampoules), stoppers, lids and other closures, of glass",0
37210-0,,"Ceramic sinks, baths, water closet pans and similar sanitary fixtures",0
37221-0,,Ceramic household articles and toilet articles,0
37350-1,,"Building bricks, made of clay",0
37350-2,,"Tiles, roofing, made of clay",0
37370-0,,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like",0
37420-0,,"Quicklime, slaked lime and hydraulic lime",0
37440-0,,"Cement, except in the form of clinkers",0
37530-0,,Articles of plaster or of compositions based on plaster,0
37540-0,,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",0
37550-0,,"Pre-fabricated structural components for construction, of cement, concrete or artificial stone",0
37570-0,,"Articles of asbestos-cement, cellulose fibre-cement or the like",0
38110-0,,Seats,0
38121-0,,"Metal furniture of a kind used in offices, other than seats",0
38122-0,,"Wooden furniture of a kind used in offices, other than seats",0
38130-0,,"Wooden furniture of a kind used in the kitchen, other than seats",0
38140-1,,Wooden furniture of a kind used in the bedroom,0
38140-2,,Furniture of plastic,0
38140-3,,"Complete and assembled domestic furniture, metal or predominantly metal",0
38150-1,,Mattresses,0
38220-0,,"Cultured pearls, precious or semi-precious stones, and similar",0
38240-1,,Articles of jewellery and goldsmiths' or silversmiths' wares,0
38240-2,,Articles of natural or cultured pearls,0
38310-0,,Pianos and other keyboard stringed musical instruments,0
38320-0,,Other stringed musical instruments,0
38410-0,,"Snow-skis and other snow-ski equipment, ice-skates and roller-skates",0
38430-0,,Gymnasium or athletics articles and equipment,0
38440-1,,Golf clubs and other golf equipment,0
38450-0,,"Fishing rods and other line fishing tackle; landing nets, butterfly nets and similar",0
38520-0,,Dolls representing human beings; toys representing animals or non-human creatures,0
38580-0,,Video games of a kind used with a television receiver,0
38700-0,,Prefabricated buildings,0
38911-1,,"Pens, stylos, pen-holders, pencil-holders and similar holders",0
38911-2,,"Pencils, crayons, pencil leads, pastels, drawing charcoals and chalks",0
38921-0,,"Umbrellas, sun-umbrellas, walking-sticks, seat-sticks and the like",0
38997-0,,Imitation jewelry,0
41111-0,,Pig iron and spiegeleisen,0
41112-0,,Ferro-manganese,0
41113-0,,Ferro-chromium,0
41115-1,,Ferro-silicon,0
41120-0,,Crude steel and steel semi-finished products,0
41210-0,,"Flat-rolled products of iron or steel, not further worked than hot-rolled",0
41220-0,,"Flat-rolled products of iron or steel, not further worked than cold-rolled",0
41232-1,,"Flat-rolled products of iron or non-alloy steel, plated or coated with tin",0
41232-2,,"Flat-rolled products of iron or non-alloy steel, plated or coated with zinc (galvanized sheets)",0
41232-3,,"Flat-rolled products of iron or non-alloy steel, plated or coated with lead",0
41232-4,,"Flat-rolled products of iron or non-alloy steel, clad, plated or coated (except with tin, lead or zinc)",0
41233-0,,Flat-rolled products of silicon-electrical steel,0
41240-0,,"Bars and rods of iron or steel, hot-rolled",0
41240-1,,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or steel",0
41251-0,,"Angles, shapes and sections, of iron or non-alloy steel",0
41252-0,,"Sheet piling, shapes and sections, of iron or steel",0
41253-0,,Railway or tramway track construction material of iron or steel,0
41260-1,,"Wire of iron or non-alloy steel, stainless steel or other alloy steel",0
41265-0,,"Angles, shapes and sections of stainless steel or other alloy steel",0
41270-1,,"Tubes, pipes and hollow profiles, of iron or steel",0
41278-0,,"Tube or pipe fittings, of iron or steel",0
41310-0,,"Silver, including silver plated with gold or platinum",0
41320-0,,Gold including gold plated with platinum,0
41330-0,,"Platinum, unwrought or in semi-manufactured forms",0
41412-0,,Unrefined copper; copper anodes for electrolytic refining,0
41413-1,,"Refined copper; unwrought, not alloyed",0
41422-0,,"Nickel, unwrought",0
41431-1,,"Aluminum, unwrought, not alloyed",0
41432-0,,"Alumina (aluminum oxide), except artificial corundum",0
41441-1,,"Refined lead, unwrought",0
41442-1,,"Zinc, unwrought, not alloyed",0
41532-0,,"Bars, rods and profiles, of aluminium",0
41536-0,,"Tubes, pipes and tube or pipe fittings, of aluminium",0
41600-1,,Cadmium and articles thereof,0
42110-0,,"Bridges, bridge sections, towers and lattice masts, of iron or steel",0
42120-0,,"Doors, windows and their frames and thresholds for doors, of iron, steel or aluminium",0
42190-1,,"Equipment for scaffolding, shuttering, propping or pit propping",0
42190-2,,"Other structures, plates, shapes and the like, for use in construction, of iron, steel or aluminium",0
42200-0,,Containers for compressed or liquefied gas; other metal containers (>300 litres),0
42913-0,,Knives (except for machines) and scissors; blades therefor,0
42916-0,,"Spoons, forks, ladles, butter-knives, sugar-tongs and similar kitchen or tableware",0
42921-0,,Hand tools,0
42922-1,,"Interchangeable tools for hand tools, whether or not power-operated or for machine-tools",0
42922-2,,"Knives and cutting blades, for machines or for mechanical appliances",0
42922-3,,"Plates, sticks, tips and the like for tools, unmounted, of cermets",0
42931-0,,"Containers (other than for compressed or liquefied gas) of iron, steel or aluminum (≤300 litres)",0
42940-1,,"Stranded wire, cables, plaited bands and the like, of metal, not electrically insulated",0
42944-0,,"Nails, tacks, staples, screws, bolts and similar articles, of metal",0
42945-1,,"Springs and leaves for springs, of iron or steel",0
42992-1,,"Padlocks, locks and keys of base metal; base metal fittings for furniture, doors, and the like",0
42999-1,,"Metal advertising signs, name plates and sign plates (non-electric)",0
43110-1,,"Internal combustion engines, excluding diesel, other than for motor vehicles and aircraft",0
43110-2,,"Diesel engines, other than for motor vehicles and aircraft",0
43120-1,,"Motor vehicle engines, spark-ignition",0
43123-0,,Compression-ignition internal combustion piston engines for motor vehicles,0
43131-0,,"Spark-ignition reciprocating or rotary internal combustion piston engines, for aircraft",0
43132-1,,Turbo-jets of a thrust not exceeding 25 kN,0
43132-2,,Turbo-jets of a thrust exceeding 25 kN,0
43132-3,,"Turbo-propellers of a power not exceeding 1,100 kW",0
43132-4,,"Turbo-propellers of a power exceeding 1,100 kW",0
43134-1,,"Aircraft launching gear, deck-arrestor or similar gear and parts thereof",0
43141-0,,Steam turbines and other vapor turbines,0
43220-0,,Pumps for liquids; liquid elevators,0
43230-0,,Air or vacuum pumps; air or other gas compressors,0
43240-1,,"Taps, cocks, valves and similar appliances for pipes, tanks, vats or the like",0
43310-0,,Ball or roller bearings,0
43320-0,,"Transmission shafts, cranks, bearing housings, gearing, and the like; articulated link chain",0
43410-0,,"Furnace burners; mechanical stokers, mechanical grates and similar appliances",0
43520-0,,"Derricks, cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane",0
43530-0,,Fork-lift trucks and other works trucks; tractors of the type used on railway station platforms,0
43540-1,,Escalators and moving walkways,0
43540-2,,Lifts and skip hoists,0
43912-0,,Air conditioning machines,0
43913-0,,Industrial or commercial refrigerating or freezing equipment and heat pumps,0
44100-1,,"Tractors, including pedestrian controlled",0
44100-2,,"Mowers, whether worked by hand or motor driven, animal- or vehicle-operated",0
44110-1,,Ploughs for agricultural purposes,0
44110-2,,"Seeders, planters, transplanters",0
44110-3,,Manure spreaders and fertilizer distributors,0
44130-1,,Combine harvester-threshers,0
44130-2,,Threshing machinery except combine harvester-threshers,0
44130-3,,"Straw or fodder balers, including pickup balers",0
44130-4,,Root or tuber harvesting machines,0
44180-1,,Milking machines,0
44211-0,,Machine-tools for working any material by removal of material,0
44213-0,,Lathes for removing metal,0
44214-0,,"Machine-tools for drilling, boring or milling metal",0
44216-1,,Grinding and sharpening machines,0
44216-2,,Metal finishing machines except grinding and sharpening machines,0
44217-0,,Machine tools for working metal,0
44222-0,,Machine-tools for working wood,0
44231-0,,"Tools for working in the hand, pneumatic, hydraulic or with self-contained non-electric motor",0
44232-0,,"Electro-mechanical tools for working in the hand, with self-contained electric motor",0
44420-1,,"Mechanical shovels, excavators and shovel loaders",0
44421-0,,"Bulldozers, self-propelled",0
44440-0,,"Machinery for sorting, mixing or kneading solids; machinery for agglomerating or shaping",0
44610-1,,"Machines for preparing, weaving and knitting textiles",0
44623-0,,"Sewing machines, except book sewing and household sewing machines",0
44710-0,,"Tanks and other armoured fighting vehicles, motorized, and parts thereof",0
44720-0,,"Military weapons, other than revolvers, pistols and swords and the like",0
44730-1,,Revolvers and pistols,0
44730-2,,"Sporting, hunting, target-shooting guns",0
44740-1,,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war",0
44811-1,,"Combined refrigerators-freezers, with separate external doors",0
44811-2,,Other refrigerators and freezers of the household type,0
44812-1,,Household washing and drying machines,0
44814-0,,Household sewing machines,0
44816-1,,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained electric motor",0
44816-2,,Electric smoothing irons,0
44816-3,,Vacuum cleaners,0
44817-1,,Microwave ovens,0
44817-2,,"Electric ovens, cookers, cooking plates, boiling rings, grillers and roasters",0
44817-3,,Electric water heaters and immersion heaters,0
44817-4,,Electric space heating apparatus and soil heating apparatus,0
44821-1,,"Domestic, non-electric, cooking or heating appliances",0
44914-1,,Printing presses,0
45130-1,,Electronic calculators and pocket-size machines with calculating functions,0
45130-2,,Cash registers,0
45200-0,,Computing machinery and parts and accessories thereof (total production),0
45220-0,,Laptop PCs and palm-top organizers,0
45230-0,,Desktop PCs,0
45240-0,,Digital data processing machines: presented in the form of systems,0
45260-1,,Printers,0
45260-2,,Keyboards,0
45260-3,,Monitors (visual display units),0
45260-4,,"Other input or output units (excluding printers, monitors and keyboards)",0
45270-1,,Central storage units,0
45270-2,,CD-ROM drives,0
45270-3,,Hard disk drives,0
45270-4,,Floppy disk drives,0
45270-5,,Magnetic tape storage units,0
46111-0,,Motors of an output not exceeding 37.5 W; other DC motors and DC generators,0
46112-0,,AC/DC motors of an output exceeding 37.5 W; other AC motors; AC generators (alternators),0
46113-0,,Electric generating sets and rotary converters,0
46121-0,,Electrical transformers,0
46122-1,,Ballasts for discharge lamps or tubes,0
46122-2,,Static converters,0
46210-0,,"Electrical apparatus for switching, protecting, or connecting electrical circuits or optical fibres",0
46210-1,,Automatic circuit breakers,0
46210-2,,"Fuses, electrical",0
46212-1,,Relays,0
46212-2,,"Lamp holders, plugs and sockets",0
46214-0,,"Boards, consoles, etc. equipped with electrical switching apparatus, for voltage >1000 V",0
46300-1,,Insulated wire and cable,0
46360-0,,Optical fiber cables,0
46410-0,,Primary cells and primary batteries,0
46420-0,,Electric accumulators,0
46510-0,,Electric filament or discharge lamps; arc lamps,0
