code,parent_code,level,name,description,default_unit
C_BIOF,fi,1,food waste for treatment: biogasification and land application,food waste for treatment: biogasification and land application,tonnes
C_BIOP,fi,1,paper waste for treatment: biogasification and land application,paper waste for treatment: biogasification and land application,tonnes
C_BIOS,fi,1,sewage sludge for treatment: biogasification and land application,sewage sludge for treatment: biogasification and land application,tonnes
C_BOTL_GLM,fi,1,"bottle 0.75l, glass","bottle 0.75l, glass",tonnes
C_BOTL_GLS,fi,1,"bottle 0.33l, glass","bottle 0.33l, glass",tonnes
C_BOTL_PET,fi,1,pet bottle,pet bottle,tonnes
C_BRIK,fi,1,"bricks, tiles and construction products, in baked clay","bricks, tiles and construction products, in baked clay",tonnes
C_Bambs,fi,1,"bambara bean, dry","bambara bean, dry",tonnes
C_Banas,fi,1,"banana, sweet","banana, sweet",tonnes
C_Barly,fi,1,"barley, with husk","barley, with husk",tonnes
C_Bastr,fi,1,"kenaf, raw or retted","kenaf, raw or retted",tonnes
C_Beann,fi,1,"bean, fresh, for shelling","bean, fresh, for shelling",tonnes
C_Beany,fi,1,"bean (phaseolus and vigna ssp.), dry","bean (phaseolus and vigna ssp.), dry",tonnes
C_Beef_all,fi,1,"meat, cattle, boneless","meat, cattle, boneless",tonnes
C_Beer_barl,fi,1,beer of barley,beer of barley,tonnes
C_Berrs,fi,1,"vaccinium berry, other","vaccinium berry, other",tonnes
C_Blues,fi,1,"blueberry, fresh","blueberry, fresh",tonnes
C_Bran_ cer,fi,1,"bran, cereals nes","bran, cereals nes",tonnes
C_Bran_ oat,fi,1,"bran, oats","bran, oats",tonnes
C_Bran_ tri,fi,1,"bran, triticale","bran, triticale",tonnes
C_Brazd,fi,1,"brazil nut, shelled","brazil nut, shelled",tonnes
C_Brazl,fi,1,"brazil nut, with shell","brazil nut, with shell",tonnes
C_Broay,fi,1,"faba been, dry","faba been, dry",tonnes
C_Buckt,fi,1,buckwheat grain,buckwheat grain,tonnes
C_Bufmilk,fi,1,"buffalo milk, raw","buffalo milk, raw",tonnes
C_CAN_ALD,fi,1,"beverage can, aluminium","beverage can, aluminium",tonnes
C_CAN_STEL,fi,1,"food can, steel","food can, steel",tonnes (service)
C_CARDB,fi,1,cardboard,cardboard,tonnes
C_CHEM_all,fi,1,chemicals,chemicals,tonnes
C_CHMF,fi,1,"chemical and fertilizer mineral, raw","chemical and fertilizer mineral, raw",tonnes
C_CMNT,fi,1,"plaster, lime, cement, concrete, and products thereof","plaster, lime, cement, concrete, and products thereof",tonnes
C_COFFE_all,fi,1,coffee,coffee,tonnes
C_COIL,fi,1,"petroleum, crude","petroleum, crude",tonnes
C_COKC,fi,1,metallurgical (coking) coal,metallurgical (coking) coal,tonnes
C_COKE_all,fi,1,coke,coke,tonnes
C_COMP,fi,1,information technology consulting and support service,information technology consulting and support service,Meuro
C_CONS,fi,1,construction and construction service,construction and construction service,Meuro
C_CONTAI_GLS,fi,1,"small container, glass","small container, glass",tonnes
C_CONW,fi,1,"treatment of construction waste, sorting and crushing","treatment of construction waste, sorting and crushing",tonnes
C_COPO,fi,1,copper ore and concentrate,copper ore and concentrate,tonnes
C_COPP,fi,1,copper products,copper products,tonnes
C_COPW,fi,1,recycling of copper,recycling of copper,tonnes
C_CO_INCI,fi,1,incineration with energy recovery of construction waste,incineration with energy recovery of construction waste,tonnes
C_CO_INCI_no_recov,fi,1,incineration of construction waste,incineration of construction waste,tonnes
C_CO_LAND,fi,1,landfill of construction waste,landfill of construction waste,tonnes
C_CO_OTHE,fi,1,other disposal of construction waste,other disposal of construction waste,tonnes
C_CRMC,fi,1,"ceramic products, non-structural","ceramic products, non-structural",tonnes
C_CU_INCI,fi,1,incineration with energy recovery of copper,incineration with energy recovery of copper,tonnes
C_CU_LAND,fi,1,landfill of copper,landfill of copper,tonnes
C_Cabbs,fi,1,"cabbage, fresh","cabbage, fresh",tonnes
C_Canad,fi,1,canary grass seed,canary grass seed,tonnes
C_Caros,fi,1,"carob pod, fresh","carob pod, fresh",tonnes
C_Carrs,fi,1,"carrot and turnip, fresh","carrot and turnip, fresh",tonnes
C_Cashd,fi,1,"cashew nut, shelled","cashew nut, shelled",tonnes
C_Cashe,fi,1,"cashew apple, fresh","cashew apple, fresh",tonnes
C_Cashl,fi,1,"cashew nut, with shell","cashew nut, with shell",tonnes
C_Cassa,fi,1,"cassava, fresh","cassava, fresh",tonnes
C_Cassd,fi,1,"cassava, dry","cassava, dry",tonnes
C_Castd,fi,1,castor beans,castor beans,tonnes
C_Catmeat,fi,1,"cattle, live","cattle, live",tonnes
C_Catmilk,fi,1,"cow milk, raw","cow milk, raw",tonnes
C_Cauli,fi,1,"cauliflower and broccoli, fresh","cauliflower and broccoli, fresh",tonnes
C_Ceres,fi,1,"edible grain, other","edible grain, other",tonnes
C_Chee_goat,fi,1,"cheese, goat milk","cheese, goat milk",tonnes
C_Chee_sheep,fi,1,"cheese, sheep milk","cheese, sheep milk",tonnes
C_Cherr,fi,1,"cherry, sour","cherry, sour",tonnes
C_Chers,fi,1,"cherry, sweet","cherry, sweet",tonnes
C_Chest,fi,1,"chestnut, with shell","chestnut, with shell",tonnes
C_Chick,fi,1,"chickpea, dry","chickpea, dry",tonnes
C_Chics,fi,1,"chicory root, fresh","chicory root, fresh",tonnes
C_Chiln,fi,1,"chili and pepper (capsicum and pimenta ssp.), fresh","chili and pepper (capsicum and pimenta ssp.), fresh",tonnes
C_Chily,fi,1,"chilli and pepper (capsicum and pimenta, ssp.), dry, processed","chilli and pepper (capsicum and pimenta, ssp.), dry, processed",tonnes
C_Cinn,fi,1,"cinnamon, bark and flower buds, raw","cinnamon, bark and flower buds, raw",tonnes
C_Cksoyb,fi,1,"cake, soybeans","cake, soybeans",tonnes
C_Clovs,fi,1,"cloves, whole, raw","cloves, whole, raw",tonnes
C_Cocoa,fi,1,"cocoa beans, raw or roasted","cocoa beans, raw or roasted",tonnes
C_Cocod,fi,1,"coconut meat, dried, for confectionery","coconut meat, dried, for confectionery",tonnes
C_Cocon,fi,1,"coconut, with shell","coconut, with shell",tonnes
C_Coffn,fi,1,"coffee, green","coffee, green",tonnes
C_Cotton,fi,1,"cotton lint, ginned","cotton lint, ginned",tonnes
C_Cowpea,fi,1,"cowpea, dry","cowpea, dry",tonnes
C_Crans,fi,1,"cranberry, fresh","cranberry, fresh",tonnes
C_Cucus,fi,1,"cucumber and gherkin, fresh","cucumber and gherkin, fresh",tonnes
C_Currs,fi,1,"currants, fresh","currants, fresh",tonnes
C_DE_INCI,fi,1,energy recovery of discarded equipment,energy recovery of discarded equipment,tonnes
C_DE_INCI_no_recov,fi,1,incineration of discarded equipment,incineration of discarded equipment,tonnes
C_DE_LAND,fi,1,landfill of discarded equipment,landfill of discarded equipment,tonnes
C_DE_OTHE,fi,1,other_disposal of discarded equipment,other_disposal of discarded equipment,tonnes
C_DE_RECY,fi,1,recycling of discarded equipment,recycling of discarded equipment,tonnes
C_DV_INCI,fi,1,energy recovery of discarded vehicles,energy recovery of discarded vehicles,tonnes
C_DV_LAND,fi,1,landfill of discarded vehicles,landfill of discarded vehicles,tonnes
C_DV_RECY,fi,1,recycling of discarded vehicles,recycling of discarded vehicles,tonnes
C_Dates,fi,1,"date, fresh","date, fresh",tonnes
C_EDUC,fi,1,education service,education service,Meuro
C_ELEC,fi,1,"electricity, national supply only","electricity, national supply only",TJ
C_ELMA,fi,1,electrical machinery and apparatus,electrical machinery and apparatus,tonnes
C_Eggpl,fi,1,aubergine (eggplant),aubergine (eggplant),tonnes
C_Eggsl,fi,1,"hen egg in shell, fresh","hen egg in shell, fresh",tonnes
C_FABM_01_RES,fi,1,"fabricated metal products, except machinery and equipment - residual","fabricated metal products, except machinery and equipment - residual",tonnes
C_FAUX,fi,1,services auxiliary to financial intermediation,services auxiliary to financial intermediation,Meuro
C_FINS,fi,1,"insurance and pension funding service, except compulsory social security services","insurance and pension funding service, except compulsory social security services",Meuro
C_FINT,fi,1,"financial service, except insurance and pension service","financial service, except insurance and pension service",Meuro
C_FISH,fi,1,"aquatic animal or plant, unprocessed","aquatic animal or plant, unprocessed",tonnes
C_FOIL_PLA,fi,1,plastic foil,plastic foil,tonnes
C_FOOD_w_water,fi,1,waste wateer treatment of food,waste wateer treatment of food,tonnes
C_FORE,fi,1,"forest product, other","forest product, other",tonnes
C_FO_OTHE,fi,1,other_disposal of food,other_disposal of food,tonnes
C_FO_RECY,fi,1,recycling of food,recycling of food,tonnes
C_FSHP,fi,1,"seafood, preserved or prepared","seafood, preserved or prepared",tonnes
C_FURN,fi,1,furniture and other manufactured goods,furniture and other manufactured goods,tonnes
C_F_aqua,fi,1,fish from aquaculture,fish from aquaculture,tonnes
C_F_capture,fi,1,fish from capture,fish from capture,tonnes
C_Fat_ac,fi,1,fatty acids,fatty acids,tonnes
C_Fat_live,fi,1,foie gras,foie gras,tonnes
C_Fat_nes,fi,1,fat preparations nes,fat preparations nes,tonnes
C_Fat_sub,fi,1,fatty substance residues,fatty substance residues,tonnes
C_Feedn,fi,1,"feed and meal, gluten","feed and meal, gluten",tonnes
C_Figsd,fi,1,"fig, dried","fig, dried",tonnes
C_Figss,fi,1,"fig, fresh","fig, fresh",tonnes
C_Flaxw,fi,1,"flax fibre, raw or retted","flax fibre, raw or retted",tonnes
C_Flour_buck,fi,1,"flour, buckwheat","flour, buckwheat",tonnes
C_Flour_cass,fi,1,"flour, cassava","flour, cassava",tonnes
C_Flour_foni,fi,1,"flour, fonio","flour, fonio",tonnes
C_Flour_frui,fi,1,"flour, fruit","flour, fruit",tonnes
C_Flour_maiz,fi,1,"flour, maize","flour, maize",tonnes
C_Flour_mill,fi,1,"flour, millet","flour, millet",tonnes
C_Flour_mixe,fi,1,"flour, mixed grain","flour, mixed grain",tonnes
C_Flour_must,fi,1,"flour, mustard","flour, mustard",tonnes
C_Flour_pota,fi,1,"flour, potatoes","flour, potatoes",tonnes
C_Flour_puls,fi,1,"flour, pulses","flour, pulses",tonnes
C_Flour_rice,fi,1,"flour, rice","flour, rice",tonnes
C_Flour_root,fi,1,"flour, roots and tubers nes","flour, roots and tubers nes",tonnes
C_Flour_rye,fi,1,"flour, rye","flour, rye",tonnes
C_Flour_sorg,fi,1,"flour, sorghum","flour, sorghum",tonnes
C_Flour_trit,fi,1,"flour, triticale","flour, triticale",tonnes
C_Fonio,fi,1,fonio grain,fonio grain,tonnes
C_Frudry,fi,1,"fruit, other, dried","fruit, other, dried",tonnes
C_Fruhom,fi,1,"fruit, cooked, homogenized preparations","fruit, cooked, homogenized preparations",tonnes
C_Fruprep,fi,1,"fruit, prepared nes","fruit, prepared nes",tonnes
C_GARM,fi,1,wearing apparel; furs (18),wearing apparel; furs (18),tonnes
C_GASD,fi,1,distribution services of gaseous fuels through mains,distribution services of gaseous fuels through mains,Meuro
C_GASE_all,fi,1,"natural gas, all","natural gas, all",tonnes
C_GLAS_01_RES,fi,1,glass and glass products - residual,glass and glass products - residual,tonnes
C_GLAS_reuse,fi,1,treatment of glass bottle for reuse,treatment of glass bottle for reuse,tonnes
C_GLAW,fi,1,recycling of glass,recycling of glass,tonnes
C_GL_INCI,fi,1,energy recovery of glass,energy recovery of glass,tonnes
C_GL_INCI_no_recov,fi,1,incineration of glass,incineration of glass,tonnes
C_GL_LAND,fi,1,landfill of glass,landfill of glass,tonnes
C_Garlc,fi,1,"garlic, fresh","garlic, fresh",tonnes
C_Germe,fi,1,"germ, maize","germ, maize",tonnes
C_Germt,fi,1,"germ, wheat","germ, wheat",tonnes
C_Ghee_buff,fi,1,"ghee, buffalo milk","ghee, buffalo milk",tonnes
C_Gingr,fi,1,"ginger root, raw","ginger root, raw",tonnes
C_Goameat,fi,1,"goat, live","goat, live",tonnes
C_Gooss,fi,1,"gooseberry, fresh","gooseberry, fresh",tonnes
C_Graid,fi,1,mixed grain,mixed grain,tonnes
C_Grapf,fi,1,pomelo and grapefruit,pomelo and grapefruit,tonnes
C_Graps,fi,1,"grape, table and wine, fresh","grape, table and wine, fresh",tonnes
C_Grou_prep,fi,1,"peanut, roasted, salted","peanut, roasted, salted",tonnes
C_Grou_shld,fi,1,"peanut, shelled","peanut, shelled",tonnes
C_Groul,fi,1,"peanut, with shell","peanut, with shell",tonnes
C_HA_INCI,fi,1,energy recovery of hazardous,energy recovery of hazardous,tonnes
C_HA_INCI_no_recov,fi,1,incineration of hazardous waste,incineration of hazardous waste,tonnes
C_HA_LAND,fi,1,landfill of hazardous,landfill of hazardous,tonnes
C_HA_OTHE,fi,1,other_disposal of hazardous,other_disposal of hazardous,tonnes
C_HA_RECY,fi,1,recycling of hazardous,recycling of hazardous,tonnes
C_HEAL,fi,1,human health and social care service,human health and social care service,Meuro
C_HORE,fi,1,accommodation and restaurant,accommodation and restaurant,Meuro
C_HWAT,fi,1,"district heat, national supply only","district heat, national supply only",TJ
C_Haze_shld,fi,1,"hazelnut, shelled","hazelnut, shelled",tonnes
C_Hazel,fi,1,"hazelnut, with shell","hazelnut, with shell",tonnes
C_Honey_all,fi,1,honey,honey,tonnes
C_Hops,fi,1,hop flower,hop flower,tonnes
C_INCF,fi,1,energy recovery of food,energy recovery of food,tonnes
C_INCF_no_recov,fi,1,incineration of food,incineration of food,tonnes
C_INCL,fi,1,energy recovery of plastic/rubber,energy recovery of plastic/rubber,tonnes
C_INCL_no_recov,fi,1,incineration of plastic and rubber,incineration of plastic and rubber,tonnes
C_INCP,fi,1,energy recovery of paper,energy recovery of paper,tonnes
C_INCP_no_recov,fi,1,incineration of paper,incineration of paper,tonnes
C_INCW,fi,1,energy recovery of wood,energy recovery of wood,tonnes
C_INCW_no_recovery,fi,1,incineration of wood waste,incineration of wood waste,tonnes
C_IRON,fi,1,"iron ore and concentrate, except pyrite","iron ore and concentrate, except pyrite",tonnes
C_JAR_GLS,fi,1,"small jar, glass","small jar, glass",tonnes
C_Jojod,fi,1,jojoba seed,jojoba seed,tonnes
C_Juice_appl,fi,1,apple juice,apple juice,tonnes
C_Juice_appl_con,fi,1,"apple juice, concentrated","apple juice, concentrated",tonnes
C_Juice_frui,fi,1,"fruit juice, other","fruit juice, other",tonnes
C_Juice_grapef,fi,1,"grapefruit juice, concentrated","grapefruit juice, concentrated",tonnes
C_Juice_grapes,fi,1,grape juice,grape juice,tonnes
C_Juice_grapfrt,fi,1,grapefruit juice,grapefruit juice,tonnes
C_Juice_lemo,fi,1,lemon juice,lemon juice,tonnes
C_Juice_lemo_con,fi,1,"lemon juice, concentrated","lemon juice, concentrated",tonnes
C_Juice_mang,fi,1,mango juice,mango juice,tonnes
C_Juice_oran,fi,1,orange juice,orange juice,tonnes
C_Juice_oran_con,fi,1,"orange juice, concentrated","orange juice, concentrated",tonnes
C_Juice_pine,fi,1,pineapple juice,pineapple juice,tonnes
C_Juice_pine_con,fi,1,"pineapple juice, concentrated","pineapple juice, concentrated",tonnes
C_Juice_tang,fi,1,mandarin juice,mandarin juice,tonnes
C_Juice_toma,fi,1,tomato juice,tomato juice,tonnes
C_Juice_vege,fi,1,"vegetable juice, other","vegetable juice, other",tonnes
C_Jute,fi,1,"jute, raw or retted","jute, raw or retted",tonnes
C_Kapod,fi,1,"kapokseed, shelled","kapokseed, shelled",tonnes
C_Kari,fi,1,karite nuts (sheanuts),karite nuts (sheanuts),tonnes
C_Kfert,fi,1,k_fertilizer,k_fertilizer,tonnes
C_Kiwi,fi,1,"kiwi fruit, fresh","kiwi fruit, fresh",tonnes
C_Kola,fi,1,kola nut,kola nut,tonnes
C_LANF,fi,1,landfill of food,landfill of food,tonnes
C_LANL,fi,1,landfill of plastic and rubber,landfill of plastic and rubber,tonnes
C_LANP,fi,1,landfill of paper,landfill of paper,tonnes
C_LANW,fi,1,landfill of wood,landfill of wood,tonnes
C_LETH,fi,1,leather and leather products (19),leather and leather products (19),tonnes
C_LIBC,fi,1,lignite,lignite,tonnes
C_LZTO,fi,1,"lead, zinc and tin ores and concentrates","lead, zinc and tin ores and concentrates",tonnes
C_LZTP,fi,1,"lead, zinc and tin and products thereof","lead, zinc and tin and products thereof",tonnes
C_LZTW,fi,1,"recycling of lead, zinc and tin","recycling of lead, zinc and tin",tonnes
C_LZT_INCI,fi,1,"energy recovery of lead, zinc and tin","energy recovery of lead, zinc and tin",tonnes
C_LZT_LAND,fi,1,"landfill of lead, zinc and tin","landfill of lead, zinc and tin",tonnes
C_Lard,fi,1,"fat of pig, purified (lard)","fat of pig, purified (lard)",tonnes
C_Lardl,fi,1,lard oil and lard stearin,lard oil and lard stearin,tonnes
C_Leeks,fi,1,leek,leek,tonnes
C_Lemos,fi,1,"lemon and lime fruit, fresh","lemon and lime fruit, fresh",tonnes
C_Lents,fi,1,"lentil, dry","lentil, dry",tonnes
C_Letty,fi,1,lettuce and chicory,lettuce and chicory,tonnes
C_Linsd,fi,1,flax seed,flax seed,tonnes
C_Live_prep,fi,1,liver paté,liver paté,tonnes
C_Lupis,fi,1,"lupin, dry","lupin, dry",tonnes
C_MACH,fi,1,"machinery and equipment, other","machinery and equipment, other",tonnes
C_MANC,fi,1,manure (conventional treatment),manure (conventional treatment),tonnes
C_MARE,fi,1,leasing or rental service,leasing or rental service,Meuro
C_MA_INCI,fi,1,energy recovery of manure,energy recovery of manure,tonnes
C_MA_INCI_no_recov,fi,1,incineration of manure,incineration of manure,tonnes
C_MA_LAND,fi,1,landfill of manure,landfill of manure,tonnes
C_MA_OTHE,fi,1,other_disposal of manure,other_disposal of manure,tonnes
C_MA_RECY,fi,1,recycling of manure,recycling of manure,tonnes
C_MDIA,fi,1,printed matter and recorded media,printed matter and recorded media,tonnes
C_MEIN,fi,1,"medical, precision and optical instrument, watch or clock","medical, precision and optical instrument, watch or clock",tonnes
C_METC,fi,1,"metal manufacturing service (casting, forging, stamping, etc.)","metal manufacturing service (casting, forging, stamping, etc.)",tonnes
C_MM_INCI,fi,1,incineration with energy recovery of mix metals,incineration with energy recovery of mix metals,tonnes
C_MM_INCI_no_recov,fi,1,incineration of mix metals,incineration of mix metals,tonnes
C_MM_LAND,fi,1,landfill of mix metals,landfill of mix metals,tonnes
C_MM_OTHE,fi,1,other disposal of mix metals,other disposal of mix metals,tonnes
C_MM_RECY,fi,1,recycling of mix metals,recycling of mix metals,tonnes
C_MNF_INCI,fi,1,energy recovery of mix of non-ferrous metals,energy recovery of mix of non-ferrous metals,tonnes
C_MNF_INCI_no_recov,fi,1,incineration of mix of non-ferrous metals,incineration of mix of non-ferrous metals,tonnes
C_MNF_LAND,fi,1,landfill of mix of non-ferrous metals,landfill of mix of non-ferrous metals,tonnes
C_MNF_OTHE,fi,1,other_disposal of mix of non-ferrous metals,other_disposal of mix of non-ferrous metals,tonnes
C_MNF_RECY,fi,1,recycling of mix of non-ferrous metals,recycling of mix of non-ferrous metals,tonnes
C_Macai,fi,1,macaroni,macaroni,tonnes
C_Maize,fi,1,"maize (corn), fresh","maize (corn), fresh",tonnes
C_Maizn,fi,1,"sweet corn, fresh","sweet corn, fresh",tonnes
C_Mangp,fi,1,mango pulp,mango pulp,tonnes
C_Mangs,fi,1,"mango, guava, and mangosteen, fresh","mango, guava, and mangosteen, fresh",tonnes
C_Manila,fi,1,"acabá fibre, raw, dried","acabá fibre, raw, dried",tonnes
C_Mate,fi,1,maté leaf,maté leaf,tonnes
C_Meat_ass,fi,1,"meat of donkey, fresh","meat of donkey, fresh",tonnes
C_Meat_chic,fi,1,"meat of chicken, fresh","meat of chicken, fresh",tonnes
C_Meat_drie,fi,1,"meat, salted, dried, or smoked, of other animals or as edible flour","meat, salted, dried, or smoked, of other animals or as edible flour",tonnes
C_Meat_duck,fi,1,"meat of duck, fresh","meat of duck, fresh",tonnes
C_Meat_extr,fi,1,meat extracts,meat extracts,tonnes
C_Meat_game,fi,1,"meat from hunting of mammals, fresh","meat from hunting of mammals, fresh",tonnes
C_Meat_goos,fi,1,"meat of goose, fresh","meat of goose, fresh",tonnes
C_Meat_homo,fi,1,"meat, homogenized preparations","meat, homogenized preparations",tonnes
C_Meat_hors,fi,1,"meat of horse, fresh","meat of horse, fresh",tonnes
C_Meat_mule,fi,1,"meat of mule, fresh","meat of mule, fresh",tonnes
C_Meat_ocAM,fi,1,"meat of camelids, fresh","meat of camelids, fresh",tonnes
C_Meat_pig,fi,1,"meat of pig, with or without bone, fresh","meat of pig, with or without bone, fresh",tonnes
C_Meat_prnes,fi,1,meat nes,meat nes,tonnes
C_Meat_rabb,fi,1,"meat of rabbits and hares, fresh","meat of rabbits and hares, fresh",tonnes
C_Meat_turk,fi,1,"meat of turkey fowl, fresh","meat of turkey fowl, fresh",tonnes
C_Melon,fi,1,"melon, other","melon, other",tonnes
C_Melonse,fi,1,melon seed,melon seed,tonnes
C_Millt,fi,1,millet grain,millet grain,tonnes
C_Mush_can,fi,1,"mushroom, canned","mushroom, canned",tonnes
C_Mush_dry,fi,1,"mushroom, dried","mushroom, dried",tonnes
C_Mushs,fi,1,"mushroom, fresh","mushroom, fresh",tonnes
C_Mustd,fi,1,mustard seed,mustard seed,tonnes
C_NIKO,fi,1,nickel ore and concentrate,nickel ore and concentrate,tonnes
C_NK_fert,fi,1,nk_fertilizers,nk_fertilizers,tonnes
C_NPK,fi,1,npk_fertilizers,npk_fertilizers,tonnes
C_NP_fert,fi,1,np_fertilizers,np_fertilizers,tonnes
C_NUCF,fi,1,nuclear fuel,nuclear fuel,TJ
C_N_AmmNit,fi,1,ammonium nitrate (an),ammonium nitrate,tonnes
C_N_AmmSol,fi,1,ammonium sulphate,ammonium sulphate,tonnes
C_N_CaAmNit,fi,1,calcium ammonium nitrate,calcium ammonium nitrate,tonnes
C_N_solution,fi,1,nitrogen solutions,nitrogen solutions,tonnes
C_N_urea,fi,1,urea,urea,tonnes
C_Nutms,fi,1,"nutmeg, mace, and cardamom, raw","nutmeg, mace, and cardamom, raw",tonnes
C_Nuts,fi,1,"nut or seed, roasted, salted, or otherwise prepared","nut or seed, roasted, salted, or otherwise prepared",tonnes
C_Nutss,fi,1,"nuts, cultivated, other","nuts, cultivated, other",tonnes
C_OBUS,fi,1,"other professional, technical and business service","other professional, technical and business service",Meuro
C_OFMA,fi,1,"office, accounting and computing machinery","office, accounting and computing machinery",tonnes
C_ONFM,fi,1,other non-ferrous metal products,other non-ferrous metal products,tonnes
C_ONFO,fi,1,"metal ores and concentrates, other","metal ores and concentrates, other",tonnes
C_ONFW,fi,1,recycling of other non-ferrous metals,recycling of other non-ferrous metals,tonnes
C_ONF_INCI,fi,1,energy recovery of other non-ferrous metals,energy recovery of other non-ferrous metals,tonnes
C_ONF_LAND,fi,1,landfill of other non-ferrous metals,landfill of other non-ferrous metals,tonnes
C_ONMM,fi,1,other non-metallic mineral products,other non-metallic mineral products,tonnes
C_ORAN,fi,1,uranium and thorium ore and concentrate,uranium and thorium ore and concentrate,tonnes
C_ORGA,fi,1,"service provided by membership organization, other","service provided by membership organization, other",Meuro
C_OSER,fi,1,"legal, accounting, support services, and other services","legal, accounting, support services, and other services",Meuro
C_OTBC,fi,1,thermal (steam) coal,thermal (steam) coal,tonnes
C_Oatsd,fi,1,oat grain,oat grain,tonnes
C_Oatss,fi,1,oats,oats,tonnes
C_Offas_came,fi,1,"edible offal of camel, fresh, chilled or frozen","edible offal of camel, fresh, chilled or frozen",tonnes
C_Oil_olive,fi,1,"olive oil, virgin","olive oil, virgin",tonnes
C_Oil_palm,fi,1,palm oil,palm oil,tonnes
C_Oil_rape,fi,1,rapeseed oil,rapeseed oil,tonnes
C_Oils_nes,fi,1,"oil and fat, purified, of other terrestrial animals","oil and fat, purified, of other terrestrial animals",tonnes
C_Oilss,fi,1,"oilseed, other","oilseed, other",tonnes
C_Okraa,fi,1,okra,okra,tonnes
C_Olivs,fi,1,"olive fruit, fresh","olive fruit, fresh",tonnes
C_Onion,fi,1,"onion and shallot, fresh, green","onion and shallot, fresh, green",tonnes
C_Onioy,fi,1,"onion and shallot, fresh, dry","onion and shallot, fresh, dry",tonnes
C_Orans,fi,1,"orange, sweet, fresh","orange, sweet, fresh",tonnes
C_Othanpr,fi,1,"edible products of animal origin, other","edible products of animal origin, other",tonnes
C_PACK_OPLA,fi,1,other plastic packaging,other plastic packaging,tonnes
C_PADF,fi,1,"public administration, physical and social security and safety service","public administration, physical and social security and safety service",Meuro
C_PAPE_01_RES,fi,1,paper and paper products - residual,paper and paper products - residual,tonnes
C_PAPR,fi,1,recycling of paper,recycling of paper,tonnes
C_PA_OTHE,fi,1,other_disposal of paper,other_disposal of paper,tonnes
C_PEAT,fi,1,peat,peat,tonnes
C_PK_fert,fi,1,pk_fertilizers,pk_fertilizers,tonnes
C_PLAS,fi,1,"plastics, basic","plastics, basic",tonnes
C_PLAW,fi,1,"treatment of plastics scrap, recycling","treatment of plastics scrap, recycling",tonnes
C_PL_OTHE,fi,1,other_disposal of plastic and rubber,other_disposal of plastic and rubber,tonnes
C_PM_INCI,fi,1,incineration with energy recovery of precious metals,incineration with energy recovery of precious metals,tonnes
C_PM_LAND,fi,1,landfill of precious metals,landfill of precious metals,tonnes
C_PORK,fi,1,"meat, pig","meat, pig",tonnes
C_POWD,fi,1,voltage transformation and distribution service for electricity,voltage transformation and distribution service for electricity,Meuro
C_POWT,fi,1,transmission service for high-voltage electricity,transmission service for high-voltage electricity,Meuro
C_PREM,fi,1,precious metals,precious metals,tonnes
C_PREO,fi,1,precious metal ore and concentrate,precious metal ore and concentrate,tonnes
C_PREW,fi,1,recycling of precious metals,recycling of precious metals,tonnes
C_PRHH,fi,1,private households with employed persons,private households with employed persons,Meuro
C_PTEL,fi,1,post and telecommunication services (64),post and telecommunication services (64),Meuro
C_PULP,fi,1,pulp,pulp,tonnes
C_Papas,fi,1,"papaya, fresh","papaya, fresh",tonnes
C_Peacs,fi,1,"peach, fresh","peach, fresh",tonnes
