code,name,parent_code,level
331490,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying",3313NF,6
331510,Ferrous metal foundries,3313NF,6
331520,Nonferrous metal foundries,3313NF,6
332,Fabricated metal products,33DG,4
33211A,"All other forging, stamping, and sintering",332,5
332114,Custom roll forming,332,5
332119,"Metal crown, closure, and other metal stamping (except automotive)",332,5
332200,Cutlery and handtool manufacturing,332,5
332310,Plate work and fabricated structural product manufacturing,332,5
332320,Ornamental and architectural metal products manufacturing,332,5
332410,Power boiler and heat exchanger manufacturing,332,5
332420,Metal tank (heavy gauge) manufacturing,332,5
332430,"Metal can, box, and other metal container (light gauge) manufacturing",332,5
332500,Hardware manufacturing,332,5
332600,Spring and wire product manufacturing,332,5
332710,Machine shops,332,5
332720,"Turned product and screw, nut, and bolt manufacturing",332,5
332800,"Coating, engraving, heat treating and allied activities",332,5
33291A,Valve and fittings other than plumbing,332,5
332913,Plumbing fixture fitting and trim manufacturing,332,5
332991,Ball and roller bearing manufacturing,332,5
33299A,"Ammunition, arms, ordnance, and accessories manufacturing",332,5
332996,Fabricated pipe and pipe fitting manufacturing,332,5
332999,Other fabricated metal manufacturing,332,5
333,Machinery,33DG,4
33311,Agricultural implement manufacturing,333,5
333111,Farm machinery and equipment manufacturing,33311,6
333112,Lawn and garden equipment manufacturing,33311,6
33312,Construction machinery manufacturing,333,5
333120,Construction machinery manufacturing,33312,6
33313,Mining and oil and gas field machinery manufacturing,333,5
333130,Mining and oil and gas field machinery manufacturing,33313,6
3332OM,Other machinery,333,5
333242,Semiconductor machinery manufacturing,3332OM,6
33329A,Other industrial machinery manufacturing,3332OM,6
333314,Optical instrument and lens manufacturing,3332OM,6
333316,Photographic and photocopying equipment manufacturing,3332OM,6
333318,Other commercial and service industry machinery manufacturing,3332OM,6
333413,Industrial and commercial fan and blower and air purification equipment manufacturing,3332OM,6
333414,Heating equipment (except warm air furnaces) manufacturing,3332OM,6
333415,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",3332OM,6
333511,Industrial mold manufacturing,3332OM,6
333517,Machine tool manufacturing,3332OM,6
333514,"Special tool, die, jig, and fixture manufacturing",3332OM,6
33351B,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",3332OM,6
333611,Turbine and turbine generator set units manufacturing,3332OM,6
333612,"Speed changer, industrial high-speed drive, and gear manufacturing",3332OM,6
333613,Mechanical power transmission equipment manufacturing,3332OM,6
333618,Other engine equipment manufacturing,3332OM,6
333914,"Measuring, dispensing, and other pumping equipment manufacturing",3332OM,6
333912,Air and gas compressor manufacturing,3332OM,6
333920,Material handling equipment manufacturing,3332OM,6
333991,Power-driven handtool manufacturing,3332OM,6
33399A,Other general purpose machinery manufacturing,3332OM,6
333993,Packaging machinery manufacturing,3332OM,6
333994,Industrial process furnace and oven manufacturing,3332OM,6
33399B,Fluid power process machinery,3332OM,6
334,Computer and electronic products,33DG,4
3341,Computer and peripheral equipment manufacturing,334,5
334111,Electronic computer manufacturing,3341,6
334112,Computer storage device manufacturing,3341,6
334118,Computer terminals and other computer peripheral equipment manufacturing,3341,6
3342,Communications equipment manufacturing,334,5
334210,Telephone apparatus manufacturing,3342,6
334220,Broadcast and wireless communications equipment,3342,6
334290,Other communications equipment manufacturing,3342,6
3344,Semiconductor and other electronic component manufacturing,334,5
334413,Semiconductor and related device manufacturing,3344,6
334418,Printed circuit assembly (electronic assembly) manufacturing,3344,6
33441A,Other electronic component manufacturing,3344,6
3345,"Navigational, measuring, electromedical, and control instruments manufacturing",334,5
334510,Electromedical and electrotherapeutic apparatus manufacturing,3345,6
334511,"Search, detection, and navigation instruments manufacturing",3345,6
334512,Automatic environmental control manufacturing,3345,6
334513,Industrial process variable instruments manufacturing,3345,6
334514,Totalizing fluid meter and counting device manufacturing,3345,6
334515,Electricity and signal testing instruments manufacturing,3345,6
334516,Analytical laboratory instrument manufacturing,3345,6
334517,Irradiation apparatus manufacturing,3345,6
33451A,"Watch, clock, and other measuring and controlling device manufacturing",3345,6
334X,Other computer and electronic product manufacturing,334,5
334300,Audio and video equipment manufacturing,334X,6
334610,Manufacturing and reproducing magnetic and optical media,334X,6
335,"Electrical equipment, appliances, and components",33DG,4
335110,Electric lamp bulb and part manufacturing,335,5
335120,Lighting fixture manufacturing,335,5
335210,Small electrical appliance manufacturing,335,5
335220,Major household appliance manufacturing,335,5
335311,"Power, distribution, and specialty transformer manufacturing",335,5
335312,Motor and generator manufacturing,335,5
335313,Switchgear and switchboard apparatus manufacturing,335,5
335314,Relay and industrial control manufacturing,335,5
335911,Storage battery manufacturing,335,5
335912,Primary battery manufacturing,335,5
335920,Communication and energy wire and cable manufacturing,335,5
335930,Wiring device manufacturing,335,5
335991,Carbon and graphite product manufacturing,335,5
335999,All other miscellaneous electrical equipment and component manufacturing,335,5
3361MV,"Motor vehicles, bodies and trailers, and parts",33DG,4
336111,Automobile manufacturing,3361MV,5
336112,Light truck and utility vehicle manufacturing,3361MV,5
33612,Heavy duty truck manufacturing,3361MV,5
336120,Heavy duty truck manufacturing,33612,6
3362BP,"Motor vehicle body, trailer, and parts manufacturing",3361MV,5
336211,Motor vehicle body manufacturing,3362BP,6
336212,Truck trailer manufacturing,3362BP,6
336213,Motor home manufacturing,3362BP,6
336214,Travel trailer and camper manufacturing,3362BP,6
336310,Motor vehicle gasoline engine and engine parts manufacturing,3362BP,6
336320,Motor vehicle electrical and electronic equipment manufacturing,3362BP,6
3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",3362BP,6
336350,Motor vehicle transmission and power train parts manufacturing,3362BP,6
336360,Motor vehicle seating and interior trim manufacturing,3362BP,6
336370,Motor vehicle metal stamping,3362BP,6
336390,Other motor vehicle parts manufacturing,3362BP,6
3364OT,Other transportation equipment,33DG,4
3364,Aerospace product and parts manufacturing,3364OT,5
336411,Aircraft manufacturing,3364,6
336412,Aircraft engine and engine parts manufacturing,3364,6
336413,Other aircraft parts and auxiliary equipment manufacturing,3364,6
336414,Guided missile and space vehicle manufacturing,3364,6
33641A,Propulsion units and parts for space vehicles and guided missiles,3364,6
3365AO,All other transportation equipment manufacturing,3364OT,5
336500,Railroad rolling stock manufacturing,3365AO,6
336611,Ship building and repairing,3365AO,6
336612,Boat building,3365AO,6
336991,"Motorcycle, bicycle, and parts manufacturing",3365AO,6
336992,"Military armored vehicle, tank, and tank component manufacturing",3365AO,6
336999,All other transportation equipment manufacturing,3365AO,6
337,Furniture and related products,33DG,4
337110,Wood kitchen cabinet and countertop manufacturing,337,5
337121,Upholstered household furniture manufacturing,337,5
337122,Nonupholstered wood household furniture manufacturing,337,5
33712N,Other household nonupholstered furniture,337,5
337127,Institutional furniture manufacturing,337,5
33721A,Office furniture and custom architectural woodwork and millwork manufacturing,337,5
337215,"Showcase, partition, shelving, and locker manufacturing",337,5
337900,Other furniture related product manufacturing,337,5
339,Miscellaneous manufacturing,33DG,4
3391,Medical equipment and supplies manufacturing,339,5
339112,Surgical and medical instrument manufacturing,3391,6
339113,Surgical appliance and supplies manufacturing,3391,6
339114,Dental equipment and supplies manufacturing,3391,6
339115,Ophthalmic goods manufacturing,3391,6
339116,Dental laboratories,3391,6
3399,Other miscellaneous manufacturing,339,5
339910,Jewelry and silverware manufacturing,3399,6
339920,Sporting and athletic goods manufacturing,3399,6
339930,"Doll, toy, and game manufacturing",3399,6
339940,Office supplies (except paper) manufacturing,3399,6
339950,Sign manufacturing,3399,6
339990,All other miscellaneous manufacturing,3399,6
31ND,NONDURABLE GOODS,TOTII,3
311FT,Food and beverage and tobacco products,31ND,4
311,Food manufacturing,311FT,5
311111,Dog and cat food manufacturing,311,6
311119,Other animal food manufacturing,311,6
311210,Flour milling and malt manufacturing,311,6
311221,Wet corn milling,311,6
311224,Soybean and other oilseed processing,311,6
311225,Fats and oils refining and blending,311,6
311230,Breakfast cereal manufacturing,311,6
311300,Sugar and confectionery product manufacturing,311,6
311410,Frozen food manufacturing,311,6
311420,"Fruit and vegetable canning, pickling, and drying",311,6
31151A,Fluid milk and butter manufacturing,311,6
311513,Cheese manufacturing,311,6
311514,"Dry, condensed, and evaporated dairy product manufacturing",311,6
311520,Ice cream and frozen dessert manufacturing,311,6
31161A,"Animal (except poultry) slaughtering, rendering, and processing",311,6
311615,Poultry processing,311,6
311700,Seafood product preparation and packaging,311,6
311810,Bread and bakery product manufacturing,311,6
3118A0,"Cookie, cracker, pasta, and tortilla manufacturing",311,6
311910,Snack food manufacturing,311,6
311920,Coffee and tea manufacturing,311,6
311930,Flavoring syrup and concentrate manufacturing,311,6
311940,Seasoning and dressing manufacturing,311,6
311990,All other food manufacturing,311,6
3121,Beverage manufacturing,311FT,5
312110,Soft drink and ice manufacturing,3121,6
312120,Breweries,3121,6
312130,Wineries,3121,6
312140,Distilleries,3121,6
3122,Tobacco manufacturing,311FT,5
312200,Tobacco manufacturing,3122,6
313TT,Textile mills and textile product mills,31ND,4
313100,"Fiber, yarn, and thread mills",313TT,5
313200,Fabric mills,313TT,5
313300,Textile and fabric finishing and fabric coating mills,313TT,5
314110,Carpet and rug mills,313TT,5
314120,Curtain and linen mills,313TT,5
314900,Other textile product mills,313TT,5
315AL,Apparel and leather and allied products,31ND,4
315000,Apparel manufacturing,315AL,5
316000,Leather and allied product manufacturing,315AL,5
322,Paper products,31ND,4
322110,Pulp mills,322,5
322120,Paper mills,322,5
322130,Paperboard mills,322,5
322210,Paperboard container manufacturing,322,5
322220,Paper bag and coated and treated paper manufacturing,322,5
322230,Stationery product manufacturing,322,5
322291,Sanitary paper product manufacturing,322,5
322299,All other converted paper product manufacturing,322,5
323,Printing and related support activities,31ND,4
323110,Printing,323,5
323120,Support activities for printing,323,5
324,Petroleum and coal products,31ND,4
324110,Petroleum refineries,324,5
324121,Asphalt paving mixture and block manufacturing,324,5
324122,Asphalt shingle and coating materials manufacturing,324,5
324190,Other petroleum and coal products manufacturing,324,5
325,Chemical products,31ND,4
3251,Basic chemical manufacturing,325,5
325110,Petrochemical manufacturing,3251,6
325120,Industrial gas manufacturing,3251,6
325130,Synthetic dye and pigment manufacturing,3251,6
325180,Other basic inorganic chemical manufacturing,3251,6
325190,Other basic organic chemical manufacturing,3251,6
3252,"Resin, rubber, and artificial fibers manufacturing",325,5
325211,Plastics material and resin manufacturing,3252,6
3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,3252,6
3254,Pharmaceutical and medicine manufacturing,325,5
325411,Medicinal and botanical manufacturing,3254,6
325412,Pharmaceutical preparation manufacturing,3254,6
325413,In-vitro diagnostic substance manufacturing,3254,6
325414,Biological product (except diagnostic) manufacturing,3254,6
325X,Other chemical manufacturing,325,5
325310,Fertilizer manufacturing,325X,6
325320,Pesticide and other agricultural chemical manufacturing,325X,6
325510,Paint and coating manufacturing,325X,6
325520,Adhesive manufacturing,325X,6
325610,Soap and cleaning compound manufacturing,325X,6
325620,Toilet preparation manufacturing,325X,6
325910,Printing ink manufacturing,325X,6
3259A0,All other chemical product and preparation manufacturing,325X,6
326,Plastics and rubber products,31ND,4
326110,Plastics packaging materials and unlaminated film and sheet manufacturing,326,5
326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",326,5
326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",326,5
326140,Polystyrene foam product manufacturing,326,5
326150,Urethane and other foam product (except polystyrene) manufacturing,326,5
326160,Plastics bottle manufacturing,326,5
326190,Other plastics product manufacturing,326,5
326210,Tire manufacturing,326,5
326220,Rubber and plastics hoses and belting manufacturing,326,5
326290,Other rubber product manufacturing,326,5
42,WHOLESALE TRADE,TOTII,3
4231,Motor vehicle and motor vehicle parts and supplies,42,4
423100,Motor vehicle and motor vehicle parts and supplies,4231,5
4234,Professional and commercial equipment and supplies,42,4
423400,Professional and commercial equipment and supplies,4234,5
4236,Household appliances and electrical and electronic goods,42,4
423600,Household appliances and electrical and electronic goods,4236,5
4238,"Machinery, equipment, and supplies",42,4
423800,"Machinery, equipment, and supplies",4238,5
423X,Other durable goods merchant wholesalers,42,4
423A00,Other durable goods merchant wholesalers,423X,5
4242,Drugs and druggists' sundries,42,4
424200,Drugs and druggists' sundries,4242,5
4244,Grocery and related product wholesalers,42,4
424400,Grocery and related product wholesalers,4244,5
4247,Petroleum and petroleum products,42,4
424700,Petroleum and petroleum products,4247,5
424X,Other nondurable goods merchant wholesalers,42,4
424A00,Other nondurable goods merchant wholesalers,424X,5
425,Wholesale electronic markets and agents and brokers,42,4
425000,Wholesale electronic markets and agents and brokers,425,5
42ID,Customs duties,42,4
4200ID,Customs duties,42ID,5
44RT,RETAIL TRADE,TOTII,3
441,Motor vehicle and parts dealers,44RT,4
441000,Motor vehicle and parts dealers,441,5
445,Food and beverage stores,44RT,4
445000,Food and beverage stores,445,5
452,General merchandise stores,44RT,4
452000,General merchandise stores,452,5
4A0,Other retail,44RT,4
444,Building material and garden equipment and supplies dealers,4A0,5
444000,Building material and garden equipment and supplies dealers,444,6
446,Health and personal care stores,4A0,5
446000,Health and personal care stores,446,6
447,Gasoline stations,4A0,5
447000,Gasoline stations,447,6
448,Clothing and clothing accessories stores,4A0,5
448000,Clothing and clothing accessories stores,448,6
454,Nonstore retailers,4A0,5
454000,Nonstore retailers,454,6
4A0X,All other retail,4A0,5
4B0000,All other retail,4A0X,6
48TW,"TRANSPORTATION AND WAREHOUSING, EXCLUDING POSTAL SERVICE",TOTII,3
481,Air transportation,48TW,4
481000,Air transportation,481,5
482,Rail transportation,48TW,4
482000,Rail transportation,482,5
483,Water transportation,48TW,4
483000,Water transportation,483,5
484,Truck transportation,48TW,4
484000,Truck transportation,484,5
485,Transit and ground passenger transportation,48TW,4
485000,Transit and ground passenger transportation,485,5
486,Pipeline transportation,48TW,4
486000,Pipeline transportation,486,5
487OS,Other transportation and support activities,48TW,4
48A,Scenic and sightseeing transportation and support activities,487OS,5
48A000,Scenic and sightseeing transportation and support activities,48A,6
492,Couriers and messengers,487OS,5
492000,Couriers and messengers,492,6
493,Warehousing and storage,48TW,4
493000,Warehousing and storage,493,5
51,INFORMATION,TOTII,3
511,"Publishing industries, except internet (includes software)",51,4
5111,"Newspaper, periodical, book, and directory publishers",511,5
511110,Newspaper publishers,5111,6
511120,Periodical publishers,5111,6
511130,Book publishers,5111,6
5111A0,"Directory, mailing list, and other publishers",5111,6
5112,Software publishers,511,5
511200,Software publishers,5112,6
512,Motion picture and sound recording industries,51,4
512100,Motion picture and video industries,512,5
512200,Sound recording industries,512,5
513,Broadcasting and telecommunications,51,4
515,Broadcasting (except Internet),513,5
515100,Radio and television broadcasting,515,6
515200,Cable and other subscription programming,515,6
5171,Wired telecommunications carriers,513,5
517110,Wired telecommunications carriers,5171,6
5172,Wireless telecommunications carriers (except satellite),513,5
517210,Wireless telecommunications carriers (except satellite),5172,6
5174OT,"Other telecommunications, including satellite",513,5
517A00,"Satellite, telecommunications resellers, and all other telecommunications",5174OT,6
514,"Data processing, internet publishing, and other information services",51,4
518,"Data processing, hosting, and related services",514,5
518200,"Data processing, hosting, and related services",518,6
519,Other information services,514,5
519130,Internet publishing and broadcasting and Web search portals,519,6
5191A0,"News syndicates, libraries, archives and all other information services",519,6
52,FINANCE AND INSURANCE,TOTII,3
521CI,"Federal Reserve banks, credit intermediation, and related activities",52,4
52A000,Monetary authorities and depository credit intermediation,521CI,5
522A00,Nondepository credit intermediation and related activities,521CI,5
523,"Securities, commodity contracts, and investments",52,4
523A00,Securities and commodity contracts intermediation and brokerage,523,5
523900,Other financial investment activities,523,5
524,Insurance carriers and related activities,52,4
524113,Direct life insurance carriers,524,5
5241X,"Insurance carriers, except direct life",524,5
5241XX,"Insurance carriers, except direct life",5241X,6
5242,"Agencies, brokerages, and other insurance related activities",524,5
524200,"Insurance agencies, brokerages, and related activities",5242,6
525,"Funds, trusts, and other financial vehicles",52,4
525000,"Funds, trusts, and other financial vehicles",525,5
53,REAL ESTATE AND RENTAL AND LEASING,TOTII,3
HS,Housing,53,4
HSO,Owner-occupied housing,HS,5
531HSO,Owner-occupied housing,HSO,6
HST,Tenant-occupied housing,HS,5
531HST,Tenant-occupied housing,HST,6
ORE,Other real estate,53,4
531ORE,Other real estate,ORE,5
532RL,Rental and leasing services and lessors of intangible assets,53,4
532100,Automotive equipment rental and leasing,532RL,5
532A00,General and consumer goods rental,532RL,5
532400,Commercial and industrial machinery and equipment rental and leasing,532RL,5
533000,Lessors of nonfinancial intangible assets,532RL,5
54,PROFESSIONAL AND TECHNICAL SERVICES,TOTII,3
5411,Legal services,54,4
541100,Legal services,5411,5
5412OP,"Miscellaneous professional, scientific, and technical services",54,4
5412,"Accounting, tax preparation, bookkeeping, and payroll services",5412OP,5
541200,"Accounting, tax preparation, bookkeeping, and payroll services",5412,6
5413,"Architectural, engineering, and related services",5412OP,5
541300,"Architectural, engineering, and related services",5413,6
5416,"Management, scientific, and technical consulting services",5412OP,5
541610,Management consulting services,5416,6
5416A0,Environmental and other technical consulting services,5416,6
5417,Scientific research and development services,5412OP,5
541700,Scientific research and development services,5417,6
5418,"Advertising, public relations, and related services",5412OP,5
541800,"Advertising, public relations, and related services",5418,6
541X,"Specialized design services and other professional, scientific, and technical services",5412OP,5
541400,Specialized design services,541X,6
5419A0,"All other miscellaneous professional, scientific, and technical services",541X,6
541920,Photographic services,541X,6
541940,Veterinary services,541X,6
5415,Computer systems design and related services,54,4
541511,Custom computer programming services,5415,5
541512,Computer systems design services,5415,5
54151A,"Other computer related services, including facilities management",5415,5
55,Management of companies and enterprises,TOTII,3
550000,Management of companies and enterprises,55,4
56,ADMINISTRATIVE AND WASTE SERVICES,TOTII,3
561,Administrative and support services,56,4
5613,Employment services,561,5
561300,Employment services,5613,6
5617,Services to buildings and dwellings,561,5
561700,Services to buildings and dwellings,5617,6
561X,Other administrative and support services,561,5
561100,Office administrative services,561X,6
561200,Facilities support services,561X,6
561400,Business support services,561X,6
561500,Travel arrangement and reservation services,561X,6
561600,Investigation and security services,561X,6
561900,Other support services,561X,6
562,Waste management and remediation services,56,4
562000,Waste management and remediation services,562,5
61,Educational services,TOTII,3
611100,Elementary and secondary schools,61,4
611A00,"Junior colleges, colleges, universities, and professional schools",61,4
611B00,Other educational services,61,4
62,HEALTH CARE AND SOCIAL ASSISTANCE,TOTII,3
621,Ambulatory health care services,62,4
6211,Offices of physicians,621,5
621100,Offices of physicians,6211,6
6212,Offices of dentists,621,5
621200,Offices of dentists,6212,6
6213,Offices of other health practitioners,621,5
621300,Offices of other health practitioners,6213,6
6214,Outpatient care centers,621,5
621400,Outpatient care centers,6214,6
6215OH,Other ambulatory health care services,621,5
621500,Medical and diagnostic laboratories,6215OH,6
621600,Home health care services,6215OH,6
621900,Other ambulatory health care services,6215OH,6
622,Hospitals,62,4
622000,Hospitals,622,5
623,Nursing and residential care facilities,62,4
623A00,Nursing and community care facilities,623,5
623B00,"Residential mental health, substance abuse, and other residential care facilities",623,5
624,Social assistance,62,4
624100,Individual and family services,624,5
624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624,5
624400,Child day care services,624,5
71,"ARTS, ENTERTAINMENT, AND RECREATION",TOTII,3
711AS,"Performing arts, spectator sports, museums, and related activities",71,4
711100,Performing arts companies,711AS,5
711200,Spectator sports,711AS,5
711A00,Promoters of performing arts and sports and agents for public figures,711AS,5
711500,"Independent artists, writers, and performers",711AS,5
712000,"Museums, historical sites, zoos, and parks",711AS,5
713,"Amusements, gambling, and recreation industries",71,4
713100,Amusement parks and arcades,713,5
713200,Gambling industries (except casino hotels),713,5
713900,Other amusement and recreation industries,713,5
72,ACCOMMODATION AND FOOD SERVICES,TOTII,3
721,Accommodation,72,4
721000,Accommodation,721,5
722,Food services and drinking places,72,4
722110,Full-service restaurants,722,5
722211,Limited-service restaurants,722,5
722A00,All other food and drinking places,722,5
81,"Other services, except government",TOTII,3
811,Repair and maintenance,81,4
811100,Automotive repair and maintenance (including car washes),811,5
811200,Electronic and precision equipment repair and maintenance,811,5
811300,Commercial and industrial machinery and equipment repair and maintenance,811,5
811400,Personal and household goods repair and maintenance,811,5
812,Personal and laundry services,81,4
812100,Personal care services,812,5
812200,Death care services,812,5
812300,Dry-cleaning and laundry services,812,5
812900,Other personal services,812,5
813,"Religious, grantmaking, civic, professional, and similar organizations",81,4
813100,Religious organizations,813,5
813A00,"Grantmaking, giving, and social advocacy organizations",813,5
813B00,"Civic, social, professional, and similar organizations",813,5
814,Private households,81,4
814000,Private households,814,5
G,GOVERNMENT,TOTII,3
GFGD,Federal general government (defense),G,4
S00500,Federal general government (defense),GFGD,5
GFGN,Federal general government (nondefense),G,4
S00600,Federal general government (nondefense),GFGN,5
GFE,Federal government enterprises,G,4
491000,Postal service,GFE,5
S00101,Federal electric utilities,GFE,5
S00102,Other federal government enterprises,GFE,5
GSLG,State and local general government,G,4
GSLGE,State and local government (educational services),GSLG,5
GSLGH,State and local government (hospitals and health services),GSLG,5
GSLGO,State and local government (other services),GSLG,5
GSLE,State and local government enterprises,G,4
S00201,State and local government passenger transit,GSLE,5
S00202,State and local government electric utilities,GSLE,5
S00203,Other state and local government enterprises,GSLE,5
Used,"Scrap, used and secondhand goods",TOTII,3
S004,"Scrap, used and secondhand goods",Used,4
S00401,Scrap,S004,5
S00402,Used and secondhand goods,S004,5
Other,Noncomparable imports and rest-of-the-world adjustment,TOTII,3
S003,Noncomparable imports,Other,4
S00300,Noncomparable imports,S003,5
S009,Rest of the world adjustment,Other,4
S00900,Rest of the world adjustment,S009,5
TOTII,Total Intermediate,,0
T019,Total use of products,,0
T016,Total product supply (purchaser prices),,0
T015,Total tax less subsidies on products,T016,1
TOP,Tax on products,T015,2
SUB,Subsidies,T015,2
MDTY,Import duties,T015,2
T014,Total trade and transportation margins,T016,1
Trade,Trade margins,T014,2
Trans,Transport margins,T014,2
T013,Total product supply (basic prices),T016,1
TOTCOMOUT,Total Commodity Output,T013,2
MCIF,Imports,T013,2
MADJ,CIF/FOB Adjustments on Imports,T013,2
T001,Total Intermediate use,,0
FU,Total Final Uses (GDP),,0
F010,Personal consumption expenditures,FU,1
F01000,Personal consumption expenditures,F010,2
F020,Private fixed investment,FU,1
F02E,Nonresidential private fixed investment in equipment,F020,2
F02E00,Nonresidential private fixed investment in equipment,F02E,3
F02N,Nonresidential private fixed investment in intellectual property products,F020,2
F02N00,Nonresidential private fixed investment in intellectual property products,F02N,3
F02R,Residential private fixed investment,F020,2
F02R00,Residential private fixed investment,F02R,3
F02S,Nonresidential private fixed investment in structures,F020,2
F02S00,Nonresidential private fixed investment in structures,F02S,3
F030,Change in private inventories,FU,1
F03000,Change in private inventories,F030,2
F040,Exports of goods and services,FU,1
F04000,Exports of goods and services,F040,2
F05000,Imports of goods and services,F040,2
F06C,National defense: Consumption expenditures,FU,1
F06C00,Federal Government defense: Consumption expenditures,F06C,2
F06E,Federal national defense: Gross investment in equipment,FU,1
F06E00,Federal national defense: Gross investment in equipment,F06E,2
F06N,Federal national defense: Gross investment in intellectual property products,FU,1
F06N00,Federal national defense: Gross investment in intellectual property products,F06N,2
F06S,Federal national defense: Gross investment in structures,FU,1
F06S00,Federal national defense: Gross investment in structures,F06S,2
F07C,Nondefense: Consumption expenditures,FU,1
F07C00,Federal Government nondefense: Consumption expenditures,F07C,2
F07E,Federal nondefense: Gross investment in equipment,FU,1
F07E00,Federal nondefense: Gross investment in equipment,F07E,2
F07N,Federal nondefense: Gross investment in intellectual property products,FU,1
F07N00,Federal nondefense: Gross investment in intellectual property products,F07N,2
F07S,Federal nondefense: Gross investment in structures,FU,1
F07S00,Federal nondefense: Gross investment in structures,F07S,2
F100,Government consumption expenditures and gross investment,FU,1
F10C,State and local government consumption expenditures,F100,2
F10C00,State and local government consumption expenditures,F10C,3
F10E,State and local: Gross investment in equipment,F100,2
F10E00,State and local: Gross investment in equipment,F10E,3
F10N,State and local: Gross investment in intellectual property products,F100,2
F10N00,State and local: Gross investment in intellectual property products,F10N,3
F10S,State and local: Gross investment in structures,F100,2
F10S00,State and local: Gross investment in structures,F10S,3
