code,parent_code,level,name
061,06,3,Extraction of crude petroleum
0610,061,4,Extraction of crude petroleum
062,06,3,Extraction of natural gas
0620,062,4,Extraction of natural gas
07,B,2,Mining of metal ores
071,07,3,Mining of iron ores
0710,071,4,Mining of iron ores
072,07,3,Mining of non-ferrous metal ores
0721,072,4,Mining of uranium and thorium ores
0729,072,4,Mining of other non-ferrous metal ores
08,B,2,Other mining and quarrying
081,08,3,"Quarrying of stone, sand and clay"
0810,081,4,"Quarrying of stone, sand and clay"
089,08,3,Mining and quarrying n.e.c.
0891,089,4,Mining of chemical and fertilizer minerals
0892,089,4,Extraction of peat
0893,089,4,Extraction of salt
0899,089,4,Other mining and quarrying n.e.c.
09,B,2,Mining support service activities
091,09,3,Support activities for petroleum and natural gas extraction
0910,091,4,Support activities for petroleum and natural gas extraction
099,09,3,Support activities for other mining and quarrying
0990,099,4,Support activities for other mining and quarrying
C,_T,1,Manufacturing
C10_12,C,2,Manufacture of food products; beverages and tobacco products
C13_15,C,2,"Manufacture of textiles, wearing apparel, leather and related products"
10,C10_12,3,Manufacture of food products
101,10,4,Processing and preserving of meat
1010,101,5,Processing and preserving of meat
102,10,4,"Processing and preserving of fish, crustaceans and molluscs"
1020,102,5,"Processing and preserving of fish, crustaceans and molluscs"
103,10,4,Processing and preserving of fruit and vegetables
1030,103,5,Processing and preserving of fruit and vegetables
104,10,4,Manufacture of vegetable and animal oils and fats
1040,104,5,Manufacture of vegetable and animal oils and fats
105,10,4,Manufacture of dairy products
1050,105,5,Manufacture of dairy products
106,10,4,"Manufacture of grain mill products, starches and starch products"
1061,106,5,Manufacture of grain mill products
1062,106,5,Manufacture of starches and starch products
107,10,4,Manufacture of other food products
1071,107,5,Manufacture of bakery products
1072,107,5,Manufacture of sugar
1073,107,5,"Manufacture of cocoa, chocolate and sugar confectionery"
1074,107,5,"Manufacture of macaroni, noodles, couscous and similar farinaceous products"
1075,107,5,Manufacture of prepared meals and dishes
1079,107,5,Manufacture of other food products n.e.c.
108,10,4,Manufacture of prepared animal feeds
1080,108,5,Manufacture of prepared animal feeds
11,C10_12,3,Manufacture of beverages
110,11,4,Manufacture of beverages
1101,110,5,"Distilling, rectifying and blending of spirits"
1102,110,5,Manufacture of wines
1103,110,5,Manufacture of malt liquors and malt
1104,110,5,Manufacture of soft drinks; production of mineral waters and other bottled waters
12,C10_12,3,Manufacture of tobacco products
120,12,4,Manufacture of tobacco products
1200,120,5,Manufacture of tobacco products
13,C13_15,3,Manufacture of textiles
131,13,4,"Spinning, weaving and finishing of textiles"
1311,131,5,Preparation and spinning of textile fibres
1312,131,5,Weaving of textiles
1313,131,5,Finishing of textiles
139,13,4,Manufacture of other textiles
1391,139,5,Manufacture of knitted and crocheted fabrics
1392,139,5,"Manufacture of made-up textile articles, except apparel"
1393,139,5,Manufacture of carpets and rugs
1394,139,5,"Manufacture of cordage, rope, twine and netting"
1399,139,5,Manufacture of other textiles n.e.c.
14,C13_15,3,Manufacture of wearing apparel
141,14,4,"Manufacture of wearing apparel, except fur apparel"
1410,141,5,"Manufacture of wearing apparel, except fur apparel"
142,14,4,Manufacture of articles of fur
1420,142,5,Manufacture of articles of fur
143,14,4,Manufacture of knitted and crocheted apparel
1430,143,5,Manufacture of knitted and crocheted apparel
15,C13_15,3,Manufacture of leather and related products
151,15,4,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur"
1511,151,5,Tanning and dressing of leather; dressing and dyeing of fur
1512,151,5,"Manufacture of luggage, handbags and the like, saddlery and harness"
152,15,4,Manufacture of footwear
1520,152,5,Manufacture of footwear
16,C,2,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
161,16,3,Sawmilling and planing of wood
1610,161,4,Sawmilling and planing of wood
162,16,3,"Manufacture of products of wood, cork, straw and plaiting materials"
1621,162,4,Manufacture of veneer sheets and wood-based panels
1622,162,4,Manufacture of builders' carpentry and joinery
1623,162,4,Manufacture of wooden containers
1629,162,4,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
17,C,2,Manufacture of paper and paper products
170,17,3,Manufacture of paper and paper products
1701,170,4,"Manufacture of pulp, paper and paperboard"
1702,170,4,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
1709,170,4,Manufacture of other articles of paper and paperboard
18,C,2,Printing and reproduction of recorded media
181,18,3,Printing and service activities related to printing
1811,181,4,Printing
1812,181,4,Service activities related to printing
182,18,3,Reproduction of recorded media
1820,182,4,Reproduction of recorded media
19,C,2,Manufacture of coke and refined petroleum products
191,19,3,Manufacture of coke oven products
1910,191,4,Manufacture of coke oven products
192,19,3,Manufacture of refined petroleum products
1920,192,4,Manufacture of refined petroleum products
20,C,2,Manufacture of chemicals and chemical products
201,20,3,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms"
2011,201,4,Manufacture of basic chemicals
2012,201,4,Manufacture of fertilizers and nitrogen compounds
2013,201,4,Manufacture of plastics and synthetic rubber in primary forms
202,20,3,Manufacture of other chemical products
2021,202,4,Manufacture of pesticides and other agrochemical products
2022,202,4,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
2023,202,4,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations"
2029,202,4,Manufacture of other chemical products n.e.c.
203,20,3,Manufacture of man-made fibres
2030,203,4,Manufacture of man-made fibres
21,C,2,Manufacture of basic pharmaceutical products and pharmaceutical preparations
210,21,3,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
2100,210,4,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
22,C,2,Manufacture of rubber and plastics products
221,22,3,Manufacture of rubber products
2211,221,4,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
2219,221,4,Manufacture of other rubber products
222,22,3,Manufacture of plastics products
2220,222,4,Manufacture of plastics products
23,C,2,Manufacture of other non-metallic mineral products
231,23,3,Manufacture of glass and glass products
2310,231,4,Manufacture of glass and glass products
239,23,3,Manufacture of non-metallic mineral products n.e.c.
2391,239,4,Manufacture of refractory products
2392,239,4,Manufacture of clay building materials
2393,239,4,Manufacture of other porcelain and ceramic products
2394,239,4,"Manufacture of cement, lime and plaster"
2395,239,4,"Manufacture of articles of concrete, cement and plaster"
2396,239,4,"Cutting, shaping and finishing of stone"
2399,239,4,Manufacture of other non-metallic mineral products n.e.c.
24,C,2,Manufacture of basic metals
241,24,3,Manufacture of basic iron and steel
2410,241,4,Manufacture of basic iron and steel
242,24,3,Manufacture of basic precious and other non-ferrous metals
2420,242,4,Manufacture of basic precious and other non-ferrous metals
243,24,3,Casting of metals
2431,243,4,Casting of iron and steel
2432,243,4,Casting of non-ferrous metals
25,C,2,"Manufacture of fabricated metal products, except machinery and equipment"
251,25,3,"Manufacture of structural metal products, tanks, reservoirs and steam generators"
2511,251,4,Manufacture of structural metal products
2512,251,4,"Manufacture of tanks, reservoirs and containers of metal"
2513,251,4,"Manufacture of steam generators, except central heating hot water boilers"
252,25,3,Manufacture of weapons and ammunition
2520,252,4,Manufacture of weapons and ammunition
259,25,3,Manufacture of other fabricated metal products; metalworking service activities
2591,259,4,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
2592,259,4,Treatment and coating of metals; machining
2593,259,4,"Manufacture of cutlery, hand tools and general hardware"
2599,259,4,Manufacture of other fabricated metal products n.e.c.
26,C,2,"Manufacture of computer, electronic and optical products"
261,26,3,Manufacture of electronic components and boards
2610,261,4,Manufacture of electronic components and boards
262,26,3,Manufacture of computers and peripheral equipment
2620,262,4,Manufacture of computers and peripheral equipment
263,26,3,Manufacture of communication equipment
2630,263,4,Manufacture of communication equipment
264,26,3,Manufacture of consumer electronics
2640,264,4,Manufacture of consumer electronics
265,26,3,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks"
2651,265,4,"Manufacture of measuring, testing, navigating and control equipment"
2652,265,4,Manufacture of watches and clocks
266,26,3,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
2660,266,4,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
267,26,3,Manufacture of optical instruments and photographic equipment
2670,267,4,Manufacture of optical instruments and photographic equipment
268,26,3,Manufacture of magnetic and optical media
2680,268,4,Manufacture of magnetic and optical media
27,C,2,Manufacture of electrical equipment
271,27,3,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
2710,271,4,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
272,27,3,Manufacture of batteries and accumulators
2720,272,4,Manufacture of batteries and accumulators
273,27,3,Manufacture of wiring and wiring devices
2731,273,4,Manufacture of fibre optic cables
2732,273,4,Manufacture of other electronic and electric wires and cables
2733,273,4,Manufacture of wiring devices
274,27,3,Manufacture of electric lighting equipment
2740,274,4,Manufacture of electric lighting equipment
275,27,3,Manufacture of domestic appliances
2750,275,4,Manufacture of domestic appliances
279,27,3,Manufacture of other electrical equipment
2790,279,4,Manufacture of other electrical equipment
28,C,2,Manufacture of machinery and equipment n.e.c.
281,28,3,Manufacture of general-purpose machinery
2811,281,4,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
2812,281,4,Manufacture of fluid power equipment
2813,281,4,"Manufacture of other pumps, compressors, taps and valves"
2814,281,4,"Manufacture of bearings, gears, gearing and driving elements"
2815,281,4,"Manufacture of ovens, furnaces and furnace burners"
2816,281,4,Manufacture of lifting and handling equipment
2817,281,4,Manufacture of office machinery and equipment (except computers and peripheral equipment)
2818,281,4,Manufacture of power-driven hand tools
2819,281,4,Manufacture of other general-purpose machinery
282,28,3,Manufacture of special-purpose machinery
2821,282,4,Manufacture of agricultural and forestry machinery
2822,282,4,Manufacture of metal-forming machinery and machine tools
2823,282,4,Manufacture of machinery for metallurgy
2824,282,4,"Manufacture of machinery for mining, quarrying and construction"
2825,282,4,"Manufacture of machinery for food, beverage and tobacco processing"
2826,282,4,"Manufacture of machinery for textile, apparel and leather production"
2829,282,4,Manufacture of other special-purpose machinery
29,C,2,"Manufacture of motor vehicles, trailers and semi-trailers"
291,29,3,Manufacture of motor vehicles
2910,291,4,Manufacture of motor vehicles
292,29,3,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
2920,292,4,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
293,29,3,Manufacture of parts and accessories for motor vehicles
2930,293,4,Manufacture of parts and accessories for motor vehicles
30,C,2,Manufacture of other transport equipment
301,30,3,Building of ships and boats
3011,301,4,Building of ships and floating structures
3012,301,4,Building of pleasure and sporting boats
302,30,3,Manufacture of railway locomotives and rolling stock
3020,302,4,Manufacture of railway locomotives and rolling stock
303,30,3,Manufacture of air and spacecraft and related machinery
3030,303,4,Manufacture of air and spacecraft and related machinery
304,30,3,Manufacture of military fighting vehicles
3040,304,4,Manufacture of military fighting vehicles
309,30,3,Manufacture of transport equipment n.e.c.
3091,309,4,Manufacture of motorcycles
3092,309,4,Manufacture of bicycles and invalid carriages
3099,309,4,Manufacture of other transport equipment n.e.c.
C31_32,C,2,Manufacture of furniture; other manufacturing
31,C31_32,3,Manufacture of furniture
310,31,4,Manufacture of furniture
3100,310,5,Manufacture of furniture
32,C31_32,3,Other manufacturing
321,32,4,"Manufacture of jewellery, bijouterie and related articles"
3211,321,5,Manufacture of jewellery and related articles
3212,321,5,Manufacture of imitation jewellery and related articles
322,32,4,Manufacture of musical instruments
3220,322,5,Manufacture of musical instruments
323,32,4,Manufacture of sports goods
3230,323,5,Manufacture of sports goods
324,32,4,Manufacture of games and toys
3240,324,5,Manufacture of games and toys
325,32,4,Manufacture of medical and dental instruments and supplies
3250,325,5,Manufacture of medical and dental instruments and supplies
329,32,4,Other manufacturing n.e.c.
3290,329,5,Other manufacturing n.e.c.
33,C,2,Repair and installation of machinery and equipment
331,33,3,"Repair of fabricated metal products, machinery and equipment"
3311,331,4,Repair of fabricated metal products
3312,331,4,Repair of machinery
3313,331,4,Repair of electronic and optical equipment
3314,331,4,Repair of electrical equipment
3315,331,4,"Repair of transport equipment, except motor vehicles"
3319,331,4,Repair of other equipment
332,33,3,Installation of industrial machinery and equipment
3320,332,4,Installation of industrial machinery and equipment
D,_T,1,"Electricity, gas, steam and air conditioning supply"
35,D,2,"Electricity, gas, steam and air conditioning supply"
351,35,3,"Electric power generation, transmission and distribution"
3510,351,4,"Electric power generation, transmission and distribution"
352,35,3,Manufacture of gas; distribution of gaseous fuels through mains
3520,352,4,Manufacture of gas; distribution of gaseous fuels through mains
353,35,3,Steam and air conditioning supply
3530,353,4,Steam and air conditioning supply
E,_T,1,"Water supply; sewerage, waste management and remediation activities"
36,E,2,"Water collection, treatment and supply"
360,36,3,"Water collection, treatment and supply"
3600,360,4,"Water collection, treatment and supply"
E37_39,E,2,"Sewerage, waste management, remediation activities"
37,E37_39,3,Sewerage
370,37,4,Sewerage
3700,370,5,Sewerage
38,E37_39,3,"Waste collection, treatment and disposal activities; materials recovery"
381,38,4,Waste collection
3811,381,5,Collection of non-hazardous waste
3812,381,5,Collection of hazardous waste
382,38,4,Waste treatment and disposal
3821,382,5,Treatment and disposal of non-hazardous waste
3822,382,5,Treatment and disposal of hazardous waste
383,38,4,Materials recovery
3830,383,5,Materials recovery
39,E37_39,3,Remediation activities and other waste management services
390,39,4,Remediation activities and other waste management services
3900,390,5,Remediation activities and other waste management services
F,_T,1,Construction
41,F,2,Construction of buildings
410,41,3,Construction of buildings
4100,410,4,Construction of buildings
42,F,2,Civil engineering
421,42,3,Construction of roads and railways
4210,421,4,Construction of roads and railways
422,42,3,Construction of utility projects
4220,422,4,Construction of utility projects
429,42,3,Construction of other civil engineering projects
4290,429,4,Construction of other civil engineering projects
43,F,2,Specialized construction activities
431,43,3,Demolition and site preparation
4311,431,4,Demolition
4312,431,4,Site preparation
432,43,3,"Electrical, plumbing and other construction installation activities"
4321,432,4,Electrical installation
4322,432,4,"Plumbing, heat and air-conditioning installation"
4329,432,4,Other construction installation
433,43,3,Building completion and finishing
4330,433,4,Building completion and finishing
439,43,3,Other specialized construction activities
4390,439,4,Other specialized construction activities
G,_T,1,Wholesale and retail trade; repair of motor vehicles and motorcycles
45,G,2,Wholesale and retail trade and repair of motor vehicles and motorcycles
451,45,3,Sale of motor vehicles
4510,451,4,Sale of motor vehicles
452,45,3,Maintenance and repair of motor vehicles
4520,452,4,Maintenance and repair of motor vehicles
453,45,3,Sale of motor vehicle parts and accessories
4530,453,4,Sale of motor vehicle parts and accessories
454,45,3,"Sale, maintenance and repair of motorcycles and related parts and accessories"
4540,454,4,"Sale, maintenance and repair of motorcycles and related parts and accessories"
46,G,2,"Wholesale trade, except of motor vehicles and motorcycles"
461,46,3,Wholesale on a fee or contract basis
4610,461,4,Wholesale on a fee or contract basis
462,46,3,Wholesale of agricultural raw materials and live animals
4620,462,4,Wholesale of agricultural raw materials and live animals
463,46,3,"Wholesale of food, beverages and tobacco"
4630,463,4,"Wholesale of food, beverages and tobacco"
464,46,3,Wholesale of household goods
4641,464,4,"Wholesale of textiles, clothing and footwear"
4649,464,4,Wholesale of other household goods
465,46,3,"Wholesale of machinery, equipment and supplies"
4651,465,4,"Wholesale of computers, computer peripheral equipment and software"
4652,465,4,Wholesale of electronic and telecommunications equipment and parts
4653,465,4,"Wholesale of agricultural machinery, equipment and supplies"
4659,465,4,Wholesale of other machinery and equipment
466,46,3,Other specialized wholesale
4661,466,4,"Wholesale of solid, liquid and gaseous fuels and related products"
4662,466,4,Wholesale of metals and metal ores
4663,466,4,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
4669,466,4,Wholesale of waste and scrap and other products n.e.c.
469,46,3,Non-specialized wholesale trade
4690,469,4,Non-specialized wholesale trade
47,G,2,"Retail trade, except of motor vehicles and motorcycles"
471,47,3,Retail sale in non-specialized stores
4711,471,4,"Retail sale in non-specialized stores with food, beverages or tobacco predominating"
4719,471,4,Other retail sale in non-specialized stores
472,47,3,"Retail sale of food, beverages and tobacco in specialized stores"
4721,472,4,Retail sale of food in specialized stores
4722,472,4,Retail sale of beverages in specialized stores
4723,472,4,Retail sale of tobacco products in specialized stores
473,47,3,Retail sale of automotive fuel in specialized stores
4730,473,4,Retail sale of automotive fuel in specialized stores
474,47,3,Retail sale of information and communications equipment in specialized stores
4741,474,4,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
4742,474,4,Retail sale of audio and video equipment in specialized stores
475,47,3,Retail sale of other household equipment in specialized stores
4751,475,4,Retail sale of textiles in specialized stores
4752,475,4,"Retail sale of hardware, paints and glass in specialized stores"
4753,475,4,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
4759,475,4,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
476,47,3,Retail sale of cultural and recreation goods in specialized stores
4761,476,4,"Retail sale of books, newspapers and stationary in specialized stores"
4762,476,4,Retail sale of music and video recordings in specialized stores
4763,476,4,Retail sale of sporting equipment in specialized stores
4764,476,4,Retail sale of games and toys in specialized stores
477,47,3,Retail sale of other goods in specialized stores
4771,477,4,"Retail sale of clothing, footwear and leather articles in specialized stores"
4772,477,4,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
4773,477,4,Other retail sale of new goods in specialized stores
4774,477,4,Retail sale of second-hand goods
478,47,3,Retail sale via stalls and markets
4781,478,4,"Retail sale via stalls and markets of food, beverages and tobacco products"
4782,478,4,"Retail sale via stalls and markets of textiles, clothing and footwear"
4789,478,4,Retail sale via stalls and markets of other goods
479,47,3,"Retail trade not in stores, stalls or markets"
4791,479,4,Retail sale via mail order houses or via Internet
4799,479,4,"Other retail sale not in stores, stalls or markets"
H,_T,1,Transportation and storage
49,H,2,Land transport and transport via pipelines
491,49,3,Transport via railways
4911,491,4,"Passenger rail transport, interurban"
4912,491,4,Freight rail transport
492,49,3,Other land transport
4921,492,4,Urban and suburban passenger land transport
4922,492,4,Other passenger land transport
4923,492,4,Freight transport by road
493,49,3,Transport via pipeline
4930,493,4,Transport via pipeline
50,H,2,Water transport
501,50,3,Sea and coastal water transport
5011,501,4,Sea and coastal passenger water transport
5012,501,4,Sea and coastal freight water transport
502,50,3,Inland water transport
5021,502,4,Inland passenger water transport
5022,502,4,Inland freight water transport
51,H,2,Air transport
511,51,3,Passenger air transport
5110,511,4,Passenger air transport
512,51,3,Freight air transport
5120,512,4,Freight air transport
52,H,2,Warehousing and support activities for transportation
521,52,3,Warehousing and storage
5210,521,4,Warehousing and storage
522,52,3,Support activities for transportation
5221,522,4,Service activities incidental to land transportation
5222,522,4,Service activities incidental to water transportation
5223,522,4,Service activities incidental to air transportation
5224,522,4,Cargo handling
5229,522,4,Other transportation support activities
53,H,2,Postal and courier activities
531,53,3,Postal activities
5310,531,4,Postal activities
532,53,3,Courier activities
5320,532,4,Courier activities
I,_T,1,Accommodation and food service activities
55,I,2,Accommodation
551,55,3,Short term accommodation activities
5510,551,4,Short term accommodation activities
552,55,3,"Camping grounds, recreational vehicle parks and trailer parks"
5520,552,4,"Camping grounds, recreational vehicle parks and trailer parks"
559,55,3,Other accommodation
5590,559,4,Other accommodation
56,I,2,Food and beverage service activities
561,56,3,Restaurants and mobile food service activities
5610,561,4,Restaurants and mobile food service activities
562,56,3,Event catering and other food service activities
5621,562,4,Event catering
5629,562,4,Other food service activities
563,56,3,Beverage serving activities
5630,563,4,Beverage serving activities
J,_T,1,Information and communication
58,J,2,Publishing activities
581,58,3,"Publishing of books, periodicals and other publishing activities"
5811,581,4,Book publishing
5812,581,4,Publishing of directories and mailing lists
5813,581,4,"Publishing of newspapers, journals and periodicals"
5819,581,4,Other publishing activities
582,58,3,Software publishing
5820,582,4,Software publishing
J59_60,J,2,"Motion picture, video, television programme production; programming and broadcasting activities"
59,J59_60,3,"Motion picture, video and television programme production, sound recording and music publishing activities"
591,59,4,"Motion picture, video and television programme activities"
5911,591,5,"Motion picture, video and television programme production activities"
5912,591,5,"Motion picture, video and television programme post-production activities"
5913,591,5,"Motion picture, video and television programme distribution activities"
5914,591,5,Motion picture projection activities
592,59,4,Sound recording and music publishing activities
5920,592,5,Sound recording and music publishing activities
60,J59_60,3,Programming and broadcasting activities
601,60,4,Radio broadcasting
6010,601,5,Radio broadcasting
602,60,4,Television programming and broadcasting activities
6020,602,5,Television programming and broadcasting activities
61,J,2,Telecommunications
611,61,3,Wired telecommunications activities
6110,611,4,Wired telecommunications activities
612,61,3,Wireless telecommunications activities
6120,612,4,Wireless telecommunications activities
613,61,3,Satellite telecommunications activities
6130,613,4,Satellite telecommunications activities
619,61,3,Other telecommunications activities
6190,619,4,Other telecommunications activities
J62_63,J,2,"Computer programming, consultancy, and information service activities"
62,J62_63,3,"Computer programming, consultancy and related activities"
620,62,4,"Computer programming, consultancy and related activities"
6201,620,5,Computer programming activities
6202,620,5,Computer consultancy and computer facilities management activities
6209,620,5,Other information technology and computer service activities
63,J62_63,3,Information service activities
631,63,4,"Data processing, hosting and related activities; web portals"
6311,631,5,"Data processing, hosting and related activities"
6312,631,5,Web portals
639,63,4,Other information service activities
6391,639,5,News agency activities
6399,639,5,Other information service activities n.e.c.
K,_T,1,Financial and insurance activities
64,K,2,"Financial service activities, except insurance and pension funding"
641,64,3,Monetary intermediation
6411,641,4,Central banking
6419,641,4,Other monetary intermediation
642,64,3,Activities of holding companies
6420,642,4,Activities of holding companies
643,64,3,"Trusts, funds and similar financial entities"
6430,643,4,"Trusts, funds and similar financial entities"
649,64,3,"Other financial service activities, except insurance and pension funding activities"
6491,649,4,Financial leasing
6492,649,4,Other credit granting
6499,649,4,"Other financial service activities, except insurance and pension funding activities, n.e.c."
65,K,2,"Insurance, reinsurance and pension funding, except compulsory social security"
651,65,3,Insurance
6511,651,4,Life insurance
6512,651,4,Non-life insurance
652,65,3,Reinsurance
6520,652,4,Reinsurance
653,65,3,Pension funding
6530,653,4,Pension funding
66,K,2,Activities auxiliary to financial service and insurance activities
661,66,3,"Activities auxiliary to financial service activities, except insurance and pension funding"
6611,661,4,Administration of financial markets
6612,661,4,Security and commodity contracts brokerage
6619,661,4,Other activities auxiliary to financial service activities
662,66,3,Activities auxiliary to insurance and pension funding
6621,662,4,Risk and damage evaluation
6622,662,4,Activities of insurance agents and brokers
6629,662,4,Other activities auxiliary to insurance and pension funding
663,66,3,Fund management activities
6630,663,4,Fund management activities
L,_T,1,Real estate activities
68,L,2,Real estate activities
681,68,3,Real estate activities with own or leased property
6810,681,4,Real estate activities with own or leased property
682,68,3,Real estate activities on a fee or contract basis
6820,682,4,Real estate activities on a fee or contract basis
M,_T,1,"Professional, scientific and technical activities"
M69_70,M,2,Legal and accounting activities; activities of head offices; management consultancy activities
69,M69_70,3,Legal and accounting activities
691,69,4,Legal activities
6910,691,5,Legal activities
692,69,4,"Accounting, bookkeeping and auditing activities; tax consultancy"
6920,692,5,"Accounting, bookkeeping and auditing activities; tax consultancy"
70,M69_70,3,Activities of head offices; management consultancy activities
701,70,4,Activities of head offices
7010,701,5,Activities of head offices
702,70,4,Management consultancy activities
7020,702,5,Management consultancy activities
71,M,2,Architectural and engineering activities; technical testing and analysis
711,71,3,Architectural and engineering activities and related technical consultancy
7110,711,4,Architectural and engineering activities and related technical consultancy
712,71,3,Technical testing and analysis
7120,712,4,Technical testing and analysis
72,M,2,Scientific research and development
721,72,3,Research and experimental development on natural sciences and engineering
7210,721,4,Research and experimental development on natural sciences and engineering
722,72,3,Research and experimental development on social sciences and humanities
7220,722,4,Research and experimental development on social sciences and humanities
73,M,2,Advertising and market research
731,73,3,Advertising
7310,731,4,Advertising
732,73,3,Market research and public opinion polling
7320,732,4,Market research and public opinion polling
M74_75,M,2,"Other professional, scientific and technical activities; veterinary activities"
74,M74_75,3,"Other professional, scientific and technical activities"
741,74,4,Specialized design activities
7410,741,5,Specialized design activities
742,74,4,Photographic activities
7420,742,5,Photographic activities
749,74,4,"Other professional, scientific and technical activities n.e.c."
7490,749,5,"Other professional, scientific and technical activities n.e.c."
75,M74_75,3,Veterinary activities
750,75,4,Veterinary activities
7500,750,5,Veterinary activities
N,_T,1,Administrative and support service activities
77,N,2,Rental and leasing activities
771,77,3,Renting and leasing of motor vehicles
7710,771,4,Renting and leasing of motor vehicles
772,77,3,Renting and leasing of personal and household goods
7721,772,4,Renting and leasing of recreational and sports goods
7722,772,4,Renting of video tapes and disks
7729,772,4,Renting and leasing of other personal and household goods
773,77,3,"Renting and leasing of other machinery, equipment and tangible goods"
7730,773,4,"Renting and leasing of other machinery, equipment and tangible goods"
774,77,3,"Leasing of intellectual property and similar products, except copyrighted works"
7740,774,4,"Leasing of intellectual property and similar products, except copyrighted works"
78,N,2,Employment activities
781,78,3,Activities of employment placement agencies
7810,781,4,Activities of employment placement agencies
782,78,3,Temporary employment agency activities
7820,782,4,Temporary employment agency activities
783,78,3,Other human resources provision
7830,783,4,Other human resources provision
79,N,2,"Travel agency, tour operator, reservation service and related activities"
791,79,3,Travel agency and tour operator activities
7911,791,4,Travel agency activities
7912,791,4,Tour operator activities
799,79,3,Other reservation service and related activities
7990,799,4,Other reservation service and related activities
N80_82,N,2,"Security and investigation, service and landscape, office administrative and support activities"
80,N80_82,3,Security and investigation activities
801,80,4,Private security activities
8010,801,5,Private security activities
802,80,4,Security systems service activities
8020,802,5,Security systems service activities
803,80,4,Investigation activities
8030,803,5,Investigation activities
81,N80_82,3,Services to buildings and landscape activities
811,81,4,Combined facilities support activities
8110,811,5,Combined facilities support activities
812,81,4,Cleaning activities
8121,812,5,General cleaning of buildings
