GROUP,_IND,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
1,0,-22.26689,-22.70326,-23.29348,-23.96454,-24.51877,-25.20714,-25.82884,-26.75460,-27.58079,-28.45110,-29.64340,-31.49083,-33.52016,-36.73963,-39.66728,-42.96144,-46.06812,-48.40631,-50.55542,-52.18901,-53.54383,-54.43381,-55.11992,-55.73750,-56.30938,-56.93545,-57.49188,-58.11711,-58.73915,-59.47768,-60.38473,-61.30410,-62.54286,-63.48202,-64.55601,-65.53447,-66.33682,-67.12484,-67.92280,-68.63086,-69.31926,-69.88366,-70.16138,-70.34733,-70.54279,-70.83531,-70.92004,-71.09135,-71.09887,-71.09085,-71.18018,-71.30582,-71.22050,-71.24574,-71.04610,-70.83503,-70.72463,-70.53018,-70.18710,-69.81361,-69.36668,-68.91471,-68.54513,-67.94970,-67.32782,-66.69683,-65.95319,-65.36713,-64.69377,-63.76825,-62.94632,-62.06353,-61.17798,-60.37946,-59.57576,-58.51865,-57.53282,-56.56094,-55.50778,-54.45284,-53.39987,-52.37130,-51.27759,-50.24153,-49.00580,-48.01471,-47.04801,-45.97474,-44.89787,-43.99211,-43.11016,-42.33697,-41.62820,-41.09464,-40.54652,-40.26188,-40.05721,-39.98329,-40.07809,-40.35150,-40.81227
1,0,-16.49374,-17.42297,-18.35517,-19.46547,-20.57593,-21.59386,-22.67879,-23.96195,-24.88482,-25.97088,-27.19253,-28.54739,-30.10883,-32.26758,-35.50801,-39.06235,-42.87362,-46.56115,-49.53724,-51.94889,-53.59810,-54.98097,-56.04611,-56.64385,-57.22081,-57.26797,-57.24712,-57.54295,-57.97519,-58.32490,-59.00915,-59.71893,-60.57531,-61.44613,-62.24309,-63.08528,-63.93851,-64.68886,-65.25230,-66.10282,-66.60011,-67.05095,-67.61847,-68.15322,-68.43915,-68.50029,-68.61588,-68.56883,-68.57495,-68.46540,-68.20828,-67.96505,-67.76472,-67.52929,-67.32764,-67.16460,-66.85585,-66.61400,-66.36128,-66.02400,-65.51914,-65.08523,-64.87749,-64.30550,-63.85422,-63.40898,-62.96230,-62.30853,-61.58121,-60.93121,-60.06498,-59.15931,-58.34506,-57.46921,-56.35903,-55.38184,-54.30189,-53.26207,-52.25456,-50.71522,-49.63297,-48.58343,-47.30719,-46.06401,-44.83417,-43.63240,-42.37848,-40.81003,-39.69921,-38.42562,-37.17894,-35.83385,-34.57558,-33.31283,-32.28818,-31.15130,-30.21517,-29.26749,-28.47061,-27.84046,-27.23622
1,0,-27.39290,-28.03968,-28.30092,-28.64881,-29.06674,-29.71431,-30.58596,-31.88661,-33.18134,-34.69712,-36.12504,-37.88100,-39.48855,-40.63239,-41.73941,-42.58680,-43.59949,-44.43684,-45.63431,-46.75916,-48.03194,-49.44347,-50.64908,-51.91973,-53.19226,-54.43280,-55.54091,-56.36920,-57.25960,-57.98855,-58.57484,-59.15174,-59.57340,-60.13491,-60.74421,-60.96910,-61.21929,-61.54399,-61.90809,-62.13344,-62.24686,-62.67305,-62.93053,-63.10691,-63.27058,-63.54644,-63.85891,-63.98270,-64.01292,-64.26176,-64.36745,-64.42790,-64.55243,-64.33471,-64.12372,-64.12281,-63.94284,-63.76824,-63.51378,-63.37725,-63.06738,-62.47163,-61.91101,-61.36597,-60.92994,-60.54659,-60.11690,-59.57258,-59.01162,-58.36322,-57.64519,-56.99509,-56.26022,-55.44863,-54.35429,-53.49173,-52.68268,-51.89172,-50.84111,-49.75444,-48.59903,-47.36911,-46.35581,-45.09107,-43.84180,-42.67280,-41.64476,-40.52901,-39.23124,-38.08518,-36.97681,-35.86869,-34.95159,-34.00958,-33.04960,-32.18305,-31.36694,-30.77285,-30.19059,-29.72421,-29.30889
1,0,-31.74077,-31.87100,-32.28929,-32.68105,-33.28224,-33.46816,-34.04117,-34.65858,-35.27038,-36.29641,-37.49936,-38.93369,-40.23216,-42.11599,-44.50627,-47.03328,-49.75084,-52.26564,-54.58272,-56.69471,-58.25461,-59.52806,-60.62304,-61.49277,-62.43210,-62.93728,-63.54107,-63.99590,-64.39433,-64.71430,-65.22943,-65.82151,-66.33596,-66.80287,-67.34755,-68.01313,-68.53990,-69.01524,-69.58021,-70.32742,-70.91327,-71.45734,-71.88712,-72.13574,-72.72833,-73.00356,-73.17453,-73.42210,-73.54866,-73.61665,-73.54431,-73.55046,-73.39866,-73.42154,-73.10373,-72.85024,-72.76280,-72.52291,-72.14665,-71.80813,-71.45566,-71.08778,-70.61401,-69.94513,-69.42123,-69.00731,-68.37316,-67.64729,-66.89592,-66.31929,-65.64305,-64.78194,-64.06734,-63.43267,-62.46677,-61.44032,-60.62901,-59.43063,-58.51324,-57.47803,-56.29520,-55.18733,-54.06504,-52.99772,-51.68547,-50.27086,-48.80129,-47.33570,-45.98023,-44.71307,-43.32967,-41.87191,-40.43534,-39.04862,-37.64302,-35.97214,-34.79297,-33.38880,-32.53463,-31.50950,-30.54356
1,0,-41.83334,-41.22477,-40.56332,-39.62299,-38.75654,-38.18254,-37.74977,-37.29719,-37.00705,-37.16085,-37.56858,-37.99083,-38.76711,-40.21666,-41.76077,-43.40030,-44.93242,-46.78995,-48.26089,-49.90886,-51.36275,-52.84283,-53.91421,-54.95325,-55.94438,-56.77917,-57.44624,-58.01202,-58.30867,-58.69358,-59.15851,-59.45071,-59.84841,-60.36948,-60.96569,-61.69565,-62.12950,-62.60877,-63.30697,-64.23668,-64.75316,-65.27231,-65.96817,-66.50875,-66.92336,-67.35182,-67.86658,-68.23635,-68.35439,-68.32975,-68.35470,-68.47264,-68.53775,-68.44834,-68.20865,-68.05342,-67.97681,-67.93133,-67.75134,-67.52984,-67.19295,-66.89385,-66.58070,-66.16955,-65.74273,-65.26431,-64.82679,-64.45737,-63.94612,-63.48692,-62.96205,-62.51211,-62.03269,-61.30373,-60.63601,-59.98606,-59.33498,-58.69538,-58.18982,-57.52853,-56.86131,-56.01485,-55.31032,-54.69454,-54.10348,-53.61150,-52.91900,-52.29699,-51.80232,-51.28851,-50.67333,-50.15820,-49.62420,-49.18362,-48.53036,-47.98991,-47.49388,-47.12766,-46.77962,-46.45545,-46.19181
1,0,-27.79807,-27.69512,-27.67584,-27.66984,-27.64840,-27.87174,-28.20943,-28.60824,-29.15808,-29.80771,-30.72957,-31.82899,-32.79824,-34.16518,-35.58725,-36.77978,-38.67928,-40.13721,-41.80219,-43.66992,-45.09042,-47.27547,-49.46002,-51.51043,-53.01355,-54.44356,-55.52781,-56.33604,-56.80946,-57.48465,-58.05236,-58.46206,-58.77244,-59.12559,-59.25772,-59.38292,-59.61087,-59.96928,-60.20297,-60.43853,-60.85582,-61.32928,-61.83998,-62.31380,-62.68862,-63.05082,-63.41526,-63.75389,-64.10093,-64.27172,-64.27980,-64.30056,-64.29789,-64.35584,-64.28878,-64.11943,-63.65020,-63.37204,-63.22778,-62.84122,-62.34843,-61.36066,-60.65304,-60.05915,-59.55523,-58.90741,-57.92587,-57.15399,-56.39954,-55.62078,-54.92636,-54.14947,-53.02729,-52.23424,-51.38537,-50.42200,-49.53715,-48.60793,-47.86230,-46.94383,-46.15833,-45.38365,-44.60772,-43.80058,-43.08506,-42.17971,-41.41203,-40.63543,-39.92490,-39.11748,-38.04232,-37.25725,-36.62779,-35.71331,-35.09835,-34.51575,-33.81459,-33.27930,-32.71238,-32.22567,-31.86134
0,1,-3.02874,-3.11776,-3.40453,-3.78503,-3.79645,-4.17369,-4.19078,-4.01142,-3.86680,-3.62125,-3.50444,-3.04253,-2.69216,-2.68778,-2.54133,-2.34641,-2.50132,-2.47054,-2.57876,-2.78045,-2.48861,-2.55416,-2.88063,-2.66698,-3.08053,-3.01475,-3.69614,-3.76793,-4.02030,-3.97505,-4.17650,-4.15512,-3.81181,-3.96531,-3.52952,-3.63150,-3.66591,-3.78324,-3.87080,-4.16410,-4.02759,-4.43601,-4.30512,-4.26631,-4.17847,-3.99655,-3.86002,-3.76737,-3.36114,-3.52270,-3.49570,-3.55056,-3.62361,-3.24063,-3.40099,-3.28116,-3.26769,-3.19540,-3.34237,-3.20929,-3.07295,-3.22845,-3.15816,-3.10470,-3.24484,-3.02595,-3.26671,-2.99272,-3.24880,-3.26864,-3.35052,-3.51732,-3.41533,-3.46592,-3.47757,-3.54255,-3.83787,-3.87077,-4.11832,-4.37805,-4.80013,-4.71362,-5.16073,-5.17010,-5.46183,-5.66057,-5.95650,-6.03059,-5.77673,-5.96147,-6.21752,-6.05203,-6.27182,-5.96221,-5.99763,-5.92675,-5.95395,-5.85535,-5.53577,-5.71109,-5.34354
0,1,-5.12849,-4.70621,-4.21076,-3.83816,-3.34233,-3.13053,-2.84142,-2.66839,-2.58057,-2.35719,-2.27975,-2.51791,-2.41811,-2.46214,-2.63117,-2.50324,-2.47693,-2.50609,-2.45551,-2.51172,-2.52251,-2.90313,-3.50724,-4.18583,-5.24743,-5.82129,-6.71408,-7.49900,-7.84082,-8.50155,-8.61906,-8.37550,-8.36316,-8.28263,-8.09336,-7.59801,-7.16235,-6.90419,-6.22013,-5.86846,-5.49892,-5.10504,-4.87135,-4.74698,-4.23081,-4.02805,-3.51557,-3.47909,-3.53212,-3.60631,-3.78886,-4.20160,-4.50273,-4.74110,-5.11057,-5.31855,-5.64555,-6.29043,-6.50354,-7.02827,-7.21044,-7.07932,-7.23783,-7.25874,-7.11870,-7.20170,-7.16757,-7.13757,-6.86491,-6.88972,-6.53405,-6.57810,-6.29748,-6.27293,-5.84667,-5.62989,-5.54923,-5.39956,-5.00721,-4.89255,-4.68331,-4.19421,-4.18335,-4.10116,-4.16378,-4.31902,-4.43349,-4.51734,-4.76664,-4.45598,-4.59340,-4.69569,-4.65478,-4.83034,-4.87494,-5.02397,-5.36394,-5.50734,-5.58492,-5.67173,-5.69153
0,1,-5.83795,-5.87115,-5.48377,-5.27595,-5.19196,-4.99505,-4.43753,-3.73271,-3.13431,-2.70885,-2.40699,-1.84533,-1.80017,-1.16266,-0.38012,-0.34336,0.04757,-0.00575,0.38919,0.28740,-0.37643,-0.57370,-1.33826,-1.91614,-2.49648,-3.38946,-3.88891,-4.44298,-4.49832,-4.55311,-4.53872,-4.53602,-4.17509,-3.79456,-3.33646,-2.64784,-2.60575,-2.07572,-1.50608,-1.19377,-0.90147,-0.83211,-0.49064,-0.18112,0.08070,-0.06473,0.10819,0.02429,-0.11110,-0.18759,-0.27120,-0.30124,-0.78975,-0.90391,-0.88959,-1.24487,-1.23939,-1.52909,-1.72024,-2.28311,-1.77010,-2.32040,-2.11360,-2.75363,-2.37453,-2.20308,-2.47230,-2.64674,-2.45160,-2.20153,-2.19938,-2.42886,-2.15715,-1.98992,-1.81285,-2.06531,-1.72144,-1.57376,-1.57085,-1.49752,-1.66448,-1.72296,-1.74300,-1.65199,-1.68799,-2.15104,-1.98177,-2.56435,-2.53335,-2.60905,-3.23368,-3.31505,-3.58301,-3.70353,-3.80023,-3.64921,-3.87259,-3.65977,-3.62627,-3.80744,-3.42059
0,1,-6.62325,-6.63027,-6.76283,-6.88083,-6.82637,-6.82335,-6.91086,-6.97770,-6.82808,-6.80785,-6.49177,-5.88892,-5.52068,-4.97529,-4.66446,-4.14885,-4.08090,-4.11907,-4.11455,-4.47360,-4.83349,-5.27959,-5.99122,-6.28535,-6.61923,-6.80399,-6.91490,-6.97608,-7.26565,-7.16897,-7.22868,-7.14291,-7.76061,-7.70618,-7.73074,-8.18804,-8.55911,-8.63070,-8.72022,-8.72034,-9.01987,-9.11296,-8.87754,-8.60653,-8.47961,-8.37415,-8.18914,-8.36733,-7.94928,-7.62145,-7.56122,-7.95809,-7.73208,-7.67128,-8.03074,-7.90717,-7.59392,-7.53107,-8.00017,-8.34249,-8.15927,-7.93198,-7.85135,-7.99198,-8.13791,-7.96214,-7.66748,-7.44533,-7.62309,-7.91423,-7.71766,-7.18528,-6.81544,-6.90017,-6.98627,-6.67689,-6.46394,-6.26616,-5.80203,-5.58047,-5.59513,-5.40383,-5.13297,-4.76224,-4.47304,-4.57450,-4.68517,-4.54539,-4.26035,-4.17822,-4.11804,-4.44450,-4.35051,-4.39455,-4.34575,-4.38693,-5.10525,-5.14930,-5.18193,-5.11374,-5.28077
0,1,1.84586,1.88079,2.11975,2.25504,2.48911,2.71995,3.03249,3.36660,3.62670,3.42021,3.29424,3.14027,3.18039,3.35756,3.67968,3.36497,3.09261,2.78612,2.95592,2.59355,2.08026,2.08817,2.21299,2.14788,2.17875,2.20753,2.47467,2.74883,2.48546,2.11916,2.14253,2.37661,2.49416,2.46823,2.77143,2.99030,2.77785,2.45115,2.58309,2.45741,2.35569,2.10664,1.99926,2.29023,2.34688,2.23933,2.35667,2.60077,2.27815,1.96498,1.85978,1.90016,1.78009,1.49812,1.63279,1.48342,1.30888,1.42606,1.67864,1.56698,1.43953,1.41658,1.51837,1.39813,1.40173,1.47045,1.43952,1.75484,1.70607,1.88389,1.69453,1.81761,2.02901,1.86720,1.48506,1.30955,1.37929,1.56129,1.39951,1.29988,1.16308,1.10438,0.85807,1.22709,1.08700,0.63508,0.80565,0.79285,1.04387,1.13603,0.89744,0.59577,0.59486,0.75027,0.47667,0.33802,0.39272,0.12771,-0.12688,-0.22363,-0.14346
