A,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
1,0,0.07529,0.65329,0.94770,0.79997,0.91002,1.05707,1.05995,1.11156,1.23891,1.34211,1.39363,1.41809,1.47232,1.55961,1.65475,1.74203,1.81238,1.86034,1.88578,1.89854,1.89782,1.88146,1.85720,1.83326,1.81054,1.78153,1.74240,1.69289,1.63911,1.58571,1.52918,1.47554,1.42552,1.37806,1.33398,1.29279,1.25493,1.21774,1.18640,1.15818,1.13212,1.11361,1.09160,1.07549,1.06049,1.05200,1.04224,1.03662,1.03808,1.04479,1.05414,1.07459,1.10030,1.13286,1.17000,1.20856,1.25444,1.30050,1.34716,1.39512,1.44847,1.49543,1.54579,1.59403,1.63903,1.68412,1.72964,1.77253,1.81499,1.85319,1.88557,1.91623,1.94143,1.95932,1.97010,1.97423,1.97140,1.96261,1.94868,1.92376,1.88814,1.84459,1.79153,1.72923,1.64965,1.56357,1.46921,1.33917,1.20693,1.05301,0.87650,0.70066,0.52501,0.37659,0.25844,0.20187,0.15015,0.11665,0.08979,0.06687,0.04184
1,1,0.04522,0.39447,1.23480,0.96891,0.94525,1.01655,0.97271,0.95420,0.99717,1.02486,1.09524,1.21644,1.33039,1.40930,1.46915,1.52104,1.56374,1.59543,1.60889,1.60682,1.59931,1.58863,1.56989,1.54144,1.50346,1.46040,1.41433,1.36351,1.31050,1.25920,1.21038,1.16407,1.12187,1.08191,1.04593,1.01456,0.98849,0.96568,0.94775,0.93112,0.91734,0.90688,0.90278,0.89952,0.89833,0.89896,0.90332,0.90862,0.91372,0.92324,0.92944,0.94208,0.95762,0.97727,0.99919,1.02493,1.05865,1.09547,1.13645,1.17827,1.22480,1.27840,1.33209,1.38660,1.44300,1.49822,1.55138,1.60148,1.65002,1.69472,1.73298,1.76472,1.79118,1.81271,1.82628,1.83160,1.83203,1.82566,1.81095,1.79036,1.76258,1.72625,1.68173,1.62730,1.56215,1.48822,1.40348,1.30234,1.18963,1.05727,0.91440,0.76777,0.61699,0.46646,0.32668,0.24646,0.18066,0.13280,0.09328,0.06633,0.03856
1,2,0.07799,0.50092,0.73904,0.71691,0.80825,0.83508,0.80993,0.84252,0.88289,0.92817,0.99533,1.09610,1.20670,1.29842,1.37606,1.45288,1.52824,1.59756,1.65207,1.69349,1.72622,1.75096,1.76780,1.77649,1.77421,1.75798,1.73347,1.70406,1.66866,1.62822,1.58354,1.53708,1.48914,1.43981,1.38661,1.33882,1.28987,1.24223,1.19577,1.15413,1.11438,1.07665,1.04451,1.01688,0.99557,0.97608,0.96025,0.94733,0.94318,0.93696,0.93604,0.93480,0.93832,0.94296,0.95108,0.96687,0.98212,1.00138,1.02252,1.05093,1.08083,1.11534,1.15346,1.19691,1.24339,1.29270,1.34410,1.39361,1.44549,1.49676,1.54441,1.58670,1.62437,1.65650,1.68408,1.70645,1.72086,1.72745,1.72527,1.71445,1.69496,1.66599,1.62837,1.57929,1.51885,1.45010,1.37404,1.27477,1.15387,1.04777,0.93091,0.80184,0.63310,0.48700,0.38598,0.29720,0.21739,0.14409,0.08990,0.05128,0.00984
1,3,0.04413,0.80741,1.37159,1.09040,1.17435,1.22626,1.17058,1.22097,1.20142,1.16726,1.19698,1.26919,1.36776,1.46911,1.55313,1.62869,1.70312,1.77793,1.84619,1.90098,1.94029,1.96567,1.97688,1.97781,1.96903,1.94453,1.90902,1.86538,1.81407,1.76493,1.71668,1.66459,1.61331,1.56187,1.50948,1.46121,1.41046,1.36266,1.31984,1.28054,1.24250,1.20663,1.17573,1.14813,1.12232,1.09835,1.07961,1.06341,1.04823,1.04024,1.03254,1.03376,1.03493,1.03971,1.05096,1.06453,1.08282,1.10716,1.13645,1.17322,1.21422,1.25941,1.31125,1.36827,1.42809,1.49095,1.55555,1.62005,1.68385,1.74455,1.80310,1.85530,1.90138,1.94140,1.97371,1.99913,2.01581,2.02395,2.02411,2.01378,1.99238,1.96004,1.91751,1.86265,1.79705,1.71909,1.61915,1.50816,1.36656,1.21571,1.04326,0.86254,0.67236,0.47602,0.32173,0.20596,0.14675,0.09136,0.06355,0.03514,0.01922
1,4,0.04169,0.59711,1.45141,1.19908,1.24011,1.35691,1.34299,1.33078,1.34510,1.37509,1.41598,1.47887,1.56303,1.64870,1.71742,1.77078,1.81389,1.85078,1.87756,1.88818,1.88262,1.86205,1.82921,1.79194,1.75136,1.70448,1.65422,1.60242,1.54884,1.49487,1.44153,1.39081,1.34317,1.29785,1.25649,1.21895,1.18338,1.15615,1.13477,1.11508,1.09787,1.08506,1.07428,1.06655,1.06098,1.05735,1.05420,1.05236,1.05221,1.05076,1.05238,1.05918,1.06678,1.08001,1.09824,1.12645,1.15639,1.19384,1.23500,1.28156,1.32971,1.38345,1.43962,1.49713,1.55574,1.61364,1.67333,1.73282,1.78843,1.84020,1.88889,1.93445,1.97424,2.00598,2.02949,2.04624,2.05549,2.05560,2.04528,2.02366,1.99266,1.95145,1.89740,1.82993,1.74859,1.65352,1.54092,1.40768,1.26287,1.10499,0.94212,0.76811,0.60769,0.48162,0.37772,0.28752,0.20248,0.12642,0.06787,0.02468,-0.00342
1,5,0.08313,0.47959,0.90817,0.75920,0.77043,0.84812,0.82148,0.85594,0.93809,1.02101,1.11844,1.22079,1.32228,1.41387,1.48330,1.53912,1.58673,1.61862,1.63536,1.64815,1.66407,1.67608,1.67937,1.67599,1.66571,1.64740,1.62476,1.59889,1.57019,1.54165,1.51105,1.47825,1.44591,1.41416,1.38311,1.35113,1.31794,1.28889,1.25975,1.23055,1.20522,1.18189,1.16182,1.14497,1.13003,1.11783,1.10921,1.10349,1.09902,1.09704,1.09858,1.09875,1.10143,1.10612,1.11420,1.12355,1.13914,1.15606,1.17761,1.20193,1.22938,1.25943,1.29137,1.32459,1.36057,1.39782,1.43470,1.47396,1.51304,1.55066,1.58340,1.61256,1.63846,1.65964,1.67371,1.68190,1.68647,1.68342,1.67260,1.65594,1.63024,1.59556,1.55087,1.49349,1.42609,1.34685,1.24572,1.13204,1.01071,0.87980,0.73785,0.61845,0.50734,0.40369,0.30537,0.21039,0.13267,0.07576,0.04283,0.02327,0.01134
1,6,0.06203,0.55338,0.70323,0.64668,0.80167,0.92550,1.02619,1.12535,1.17839,1.21579,1.25536,1.30139,1.36088,1.43124,1.50555,1.57106,1.61532,1.64133,1.65849,1.66890,1.66743,1.65846,1.64532,1.62336,1.58893,1.54334,1.49225,1.43857,1.38465,1.33122,1.27839,1.22849,1.17906,1.13629,1.09947,1.06455,1.03668,1.01242,0.99135,0.97756,0.96790,0.95981,0.95487,0.95335,0.95648,0.96045,0.96733,0.97538,0.99108,1.01383,1.03677,1.07005,1.10311,1.14029,1.17791,1.21272,1.24903,1.28116,1.31231,1.34311,1.37523,1.40860,1.44298,1.47938,1.51597,1.55202,1.58835,1.62517,1.65928,1.69048,1.71814,1.74400,1.76637,1.78545,1.80189,1.81186,1.81325,1.80489,1.78607,1.75700,1.71673,1.66532,1.60328,1.52973,1.44430,1.35061,1.24046,1.11199,0.97537,0.83160,0.67381,0.51012,0.36466,0.26443,0.19909,0.14989,0.10680,0.07078,0.04284,0.02067,0.00698
1,7,0.01858,0.27463,0.57880,0.49513,0.56561,0.66096,0.67162,0.69349,0.76051,0.84689,0.90823,0.95189,1.01373,1.10122,1.19087,1.27092,1.33924,1.39455,1.43491,1.45989,1.47378,1.48222,1.48531,1.48358,1.47853,1.46686,1.44704,1.41951,1.38527,1.34518,1.30079,1.25588,1.21106,1.16992,1.12940,1.08965,1.05386,1.02237,0.99616,0.97182,0.94933,0.93654,0.92682,0.92018,0.91531,0.91416,0.91884,0.92358,0.93079,0.94101,0.95535,0.97286,0.99379,1.01814,1.04684,1.07992,1.11113,1.14474,1.17891,1.21802,1.25191,1.28802,1.32379,1.35867,1.39770,1.43565,1.47270,1.50940,1.54421,1.57668,1.60612,1.63079,1.65269,1.66961,1.68225,1.69088,1.69350,1.69182,1.68522,1.67070,1.64832,1.61940,1.58303,1.53889,1.48532,1.42472,1.35849,1.28303,1.19184,1.09740,0.98988,0.87385,0.74843,0.60563,0.46779,0.33541,0.22024,0.13095,0.06708,0.03007,0.00619
1,8,0.04935,0.56058,0.86023,0.82442,0.88482,0.92921,0.98369,1.11305,1.19908,1.30449,1.46415,1.62083,1.70439,1.75455,1.81618,1.87279,1.91382,1.93909,1.95560,1.96120,1.95125,1.92160,1.88152,1.83584,1.78501,1.73103,1.67107,1.60677,1.54198,1.47480,1.40565,1.33632,1.26554,1.19635,1.13139,1.06813,1.00859,0.95588,0.90838,0.86871,0.83496,0.80860,0.78970,0.77385,0.76103,0.75521,0.75469,0.75621,0.76076,0.76892,0.78104,0.79546,0.81470,0.83621,0.86231,0.89343,0.92702,0.96291,1.00337,1.04308,1.08737,1.13434,1.18240,1.23263,1.28399,1.33492,1.38565,1.43333,1.47897,1.51951,1.55456,1.58287,1.60379,1.61753,1.62244,1.61916,1.60746,1.58694,1.55977,1.52551,1.48408,1.43628,1.38142,1.32093,1.25363,1.17895,1.09876,1.01375,0.91638,0.81942,0.71834,0.61955,0.52979,0.44367,0.35304,0.26762,0.18858,0.11936,0.06260,0.02548,0.00418
1,9,0.07288,0.30365,0.62946,0.63333,0.67758,0.72954,0.71844,0.70748,0.72777,0.78168,0.86680,0.96032,1.05160,1.14994,1.25434,1.35449,1.43697,1.49424,1.52928,1.55350,1.56747,1.57234,1.57026,1.56887,1.56843,1.56669,1.56372,1.55691,1.54582,1.53064,1.51232,1.48977,1.46280,1.43428,1.40514,1.37739,1.34835,1.32214,1.29758,1.27500,1.25542,1.23237,1.21459,1.20034,1.18658,1.17580,1.16772,1.15969,1.15691,1.15613,1.15663,1.16270,1.16944,1.18184,1.19603,1.21305,1.22823,1.25198,1.27595,1.30317,1.33151,1.36346,1.39575,1.43000,1.46345,1.49596,1.52872,1.55885,1.58414,1.60459,1.62209,1.63775,1.64687,1.65069,1.65206,1.64612,1.63450,1.62157,1.60461,1.58095,1.55127,1.51732,1.47805,1.43367,1.38318,1.32277,1.25758,1.18539,1.08238,0.98173,0.85378,0.71466,0.58135,0.45096,0.34993,0.26924,0.20975,0.14586,0.09208,0.04878,0.00673
2,0,0.07261,0.87736,1.41391,1.08211,1.20921,1.49372,1.50715,1.50586,1.65107,1.72621,1.70057,1.69674,1.74919,1.85899,1.97595,2.08036,2.16124,2.21600,2.23987,2.23794,2.22432,2.19505,2.15161,2.10405,2.05535,1.99640,1.92445,1.84871,1.76864,1.68325,1.60005,1.51977,1.43983,1.36231,1.28882,1.21594,1.14955,1.08486,1.02369,0.96910,0.92241,0.88138,0.84599,0.81659,0.79105,0.77823,0.76600,0.76359,0.76240,0.77077,0.78590,0.80668,0.83574,0.87083,0.91350,0.96117,1.01282,1.06741,1.12756,1.18907,1.25377,1.32064,1.38603,1.45260,1.51916,1.58408,1.64585,1.70678,1.76244,1.81612,1.86791,1.91331,1.95381,1.98656,2.00989,2.02472,2.03279,2.03246,2.02055,1.99974,1.97057,1.93131,1.87963,1.81540,1.74040,1.65105,1.54606,1.42509,1.27599,1.13559,0.94263,0.75195,0.58397,0.44026,0.33447,0.26615,0.19701,0.14092,0.10695,0.07848,0.04542
2,1,0.05654,1.30296,2.65587,1.66848,1.69371,1.73304,1.58061,1.47158,1.46772,1.61532,1.75947,1.93993,2.06077,2.14451,2.26323,2.36313,2.40435,2.41432,2.41534,2.40041,2.35618,2.28306,2.20213,2.12186,2.04047,1.95366,1.86458,1.76786,1.65555,1.54005,1.42650,1.31281,1.19818,1.08704,0.98108,0.87726,0.77966,0.69657,0.61990,0.55205,0.49161,0.44454,0.40481,0.37328,0.35317,0.33961,0.33186,0.33124,0.33844,0.34988,0.36451,0.38512,0.41028,0.44153,0.48273,0.53103,0.58677,0.64916,0.71593,0.78806,0.86132,0.93595,1.01723,1.09975,1.18363,1.26862,1.35448,1.44195,1.52448,1.60099,1.67212,1.73805,1.79774,1.84701,1.88686,1.91987,1.94307,1.95451,1.95717,1.94842,1.92561,1.89079,1.83865,1.77051,1.68474,1.57650,1.45064,1.30820,1.14797,0.98576,0.82522,0.66494,0.50932,0.36679,0.35092,0.23553,0.20179,0.14491,0.10870,0.06431,0.02686
2,2,0.07337,0.77417,1.60865,1.21762,1.35852,1.50581,1.47651,1.44803,1.49355,1.62104,1.70796,1.73659,1.81072,1.89839,1.96456,2.04206,2.11586,2.17444,2.20358,2.20956,2.21364,2.21223,2.19798,2.17026,2.13795,2.09670,2.04324,1.98601,1.91676,1.83498,1.75272,1.66578,1.57273,1.48056,1.38908,1.29770,1.20293,1.11285,1.03051,0.94633,0.86721,0.79605,0.72876,0.66575,0.60905,0.56215,0.51835,0.48315,0.45264,0.43285,0.41975,0.41297,0.41609,0.42293,0.43619,0.45611,0.48613,0.51817,0.56032,0.60567,0.66141,0.71998,0.78344,0.85138,0.92214,0.99808,1.07633,1.15622,1.23453,1.30907,1.38017,1.44616,1.50737,1.56409,1.61297,1.65374,1.68661,1.71150,1.72750,1.73552,1.73599,1.72473,1.70626,1.68013,1.64111,1.58804,1.52222,1.44935,1.37231,1.27532,1.17667,1.11461,0.84079,0.74089,0.59434,0.47789,0.35480,0.24526,0.17631,0.09247,0.04411
2,3,0.06061,1.34933,2.40362,1.73748,1.63808,1.87300,1.86298,1.81077,1.76921,1.72869,1.69325,1.74391,1.84752,1.95998,2.04911,2.11385,2.17693,2.24078,2.29675,2.33814,2.35439,2.34439,2.32194,2.29229,2.25624,2.21329,2.15703,2.08414,2.00110,1.91392,1.82419,1.73659,1.64754,1.55396,1.46300,1.37532,1.28759,1.20287,1.12413,1.04692,0.97265,0.90823,0.84662,0.78786,0.73698,0.69369,0.65455,0.62156,0.59337,0.57221,0.55757,0.54967,0.54937,0.55289,0.56582,0.58697,0.61325,0.64936,0.69649,0.75095,0.81241,0.88171,0.95828,1.04080,1.13011,1.22071,1.31338,1.40717,1.49977,1.58968,1.67652,1.75806,1.83357,1.90163,1.96150,2.01180,2.05103,2.07989,2.09701,2.10202,2.09658,2.07830,2.04703,2.00426,1.94619,1.87564,1.79029,1.67509,1.54097,1.42573,1.21128,0.97317,0.76550,0.57781,0.41651,0.31600,0.24501,0.18521,0.11909,0.07706,0.04355
2,4,0.04916,0.78716,2.19427,1.70357,1.68903,1.84692,1.91415,1.84368,1.77480,1.78732,1.80565,1.82533,1.87113,1.95550,2.03994,2.09746,2.13278,2.15428,2.17130,2.18337,2.18125,2.16215,2.12719,2.08052,2.02560,1.96366,1.89598,1.82468,1.74925,1.67325,1.60099,1.52833,1.45748,1.38957,1.32528,1.26417,1.20785,1.15451,1.10364,1.06055,1.02295,0.98814,0.95679,0.93250,0.91032,0.89302,0.88153,0.87477,0.87172,0.87431,0.87748,0.88714,0.90211,0.92265,0.94620,0.97318,1.00493,1.04281,1.08436,1.13115,1.17867,1.23194,1.28692,1.34732,1.41092,1.47507,1.53894,1.60439,1.66674,1.72649,1.78139,1.83128,1.87463,1.91135,1.93935,1.95938,1.97265,1.97644,1.97160,1.95643,1.92987,1.89363,1.84478,1.78148,1.70150,1.60854,1.49674,1.37252,1.23634,1.08990,0.93993,0.80644,0.68310,0.54007,0.45254,0.34640,0.25687,0.17377,0.10249,0.04599,0.00461
