source	deme	date	new_confirmed	total_confirmed	country
ecdc	Germany	2020-01-18	0	0	Germany
ecdc	Germany	2020-01-19	0	0	Germany
ecdc	Germany	2020-01-20	0	0	Germany
ecdc	Germany	2020-01-21	0	0	Germany
ecdc	Germany	2020-01-22	0	0	Germany
ecdc	Germany	2020-01-23	0	0	Germany
ecdc	Germany	2020-01-24	0	0	Germany
ecdc	Germany	2020-01-25	0	0	Germany
ecdc	Germany	2020-01-26	0	0	Germany
ecdc	Germany	2020-01-27	0	0	Germany
ecdc	Germany	2020-01-28	1	1	Germany
ecdc	Germany	2020-01-29	3	4	Germany
ecdc	Germany	2020-01-30	0	4	Germany
ecdc	Germany	2020-01-31	1	5	Germany
ecdc	Germany	2020-02-01	2	7	Germany
ecdc	Germany	2020-02-02	1	8	Germany
ecdc	Germany	2020-02-03	1	9	Germany
ecdc	Germany	2020-02-04	2	11	Germany
ecdc	Germany	2020-02-05	0	11	Germany
ecdc	Germany	2020-02-06	0	11	Germany
ecdc	Germany	2020-02-07	1	12	Germany
ecdc	Germany	2020-02-08	1	13	Germany
ecdc	Germany	2020-02-09	0	13	Germany
ecdc	Germany	2020-02-10	0	13	Germany
ecdc	Germany	2020-02-11	0	13	Germany
ecdc	Germany	2020-02-12	2	15	Germany
ecdc	Germany	2020-02-13	0	15	Germany
ecdc	Germany	2020-02-14	0	15	Germany
ecdc	Germany	2020-02-15	0	15	Germany
ecdc	Germany	2020-02-16	0	15	Germany
ecdc	Germany	2020-02-17	0	15	Germany
ecdc	Germany	2020-02-18	0	15	Germany
ecdc	Germany	2020-02-19	0	15	Germany
ecdc	Germany	2020-02-20	0	15	Germany
ecdc	Germany	2020-02-21	0	15	Germany
ecdc	Germany	2020-02-22	0	15	Germany
ecdc	Germany	2020-02-23	0	15	Germany
ecdc	Germany	2020-02-24	0	15	Germany
ecdc	Germany	2020-02-25	0	15	Germany
ecdc	Germany	2020-02-26	2	17	Germany
ecdc	Germany	2020-02-27	4	21	Germany
ecdc	Germany	2020-02-28	26	47	Germany
ecdc	Germany	2020-02-29	10	57	Germany
ecdc	Germany	2020-03-01	54	111	Germany
ecdc	Germany	2020-03-02	18	129	Germany
ecdc	Germany	2020-03-03	28	157	Germany
ecdc	Germany	2020-03-04	39	196	Germany
ecdc	Germany	2020-03-05	66	262	Germany
ecdc	Germany	2020-03-06	138	400	Germany
ecdc	Germany	2020-03-07	284	684	Germany
ecdc	Germany	2020-03-08	163	847	Germany
ecdc	China	2019-12-31	27	27	China
ecdc	China	2020-01-01	0	27	China
ecdc	China	2020-01-02	0	27	China
ecdc	China	2020-01-03	17	44	China
ecdc	China	2020-01-04	0	44	China
ecdc	China	2020-01-05	15	59	China
ecdc	China	2020-01-06	0	59	China
ecdc	China	2020-01-07	0	59	China
ecdc	China	2020-01-08	0	59	China
ecdc	China	2020-01-09	0	59	China
ecdc	China	2020-01-10	0	59	China
ecdc	China	2020-01-11	0	59	China
ecdc	China	2020-01-12	0	59	China
ecdc	China	2020-01-13	0	59	China
ecdc	China	2020-01-14	0	59	China
ecdc	China	2020-01-15	0	59	China
ecdc	China	2020-01-16	0	59	China
ecdc	China	2020-01-17	4	63	China
ecdc	China	2020-01-18	17	80	China
ecdc	China	2020-01-19	136	216	China
ecdc	China	2020-01-20	19	235	China
ecdc	China	2020-01-21	151	386	China
ecdc	China	2020-01-22	140	526	China
ecdc	China	2020-01-23	97	623	China
ecdc	China	2020-01-24	259	882	China
ecdc	China	2020-01-25	441	1323	China
ecdc	China	2020-01-26	665	1988	China
ecdc	China	2020-01-27	787	2775	China
ecdc	China	2020-01-28	1753	4528	China
ecdc	China	2020-01-29	1466	5994	China
ecdc	China	2020-01-30	1740	7734	China
ecdc	China	2020-01-31	1980	9714	China
ecdc	China	2020-02-01	2095	11809	China
ecdc	China	2020-02-02	2590	14399	China
ecdc	China	2020-02-03	2812	17211	China
ecdc	China	2020-02-04	3237	20448	China
ecdc	China	2020-02-05	3872	24320	China
ecdc	China	2020-02-06	3727	28047	China
ecdc	China	2020-02-07	3160	31207	China
ecdc	China	2020-02-08	3418	34625	China
ecdc	China	2020-02-09	2607	37232	China
ecdc	China	2020-02-10	2974	40206	China
ecdc	China	2020-02-11	2490	42696	China
ecdc	China	2020-02-12	2028	44724	China
ecdc	China	2020-02-13	15141	59865	China
ecdc	China	2020-02-14	4156	64021	China
ecdc	China	2020-02-15	2538	66559	China
ecdc	China	2020-02-16	2007	68566	China
ecdc	China	2020-02-17	2052	70618	China
ecdc	China	2020-02-18	1890	72508	China
ecdc	China	2020-02-19	1750	74258	China
ecdc	China	2020-02-20	394	74652	China
ecdc	China	2020-02-21	891	75543	China
ecdc	China	2020-02-22	826	76369	China
ecdc	China	2020-02-23	647	77016	China
ecdc	China	2020-02-24	218	77234	China
ecdc	China	2020-02-25	515	77749	China
ecdc	China	2020-02-26	410	78159	China
ecdc	China	2020-02-27	439	78598	China
ecdc	China	2020-02-28	329	78927	China
ecdc	China	2020-02-29	428	79355	China
ecdc	China	2020-03-01	574	79929	China
ecdc	China	2020-03-02	205	80134	China
ecdc	China	2020-03-03	127	80261	China
ecdc	China	2020-03-04	119	80380	China
ecdc	China	2020-03-05	117	80497	China
ecdc	China	2020-03-06	170	80667	China
ecdc	China	2020-03-07	101	80768	China
ecdc	China	2020-03-08	46	80814	China
ecdc	Italy	2019-12-31	0	0	Italy
ecdc	Italy	2020-01-01	0	0	Italy
ecdc	Italy	2020-01-02	0	0	Italy
ecdc	Italy	2020-01-03	0	0	Italy
ecdc	Italy	2020-01-04	0	0	Italy
ecdc	Italy	2020-01-05	0	0	Italy
ecdc	Italy	2020-01-06	0	0	Italy
ecdc	Italy	2020-01-07	0	0	Italy
ecdc	Italy	2020-01-08	0	0	Italy
ecdc	Italy	2020-01-09	0	0	Italy
ecdc	Italy	2020-01-10	0	0	Italy
ecdc	Italy	2020-01-11	0	0	Italy
ecdc	Italy	2020-01-12	0	0	Italy
ecdc	Italy	2020-01-13	0	0	Italy
ecdc	Italy	2020-01-14	0	0	Italy
ecdc	Italy	2020-01-15	0	0	Italy
ecdc	Italy	2020-01-16	0	0	Italy
ecdc	Italy	2020-01-17	0	0	Italy
ecdc	Italy	2020-01-18	0	0	Italy
ecdc	Italy	2020-01-19	0	0	Italy
ecdc	Italy	2020-01-20	0	0	Italy
ecdc	Italy	2020-01-21	0	0	Italy
ecdc	Italy	2020-01-22	0	0	Italy
ecdc	Italy	2020-01-23	0	0	Italy
ecdc	Italy	2020-01-24	0	0	Italy
ecdc	Italy	2020-01-25	0	0	Italy
ecdc	Italy	2020-01-26	0	0	Italy
ecdc	Italy	2020-01-27	0	0	Italy
ecdc	Italy	2020-01-28	0	0	Italy
ecdc	Italy	2020-01-29	0	0	Italy
ecdc	Italy	2020-01-30	0	0	Italy
ecdc	Italy	2020-01-31	3	3	Italy
ecdc	Italy	2020-02-01	0	3	Italy
ecdc	Italy	2020-02-02	0	3	Italy
ecdc	Italy	2020-02-03	0	3	Italy
ecdc	Italy	2020-02-04	0	3	Italy
ecdc	Italy	2020-02-05	0	3	Italy
ecdc	Italy	2020-02-06	0	3	Italy
ecdc	Italy	2020-02-07	0	3	Italy
ecdc	Italy	2020-02-08	0	3	Italy
ecdc	Italy	2020-02-09	0	3	Italy
ecdc	Italy	2020-02-10	0	3	Italy
ecdc	Italy	2020-02-11	0	3	Italy
ecdc	Italy	2020-02-12	0	3	Italy
ecdc	Italy	2020-02-13	0	3	Italy
ecdc	Italy	2020-02-14	0	3	Italy
ecdc	Italy	2020-02-15	0	3	Italy
ecdc	Italy	2020-02-16	0	3	Italy
ecdc	Italy	2020-02-17	0	3	Italy
ecdc	Italy	2020-02-18	0	3	Italy
ecdc	Italy	2020-02-19	0	3	Italy
ecdc	Italy	2020-02-20	0	3	Italy
ecdc	Italy	2020-02-21	0	3	Italy
ecdc	Italy	2020-02-22	14	17	Italy
ecdc	Italy	2020-02-23	62	79	Italy
ecdc	Italy	2020-02-24	53	132	Italy
ecdc	Italy	2020-02-25	97	229	Italy
ecdc	Italy	2020-02-26	93	322	Italy
ecdc	Italy	2020-02-27	78	400	Italy
ecdc	Italy	2020-02-28	250	650	Italy
ecdc	Italy	2020-02-29	238	888	Italy
ecdc	Italy	2020-03-01	240	1128	Italy
ecdc	Italy	2020-03-02	561	1689	Italy
ecdc	Italy	2020-03-03	347	2036	Italy
ecdc	Italy	2020-03-04	466	2502	Italy
ecdc	Italy	2020-03-05	587	3089	Italy
ecdc	Italy	2020-03-06	769	3858	Italy
ecdc	Italy	2020-03-07	778	4636	Italy
ecdc	Italy	2020-03-08	1247	5883	Italy
ecdc	OtherEuropean	2019-12-31	0	0	NA
ecdc	OtherEuropean	2020-01-01	0	0	NA
ecdc	OtherEuropean	2020-01-02	0	0	NA
ecdc	OtherEuropean	2020-01-03	0	0	NA
ecdc	OtherEuropean	2020-01-04	0	0	NA
ecdc	OtherEuropean	2020-01-05	0	0	NA
ecdc	OtherEuropean	2020-01-06	0	0	NA
ecdc	OtherEuropean	2020-01-07	0	0	NA
ecdc	OtherEuropean	2020-01-08	0	0	NA
ecdc	OtherEuropean	2020-01-09	0	0	NA
ecdc	OtherEuropean	2020-01-10	0	0	NA
ecdc	OtherEuropean	2020-01-11	0	0	NA
ecdc	OtherEuropean	2020-01-12	0	0	NA
ecdc	OtherEuropean	2020-01-13	0	0	NA
ecdc	OtherEuropean	2020-01-14	0	0	NA
ecdc	OtherEuropean	2020-01-15	0	0	NA
ecdc	OtherEuropean	2020-01-16	0	0	NA
ecdc	OtherEuropean	2020-01-17	0	0	NA
ecdc	OtherEuropean	2020-01-18	0	0	NA
ecdc	OtherEuropean	2020-01-19	0	0	NA
ecdc	OtherEuropean	2020-01-20	0	0	NA
ecdc	OtherEuropean	2020-01-21	0	0	NA
ecdc	OtherEuropean	2020-01-22	0	0	NA
ecdc	OtherEuropean	2020-01-23	0	0	NA
ecdc	OtherEuropean	2020-01-24	0	0	NA
ecdc	OtherEuropean	2020-01-25	0	0	NA
ecdc	OtherEuropean	2020-01-26	0	0	NA
ecdc	OtherEuropean	2020-01-27	0	0	NA
ecdc	OtherEuropean	2020-01-28	0	0	NA
ecdc	OtherEuropean	2020-01-29	0	0	NA
ecdc	OtherEuropean	2020-01-30	1	1	NA
ecdc	OtherEuropean	2020-01-31	0	1	NA
ecdc	OtherEuropean	2020-02-01	5	6	NA
ecdc	OtherEuropean	2020-02-02	0	6	NA
ecdc	OtherEuropean	2020-02-03	0	6	NA
ecdc	OtherEuropean	2020-02-04	1	7	NA
ecdc	OtherEuropean	2020-02-05	2	9	NA
ecdc	OtherEuropean	2020-02-06	0	9	NA
ecdc	OtherEuropean	2020-02-07	1	10	NA
ecdc	OtherEuropean	2020-02-08	0	10	NA
ecdc	OtherEuropean	2020-02-09	0	10	NA
ecdc	OtherEuropean	2020-02-10	5	15	NA
ecdc	OtherEuropean	2020-02-11	1	16	NA
ecdc	OtherEuropean	2020-02-12	0	16	NA
ecdc	OtherEuropean	2020-02-13	1	17	NA
ecdc	OtherEuropean	2020-02-14	0	17	NA
ecdc	OtherEuropean	2020-02-15	0	17	NA
ecdc	OtherEuropean	2020-02-16	0	17	NA
ecdc	OtherEuropean	2020-02-17	0	17	NA
ecdc	OtherEuropean	2020-02-18	0	17	NA
ecdc	OtherEuropean	2020-02-19	0	17	NA
ecdc	OtherEuropean	2020-02-20	0	17	NA
ecdc	OtherEuropean	2020-02-21	0	17	NA
ecdc	OtherEuropean	2020-02-22	0	17	NA
ecdc	OtherEuropean	2020-02-23	1	18	NA
ecdc	OtherEuropean	2020-02-24	0	18	NA
ecdc	OtherEuropean	2020-02-25	1	19	NA
ecdc	OtherEuropean	2020-02-26	12	31	NA
ecdc	OtherEuropean	2020-02-27	22	53	NA
ecdc	OtherEuropean	2020-02-28	44	97	NA
ecdc	OtherEuropean	2020-02-29	55	152	NA
ecdc	OtherEuropean	2020-03-01	92	244	NA
ecdc	OtherEuropean	2020-03-02	99	343	NA
ecdc	OtherEuropean	2020-03-03	135	478	NA
ecdc	OtherEuropean	2020-03-04	221	699	NA
ecdc	OtherEuropean	2020-03-05	311	1010	NA
ecdc	OtherEuropean	2020-03-06	552	1562	NA
ecdc	OtherEuropean	2020-03-07	763	2325	NA
ecdc	OtherEuropean	2020-03-08	729	3054	NA
