A,B,C,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,1,0,0,-0.14679,-0.05077,0.04602,0.14327,0.24027,0.33639,0.43070,0.52278,0.61194,0.69698,0.77707,0.85130,0.91869,0.97858,1.02996,1.07158,1.10295,1.12347,1.13255,1.12971,1.11454,1.08707,1.04740,0.99584,0.93267,0.85834,0.77384,0.68008,0.57787,0.46851,0.35308,0.23298,0.10966,-0.01594,-0.14246,-0.26821,-0.39252,-0.51393,-0.63132,-0.74397,-0.85082,-0.95131,-1.04479,-1.13060,-1.20848,-1.27833,-1.33986,-1.39312,-1.43809,-1.47521,-1.50476,-1.52703,-1.54276,-1.55233,-1.55648,-1.55586,-1.55139,-1.54377,-1.53367,-1.52194,-1.50937,-1.49647,-1.48397,-1.47250,-1.46230,-1.45374,-1.44706,-1.44245,-1.43975,-1.43880,-1.43939,-1.44119,-1.44371,-1.44641,-1.44888,-1.45057,-1.45050,-1.44817,-1.44347,-1.43553,-1.42385,-1.40790,-1.38751,-1.36237,-1.33242,-1.29744,-1.25705,-1.21179,-1.16158,-1.10636,-1.04646,-0.98210,-0.91341,-0.84074,-0.76429,-0.68424,-0.60104,-0.51491,-0.42609,-0.33485,-0.24167
0,1,0,1,0.20144,0.20589,0.19795,0.17755,0.14458,0.09907,0.04193,-0.02634,-0.10510,-0.19341,-0.29016,-0.39404,-0.50374,-0.61774,-0.73483,-0.85349,-0.97191,-1.08851,-1.20219,-1.31157,-1.41510,-1.51146,-1.59970,-1.67895,-1.74823,-1.80683,-1.85425,-1.89009,-1.91407,-1.92644,-1.92704,-1.91582,-1.89341,-1.86045,-1.81727,-1.76451,-1.70312,-1.63391,-1.55779,-1.47570,-1.38879,-1.29817,-1.20491,-1.11023,-1.01522,-0.92094,-0.82870,-0.73958,-0.65461,-0.57485,-0.50114,-0.43427,-0.37512,-0.32442,-0.28250,-0.24972,-0.22627,-0.21236,-0.20800,-0.21264,-0.22630,-0.24844,-0.27808,-0.31468,-0.35735,-0.40519,-0.45699,-0.51166,-0.56813,-0.62523,-0.68137,-0.73555,-0.78678,-0.83356,-0.87506,-0.91020,-0.93796,-0.95773,-0.96884,-0.97085,-0.96342,-0.94641,-0.91990,-0.88406,-0.83948,-0.78681,-0.72665,-0.65999,-0.58802,-0.51204,-0.43339,-0.35341,-0.27340,-0.19521,-0.12041,-0.05005,0.01409,0.07090,0.11913,0.15748,0.18517
0,1,0,2,0.08416,0.09974,0.10788,0.10894,0.10388,0.09356,0.07841,0.05947,0.03748,0.01319,-0.01242,-0.03871,-0.06484,-0.09006,-0.11409,-0.13606,-0.15549,-0.17203,-0.18530,-0.19510,-0.20135,-0.20412,-0.20331,-0.19882,-0.19114,-0.18062,-0.16757,-0.15237,-0.13594,-0.11876,-0.10109,-0.08432,-0.06910,-0.05586,-0.04598,-0.04025,-0.03919,-0.04381,-0.05497,-0.07354,-0.09989,-0.13481,-0.17882,-0.23202,-0.29468,-0.36697,-0.44885,-0.53972,-0.63930,-0.74709,-0.86213,-0.98359,-1.11015,-1.24057,-1.37356,-1.50772,-1.64145,-1.77310,-1.90113,-2.02390,-2.14005,-2.24801,-2.34638,-2.43399,-2.50983,-2.57295,-2.62255,-2.65820,-2.67939,-2.68598,-2.67819,-2.65593,-2.61977,-2.57021,-2.50778,-2.43363,-2.34836,-2.25311,-2.14904,-2.03715,-1.91881,-1.79533,-1.66811,-1.53812,-1.40652,-1.27497,-1.14452,-1.01639,-0.89173,-0.77142,-0.65650,-0.54772,-0.44618,-0.35231,-0.26656,-0.18953,-0.12146,-0.06248,-0.01243,0.02837,0.06037
0,1,0,3,-0.77301,-0.79600,-0.81549,-0.83065,-0.84094,-0.84568,-0.84432,-0.83638,-0.82175,-0.80007,-0.77096,-0.73491,-0.69174,-0.64163,-0.58521,-0.52257,-0.45437,-0.38122,-0.30367,-0.22272,-0.13897,-0.05345,0.03289,0.11916,0.20425,0.28723,0.36706,0.44281,0.51344,0.57810,0.63569,0.68548,0.72691,0.75915,0.78153,0.79357,0.79497,0.78541,0.76469,0.73263,0.68936,0.63518,0.57019,0.49479,0.40978,0.31574,0.21341,0.10384,-0.01196,-0.13272,-0.25721,-0.38406,-0.51163,-0.63857,-0.76339,-0.88446,-1.00023,-1.10944,-1.21058,-1.30240,-1.38396,-1.45421,-1.51241,-1.55814,-1.59120,-1.61130,-1.61865,-1.61373,-1.59711,-1.56947,-1.53181,-1.48543,-1.43137,-1.37092,-1.30543,-1.23648,-1.16550,-1.09369,-1.02242,-0.95293,-0.88660,-0.82420,-0.76665,-0.71486,-0.66936,-0.63074,-0.59903,-0.57444,-0.55735,-0.54731,-0.54389,-0.54694,-0.55595,-0.57020,-0.58879,-0.61105,-0.63634,-0.66354,-0.69169,-0.71996,-0.74736
0,1,0,4,-0.69299,-0.67436,-0.65234,-0.62628,-0.59569,-0.56049,-0.52000,-0.47440,-0.42375,-0.36778,-0.30726,-0.24255,-0.17413,-0.10273,-0.02955,0.04492,0.11976,0.19362,0.26591,0.33566,0.40206,0.46441,0.52232,0.57521,0.62294,0.66570,0.70346,0.73653,0.76542,0.79072,0.81330,0.83397,0.85338,0.87258,0.89257,0.91412,0.93810,0.96504,0.99516,1.02934,1.06746,1.10915,1.15479,1.20367,1.25474,1.30732,1.36061,1.41317,1.46361,1.51079,1.55310,1.58911,1.61737,1.63679,1.64623,1.64448,1.63079,1.60471,1.56582,1.51414,1.44988,1.37368,1.28638,1.18867,1.08168,0.96716,0.84677,0.72174,0.59384,0.46522,0.33726,0.21142,0.08969,-0.02686,-0.13702,-0.23954,-0.33385,-0.41935,-0.49537,-0.56197,-0.61927,-0.66741,-0.70697,-0.73836,-0.76230,-0.77966,-0.79122,-0.79784,-0.80042,-0.79988,-0.79672,-0.79179,-0.78546,-0.77830,-0.77070,-0.76233,-0.75357,-0.74431,-0.73403,-0.72230,-0.70877
0,1,1,0,0.31241,0.30948,0.30619,0.30257,0.29904,0.29577,0.29239,0.28917,0.28604,0.28269,0.27888,0.27450,0.26912,0.26237,0.25409,0.24392,0.23160,0.21698,0.19982,0.18025,0.15826,0.13396,0.10783,0.08018,0.05155,0.02260,-0.00632,-0.03426,-0.06036,-0.08411,-0.10476,-0.12158,-0.13401,-0.14159,-0.14404,-0.14101,-0.13231,-0.11849,-0.09936,-0.07543,-0.04727,-0.01544,0.01916,0.05582,0.09344,0.13144,0.16878,0.20419,0.23723,0.26715,0.29305,0.31445,0.33093,0.34239,0.34839,0.34913,0.34490,0.33568,0.32197,0.30435,0.28348,0.25975,0.23406,0.20720,0.17961,0.15215,0.12575,0.10077,0.07756,0.05701,0.03950,0.02523,0.01451,0.00718,0.00370,0.00421,0.00820,0.01539,0.02570,0.03908,0.05490,0.07274,0.09221,0.11293,0.13445,0.15613,0.17756,0.19836,0.21824,0.23690,0.25374,0.26873,0.28192,0.29271,0.30132,0.30803,0.31271,0.31539,0.31645,0.31620,0.31473
0,1,1,1,-0.41209,-0.35910,-0.30925,-0.26297,-0.22076,-0.18304,-0.14979,-0.12136,-0.09768,-0.07868,-0.06451,-0.05465,-0.04877,-0.04668,-0.04773,-0.05145,-0.05754,-0.06545,-0.07449,-0.08394,-0.09359,-0.10307,-0.11181,-0.11954,-0.12556,-0.13009,-0.13307,-0.13408,-0.13311,-0.13045,-0.12637,-0.12086,-0.11443,-0.10741,-0.10059,-0.09431,-0.08915,-0.08606,-0.08556,-0.08838,-0.09539,-0.10721,-0.12428,-0.14745,-0.17712,-0.21345,-0.25682,-0.30731,-0.36474,-0.42890,-0.49936,-0.57549,-0.65645,-0.74154,-0.82972,-0.91965,-1.01048,-1.10100,-1.18965,-1.27553,-1.35755,-1.43418,-1.50511,-1.56941,-1.62615,-1.67502,-1.71557,-1.74798,-1.77196,-1.78752,-1.79528,-1.79563,-1.78908,-1.77601,-1.75715,-1.73329,-1.70485,-1.67240,-1.63686,-1.59853,-1.55768,-1.51504,-1.47061,-1.42451,-1.37708,-1.32831,-1.27826,-1.22693,-1.17402,-1.11978,-1.06431,-1.00735,-0.94895,-0.88959,-0.82947,-0.76841,-0.70695,-0.64575,-0.58531,-0.52597,-0.46791
0,1,1,2,-1.69938,-1.69236,-1.68522,-1.67723,-1.66800,-1.65708,-1.64393,-1.62815,-1.60919,-1.58687,-1.56120,-1.53185,-1.49909,-1.46292,-1.42367,-1.38189,-1.33774,-1.29206,-1.24543,-1.19849,-1.15228,-1.10743,-1.06471,-1.02496,-0.98879,-0.95714,-0.93051,-0.90919,-0.89377,-0.88432,-0.88094,-0.88371,-0.89234,-0.90644,-0.92541,-0.94889,-0.97634,-1.00682,-1.03956,-1.07395,-1.10921,-1.14438,-1.17921,-1.21319,-1.24551,-1.27631,-1.30534,-1.33238,-1.35774,-1.38160,-1.40422,-1.42626,-1.44814,-1.47006,-1.49288,-1.51711,-1.54295,-1.57087,-1.60128,-1.63428,-1.66976,-1.70765,-1.74781,-1.78981,-1.83300,-1.87706,-1.92123,-1.96464,-2.00661,-2.04636,-2.08315,-2.11622,-2.14493,-2.16880,-2.18748,-2.20052,-2.20787,-2.20927,-2.20486,-2.19534,-2.18071,-2.16134,-2.13793,-2.11121,-2.08189,-2.05041,-2.01776,-1.98466,-1.95168,-1.91959,-1.88867,-1.85952,-1.83275,-1.80847,-1.78665,-1.76754,-1.75118,-1.73713,-1.72538,-1.71545,-1.70688
0,1,1,3,-0.94962,-0.99615,-1.03600,-1.06846,-1.09305,-1.10916,-1.11630,-1.11409,-1.10255,-1.08145,-1.05073,-1.01054,-0.96098,-0.90243,-0.83503,-0.75931,-0.67595,-0.58531,-0.48820,-0.38512,-0.27700,-0.16462,-0.04866,0.06986,0.19030,0.31138,0.43245,0.55275,0.67113,0.78686,0.89910,1.00700,1.10977,1.20676,1.29722,1.38046,1.45589,1.52323,1.58184,1.63138,1.67150,1.70187,1.72279,1.73385,1.73498,1.72678,1.70908,1.68234,1.64701,1.60348,1.55254,1.49480,1.43106,1.36195,1.28859,1.21202,1.13309,1.05276,0.97223,0.89229,0.81390,0.73820,0.66570,0.59738,0.53389,0.47550,0.42253,0.37528,0.33400,0.29830,0.26790,0.24268,0.22191,0.20486,0.19087,0.17919,0.16889,0.15888,0.14859,0.13699,0.12300,0.10618,0.08591,0.06129,0.03193,-0.00215,-0.04117,-0.08550,-0.13462,-0.18837,-0.24649,-0.30810,-0.37279,-0.43976,-0.50818,-0.57719,-0.64577,-0.71303,-0.77795,-0.83963,-0.89720
0,1,1,4,1.01317,0.98954,0.96487,0.93937,0.91289,0.88575,0.85772,0.82839,0.79791,0.76546,0.73083,0.69388,0.65395,0.61069,0.56365,0.51235,0.45676,0.39657,0.33160,0.26169,0.18686,0.10720,0.02294,-0.06569,-0.15836,-0.25458,-0.35384,-0.45547,-0.55898,-0.66343,-0.76809,-0.87231,-0.97519,-1.07579,-1.17335,-1.26712,-1.35634,-1.44010,-1.51797,-1.58923,-1.65332,-1.70967,-1.75807,-1.79836,-1.82994,-1.85303,-1.86763,-1.87369,-1.87127,-1.86050,-1.84206,-1.81635,-1.78329,-1.74348,-1.69754,-1.64580,-1.58873,-1.52696,-1.46087,-1.39058,-1.31680,-1.23991,-1.16015,-1.07779,-0.99289,-0.90583,-0.81679,-0.72577,-0.63332,-0.53943,-0.44391,-0.34737,-0.25001,-0.15219,-0.05432,0.04349,0.14044,0.23575,0.32921,0.42014,0.50758,0.59114,0.67010,0.74363,0.81134,0.87292,0.92771,0.97535,1.01585,1.04923,1.07565,1.09516,1.10786,1.11431,1.11537,1.11136,1.10280,1.09030,1.07455,1.05608,1.03542
1,0,0,0,-0.34326,-0.42942,-0.52015,-0.61506,-0.71336,-0.81439,-0.91753,-1.02165,-1.12563,-1.22853,-1.32936,-1.42701,-1.52030,-1.60794,-1.68926,-1.76342,-1.82937,-1.88666,-1.93430,-1.97212,-1.99993,-2.01741,-2.02448,-2.02100,-2.00750,-1.98419,-1.95124,-1.90918,-1.85830,-1.79929,-1.73287,-1.65908,-1.57863,-1.49231,-1.40063,-1.30384,-1.20233,-1.09712,-0.98850,-0.87676,-0.76270,-0.64663,-0.52899,-0.41061,-0.29187,-0.17340,-0.05583,0.06037,0.17444,0.28575,0.39376,0.49787,0.59725,0.69125,0.77943,0.86140,0.93661,1.00440,1.06453,1.11678,1.16078,1.19637,1.22368,1.24277,1.25351,1.25620,1.25131,1.23921,1.22036,1.19528,1.16457,1.12906,1.08944,1.04629,1.00045,0.95272,0.90380,0.85430,0.80480,0.75578,0.70774,0.66090,0.61565,0.57207,0.52993,0.48917,0.44962,0.41094,0.37256,0.33412,0.29494,0.25435,0.21201,0.16711,0.11894,0.06700,0.01087,-0.04977,-0.11544,-0.18640,-0.26228
1,0,0,1,0.11926,0.08770,0.06767,0.05889,0.06092,0.07250,0.09277,0.12082,0.15545,0.19537,0.23942,0.28643,0.33514,0.38450,0.43356,0.48144,0.52734,0.57076,0.61125,0.64850,0.68240,0.71295,0.74045,0.76503,0.78731,0.80767,0.82653,0.84473,0.86271,0.88108,0.90063,0.92181,0.94484,0.97035,0.99866,1.02977,1.06409,1.10161,1.14203,1.18533,1.23128,1.27950,1.33000,1.38212,1.43547,1.48978,1.54458,1.59962,1.65428,1.70846,1.76197,1.81439,1.86561,1.91548,1.96395,2.01092,2.05632,2.10005,2.14238,2.18343,2.22285,2.26051,2.29667,2.33120,2.36378,2.39425,2.42232,2.44754,2.46932,2.48719,2.50064,2.50891,2.51135,2.50703,2.49551,2.47601,2.44776,2.41036,2.36338,2.30667,2.24002,2.16340,2.07732,1.98217,1.87862,1.76780,1.65047,1.52804,1.40202,1.27386,1.14520,1.01769,0.89292,0.77256,0.65807,0.55083,0.45226,0.36335,0.28503,0.21796,0.16268
1,0,0,2,0.76345,0.66632,0.57122,0.47903,0.39027,0.30590,0.22646,0.15213,0.08364,0.02117,-0.03504,-0.08504,-0.12880,-0.16622,-0.19778,-0.22364,-0.24392,-0.25916,-0.26984,-0.27623,-0.27860,-0.27741,-0.27334,-0.26651,-0.25714,-0.24580,-0.23288,-0.21853,-0.20307,-0.18691,-0.17060,-0.15448,-0.13881,-0.12428,-0.11142,-0.10063,-0.09235,-0.08747,-0.08633,-0.08931,-0.09682,-0.10908,-0.12633,-0.14860,-0.17565,-0.20709,-0.24237,-0.28081,-0.32141,-0.36331,-0.40524,-0.44551,-0.48307,-0.51649,-0.54407,-0.56427,-0.57613,-0.57830,-0.56947,-0.54912,-0.51647,-0.47116,-0.41307,-0.34225,-0.25939,-0.16533,-0.06063,0.05322,0.17463,0.30251,0.43471,0.56932,0.70479,0.83901,0.97009,1.09635,1.21605,1.32770,1.42993,1.52141,1.60124,1.66864,1.72307,1.76445,1.79231,1.80669,1.80813,1.79683,1.77338,1.73853,1.69286,1.63753,1.57347,1.50134,1.42223,1.33732,1.24767,1.15432,1.05823,0.96031,0.86171
