code,name,parent_code,level
10.22,Other mixed and undifferentiated materials,10.2,3
10.22.0,"Other mixed and undifferentiated materials, non-hazardous",10.22,4
10.22.1,"Other mixed and undifferentiated materials, hazardous",10.22,4
10.3,Sorting residues,10,2
10.32,Other sorting residues,10.3,3
10.32.0,"Other sorting residues, non-hazardous",10.32,4
10.32.1,"Other sorting residues, hazardous",10.32,4
11,Common sludges,total,1
11.1,Waste water treatment sludges,11,2
11.11,Sludges from treatment of public sewerage water,11.1,3
11.11.0,"Sludges from treatment of public sewerage water, non-hazardous",11.11,4
11.12,Biodegradable sludges from treatment of other waste water,11.1,3
11.12.0,"Biodegradable sludges from treatment of other waste water, non-hazardous",11.12,4
11.2,Sludges from purification of drinking and process water,11,2
11.21,Sludges from purification of drinking and process water,11.2,3
11.21.0,"Sludges from purification of drinking and process water, non-hazardous",11.21,4
11.4,Cesspit contents,11,2
11.41,Cesspit contents,11.4,3
11.41.0,"Cesspit contents, non-hazardous",11.41,4
12,Mineral wastes,total,1
12.1,Construction and demolition wastes,12,2
12.11,"Concrete, bricks and gypsum waste",12.1,3
12.11.0,"Concrete, bricks and gypsum waste, non-hazardous",12.11,4
12.11.1,"Concrete, bricks and gypsum waste, hazardous",12.11,4
12.12,Waste hydrocarbonised road-surfacing material,12.1,3
12.12.0,"Waste hydrocarbonised road-surfacing material, non-hazardous",12.12,4
12.12.1,"Waste hydrocarbonised road-surfacing material, hazardous",12.12,4
12.13,Mixed construction wastes,12.1,3
12.13.0,"Mixed construction wastes, non-hazardous",12.13,4
12.13.1,"Mixed construction wastes, hazardous",12.13,4
12.2,Asbestos wastes,12,2
12.21,Asbestos wastes,12.2,3
12.21.1,"Asbestos wastes, hazardous",12.21,4
12.3,Waste of naturally occurring minerals,12,2
12.31,Waste of naturally occurring minerals,12.3,3
12.31.0,"Waste of naturally occurring minerals, non-hazardous",12.31,4
12.31.1,"Waste of naturally occurring minerals, hazardous",12.31,4
12.4,Combustion wastes,12,2
12.41,Waste from flue gas purification,12.4,3
12.41.0,"Waste from flue gas purification, non-hazardous",12.41,4
12.41.1,"Waste from flue gas purification, hazardous",12.41,4
12.42,Slags and ashes from thermal treatment and combustion,12.4,3
12.42.0,"Slags and ashes from thermal treatment and combustion, non-hazardous",12.42,4
12.42.1,"Slags and ashes from thermal treatment and combustion, hazardous",12.42,4
12.5,Various mineral wastes,12,2
12.51,Artificial mineral wastes,12.5,3
12.51.0,"Artificial mineral wastes, non-hazardous",12.51,4
12.51.1,"Artificial mineral wastes, hazardous",12.51,4
12.52,Waste refractory materials,12.5,3
12.52.0,"Waste refractory materials, non-hazardous",12.52,4
12.52.1,"Waste refractory materials, hazardous",12.52,4
12.6,Soils,12,2
12.61,Soils,12.6,3
12.61.0,"Soils, non-hazardous",12.61,4
12.61.1,"Soils, hazardous",12.61,4
12.7,Dredging spoil,12,2
12.71,Dredging spoil,12.7,3
12.71.0,"Dredging spoil, non-hazardous",12.71,4
12.71.1,"Dredging spoil, hazardous",12.71,4
12.8,Waste from waste treatment,12,2
12.81,Waste from waste treatment,12.8,3
12.81.0,"Waste from waste treatment, non-hazardous",12.81,4
12.81.1,"Waste from waste treatment, hazardous",12.81,4
13,"Solidified, stabilised or vitrified waste",total,1
13.1,Solidified or stabilised waste,13,2
13.11,Solidified or stabilised waste,13.1,3
13.11.0,"Solidified or stabilised waste, non-hazardous",13.11,4
13.11.1,"Solidified or stabilised waste, hazardous",13.11,4
13.2,Vitrified wastes,13,2
13.21,Vitrified wastes,13.2,3
13.21.0,"Vitrified wastes, non-hazardous",13.21,4
