code,parent_code,name,level
6.1.2.a,6.1.2,6.1.2.a Gross freight insurance premiums receivable (credits) and payable (debits),4
6.1.2.b,6.1.2,6.1.2.b Gross freight insurance claims receivable (credits) and payable (debits),4
6.1.3,6.1,6.1.3 Other direct insurance,3
6.1.3.a,6.1.3,6.1.3.a Gross other direct insurance premiums receivable (credits) and payable (debits),4
6.1.3.b,6.1.3,6.1.3.b Gross other direct insurance claims receivable (credits) and payable (debits),4
6.2,6,6.2 Reinsurance,2
6.3,6,6.3 Auxiliary insurance services,2
6.4,6,6.4 Pension and standardized guarantee services,2
6.4.1,6.4,6.4.1 Pension services,3
6.4.2,6.4,6.4.2 Standardized guarantee services,3
7,200,7 Financial services,1
7.1,7,7.1 Explicitly charged and other financial services,2
7.2,7,7.2 Financial intermediation services indirectly measured (FISIM),2
8,200,8 Charges for the use of intellectual property n.i.e.,1
8.1,8,8.1 Franchises and trademarks licensing fees,2
8.2,8,8.2 Licences for the use of outcomes of research and development,2
8.3,8,8.3 Licences to reproduce and/or distribute computer software,2
8.4,8,8.4 Licences to reproduce and/or distribute audio-visual and related products,2
8.4.1,8.4,8.4.1 Licences to reproduce and/or distribute audio-visual products,3
8.4.2,8.4,8.4.2 Licences to reproduce and/or distribute other products,3
9,200,"9 Telecommunications, computer, and information services",1
9.1,9,9.1 Telecommunications services,2
9.2,9,9.2 Computer services,2
9.2.1,9.2,9.2.1 Computer software,3
9.2.1.a,9.2.1,9.2.1.a Of which: Software originals,4
9.2.2,9.2,9.2.2 Other computer services,3
9.3,9,9.3 Information services,2
9.3.1,9.3,9.3.1 News agency services,3
9.3.2,9.3,9.3.2 Other information services,3
C.1,200,C.1 Audio-visual transactions,1
C.1.1,C.1,C.1.1  Of which: C.1.1 Licences to use audio-visual products,2
C.2,200,C.2 Cultural transactions,1
C.3,200,C.3 Computer software transactions,1
C.3.1,C.3,C.3.1  Of which: C.3.1 Licences to use computer software products,2
C.4,200,C.4 Call-centre services,1
C.5,200,C.5 Total services transactions between related enterprises,1
C.6,200,C.6 Total trade-related transactions,1
C.7,200,C.7 Environmental transactions,1
C.8,200,C.8 Total health services,1
C.9,200,C.9 Total education services,1
