code,parent_code,name,level,default_unit
C_BA_INCI_no_recov,fi,Incineration of batteries and accumulators waste,1,tonnes
C_BA_LAND,fi,Landfill of batteries and accumulators waste,1,tonnes
C_BA_OTHE,fi,Other disposal of batteries and accumulators waste,1,tonnes
C_BA_RECY,fi,Recycling of batteries and accumulators waste,1,tonnes
C_BAG_PLA,fi,"Plastic packaging, bag or sack",1,tonnes
C_BAG_RES,fi,"plasic sacks, other",1,tonnes
C_Bambs,C_AGRI,"Bambara bean, dry",2,tonnes
C_Banas,C_AGRI,"Banana, sweet",2,tonnes
C_Barld,C_BAKE,"Barley, pearl (without husk and bran)",2,tonnes
C_Barlt,C_BAKE,"Barley, with bran",2,tonnes
C_Barly,C_AGRI,"Barley, with husk",2,tonnes
C_Bastr,C_AGRI,"Kenaf, raw or retted",2,tonnes
C_Beann,C_AGRI,"Bean, fresh, for shelling",2,tonnes
C_Beany,C_AGRI,"Bean (phaseolus and vigna ssp.), dry",2,tonnes
C_Beef_boneless,C_AGPR,"meat of cattle boneless, fresh",2,tonnes
C_Beef_ges,C_AGPR,Sausage of beef or veal,2,tonnes
C_Beef_ked,C_AGPR,"Meat, salted, dried, or smoked, of cattle or buffalo",2,tonnes
C_Beef_led,C_AGPR,"meat of cattle boneless, fresh",2,tonnes
C_Beef_nes,C_AGPR,"Beef and veal meat, meat offal, or blood, otherwise prepared or preserved",2,tonnes
C_Beef_ons,C_AGPR,beef and veal preparations nes,2,tonnes
C_Beef_smoked,C_AGPR,"Meat, salted, dried, or smoked, of cattle or buffalo",2,tonnes
C_Beef_veal,C_AGPR,"meat of cattle boneless, fresh",2,tonnes
C_Beer_barl,C_BEVR,Beer of barley,2,tonnes
C_Beer_maiz,C_BEVR,Beer of millet,2,tonnes
C_Beer_millet,C_BEVR,Beer of maize,2,tonnes
C_Beer_sorg,C_BEVR,Beer of sorghum,2,tonnes
C_Beesx,C_AGRI,Beeswax,2,tonnes
C_Berrs,C_AGRI,"Vaccinium berry, other",2,tonnes
C_Bev_dstl,C_BEVR,"Beverage, distilled",2,tonnes
C_Bev_ferm,C_BEVR,Rice-fermented beverage,2,tonnes
C_Bev_wh_ferm,C_BEVR,Wheat-fermented beverages,2,tonnes
C_BEVR,fi,Beverages,1,tonnes
C_BIOD,fi,Biodiesel,1,tonnes
C_BIOF,fi,Food waste for treatment: biogasification and land application,1,tonnes
C_BIOG,fi,Biogasoline,1,tonnes
C_BIOP,fi,Paper waste for treatment: biogasification and land application,1,tonnes
C_BIOS,fi,Sewage sludge for treatment: biogasification and land application,1,tonnes
C_BITU,fi,Bitumen,1,tonnes
C_BKBP,fi,Brown coal briquette,1,tonnes
C_Blues,C_AGRI,"Blueberry, fresh",2,tonnes
C_BOTL_GLM,C_GLAS,"Glass packaging, bottle, 0.75 litre",2,tonnes
C_BOTL_GLS,C_GLAS,"Glass packaging, bottle, 0.33 litre",2,tonnes
C_BOTL_PET,fi,"Plastic packaging, bottle, PET",1,tonnes
C_BOTL_PLA,fi,"Plastic packaging, bottle, other",1,tonnes
C_BOTL_RES,C_GLAS,"bottle, other",2,tonnes
C_Bran_bar,fi,Barley bran,1,tonnes
C_Bran_buc,fi,Buckwheat bran,1,tonnes
C_Bran_cer,fi,"Bran of cereal, other",1,tonnes
C_Bran_fon,fi,Fonio bran,1,tonnes
C_Bran_mai,fi,Maize bran,1,tonnes
C_Bran_mil,fi,Millet bran,1,tonnes
C_Bran_mix,fi,Bran of mixed grain,1,tonnes
C_Bran_oat,fi,Oat bran,1,tonnes
C_Bran_pul,fi,Bran of leguminous crop,1,tonnes
C_Bran_ric,fi,Rice bran,1,tonnes
C_Bran_rye,fi,Rye bran,1,tonnes
C_Bran_sor,fi,Sorghum bran,1,tonnes
C_Bran_tri,fi,Triticale bran,1,tonnes
C_Bran_whe,fi,Wheat bran,1,tonnes
C_Brazd,C_AGPR,"Brazil nut, shelled",2,tonnes
C_Brazl,C_AGRI,"Brazil nut, with shell",2,tonnes
C_Bread,C_BAKE,Bread,2,tonnes
C_BRIK,fi,"Brick, tile, and construction products in baked clay",1,tonnes
C_Broay,C_AGRI,"Faba been, dry",2,tonnes
C_Buckt,C_AGRI,Buckwheat grain,2,tonnes
C_Buffaloes,C_AGRI,Buffaloes,2,tonnes
C_Bufmeat,C_AGRI,"Buffalo, live",2,tonnes
C_Bufmilk,C_AGRI,"Buffalo milk, raw",2,tonnes
C_Bulgur,C_BAKE,Bulgur,2,tonnes
C_bus,fi,Bus,1,items
C_Butt_buff,C_DAIR,"Butter, from buffalo milk",2,tonnes
C_Butt_cow,C_DAIR,"Butter, from cow milk",2,tonnes
C_Butt_goat,C_DAIR,"Butter, from goat milk",2,tonnes
C_Butt_sheep,C_DAIR,Butter or ghee from sheep milk,2,tonnes
C_Buttk,C_DAIR,"Fermented or acidified milk and cream, other than yoghurt",2,tonnes
C_Butts,C_AGPR,Shea butter,2,tonnes
C_Cabbs,C_AGRI,"Cabbage, fresh",2,tonnes
C_Camel,C_AGRI,Camels,2,tonnes
C_Cammilk,C_AGRI,"Camel milk, raw",2,tonnes
C_CAN_ALD,fi,"Beverage can, aluminium",1,tonnes
C_CAN_ALF,fi,"Food can, aluminium",1,tonnes
C_CAN_RES,fi,"can, other",1,tonnes
C_CAN_STEL,fi,"Food can, steel",1,tonnes
C_Canad,C_AGRI,Canary grass seed,2,tonnes
C_CARDB,fi,Cardboard,1,tonnes
C_Caros,C_AGRI,"Carob pod, fresh",2,tonnes
C_Carrs,C_AGRI,"Carrot and turnip, fresh",2,tonnes
C_Casen,C_DAIR,Casein,2,tonnes
C_Cashd,C_AGPR,"Cashew nut, shelled",2,tonnes
C_Cashe,C_AGRI,"Cashew apple, fresh",2,tonnes
C_Cashl,C_AGRI,"Cashew nut, with shell",2,tonnes
C_Cassa,C_AGRI,"Cassava, fresh",2,tonnes
C_Cassd,C_AGRI,"Cassava, dried",2,tonnes
C_Casss,C_AGRI,"Cassava leaves, fresh",2,tonnes
C_Castd,C_AGRI,Castor Beans,2,tonnes
C_Catmeat,C_AGRI,"Catlle, live",2,tonnes
C_Catmilk,C_AGRI,"Cow milk, raw",2,tonnes
C_Catt_ButFat,C_AGPR,"Cattle, Butcher Fat",2,tonnes
C_Cattle,C_AGRI,Cattle,2,tonnes
C_Cauli,C_AGRI,"Cauliflower and broccoli, fresh",2,tonnes
C_Cer_brkf,C_BAKE,"Breakfast cereal, prepared by swelling and roasting",2,tonnes
C_Cer_prep,C_BAKE,"Cereal product, not from barley and oat, prepared by mechanical treatment ",2,tonnes
C_Ceres,C_AGRI,"Edible grain, other",2,tonnes
C_CHAR,fi,Wood charcoal,1,tonnes
C_Chee_buff,C_DAIR,"Cheese, from buffalo milk",2,tonnes
C_Chee_cow_sk,C_DAIR,"Cheese, from skimmed cow milk",2,tonnes
C_Chee_cow_wh,C_DAIR,"Cheese, from whole cow milk",2,tonnes
C_Chee_goat,C_DAIR,"Cheese, from goat milk",2,tonnes
C_Chee_proc,C_DAIR,"Process cheese, from cow milk",2,tonnes
C_Chee_sheep,C_DAIR,"Cheese, from sheep milk",2,tonnes
C_CHEM,fi,"Chemical, other",1,tonnes
C_Cherr,C_AGRI,"Cherry, sour",2,tonnes
C_Chers,C_AGRI,"Cherry, sweet",2,tonnes
C_Chest,C_AGRI,"Chestnut, with shell",2,tonnes
C_Chick,C_AGRI,"Chickpea, dry",2,tonnes
C_Chickens,C_AGRI,Chickens,2,tonnes
C_Chics,C_AGRI,"Chicory root, fresh",2,tonnes
C_Chiln,C_AGRI,"Chili and pepper (capsicum and pimenta ssp.), fresh",2,tonnes
C_Chily,C_BAKE,"Chilli and pepper (capsicum and pimenta, ssp.), dried, processed",2,tonnes
C_CHMF,fi,"Chemical and fertilizer mineral, raw",1,tonnes
C_Chocs,C_BAKE,Chocolate Products nes,2,tonnes
C_Cider,C_BEVR,Cider,2,tonnes
C_Cinn,C_AGRI,"Cinnamon, bark and flower buds, raw",2,tonnes
C_Citr_nes,C_AGPR,"Citrus Juice, Concentrated nes",2,tonnes
C_Ckcopra,C_AGPR,Press cake from copra,2,tonnes
C_Ckcotton,C_AGPR,Press cake from extraction of cottonseed oil,2,tonnes
C_Ckgound,C_AGPR,Press cake from extraction of peanut oil,2,tonnes
C_Ckhemp,C_AGPR,Cake of hempseed,2,tonnes
C_Ckkapok,C_AGPR,Press cake from extraction of kapokseed oil,2,tonnes
C_Cklins,C_AGPR,Press cake from extraction of linseed (flax) oil,2,tonnes
C_Ckmaize,C_AGPR,Press cake from extraction of maize oil,2,tonnes
C_Ckmust,C_AGPR,Press cake from extraction of mustard oil,2,tonnes
C_Ckpalm,C_AGPR,Press cake from extraction of palm kernel oil,2,tonnes
C_Ckpopp,C_AGPR,"Cake, poppy seed",2,tonnes
C_Ckrapes,C_AGPR,Press cake from extraction of rapeseed oil,2,tonnes
C_Ckriceb,C_AGPR,Press cake from extraction of oil from rice bran,2,tonnes
C_Cksaffl,C_AGPR,Press cake from extraction of safflower oil,2,tonnes
C_Ckseednes,C_AGPR,"Press cake from extraction of vegetable oil, other",2,tonnes
C_Cksesam,C_AGPR,Press cake from extraction of sesameoil,2,tonnes
C_Cksoyb,C_AGPR,Press cake from extraction of soybean oil,2,tonnes
C_Cksunf,C_AGPR,Press cake from extraction of sunflower oil,2,tonnes
C_Clovs,C_AGRI,"Cloves, whole, raw",2,tonnes
C_CMNT,fi,"Plaster, lime, cement, concrete, and products thereof",1,tonnes
C_CO_INCI,fi,Incineration with energy recovery of construction waste,1,tonnes
C_CO_INCI_no_recov,fi,Incineration of construction waste,1,tonnes
C_CO_LAND,fi,Landfill of construction waste,1,tonnes
C_CO_OTHE,fi,Other disposal of construction waste,1,tonnes
C_Coamilk,C_AGRI,"Goat milk, raw",2,tonnes
C_Coco_but,C_BAKE,Cocoa butter,2,tonnes
C_Coco_husk,fi,Cocoa and coffee husk and skin and cocoa shell,1,tonnes
C_Coco_pas,C_BAKE,Cocoa paste,2,tonnes
C_Coco_pow,C_BAKE,Cocoa Powder and Cake,2,tonnes
C_Cocoa,C_AGRI,"Cocoa beans, raw or roasted",2,tonnes
C_Cocod,C_AGPR,"Coconut meat, dried, for confectionery",2,tonnes
C_Cocon,C_AGRI,"Coconut, with shell",2,tonnes
C_Coff_ext,C_BAKE,Coffee extract,2,tonnes
C_Coff_sub,C_BAKE,Coffee substitute,2,tonnes
C_Coffe_roas,C_BAKE,"Coffee, decaffeinated or roasted",2,tonnes
C_Coffn,C_AGRI,"Coffee, green",2,tonnes
C_COIL,fi,"Petroleum, crude",1,tonnes
C_cOil_beans,C_AGPR,Castor bean oil,2,tonnes
C_cOil_hydro,fi,"Castor oil, hydrogenated",1,tonnes
C_Coirr,C_AGRI,"Coconut (coir) fibre, raw",2,tonnes
C_COKC,C_COAL,Metallurgical (coking) coal,2,tonnes
C_COKE,fi,Coke oven coke,1,tonnes
C_COKE_bypr_recov,C_COKE,"Coke Oven Coke, produced with by-product recovery",2,tonnes
C_COKE_no_recov,C_COKE,"Coke Oven Coke, produced w/o by-product recovery",2,tonnes
C_COMF,fi,Food waste for treatment: composting and land application,1,tonnes
C_COMP,fi,Information technology consulting and support service,1,Meuro
C_COMP_ELEC,fi,"Computer, electronic and optical products",1,tonnes
C_COMW,fi,Paper and wood waste for treatment: composting and land application,1,tonnes
C_CONS,fi,Construction and construction service,1,Meuro
C_CONTAI_GLS,C_GLAS,"Glass packaging, small container",2,tonnes
C_CONW,fi,"Treatment of construction waste, sorting and crushing",1,tonnes
C_COOG,fi,Coke oven gas,1,tonnes
C_COPO,fi,Copper ore and concentrate,1,tonnes
C_COPP,fi,"Copper matte, precipitated or unwrought copper, or semi-finished product of copper or copper alloy",1,tonnes
C_Copra,C_AGRI,"Copra (coconut meat, dried, for oil production)",2,tonnes
C_COPW,fi,Recycling of copper,1,tonnes
C_COTA,fi,Coal tar,1,tonnes
C_Cottd,C_AGRI,"Cottonseed, with hull",2,tonnes
C_Cotton,C_AGRI,"Cotton lint, ginned",2,tonnes
C_COTTON_residuals,fi,Cotton waste,1,tonnes
C_Cowpea,C_AGRI,"Cowpea, dry",2,tonnes
C_Crans,C_AGRI,"Cranberry, fresh",2,tonnes
C_Creah,C_DAIR,"Cream, >6% fat, fresh or processed but not sweetened or fermented",2,tonnes
C_CRMC,fi,"Ceramic products, non-structural",1,tonnes
C_CU_INCI,fi,Incineration with energy recovery of copper,1,tonnes
C_CU_LAND,fi,Landfill of copper,1,tonnes
C_Cucus,C_AGRI,"Cucumber and gherkin, fresh",2,tonnes
C_Currs,C_AGRI,"Currants, fresh",2,tonnes
C_DAIR,fi,Dairy products and egg products,1,tonnes
C_Dates,C_AGRI,"Date, fresh",2,tonnes
C_DE_INCI,fi,Incineration with energy recovery of discarded equipment,1,tonnes
C_DE_INCI_no_recov,fi,Incineration of discarded equipment,1,tonnes
C_DE_LAND,fi,Landfill of discarded equipment,1,tonnes
C_DE_OTHE,fi,Other disposal of discarded equipment,1,tonnes
C_DE_RECY,fi,Recycling of discarded equipment,1,tonnes
C_DOIL,fi,Diesel fuel,1,tonnes
C_Dry_ilk,C_DAIR,Dry Whole Cow Milk,2,tonnes
C_Ducks,C_AGRI,Ducks,2,tonnes
C_DV_INCI,fi,Incineration with energy recovery of discarded vehicles,1,tonnes
C_DV_INCI_no_recov,fi,Incineration of discarded vehicles,1,tonnes
C_DV_LAND,fi,Landfill of discarded vehicles,1,tonnes
C_DV_OTHE,fi,Other disposal of discarded vehicles,1,tonnes
C_DV_RECY,fi,Recycling of discarded vehicles,1,tonnes
C_EDUC,fi,Education service,1,Meuro
C_Eggpl,C_AGRI,Aubergine (eggplant),2,tonnes
C_Eggs_ggs,C_AGRI,"Eggs, excluding hen eggs",2,tonnes
C_Eggs_ied,C_BAKE,"Eggs, Dried",2,tonnes
C_Eggs_uid,C_BAKE,"Eggs, Liquid",2,tonnes
C_Eggsl,C_AGRI,"Hen egg in shell, fresh",2,tonnes
C_ELEC_GAS,fi,"Electricity, gas, steam and air conditioning",1,TJ
C_ELEC,C_ELEC_GAS,"Electricity, national supply only",2,TJ
C_elec_BA_INCI,C_ELEC,electricity from incineration of batteries and accumulators,3,TJ
C_elec_BIOF,C_ELEC,electricity from biogasification of food,3,TJ
C_elec_BIOP,C_ELEC,electricity from biogasification of paper,3,TJ
C_elec_BIOS,C_ELEC,electricity from biogasification of sewage,3,TJ
C_elec_CHP,C_ELEC,"Electricity, from combined heat and power plants",3,TJ
C_elec_HA_INCI,C_ELEC,electricity from incineration hazardous waste,3,TJ
C_elec_HCHEM,C_ELEC,electricity from chemical heat,3,TJ
C_elec_HWAT,C_ELEC,Electricity from heat plants,3,TJ
C_elec_INC,C_ELEC,Electricity from incineration of waste,3,TJ
C_elec_INCF,C_ELEC,electricity from incineration of food,3,TJ
C_elec_INCL,C_ELEC,electricity from incineration of plastics,3,TJ
C_elec_INCP,C_ELEC,electricity from incineration of paper,3,TJ
C_elec_INCW,C_ELEC,electricity from incineration of wood,3,TJ
C_elec_MA_INCI,C_ELEC,electricity from incineration of manure,3,TJ
C_elec_MANC,C_ELEC,electricity from manure biogasification,3,TJ
C_elec_POWB,C_ELEC,"Electricity, from biomass",3,TJ
C_elec_POWC,C_ELEC,"Electricity, from combustion of coal",3,TJ
C_elec_POWG,C_ELEC,"Electricity, from combustion of gas",3,TJ
C_elec_POWH,C_ELEC,"Electricity, from kinetic energy of water",3,TJ
C_elec_POWM,C_ELEC,"Electricity, from geothermal energy",3,TJ
C_elec_POWN,C_ELEC,"Electricity, from nuclear fission",3,TJ
C_elec_POWO,C_ELEC,"Electricity, from kinetic energy of tide, waves, or ocean currents",3,TJ
C_elec_POWP,C_ELEC,"Electricity, from combustion of petroleum",3,TJ
C_elec_POWS,C_ELEC,"Electricity, from photovoltaic conversion of solar energy",3,TJ
C_elec_POWW,C_ELEC,"Electricity, from kinetic energy of wind",3,TJ
C_elec_POWZ,C_ELEC,"Electricity, other",3,TJ
C_elec_SE_INCI,C_ELEC,electricity from incineration of sewage,3,TJ
C_elec_TE_INCI,C_ELEC,electricity from incineration of textiles,3,TJ
C_elec_UN_INCI,C_ELEC,electricity from incineration of unsorted waste,3,TJ
C_ELMA,fi,Electrical equipment,1,tonnes
C_ENGS,fi,Architectural and engineering activities; technical testing and analysis,1,Meuro
C_ETHA,fi,Ethane,1,tonnes
C_EXTO,fi,Service provided by foreign organizations,1,Meuro
C_F_aqua,fi,Fish from aquaculture,1,tonnes
C_F_capture,fi,Fish from capture,1,tonnes
C_FABM,fi,"Fabricated metal products, except machinery and equipment",1,tonnes
C_FABM_01_RES,fi,"Fabricated metal products, except machinery and equipment - Residual",1,tonnes
C_Fat_ac,fi,Fatty acid,1,tonnes
C_Fat_buff,C_AGPR,"Fat of buffalo, raw",2,tonnes
C_Fat_cam,C_AGPR,"Fat of camel, raw",2,tonnes
C_Fat_cow,C_AGPR,"Fat of cattle, raw",2,tonnes
C_Fat_goat,C_AGPR,"Fat of goat, raw",2,tonnes
C_Fat_live,C_AGPR,Foie gras,2,tonnes
C_Fat_nes,C_AGPR,Fats and oils from marine animals,2,tonnes
C_Fat_othe,C_AGPR,"Fat of camelids, other than camels, raw",2,tonnes
C_Fat_pig,C_AGRI,"Fat of pig, raw",2,tonnes
C_Fat_poul,C_AGRI,"Fat of poultry, raw",2,tonnes
C_Fat_poul_ren,C_AGPR,"Fat of poultry, purified",2,tonnes
C_Fat_sheep,C_AGPR,"Fat of sheep, raw",2,tonnes
C_Fat_sub,C_AGPR,"Degras (by-products from processing of animal or vegetable fats, oils, and waxes)",2,tonnes
C_FAUX,fi,Services auxiliary to financial intermediation,1,Meuro
C_feed_beer,fi,Animal feed by-product from brewing,1,tonnes
C_feed_biog,fi,Animal feed by-product from biogasification,1,tonnes
C_feed_dist,fi,Animal feed by-product from distilled beverage production,1,tonnes
C_feed_energy,C_BAKE,Animal energy feed,2,tonnes
C_feed_protein,C_BAKE,Animal protein feed,2,tonnes
C_feed_wine,fi,Animal feed by-product from wine production,1,tonnes
C_Feedn,fi,Gluten Feed and Meal,1,tonnes
C_Figsd,C_AGPR,"Fig, dried",2,tonnes
C_Figss,C_AGRI,"Fig, fresh",2,tonnes
C_FINS,fi,"Insurance and pension funding service, except compulsory social security services",1,Meuro
C_FINT,fi,"Financial service, except insurance and pension service",1,Meuro
C_FISH,fi,"Aquatic animal or plant, unprocessed",1,tonnes
C_Flax_raw,fi,"Flax, raw or retted",1,tonnes
C_Flaxw,C_AGRI,"Flax fibre, raw or retted",2,tonnes
C_Flou_nes,C_BAKE,Flour of Cereals nes,2,tonnes
C_Flou_oil_nes,C_BAKE,Flour of Oilseeds,2,tonnes
C_BAKE,fi,"Grain mill products, starches and starch products; other food products",1,tonnes
C_Flour_barl,C_BAKE,"Barley, flour and grits",2,tonnes
C_Flour_buck,C_BAKE,Buckwheat flour,2,tonnes
C_Flour_cass,C_BAKE,Cassava flour,2,tonnes
C_Flour_foni,C_BAKE,Fonio flour,2,tonnes
C_Flour_frui,C_BAKE,Fruit flour,2,tonnes
C_Flour_maiz,C_BAKE,Maize flour,2,tonnes
C_Flour_mill,C_BAKE,Millet flour,2,tonnes
C_Flour_mixe,C_BAKE,"Mixed Grain, flour",2,tonnes
C_Flour_must,C_BAKE,"Mustard seed flour, for cooking",2,tonnes
C_Flour_nes,C_BAKE,"Infant food, preparations of milk, flour, meal, starch or malt",2,tonnes
C_Flour_pota,C_BAKE,Potato flour,2,tonnes
C_Flour_puls,C_BAKE,Flour of leguminous crop,2,tonnes
C_Flour_rice,C_BAKE,Rice flour,2,tonnes
C_Flour_root,C_BAKE,"Flour of roots and tubers, other than potato and cassava",2,tonnes
C_Flour_rye,C_BAKE,Rye flour,2,tonnes
C_Flour_sorg,C_BAKE,Sorghum flour,2,tonnes
C_Flour_trit,C_BAKE,Triticale flour,2,tonnes
C_Flour_whea,C_BAKE,Wheat flour,2,tonnes
C_FO_OTHE,fi,Other disposal of food,1,tonnes
C_FO_RECY,fi,Recycling of food,1,tonnes
C_FOIL,fi,Heavy fuel oil,1,tonnes
C_FOIL_AL,fi,Aluminium foil < 0.2 mm,1,tonnes
C_FOIL_PLA,fi,Plastic packaging foil,1,tonnes
C_FOIL_RES,fi,foil n.e.c,1,tonnes
C_Fonio,C_AGRI,Fonio grain,2,tonnes
C_FOOD_w_water,fi,Waste water treatment of food,1,tonnes
C_FORE_all,fi,Forestry and logging products,1,tonnes
C_FORE,C_FORE_all,Logs,2,tonnes
C_FORE_comb,C_FORE_all,Fuel wood,2,tonnes
C_FORP,C_FORE_all,Non-wood forest products,2,tonnes
C_frtrop_nes,C_AGRI,"Tropical fruit, other, fresh",2,tonnes
C_Frucr,C_BAKE,Fructose and fructose syrup,2,tonnes
C_Frudry,C_AGPR,"Fruit, other, dried",2,tonnes
C_Fruhom,C_BAKE,"Infant food, homogenized preparations of fruit",2,tonnes
C_Frui_nes,C_AGPR,"Other tropical fruit, dried",2,tonnes
C_Fruprep,C_AGPR,"Fruit, other, prepared or preserved",2,tonnes
C_FSHP,C_AGPR,"Seafood, preserved or prepared",2,tonnes
C_FURN,fi,Furniture,1,tonnes
C_GAMB,fi,Gambling and betting services,1,Meuro
C_Garlc,C_AGRI,"Garlic, fresh",2,tonnes
C_GARM,fi,Wearing apparel,1,tonnes
C_GARM_residuals,fi,Worn clothes,1,tonnes
C_GASD,C_ELEC_GAS,Distribution service for gas through mains,2,Meuro
C_GASE,fi,Natural gas,1,tonnes
C_GASL,fi,Natural gas liquids,1,tonnes
C_GCOK,fi,Gas Coke,1,tonnes
C_Gees_ese,C_AGRI,Geese,2,tonnes
C_Germe,C_BAKE,Germ of Maize,2,tonnes
C_Germt,C_BAKE,Germ of Wheat,2,tonnes
C_Ghee_buff,C_DAIR,"Ghee, from buffalo milk",2,tonnes
C_Ghee_cow,C_DAIR,"Ghee, from cow milk",2,tonnes
C_Gingr,C_AGRI,"Ginger root, raw",2,tonnes
C_GJET,fi,Gasoline-type jet fuel,1,tonnes
C_GL_INCI,fi,Incineration with energy recovery of glass,1,tonnes
C_GL_INCI_no_recov,fi,Incineration of glass,1,tonnes
C_GL_LAND,fi,Landfill of glass,1,tonnes
C_GL_OTHE,fi,Other disposal of glass,1,tonnes
C_GLAS,fi,Glass and glass products,1,tonnes
C_GLAS_01_RES,C_GLAS,Glass and glass products - Residual,2,tonnes
C_GLAS_reuse,fi,Treatment of glass bottle for reuse,1,tonnes
C_GLAW,fi,Recycling of glass,1,tonnes
C_Gluce,C_BAKE,Glucose and glucose syrup,2,tonnes
C_Gluten_mais,C_BAKE,Maize gluten meal (by-product of maize starch production),2,tonnes
C_Gluten_rice,fi,Rice gluten meal (by-product of rice starch production),1,tonnes
C_Gluten_wht,C_BAKE,Wheat gluten,2,tonnes
C_Goameat,C_AGRI,"Goat, live",2,tonnes
C_Goamilk,C_AGRI,Goat milk,2,tonnes
C_Goat,C_AGRI,Goats,2,tonnes
C_Gooss,C_AGRI,"Gooseberry, fresh",2,tonnes
C_Graid,C_AGRI,Mixed grain,2,tonnes
C_Grapf,C_AGRI,Pomelo and grapefruit,2,tonnes
C_Graps,C_AGRI,"Grape, table and wine, fresh",2,tonnes
C_Grapt,C_BEVR,Grape must,2,tonnes
C_Grou_prep,C_AGPR,"Peanut, roasted, salted",2,tonnes
C_Grou_shld,C_AGPR,"Peanut, shelled",2,tonnes
C_Groul,C_AGRI,"Peanut, with shell",2,tonnes
C_HA_INCI,fi,Incineration with energy recovery of hazardous waste,1,tonnes
C_HA_INCI_no_recov,fi,Incineration of hazardous waste,1,tonnes
C_HA_LAND,fi,Landfill of hazardous waste,1,tonnes
C_HA_OTHE,fi,Other disposal of hazardous waste,1,tonnes
C_HA_RECY,fi,Recycling of hazardous waste,1,tonnes
C_Haze_shld,C_AGPR,"Hazelnut, shelled",2,tonnes
C_Hazel,C_AGRI,"Hazelnut, with shell",2,tonnes
C_HEAL,fi,Human health and social care service,1,Meuro
C_HEAT,fi,Heat,1,TJ
C_heat_BA_INCI,C_HWAT,heat from incineration of batteries and accumulators,3,TJ
C_heat_BIOF,C_HWAT,heat from biogasification of food,3,TJ
C_heat_BIOP,C_HWAT,heat from biogasification of paper,3,TJ
C_heat_BIOS,C_HWAT,heat from biogasification of sewage,3,TJ
C_heat_CHP,C_HWAT,"District heat, from combined heat and power plants",3,TJ
C_heat_EBOIL,C_HWAT,"District heat, from electric boilers",3,TJ
C_heat_HA_INCI,C_HWAT,heat from incineration hazardous waste,3,TJ
C_heat_HPUMP,C_HWAT,District heat from heat pump,3,TJ
C_heat_HWAT,C_HWAT,"District heat, from heat plant",3,TJ
C_heat_INCF,C_HWAT,heat from from incineration of food,3,TJ
C_heat_INCL,C_HWAT,heat from incineration of plastics,3,TJ
C_heat_INCP,C_HWAT,heat from incineration of paper,3,TJ
C_heat_INCW,C_HWAT,heat from incineration of wood,3,TJ
C_heat_MA_INCI,C_HWAT,heat from incineration of manure,3,TJ
C_heat_MANC,C_HWAT,heat from biogasification of manure,3,TJ
C_heat_SE_INCI,C_HWAT,heat from incineration of sewage,3,TJ
C_heat_TE_INCI,C_HWAT,heat from incineration of textiles,3,TJ
C_heat_UN_INCI,C_HWAT,heat from incineration of unsorted waste,3,TJ
C_Hemp,C_AGRI,"Hemp fibre, raw, retted or decorticated",2,tonnes
C_Hempd,C_AGRI,Hempseed,2,tonnes
C_Hide_buff,C_AGRI,Buffalo hide,2,tonnes
C_Hide_cow,C_AGRI,Cattle hide,2,tonnes
C_Honel,C_AGRI,Honey,2,tonnes
C_Hops,C_AGRI,Hop flower,2,tonnes
C_HORE,fi,Accommodation and restaurant,1,Meuro
C_Horses,C_AGRI,"Horse, live",2,tonnes
