A,B,C,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,2,0,-1.10714,-1.13302,-1.15645,-1.17776,-1.19696,-1.21417,-1.22946,-1.24290,-1.25474,-1.26475,-1.27329,-1.28033,-1.28561,-1.28933,-1.29099,-1.29086,-1.28842,-1.28355,-1.27611,-1.26565,-1.25210,-1.23526,-1.21503,-1.19115,-1.16385,-1.13287,-1.09824,-1.06048,-1.01952,-0.97573,-0.92959,-0.88124,-0.83098,-0.77931,-0.72639,-0.67246,-0.61793,-0.56269,-0.50695,-0.45073,-0.39368,-0.33607,-0.27755,-0.21790,-0.15726,-0.09520,-0.03184,0.03286,0.09861,0.16520,0.23219,0.29902,0.36523,0.42994,0.49250,0.55187,0.60714,0.65750,0.70196,0.73981,0.77042,0.79305,0.80749,0.81327,0.81009,0.79845,0.77827,0.74994,0.71443,0.67189,0.62312,0.56896,0.51005,0.44737,0.38152,0.31342,0.24360,0.17278,0.10158,0.03053,-0.03987,-0.10953,-0.17785,-0.24487,-0.31033,-0.37397,-0.43594,-0.49594,-0.55413,-0.61025,-0.66434,-0.71636,-0.76607,-0.81357,-0.85874,-0.90148,-0.94189,-0.97977,-1.01524,-1.04837,-1.07885
0,0,2,1,0.96962,0.94737,0.92318,0.89767,0.87189,0.84647,0.82258,0.80125,0.78323,0.76971,0.76145,0.75905,0.76327,0.77446,0.79282,0.81862,0.85181,0.89209,0.93926,0.99264,1.05139,1.11487,1.18203,1.25184,1.32346,1.39559,1.46742,1.53803,1.60628,1.67174,1.73347,1.79080,1.84342,1.89087,1.93291,1.96928,2.00015,2.02534,2.04478,2.05874,2.06718,2.07021,2.06781,2.06043,2.04819,2.03093,2.00928,1.98331,1.95300,1.91894,1.88137,1.84055,1.79701,1.75102,1.70320,1.65393,1.60362,1.55300,1.50221,1.45181,1.40206,1.35323,1.30575,1.25986,1.21563,1.17336,1.13311,1.09493,1.05905,1.02540,0.99413,0.96516,0.93873,0.91513,0.89441,0.87686,0.86260,0.85179,0.84451,0.84067,0.84044,0.84387,0.85040,0.86024,0.87291,0.88761,0.90442,0.92237,0.94083,0.95924,0.97681,0.99284,1.00674,1.01789,1.02559,1.02965,1.02971,1.02563,1.01749,1.00516,0.98908
0,0,2,2,1.43150,1.52054,1.59782,1.66317,1.71646,1.75802,1.78835,1.80781,1.81711,1.81707,1.80825,1.79144,1.76736,1.73677,1.70028,1.65836,1.61164,1.56027,1.50459,1.44496,1.38134,1.31395,1.24286,1.16815,1.08997,1.00861,0.92416,0.83690,0.74735,0.65563,0.56254,0.46856,0.37427,0.28044,0.18771,0.09679,0.00815,-0.07728,-0.15917,-0.23725,-0.31078,-0.37977,-0.44417,-0.50374,-0.55869,-0.60915,-0.65548,-0.69800,-0.73705,-0.77318,-0.80690,-0.83860,-0.86882,-0.89813,-0.92694,-0.95543,-0.98414,-1.01336,-1.04312,-1.07376,-1.10523,-1.13742,-1.17020,-1.20316,-1.23627,-1.26891,-1.30076,-1.33131,-1.35961,-1.38523,-1.40717,-1.42473,-1.43701,-1.44317,-1.44216,-1.43319,-1.41546,-1.38811,-1.35071,-1.30251,-1.24327,-1.17270,-1.09072,-0.99752,-0.89342,-0.77914,-0.65522,-0.52277,-0.38279,-0.23649,-0.08556,0.06857,0.22432,0.37992,0.53367,0.68395,0.82914,0.96765,1.09823,1.21971,1.33101
0,0,2,3,1.06266,1.02218,0.98013,0.93630,0.88998,0.84103,0.78958,0.73540,0.67906,0.62082,0.56126,0.50103,0.44077,0.38128,0.32316,0.26714,0.21392,0.16393,0.11761,0.07546,0.03734,0.00360,-0.02581,-0.05113,-0.07228,-0.08942,-0.10280,-0.11247,-0.11863,-0.12136,-0.12075,-0.11680,-0.10933,-0.09840,-0.08366,-0.06509,-0.04268,-0.01630,0.01415,0.04853,0.08683,0.12896,0.17462,0.22351,0.27542,0.32979,0.38622,0.44440,0.50391,0.56434,0.62545,0.68685,0.74821,0.80976,0.87110,0.93238,0.99382,1.05532,1.11707,1.17931,1.24207,1.30526,1.36906,1.43324,1.49754,1.56182,1.62539,1.68772,1.74837,1.80626,1.86075,1.91100,1.95583,1.99461,2.02666,2.05112,2.06767,2.07585,2.07537,2.06629,2.04876,2.02310,1.99006,1.95035,1.90472,1.85451,1.80044,1.74382,1.68583,1.62744,1.56955,1.51297,1.45833,1.40596,1.35629,1.30925,1.26463,1.22216,1.18136,1.14158,1.10224
0,0,2,4,-0.05392,-0.07203,-0.09898,-0.13442,-0.17828,-0.23006,-0.28901,-0.35478,-0.42616,-0.50245,-0.58290,-0.66620,-0.75177,-0.83892,-0.92666,-1.01439,-1.10165,-1.18749,-1.27165,-1.35365,-1.43293,-1.50935,-1.58225,-1.65147,-1.71666,-1.77716,-1.83286,-1.88296,-1.92714,-1.96494,-1.99574,-2.01899,-2.03420,-2.04066,-2.03791,-2.02568,-2.00350,-1.97126,-1.92875,-1.87601,-1.81299,-1.74002,-1.65746,-1.56589,-1.46601,-1.35847,-1.24416,-1.12399,-0.99909,-0.87055,-0.73966,-0.60772,-0.47561,-0.34499,-0.21698,-0.09265,0.02657,0.13952,0.24512,0.34229,0.42986,0.50716,0.57328,0.62761,0.66958,0.69897,0.71544,0.71927,0.71058,0.68985,0.65802,0.61564,0.56417,0.50501,0.43957,0.36972,0.29713,0.22368,0.15100,0.08099,0.01533,-0.04476,-0.09764,-0.14268,-0.17897,-0.20608,-0.22410,-0.23305,-0.23354,-0.22662,-0.21321,-0.19457,-0.17228,-0.14766,-0.12251,-0.09839,-0.07693,-0.05965,-0.04780,-0.04228,-0.04412
0,0,3,0,-0.38180,-0.40549,-0.43125,-0.45883,-0.48781,-0.51857,-0.55087,-0.58495,-0.62110,-0.65956,-0.70088,-0.74516,-0.79279,-0.84378,-0.89811,-0.95553,-1.01589,-1.07832,-1.14194,-1.20570,-1.26827,-1.32830,-1.38398,-1.43393,-1.47621,-1.50929,-1.53180,-1.54218,-1.53953,-1.52299,-1.49184,-1.44631,-1.38646,-1.31283,-1.22648,-1.12869,-1.02102,-0.90538,-0.78371,-0.65821,-0.53091,-0.40397,-0.27969,-0.15969,-0.04606,0.05986,0.15675,0.24346,0.31921,0.38343,0.43592,0.47653,0.50546,0.52301,0.52950,0.52561,0.51191,0.48916,0.45820,0.41964,0.37438,0.32343,0.26735,0.20732,0.14416,0.07850,0.01173,-0.05535,-0.12173,-0.18634,-0.24841,-0.30693,-0.36095,-0.40975,-0.45234,-0.48845,-0.51764,-0.53933,-0.55377,-0.56082,-0.56079,-0.55437,-0.54216,-0.52503,-0.50388,-0.47999,-0.45426,-0.42800,-0.40226,-0.37788,-0.35601,-0.33725,-0.32227,-0.31168,-0.30566,-0.30421,-0.30737,-0.31491,-0.32649,-0.34176,-0.36035
0,0,3,1,1.21757,1.11688,1.01351,0.90789,0.80107,0.69354,0.58603,0.47958,0.37455,0.27194,0.17249,0.07669,-0.01494,-0.10199,-0.18415,-0.26100,-0.33223,-0.39794,-0.45791,-0.51240,-0.56161,-0.60527,-0.64419,-0.67819,-0.70756,-0.73282,-0.75360,-0.77054,-0.78377,-0.79314,-0.79880,-0.80054,-0.79813,-0.79159,-0.78059,-0.76485,-0.74403,-0.71770,-0.68573,-0.64788,-0.60397,-0.55417,-0.49823,-0.43660,-0.36938,-0.29696,-0.22007,-0.13920,-0.05540,0.03068,0.11807,0.20600,0.29375,0.38013,0.46465,0.54667,0.62554,0.70128,0.77340,0.84184,0.90681,0.96856,1.02754,1.08415,1.13889,1.19222,1.24451,1.29635,1.34811,1.40005,1.45238,1.50503,1.55801,1.61091,1.66344,1.71517,1.76553,1.81382,1.85945,1.90175,1.93981,1.97326,2.00134,2.02348,2.03937,2.04826,2.04999,2.04436,2.03102,2.01020,1.98170,1.94552,1.90195,1.85100,1.79295,1.72817,1.65688,1.57949,1.49638,1.40793,1.31483
0,0,3,2,-1.75885,-1.74347,-1.71808,-1.68257,-1.63747,-1.58262,-1.51864,-1.44631,-1.36617,-1.27939,-1.18698,-1.09016,-0.99009,-0.88845,-0.78639,-0.68551,-0.58766,-0.49384,-0.40579,-0.32477,-0.25183,-0.18810,-0.13465,-0.09226,-0.06161,-0.04317,-0.03726,-0.04386,-0.06286,-0.09404,-0.13687,-0.19088,-0.25526,-0.32908,-0.41146,-0.50125,-0.59710,-0.69792,-0.80213,-0.90833,-1.01525,-1.12135,-1.22538,-1.32585,-1.42142,-1.51090,-1.59292,-1.66657,-1.73084,-1.78483,-1.82807,-1.85998,-1.87995,-1.88826,-1.88465,-1.86945,-1.84324,-1.80644,-1.76016,-1.70527,-1.64297,-1.57468,-1.50170,-1.42545,-1.34778,-1.27009,-1.19399,-1.12096,-1.05233,-0.98933,-0.93329,-0.88488,-0.84498,-0.81425,-0.79274,-0.78077,-0.77829,-0.78494,-0.80045,-0.82435,-0.85586,-0.89444,-0.93899,-0.98891,-1.04307,-1.10072,-1.16085,-1.22247,-1.28491,-1.34679,-1.40769,-1.46645,-1.52213,-1.57421,-1.62164,-1.66345,-1.69911,-1.72767,-1.74842,-1.76100,-1.76465
0,0,3,3,0.75403,0.77649,0.78952,0.79302,0.78718,0.77249,0.74944,0.71878,0.68165,0.63884,0.59179,0.54203,0.49071,0.43930,0.38907,0.34134,0.29722,0.25811,0.22483,0.19799,0.17826,0.16591,0.16093,0.16327,0.17256,0.18803,0.20903,0.23449,0.26335,0.29443,0.32635,0.35788,0.38768,0.41454,0.43721,0.45488,0.46647,0.47109,0.46839,0.45769,0.43908,0.41257,0.37842,0.33710,0.28888,0.23472,0.17543,0.11175,0.04489,-0.02431,-0.09498,-0.16590,-0.23626,-0.30529,-0.37208,-0.43605,-0.49667,-0.55332,-0.60573,-0.65372,-0.69708,-0.73574,-0.76966,-0.79885,-0.82339,-0.84349,-0.85915,-0.87062,-0.87782,-0.88089,-0.87984,-0.87462,-0.86538,-0.85200,-0.83446,-0.81259,-0.78643,-0.75564,-0.72016,-0.67995,-0.63482,-0.58483,-0.52988,-0.47032,-0.40630,-0.33789,-0.26582,-0.19033,-0.11191,-0.03155,0.05006,0.13228,0.21386,0.29370,0.37107,0.44461,0.51328,0.57647,0.63292,0.68169,0.72235
0,0,3,4,0.70432,0.77739,0.84563,0.90798,0.96438,1.01428,1.05705,1.09284,1.12116,1.14207,1.15561,1.16182,1.16099,1.15325,1.13889,1.11811,1.09125,1.05868,1.02092,0.97827,0.93124,0.88039,0.82596,0.76878,0.70895,0.64698,0.58334,0.51813,0.45209,0.38531,0.31796,0.25060,0.18306,0.11574,0.04882,-0.01781,-0.08389,-0.14949,-0.21455,-0.27893,-0.34257,-0.40522,-0.46694,-0.52749,-0.58676,-0.64463,-0.70074,-0.75490,-0.80693,-0.85664,-0.90379,-0.94820,-0.98954,-1.02775,-1.06263,-1.09405,-1.12207,-1.14644,-1.16724,-1.18449,-1.19805,-1.20820,-1.21475,-1.21780,-1.21760,-1.21393,-1.20725,-1.19737,-1.18470,-1.16927,-1.15106,-1.13066,-1.10767,-1.08229,-1.05475,-1.02481,-0.99241,-0.95778,-0.92058,-0.88067,-0.83812,-0.79266,-0.74392,-0.69199,-0.63658,-0.57742,-0.51458,-0.44792,-0.37751,-0.30342,-0.22600,-0.14544,-0.06211,0.02345,0.11060,0.19869,0.28696,0.37466,0.46108,0.54531,0.62672
0,1,0,0,1.67631,1.76978,1.87036,1.97650,2.08634,2.19811,2.31011,2.42045,2.52774,2.63034,2.72688,2.81640,2.89765,2.96995,3.03270,3.08531,3.12753,3.15930,3.18055,3.19157,3.19291,3.18473,3.16778,3.14272,3.11000,3.07061,3.02532,2.97494,2.92039,2.86246,2.80210,2.73992,2.67689,2.61361,2.55060,2.48843,2.42755,2.36806,2.31039,2.25450,2.20058,2.14860,2.09815,2.04918,2.00144,1.95459,1.90862,1.86350,1.81879,1.77480,1.73137,1.68861,1.64701,1.60681,1.56841,1.53263,1.49976,1.47066,1.44607,1.42646,1.41253,1.40440,1.40264,1.40729,1.41812,1.43516,1.45765,1.48502,1.51623,1.55045,1.58633,1.62238,1.65756,1.69013,1.71890,1.74251,1.75999,1.77041,1.77304,1.76759,1.75394,1.73250,1.70383,1.66890,1.62888,1.58518,1.53940,1.49358,1.44945,1.40892,1.37392,1.34603,1.32699,1.31805,1.32043,1.33476,1.36162,1.40111,1.45295,1.51673,1.59152
0,1,0,1,2.55226,2.62610,2.69306,2.75292,2.80542,2.85059,2.88836,2.91872,2.94203,2.95862,2.96848,2.97199,2.96961,2.96142,2.94805,2.92999,2.90728,2.88059,2.85009,2.81634,2.78000,2.74143,2.70124,2.65992,2.61822,2.57669,2.53626,2.49727,2.46028,2.42589,2.39432,2.36623,2.34145,2.32016,2.30215,2.28713,2.27484,2.26474,2.25609,2.24812,2.24001,2.23082,2.21972,2.20574,2.18810,2.16612,2.13885,2.10586,2.06679,2.02114,1.96911,1.91068,1.84611,1.77558,1.69977,1.61929,1.53472,1.44725,1.35758,1.26679,1.17613,1.08635,0.99867,0.91416,0.83348,0.75781,0.68804,0.62492,0.56914,0.52141,0.48205,0.45146,0.43013,0.41810,0.41546,0.42215,0.43822,0.46327,0.49720,0.53990,0.59073,0.64954,0.71594,0.78935,0.86920,0.95504,1.04619,1.14204,1.24209,1.34553,1.45169,1.55952,1.66833,1.77721,1.88525,1.99185,2.09595,2.19676,2.29347,2.38548,2.47189
0,1,0,2,2.73099,2.77531,2.81279,2.84403,2.87041,2.89284,2.91212,2.92956,2.94560,2.96112,2.97684,2.99300,3.01001,3.02804,3.04698,3.06685,3.08723,3.10789,3.12843,3.14826,3.16708,3.18445,3.19965,3.21241,3.22207,3.22817,3.23069,3.22926,3.22384,3.21440,3.20105,3.18387,3.16313,3.13939,3.11273,3.08368,3.05263,3.01999,2.98625,2.95180,2.91698,2.88198,2.84698,2.81175,2.77664,2.74125,2.70520,2.66842,2.63007,2.58984,2.54698,2.50094,2.45102,2.39656,2.33706,2.27200,2.20098,2.12368,2.04011,1.95020,1.85426,1.75290,1.64660,1.53636,1.42324,1.30846,1.19367,1.08027,0.97024,0.86536,0.76744,0.67842,0.60020,0.53439,0.48251,0.44602,0.42581,0.42266,0.43715,0.46906,0.51815,0.58381,0.66479,0.75994,0.86753,0.98570,1.11232,1.24529,1.38206,1.52047,1.65847,1.79375,1.92475,2.04986,2.16745,2.27658,2.37639,2.46647,2.54679,2.61723,2.67852
0,1,0,3,2.36974,2.36352,2.34768,2.32307,2.29051,2.25079,2.20505,2.15457,2.10042,2.04408,1.98702,1.93050,1.87602,1.82494,1.77847,1.73792,1.70434,1.67850,1.66128,1.65292,1.65377,1.66383,1.68293,1.71050,1.74599,1.78856,1.83672,1.88978,1.94611,2.00418,2.06294,2.12045,2.17546,2.22663,2.27245,2.31210,2.34446,2.36892,2.38480,2.39162,2.38917,2.37722,2.35613,2.32595,2.28745,2.24100,2.18726,2.12699,2.06078,1.98956,1.91385,1.83473,1.75263,1.66815,1.58218,1.49497,1.40741,1.31991,1.23276,1.14673,1.06197,0.97923,0.89924,0.82244,0.74980,0.68195,0.61971,0.56400,0.51570,0.47572,0.44480,0.42372,0.41310,0.41349,0.42543,0.44913,0.48446,0.53155,0.58968,0.65830,0.73676,0.82379,0.91843,1.01939,1.12522,1.23432,1.34531,1.45649,1.56650,1.67386,1.77700,1.87471,1.96579,2.04930,2.12444,2.19031,2.24638,2.29218,2.32729,2.35200,2.36603
