Case ID;Activity;Start;Complete;Resource;Cost
9;Prepare report of anomalies;2022-04-05 19:19:51;2022-04-05 19:34:59;Paco;4515
9;Analyze measures to take;2022-04-05 19:39:58;2022-04-05 20:12:24;Rosa;12703
9;Generate blasting report;2022-04-05 20:20:04;2022-04-05 20:29:48;Paco;2904
10;Coordinate verification of polygon pits status;2022-04-06 08:07:37;2022-04-06 08:20:03;Pedro;4580
10;Load pits with explosives;2022-04-06 08:41:17;2022-04-06 10:27:09;Paco;52757
10;Design evacuation card;2022-04-06 10:30:16;2022-04-06 10:56:10;Rosa;11439
10;Evacuate blasting zone;2022-04-06 10:59:56;2022-04-06 11:23:43;Pedro;11139
10;Execute blasting;2022-04-06 11:25:46;2022-04-06 11:40:14;Paco;18783
10;Review blasting results;2022-04-06 11:51:05;2022-04-06 12:14:12;Pedro;8515
10;Generate blasting report;2022-04-06 12:22:35;2022-04-06 12:30:20;Paco;2312
11;Coordinate verification of polygon pits status;2022-04-06 12:37:50;2022-04-06 12:51:23;Pedro;4991
11;Load pits with explosives;2022-04-06 13:12:51;2022-04-06 14:49:01;Paco;47923
11;Design evacuation card;2022-04-06 14:53:08;2022-04-06 15:17:34;Rosa;10791
11;Evacuate blasting zone;2022-04-06 15:21:12;2022-04-06 15:47:34;Pedro;12348
11;Execute blasting;2022-04-06 15:49:45;2022-04-06 15:59:50;Paco;13092
11;Review blasting results;2022-04-06 16:10:41;2022-04-06 16:33:47;Pedro;8508
11;Prepare report of anomalies;2022-04-06 16:39:14;2022-04-06 17:00:14;Paco;6265
11;Analyze measures to take;2022-04-06 17:04:26;2022-04-06 17:34:35;Rosa;11809
11;Generate blasting report;2022-04-06 17:42:06;2022-04-06 17:50:36;Paco;2536
12;Coordinate verification of polygon pits status;2022-04-07 08:09:29;2022-04-07 08:15:12;Clara;2129
12;Load pits with explosives;2022-04-07 08:36:23;2022-04-07 10:10:40;Paco;46985
12;Design evacuation card;2022-04-07 10:15:07;2022-04-07 10:41:15;Rosa;11542
12;Evacuate blasting zone;2022-04-07 10:46:56;2022-04-07 11:12:53;Clara;12261
12;Execute blasting;2022-04-07 11:14:59;2022-04-07 11:27:08;Paco;15775
12;Review blasting results;2022-04-07 11:38:06;2022-04-07 12:03:06;Clara;9312
12;Generate blasting report;2022-04-07 12:11:30;2022-04-07 12:20:32;Paco;2695
13;Coordinate verification of polygon pits status;2022-04-07 12:26:43;2022-04-07 12:30:59;Clara;1589
13;Make observations in drilling diagram;2022-04-07 12:36:46;2022-04-07 12:44:08;Paco;2566
13;Revise drilling of polygon pits;2022-04-07 12:46:00;2022-04-07 13:18:26;Diego;25866
13;Load pits with explosives;2022-04-07 13:30:15;2022-04-07 15:02:15;Paco;45847
13;Design evacuation card;2022-04-07 15:06:42;2022-04-07 15:29:46;Rosa;10188
13;Evacuate blasting zone;2022-04-07 15:32:53;2022-04-07 15:56:29;Clara;11151
13;Execute blasting;2022-04-07 15:58:40;2022-04-07 16:06:36;Paco;10300
13;Review blasting results;2022-04-07 16:17:23;2022-04-07 16:41:58;Clara;9157
13;Generate blasting report;2022-04-07 16:50:26;2022-04-07 16:59:09;Paco;2600
14;Coordinate verification of polygon pits status;2022-04-08 08:08:39;2022-04-08 08:16:12;Pedro;2781
14;Load pits with explosives;2022-04-08 08:37:19;2022-04-08 10:33:21;Luis;57533
14;Design evacuation card;2022-04-08 10:37:23;2022-04-08 11:01:26;Rosa;10622
14;Evacuate blasting zone;2022-04-08 11:07:05;2022-04-08 11:42:26;Pedro;16556
14;Execute blasting;2022-04-08 11:44:38;2022-04-08 12:05:41;Luis;27277
14;Review blasting results;2022-04-08 12:16:42;2022-04-08 12:39:48;Pedro;8508
14;Prepare report of anomalies;2022-04-08 12:45:11;2022-04-08 12:59:39;Luis;4280
14;Analyze measures to take;2022-04-08 13:04:39;2022-04-08 13:30:50;Rosa;10255
14;Generate blasting report;2022-04-08 13:38:31;2022-04-08 13:53:42;Luis;4492
15;Coordinate verification of polygon pits status;2022-04-08 14:00:28;2022-04-08 14:08:36;Pedro;2996
15;Load pits with explosives;2022-04-08 14:29:55;2022-04-08 16:16:34;Paco;53147
15;Design evacuation card;2022-04-08 16:20:12;2022-04-08 16:44:26;Rosa;10703
15;Evacuate blasting zone;2022-04-08 16:49:17;2022-04-08 17:29:12;Pedro;18694
15;Execute blasting;2022-04-08 17:31:25;2022-04-08 17:45:45;Paco;18609
15;Review blasting results;2022-04-08 17:56:59;2022-04-08 18:20:00;Pedro;8478
15;Prepare report of anomalies;2022-04-08 18:25:18;2022-04-08 18:45:19;Paco;5972
15;Analyze measures to take;2022-04-08 18:50:06;2022-04-08 19:19:27;Rosa;11495
15;Generate blasting report;2022-04-08 19:27:06;2022-04-08 19:35:40;Paco;2556
16;Coordinate verification of polygon pits status;2022-04-09 08:08:36;2022-04-09 08:12:49;Clara;1571
16;Coordinate terrain revision;2022-04-09 08:28:37;2022-04-09 08:35:49;Clara;3042
16;Revise terrain;2022-04-09 10:12:45;2022-04-09 11:18:28;GM&PS;64621
16;Coordinate terrain revision;2022-04-09 11:40:31;2022-04-09 11:49:20;Clara;3725
16;Revise terrain;2022-04-09 13:25:48;2022-04-09 14:32:51;GM&PS;65932
16;Load pits with explosives;2022-04-09 14:40:46;2022-04-09 16:38:28;Hugo;58458
16;Design evacuation card;2022-04-09 16:41:30;2022-04-09 17:05:51;Rosa;10755
16;Evacuate blasting zone;2022-04-09 17:10:38;2022-04-09 17:38:30;Clara;13167
16;Execute blasting;2022-04-09 17:40:45;2022-04-09 17:57:22;Hugo;21546
16;Review blasting results;2022-04-09 18:08:31;2022-04-09 18:33:00;Clara;9120
16;Prepare report of anomalies;2022-04-09 18:38:17;2022-04-09 18:50:58;Hugo;3763
16;Analyze measures to take;2022-04-09 18:55:58;2022-04-09 19:26:40;Rosa;12024
16;Generate blasting report;2022-04-09 19:34:12;2022-04-09 19:50:19;Hugo;4781
17;Coordinate verification of polygon pits status;2022-04-10 08:08:06;2022-04-10 08:19:42;Pedro;4273
17;Load pits with explosives;2022-04-10 08:41:06;2022-04-10 10:35:08;Hugo;56637
17;Design evacuation card;2022-04-10 10:39:02;2022-04-10 11:03:43;Rosa;10902
17;Evacuate blasting zone;2022-04-10 11:08:19;2022-04-10 11:46:32;Pedro;17898
17;Execute blasting;2022-04-10 11:48:37;2022-04-10 12:03:31;Hugo;19320
17;Review blasting results;2022-04-10 12:14:41;2022-04-10 12:37:59;Pedro;8582
17;Prepare report of anomalies;2022-04-10 12:43:20;2022-04-10 12:55:13;Hugo;3525
17;Analyze measures to take;2022-04-10 13:00:03;2022-04-10 13:33:23;Rosa;13056
17;Generate blasting report;2022-04-10 13:40:57;2022-04-10 13:53:36;Hugo;3753
18;Coordinate verification of polygon pits status;2022-04-10 14:01:47;2022-04-10 14:10:39;Pedro;3266
18;Load pits with explosives;2022-04-10 14:32:04;2022-04-10 16:29:25;Luis;58186
18;Design evacuation card;2022-04-10 16:33:23;2022-04-10 16:57:10;Rosa;10504
18;Evacuate blasting zone;2022-04-10 17:03:29;2022-04-10 17:37:19;Pedro;15845
18;Execute blasting;2022-04-10 17:39:22;2022-04-10 17:57:48;Luis;23887
18;Review blasting results;2022-04-10 18:08:48;2022-04-10 18:32:03;Pedro;8564
18;Prepare report of anomalies;2022-04-10 18:37:29;2022-04-10 18:49:45;Luis;3629
18;Analyze measures to take;2022-04-10 18:54:52;2022-04-10 19:28:29;Rosa;13167
18;Generate blasting report;2022-04-10 19:36:04;2022-04-10 19:49:38;Luis;4013
19;Coordinate verification of polygon pits status;2022-04-11 08:09:13;2022-04-11 08:17:55;Maria;3262
19;Load pits with explosives;2022-04-11 08:44:17;2022-04-11 10:43:52;Roberto;59592
19;Design evacuation card;2022-04-11 10:45:50;2022-04-11 11:09:55;Rogelio;10557
19;Evacuate blasting zone;2022-04-11 11:10:47;2022-04-11 11:38:46;Maria;13292
19;Execute blasting;2022-04-11 11:40:53;2022-04-11 12:02:19;Roberto;27828
19;Review blasting results;2022-04-11 12:10:37;2022-04-11 12:33:55;Maria;8738
19;Prepare report of anomalies;2022-04-11 12:36:50;2022-04-11 12:49:18;Roberto;3719
19;Analyze measures to take;2022-04-11 12:51:57;2022-04-11 13:20:41;Rogelio;11158
19;Generate blasting report;2022-04-11 13:25:47;2022-04-11 13:40:05;Roberto;4266
20;Coordinate verification of polygon pits status;2022-04-11 13:46:58;2022-04-11 13:57:09;Maria;3819
20;Load pits with explosives;2022-04-11 14:23:21;2022-04-11 16:23:12;Eduardo;59625
20;Design evacuation card;2022-04-11 16:23:48;2022-04-11 16:48:16;Rogelio;10725
20;Evacuate blasting zone;2022-04-11 16:51:43;2022-04-11 17:18:53;Maria;12904
20;Execute blasting;2022-04-11 17:20:55;2022-04-11 17:46:39;Eduardo;33389
20;Review blasting results;2022-04-11 17:55:21;2022-04-11 18:18:36;Maria;8719
20;Prepare report of anomalies;2022-04-11 18:21:24;2022-04-11 18:33:51;Eduardo;3704
20;Analyze measures to take;2022-04-11 18:35:40;2022-04-11 19:04:07;Rogelio;11048
20;Execute blasting revision;2022-04-11 19:26:32;2022-04-11 20:28:44;Eduardo;90034
20;Review blasting results;2022-04-11 20:37:28;2022-04-11 21:00:47;Maria;8744
20;Generate blasting report;2022-04-11 21:06:40;2022-04-11 21:21:25;Eduardo;4388
21;Coordinate verification of polygon pits status;2022-04-12 08:07:16;2022-04-12 08:17:12;Edgar;3642
21;Make observations in drilling diagram;2022-04-12 08:19:44;2022-04-12 08:25:02;Marta;1855
21;Load pits with explosives;2022-04-12 08:38:40;2022-04-12 10:38:08;Marta;59733
21;Design evacuation card;2022-04-12 10:40:06;2022-04-12 11:03:46;Rogelio;10374
21;Evacuate blasting zone;2022-04-12 11:04:59;2022-04-12 11:44:14;Edgar;18317
21;Execute blasting;2022-04-12 11:46:29;2022-04-12 12:00:21;Marta;18027
21;Review blasting results;2022-04-12 12:08:55;2022-04-12 12:30:47;Edgar;8018
21;Prepare report of anomalies;2022-04-12 12:33:35;2022-04-12 12:47:44;Marta;4245
21;Analyze measures to take;2022-04-12 12:49:46;2022-04-12 13:18:20;Rogelio;11093
21;Execute blasting revision;2022-04-12 13:40:48;2022-04-12 14:48:18;Marta;97875
21;Review blasting results;2022-04-12 14:56:42;2022-04-12 15:18:28;Edgar;7981
21;Generate blasting report;2022-04-12 15:24:20;2022-04-12 15:31:46;Marta;2230
22;Coordinate verification of polygon pits status;2022-04-12 15:38:47;2022-04-12 15:50:53;Edgar;4437
22;Load pits with explosives;2022-04-12 16:17:05;2022-04-12 18:30:46;Eduardo;66507
22;Design evacuation card;2022-04-12 18:31:21;2022-04-12 18:55:36;Rogelio;10630
22;Evacuate blasting zone;2022-04-12 18:57:19;2022-04-12 19:31:51;Edgar;16116
22;Execute blasting;2022-04-12 19:34:04;2022-04-12 19:57:00;Eduardo;29756
22;Review blasting results;2022-04-12 20:05:31;2022-04-12 20:27:31;Edgar;8067
22;Generate blasting report;2022-04-12 20:33:16;2022-04-12 20:46:38;Eduardo;3977
23;Coordinate verification of polygon pits status;2022-04-13 08:09:48;2022-04-13 08:16:42;Maria;2588
23;Load pits with explosives;2022-04-13 08:43:06;2022-04-13 10:35:05;Romina;55758
23;Design evacuation card;2022-04-13 10:36:52;2022-04-13 11:00:19;Rogelio;10279
23;Evacuate blasting zone;2022-04-13 11:01:09;2022-04-13 11:28:01;Maria;12762
23;Execute blasting;2022-04-13 11:30:05;2022-04-13 11:46:04;Romina;20745
23;Review blasting results;2022-04-13 11:54:27;2022-04-13 12:17:44;Maria;8731
23;Prepare report of anomalies;2022-04-13 12:20:43;2022-04-13 12:38:28;Romina;5288
23;Analyze measures to take;2022-04-13 12:40:27;2022-04-13 13:07:26;Rogelio;10479
23;Generate blasting report;2022-04-13 13:12:28;2022-04-13 13:19:00;Romina;1946
24;Coordinate verification of polygon pits status;2022-04-13 13:27:54;2022-04-13 13:35:28;Maria;2838
24;Load pits with explosives;2022-04-13 14:01:33;2022-04-13 16:04:16;Romina;61103
24;Design evacuation card;2022-04-13 16:05:04;2022-04-13 16:28:55;Rogelio;10454
24;Evacuate blasting zone;2022-04-13 16:32:29;2022-04-13 16:58:49;Maria;12508
24;Execute blasting;2022-04-13 17:00:51;2022-04-13 17:16:54;Romina;20832
24;Review blasting results;2022-04-13 17:25:37;2022-04-13 17:48:56;Maria;8744
24;Prepare report of anomalies;2022-04-13 17:51:54;2022-04-13 18:04:30;Romina;3754
24;Analyze measures to take;2022-04-13 18:06:44;2022-04-13 18:34:23;Rogelio;10737
24;Generate blasting report;2022-04-13 18:39:35;2022-04-13 18:44:58;Romina;1604
25;Coordinate verification of polygon pits status;2022-04-14 08:07:42;2022-04-14 08:15:13;Rodrigo;2750
25;Load pits with explosives;2022-04-14 08:41:32;2022-04-14 10:44:13;Marta;61342
25;Design evacuation card;2022-04-14 10:45:13;2022-04-14 11:09:15;Rogelio;10535
25;Evacuate blasting zone;2022-04-14 11:10:47;2022-04-14 11:39:43;Rodrigo;13478
25;Execute blasting;2022-04-14 11:41:45;2022-04-14 11:57:45;Marta;20800
25;Review blasting results;2022-04-14 12:06:28;2022-04-14 12:31:47;Rodrigo;9262
25;Prepare report of anomalies;2022-04-14 12:34:42;2022-04-14 12:49:45;Marta;4515
25;Analyze measures to take;2022-04-14 12:53:12;2022-04-14 13:22:26;Rogelio;11352
25;Generate blasting report;2022-04-14 13:27:39;2022-04-14 13:34:25;Marta;2030
26;Coordinate verification of polygon pits status;2022-04-14 13:41:41;2022-04-14 13:48:16;Rodrigo;2408
26;Make observations in drilling diagram;2022-04-14 13:52:09;2022-04-14 13:54:11;Roberto;708
26;Revise drilling of polygon pits;2022-04-14 13:56:25;2022-04-14 14:34:12;Marcela;30179
26;Load pits with explosives;2022-04-14 14:50:54;2022-04-14 16:50:45;Roberto;59725
26;Design evacuation card;2022-04-14 16:51:57;2022-04-14 17:16:19;Rogelio;10681
26;Evacuate blasting zone;2022-04-14 17:18:13;2022-04-14 17:44:08;Rodrigo;12073
26;Execute blasting;2022-04-14 17:46:16;2022-04-14 18:08:02;Roberto;28260
26;Review blasting results;2022-04-14 18:16:30;2022-04-14 18:41:40;Rodrigo;9207
26;Generate blasting report;2022-04-14 18:47:26;2022-04-14 19:01:10;Roberto;4097
27;Coordinate verification of polygon pits status;2022-04-15 08:08:17;2022-04-15 08:16:02;Edgar;2842
27;Load pits with explosives;2022-04-15 08:42:20;2022-04-15 10:42:28;Marta;60067
27;Design evacuation card;2022-04-15 10:43:43;2022-04-15 11:07:48;Rogelio;10557
27;Evacuate blasting zone;2022-04-15 11:11:51;2022-04-15 11:39:30;Edgar;12903
27;Execute blasting;2022-04-15 11:41:38;2022-04-15 11:56:01;Marta;18698
27;Review blasting results;2022-04-15 12:04:19;2022-04-15 12:26:31;Edgar;8140
27;Prepare report of anomalies;2022-04-15 12:29:24;2022-04-15 12:48:35;Marta;5755
27;Analyze measures to take;2022-04-15 12:52:04;2022-04-15 13:24:04;Rogelio;12427
27;Generate blasting report;2022-04-15 13:29:05;2022-04-15 13:35:46;Marta;2005
28;Coordinate verification of polygon pits status;2022-04-15 13:44:32;2022-04-15 13:52:36;Edgar;2958
28;Load pits with explosives;2022-04-15 14:18:48;2022-04-15 16:19:05;Roberto;59941
28;Design evacuation card;2022-04-15 16:19:36;2022-04-15 16:43:11;Rogelio;10337
28;Evacuate blasting zone;2022-04-15 16:44:25;2022-04-15 17:19:24;Edgar;16326
28;Execute blasting;2022-04-15 17:21:27;2022-04-15 17:42:15;Roberto;27005
28;Review blasting results;2022-04-15 17:50:55;2022-04-15 18:12:56;Edgar;8073
28;Generate blasting report;2022-04-15 18:18:48;2022-04-15 18:32:45;Roberto;4162
29;Coordinate verification of polygon pits status;2022-04-16 08:09:18;2022-04-16 08:18:42;Maria;3525
29;Coordinate terrain revision;2022-04-16 08:32:09;2022-04-16 08:42:32;Maria;4413
29;Revise terrain;2022-04-16 09:48:03;2022-04-16 10:55:14;GM&PS;66064
29;Load pits with explosives;2022-04-16 11:08:05;2022-04-16 13:12:37;Eduardo;61955
29;Design evacuation card;2022-04-16 13:14:15;2022-04-16 13:37:45;Rogelio;10301
29;Evacuate blasting zone;2022-04-16 13:39:24;2022-04-16 14:06:49;Maria;13023
29;Execute blasting;2022-04-16 14:09:00;2022-04-16 14:26:31;Eduardo;22728
29;Review blasting results;2022-04-16 14:34:46;2022-04-16 14:58:01;Maria;8719
29;Generate blasting report;2022-04-16 15:03:48;2022-04-16 15:18:02;Eduardo;4234
30;Coordinate verification of polygon pits status;2022-04-16 15:24:36;2022-04-16 15:33:53;Maria;3481
30;Load pits with explosives;2022-04-16 16:00:21;2022-04-16 18:16:33;Roberto;67873
30;Design evacuation card;2022-04-16 18:17:58;2022-04-16 18:41:44;Rogelio;10418
30;Evacuate blasting zone;2022-04-16 18:43:37;2022-04-16 19:10:10;Maria;12611
30;Execute blasting;2022-04-16 19:12:14;2022-04-16 19:33:36;Roberto;27741
30;Review blasting results;2022-04-16 19:42:07;2022-04-16 20:05:20;Maria;8706
30;Prepare report of anomalies;2022-04-16 20:08:12;2022-04-16 20:20:31;Roberto;3674
30;Analyze measures to take;2022-04-16 20:23:13;2022-04-16 20:52:27;Rogelio;11352
30;Execute blasting revision;2022-04-16 21:14:42;2022-04-16 22:15:44;Roberto;88397
30;Review blasting results;2022-04-16 22:24:15;2022-04-16 22:47:28;Maria;8706
30;Prepare report of anomalies;2022-04-16 22:50:17;2022-04-16 23:02:21;Roberto;3600
30;Analyze measures to take;2022-04-16 23:03:57;2022-04-16 23:33:03;Rogelio;11300
30;Generate blasting report;2022-04-16 23:38:05;2022-04-16 23:52:06;Roberto;4182
31;Coordinate verification of polygon pits status;2022-04-17 08:07:07;2022-04-17 08:19:26;Edgar;4516
31;Make observations in drilling diagram;2022-04-17 08:23:19;2022-04-17 08:25:01;Roberto;592
31;Revise drilling of polygon pits;2022-04-17 08:26:47;2022-04-17 09:03:16;Edison;29126
31;Load pits with explosives;2022-04-17 09:19:56;2022-04-17 11:24:01;Roberto;61835
31;Design evacuation card;2022-04-17 11:25:21;2022-04-17 11:48:39;Rogelio;10213
31;Evacuate blasting zone;2022-04-17 11:50:26;2022-04-17 12:29:56;Edgar;18433
31;Execute blasting;2022-04-17 12:32:10;2022-04-17 12:52:21;Roberto;26205
31;Review blasting results;2022-04-17 13:00:58;2022-04-17 13:22:50;Edgar;8018
31;Generate blasting report;2022-04-17 13:28:47;2022-04-17 13:42:02;Roberto;3953
32;Coordinate verification of polygon pits status;2022-04-17 13:49:34;2022-04-17 13:58:14;Edgar;3178
32;Make observations in drilling diagram;2022-04-17 14:00:46;2022-04-17 14:03:05;Eduardo;805
32;Revise drilling of polygon pits;2022-04-17 14:06:50;2022-04-17 14:44:56;Marcela;30432
32;Load pits with explosives;2022-04-17 15:01:54;2022-04-17 17:02:40;Eduardo;60081
32;Design evacuation card;2022-04-17 17:03:20;2022-04-17 17:27:46;Rogelio;10710
32;Evacuate blasting zone;2022-04-17 17:29:12;2022-04-17 18:01:26;Edgar;15042
32;Execute blasting;2022-04-17 18:03:35;2022-04-17 18:20:35;Eduardo;22058
32;Review blasting results;2022-04-17 18:28:55;2022-04-17 18:50:55;Edgar;8067
32;Prepare report of anomalies;2022-04-17 18:53:41;2022-04-17 19:05:59;Eduardo;3659
32;Analyze measures to take;2022-04-17 19:09:01;2022-04-17 19:40:01;Rogelio;12038
32;Execute blasting revision;2022-04-17 20:02:04;2022-04-17 21:04:16;Eduardo;90034
32;Review blasting results;2022-04-17 21:12:38;2022-04-17 21:34:24;Edgar;7981
32;Prepare report of anomalies;2022-04-17 21:37:21;2022-04-17 21:50:50;Eduardo;4011
32;Analyze measures to take;2022-04-17 21:52:38;2022-04-17 22:20:47;Rogelio;10932
32;Execute blasting revision;2022-04-17 22:42:49;2022-04-17 23:43:52;Eduardo;88370
32;Review blasting results;2022-04-17 23:52:19;2022-04-18 00:14:19;Edgar;8067
32;Generate blasting report;2022-04-18 00:20:16;2022-04-18 00:33:59;Eduardo;4081
