file_name,label,load_N,rotation_hz,sample_rate,bearing_id,stage
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_14_1.mat,50,0,29.166667,42000,14,development
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_14_2.mat,50,0,29.166667,42000,14,fault
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_15_1.mat,50,0,29.166667,42000,15,development
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_12_1.mat,50,0,29.166667,42000,12,development
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_15_2.mat,50,0,29.166667,42000,15,fault
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_13_1.mat,50,0,29.166667,42000,13,development
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_11_1.mat,50,0,29.166667,42000,11,development
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_12_2.mat,50,0,29.166667,42000,12,fault
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_3_0.mat,47,400,29.166667,42000,3,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_1_0.mat,47,400,29.166667,42000,1,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_18_0.mat,47,400,29.166667,42000,18,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_20_0.mat,47,400,29.166667,42000,20,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_13_0.mat,47,400,29.166667,42000,13,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_9_0.mat,47,400,29.166667,42000,9,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_16_0.mat,47,400,29.166667,42000,16,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_10_0.mat,47,400,29.166667,42000,10,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_2_0.mat,47,400,29.166667,42000,2,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_14_0.mat,47,400,29.166667,42000,14,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_4_0.mat,47,400,29.166667,42000,4,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_6_0.mat,47,400,29.166667,42000,6,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_12_0.mat,47,400,29.166667,42000,12,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_19_0.mat,47,400,29.166667,42000,19,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_11_0.mat,47,400,29.166667,42000,11,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_17_0.mat,47,400,29.166667,42000,17,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_15_0.mat,47,400,29.166667,42000,15,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_7_0.mat,47,400,29.166667,42000,7,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_8_0.mat,47,400,29.166667,42000,8,healthy
3_MatLab_Raw_Data_Files (.mat)/1_Healthy/H_5_0.mat,47,400,29.166667,42000,5,healthy
