fault_size,load,file_name,variable_name,axis,domain,sample_size,rotation_hz,label,sample_rate,component_location
0.014,3.0,188.mat,X188_BA_time,BA,time,122136,28.83333333333333,3,12000,DE
0.014,0.0,197.mat,X197_DE_time,DE,time,121846,29.95,2,12000,DE
0.014,0.0,197.mat,X197_FE_time,FE,time,121846,29.95,2,12000,DE
0.014,0.0,197.mat,X197_BA_time,BA,time,121846,29.95,2,12000,DE
0.014,1.0,198.mat,X198_DE_time,DE,time,122136,29.53333333333333,2,12000,DE
0.014,1.0,198.mat,X198_FE_time,FE,time,122136,29.53333333333333,2,12000,DE
0.014,1.0,198.mat,X198_BA_time,BA,time,122136,29.53333333333333,2,12000,DE
0.014,2.0,199.mat,X199_DE_time,DE,time,121846,29.16666666666667,2,12000,DE
0.014,2.0,199.mat,X199_FE_time,FE,time,121846,29.16666666666667,2,12000,DE
0.014,2.0,199.mat,X199_BA_time,BA,time,121846,29.16666666666667,2,12000,DE
0.014,3.0,200.mat,X200_DE_time,DE,time,121991,28.83333333333333,2,12000,DE
0.014,3.0,200.mat,X200_FE_time,FE,time,121991,28.83333333333333,2,12000,DE
0.014,3.0,200.mat,X200_BA_time,BA,time,121991,28.83333333333333,2,12000,DE
0.021,0.0,222.mat,X222_DE_time,DE,time,121991,29.95,3,12000,DE
0.021,0.0,222.mat,X222_FE_time,FE,time,121991,29.95,3,12000,DE
0.021,0.0,222.mat,X222_BA_time,BA,time,121991,29.95,3,12000,DE
0.021,1.0,223.mat,X223_DE_time,DE,time,121701,29.53333333333333,3,12000,DE
0.021,1.0,223.mat,X223_FE_time,FE,time,121701,29.53333333333333,3,12000,DE
0.021,1.0,223.mat,X223_BA_time,BA,time,121701,29.53333333333333,3,12000,DE
0.021,2.0,224.mat,X224_DE_time,DE,time,122136,29.16666666666667,3,12000,DE
0.021,2.0,224.mat,X224_FE_time,FE,time,122136,29.16666666666667,3,12000,DE
0.021,2.0,224.mat,X224_BA_time,BA,time,122136,29.16666666666667,3,12000,DE
0.021,3.0,225.mat,X225_DE_time,DE,time,122136,28.83333333333333,3,12000,DE
0.021,3.0,225.mat,X225_FE_time,FE,time,122136,28.83333333333333,3,12000,DE
0.021,3.0,225.mat,X225_BA_time,BA,time,122136,28.83333333333333,3,12000,DE
0.021,0.0,270.mat,X270_DE_time,DE,time,121168,29.95,1,12000,FE
0.021,0.0,270.mat,X270_FE_time,FE,time,121168,29.95,1,12000,FE
0.021,0.0,270.mat,X270_BA_time,BA,time,121168,29.95,1,12000,FE
0.021,1.0,271.mat,X271_DE_time,DE,time,121168,29.53333333333333,1,12000,FE
0.021,1.0,271.mat,X271_FE_time,FE,time,121168,29.53333333333333,1,12000,FE
0.021,1.0,271.mat,X271_BA_time,BA,time,121168,29.53333333333333,1,12000,FE
0.021,2.0,272.mat,X272_DE_time,DE,time,120984,29.16666666666667,1,12000,FE
0.021,2.0,272.mat,X272_FE_time,FE,time,120984,29.16666666666667,1,12000,FE
0.021,2.0,272.mat,X272_BA_time,BA,time,120984,29.16666666666667,1,12000,FE
0.021,3.0,273.mat,X273_DE_time,DE,time,121168,28.83333333333333,1,12000,FE
0.021,3.0,273.mat,X273_FE_time,FE,time,121168,28.83333333333333,1,12000,FE
0.021,3.0,273.mat,X273_BA_time,BA,time,121168,28.83333333333333,1,12000,FE
0.014,0.0,274.mat,X274_DE_time,DE,time,121351,29.95,1,12000,FE
0.014,0.0,274.mat,X274_FE_time,FE,time,121351,29.95,1,12000,FE
0.014,0.0,274.mat,X274_BA_time,BA,time,121351,29.95,1,12000,FE
0.014,1.0,275.mat,X275_DE_time,DE,time,121351,29.53333333333333,1,12000,FE
0.014,1.0,275.mat,X275_FE_time,FE,time,121351,29.53333333333333,1,12000,FE
0.014,1.0,275.mat,X275_BA_time,BA,time,121351,29.53333333333333,1,12000,FE
0.014,2.0,276.mat,X276_DE_time,DE,time,121351,29.16666666666667,1,12000,FE
0.014,2.0,276.mat,X276_FE_time,FE,time,121351,29.16666666666667,1,12000,FE
0.014,2.0,276.mat,X276_BA_time,BA,time,121351,29.16666666666667,1,12000,FE
0.014,3.0,277.mat,X277_DE_time,DE,time,121168,28.83333333333333,1,12000,FE
0.014,3.0,277.mat,X277_FE_time,FE,time,121168,28.83333333333333,1,12000,FE
0.014,3.0,277.mat,X277_BA_time,BA,time,121168,28.83333333333333,1,12000,FE
0.007,0.0,282.mat,X282_DE_time,DE,time,121168,29.95,3,12000,FE
0.007,0.0,282.mat,X282_FE_time,FE,time,121168,29.95,3,12000,FE
0.007,0.0,282.mat,X282_BA_time,BA,time,121168,29.95,3,12000,FE
0.007,1.0,283.mat,X283_DE_time,DE,time,120801,29.53333333333333,3,12000,FE
0.007,1.0,283.mat,X283_FE_time,FE,time,120801,29.53333333333333,3,12000,FE
0.007,1.0,283.mat,X283_BA_time,BA,time,120801,29.53333333333333,3,12000,FE
0.007,2.0,284.mat,X284_DE_time,DE,time,121719,29.16666666666667,3,12000,FE
0.007,2.0,284.mat,X284_FE_time,FE,time,121719,29.16666666666667,3,12000,FE
0.007,2.0,284.mat,X284_BA_time,BA,time,121719,29.16666666666667,3,12000,FE
0.007,3.0,285.mat,X285_DE_time,DE,time,121168,28.83333333333333,3,12000,FE
0.007,3.0,285.mat,X285_FE_time,FE,time,121168,28.83333333333333,3,12000,FE
0.007,3.0,285.mat,X285_BA_time,BA,time,121168,28.83333333333333,3,12000,FE
0.021,0.0,209.mat,X209_DE_time,DE,time,122136,29.95,1,12000,DE
0.021,0.0,209.mat,X209_FE_time,FE,time,122136,29.95,1,12000,DE
0.021,0.0,209.mat,X209_BA_time,BA,time,122136,29.95,1,12000,DE
0.021,1.0,210.mat,X210_DE_time,DE,time,121556,29.53333333333333,1,12000,DE
0.021,1.0,210.mat,X210_FE_time,FE,time,121556,29.53333333333333,1,12000,DE
0.021,1.0,210.mat,X210_BA_time,BA,time,121556,29.53333333333333,1,12000,DE
0.021,2.0,211.mat,X211_DE_time,DE,time,121846,29.16666666666667,1,12000,DE
0.021,2.0,211.mat,X211_FE_time,FE,time,121846,29.16666666666667,1,12000,DE
0.021,2.0,211.mat,X211_BA_time,BA,time,121846,29.16666666666667,1,12000,DE
0.021,3.0,212.mat,X212_DE_time,DE,time,121991,28.83333333333333,1,12000,DE
0.021,3.0,212.mat,X212_FE_time,FE,time,121991,28.83333333333333,1,12000,DE
0.021,3.0,212.mat,X212_BA_time,BA,time,121991,28.83333333333333,1,12000,DE
0.021,0.0,234.mat,X234_DE_time,DE,time,122426,29.95,2,12000,DE
0.021,0.0,234.mat,X234_FE_time,FE,time,122426,29.95,2,12000,DE
0.021,0.0,234.mat,X234_BA_time,BA,time,122426,29.95,2,12000,DE
0.021,1.0,235.mat,X235_DE_time,DE,time,121991,29.53333333333333,2,12000,DE
0.021,1.0,235.mat,X235_FE_time,FE,time,121991,29.53333333333333,2,12000,DE
0.021,1.0,235.mat,X235_BA_time,BA,time,121991,29.53333333333333,2,12000,DE
0.021,2.0,236.mat,X236_DE_time,DE,time,122281,29.16666666666667,2,12000,DE
0.021,2.0,236.mat,X236_FE_time,FE,time,122281,29.16666666666667,2,12000,DE
0.021,2.0,236.mat,X236_BA_time,BA,time,122281,29.16666666666667,2,12000,DE
0.021,3.0,237.mat,X237_DE_time,DE,time,121991,28.83333333333333,2,12000,DE
0.021,3.0,237.mat,X237_FE_time,FE,time,121991,28.83333333333333,2,12000,DE
0.021,3.0,237.mat,X237_BA_time,BA,time,121991,28.83333333333333,2,12000,DE
0.007,0.0,278.mat,X278_DE_time,DE,time,121535,29.95,1,12000,FE
0.007,0.0,278.mat,X278_FE_time,FE,time,121535,29.95,1,12000,FE
0.007,0.0,278.mat,X278_BA_time,BA,time,121535,29.95,1,12000,FE
0.007,1.0,279.mat,X279_DE_time,DE,time,121351,29.53333333333333,1,12000,FE
0.007,1.0,279.mat,X279_FE_time,FE,time,121351,29.53333333333333,1,12000,FE
0.007,1.0,279.mat,X279_BA_time,BA,time,121351,29.53333333333333,1,12000,FE
0.007,2.0,280.mat,X280_DE_time,DE,time,121351,29.16666666666667,1,12000,FE
0.007,2.0,280.mat,X280_FE_time,FE,time,121351,29.16666666666667,1,12000,FE
0.007,2.0,280.mat,X280_BA_time,BA,time,121351,29.16666666666667,1,12000,FE
0.007,3.0,281.mat,X281_DE_time,DE,time,121535,28.83333333333333,1,12000,FE
0.007,3.0,281.mat,X281_FE_time,FE,time,121535,28.83333333333333,1,12000,FE
0.007,3.0,281.mat,X281_BA_time,BA,time,121535,28.83333333333333,1,12000,FE
0.014,0.0,286.mat,X286_DE_time,DE,time,122086,29.95,3,12000,FE
0.014,0.0,286.mat,X286_FE_time,FE,time,122086,29.95,3,12000,FE
0.014,0.0,286.mat,X286_BA_time,BA,time,122086,29.95,3,12000,FE
0.014,1.0,287.mat,X287_DE_time,DE,time,121719,29.53333333333333,3,12000,FE
0.014,1.0,287.mat,X287_FE_time,FE,time,121719,29.53333333333333,3,12000,FE
0.014,1.0,287.mat,X287_BA_time,BA,time,121719,29.53333333333333,3,12000,FE
0.014,2.0,288.mat,X288_DE_time,DE,time,122269,29.16666666666667,3,12000,FE
0.014,2.0,288.mat,X288_FE_time,FE,time,122269,29.16666666666667,3,12000,FE
0.014,2.0,288.mat,X288_BA_time,BA,time,122269,29.16666666666667,3,12000,FE
0.014,3.0,289.mat,X289_DE_time,DE,time,121168,28.83333333333333,3,12000,FE
0.014,3.0,289.mat,X289_FE_time,FE,time,121168,28.83333333333333,3,12000,FE
0.014,3.0,289.mat,X289_BA_time,BA,time,121168,28.83333333333333,3,12000,FE
0.021,0.0,290.mat,X290_DE_time,DE,time,121351,29.95,3,12000,FE
0.021,0.0,290.mat,X290_FE_time,FE,time,121351,29.95,3,12000,FE
0.021,0.0,290.mat,X290_BA_time,BA,time,121351,29.95,3,12000,FE
0.021,1.0,291.mat,X291_DE_time,DE,time,121351,29.53333333333333,3,12000,FE
0.021,1.0,291.mat,X291_FE_time,FE,time,121351,29.53333333333333,3,12000,FE
0.021,1.0,291.mat,X291_BA_time,BA,time,121351,29.53333333333333,3,12000,FE
0.021,2.0,292.mat,X292_DE_time,DE,time,121535,29.16666666666667,3,12000,FE
0.021,2.0,292.mat,X292_FE_time,FE,time,121535,29.16666666666667,3,12000,FE
0.021,2.0,292.mat,X292_BA_time,BA,time,121535,29.16666666666667,3,12000,FE
0.021,3.0,293.mat,X293_DE_time,DE,time,120801,28.83333333333333,3,12000,FE
0.021,3.0,293.mat,X293_FE_time,FE,time,120801,28.83333333333333,3,12000,FE
0.021,3.0,293.mat,X293_BA_time,BA,time,120801,28.83333333333333,3,12000,FE
0.007,0.0,294.mat,X294_DE_time,DE,time,121168,29.95,2,12000,FE
0.007,0.0,294.mat,X294_FE_time,FE,time,121168,29.95,2,12000,FE
0.007,0.0,294.mat,X294_BA_time,BA,time,121168,29.95,2,12000,FE
0.007,1.0,295.mat,X295_DE_time,DE,time,121535,29.53333333333333,2,12000,FE
0.007,1.0,295.mat,X295_FE_time,FE,time,121535,29.53333333333333,2,12000,FE
0.007,1.0,295.mat,X295_BA_time,BA,time,121535,29.53333333333333,2,12000,FE
0.007,2.0,296.mat,X296_DE_time,DE,time,121168,29.16666666666667,2,12000,FE
0.007,2.0,296.mat,X296_FE_time,FE,time,121168,29.16666666666667,2,12000,FE
0.007,2.0,296.mat,X296_BA_time,BA,time,121168,29.16666666666667,2,12000,FE
0.007,3.0,297.mat,X297_DE_time,DE,time,121902,28.83333333333333,2,12000,FE
0.007,3.0,297.mat,X297_FE_time,FE,time,121902,28.83333333333333,2,12000,FE
0.007,3.0,297.mat,X297_BA_time,BA,time,121902,28.83333333333333,2,12000,FE
0.014,0.0,310.mat,X310_DE_time,DE,time,121535,29.95,2,12000,FE
0.014,0.0,310.mat,X310_FE_time,FE,time,121535,29.95,2,12000,FE
0.014,0.0,310.mat,X310_BA_time,BA,time,121535,29.95,2,12000,FE
0.014,1.0,309.mat,X309_DE_time,DE,time,121168,29.53333333333333,2,12000,FE
0.014,1.0,309.mat,X309_FE_time,FE,time,121168,29.53333333333333,2,12000,FE
0.014,1.0,309.mat,X309_BA_time,BA,time,121168,29.53333333333333,2,12000,FE
0.014,2.0,311.mat,X311_DE_time,DE,time,120984,29.16666666666667,2,12000,FE
0.014,2.0,311.mat,X311_FE_time,FE,time,120984,29.16666666666667,2,12000,FE
0.014,2.0,311.mat,X311_BA_time,BA,time,120984,29.16666666666667,2,12000,FE
0.014,3.0,312.mat,X312_DE_time,DE,time,120984,28.83333333333333,2,12000,FE
0.014,3.0,312.mat,X312_FE_time,FE,time,120984,28.83333333333333,2,12000,FE
0.014,3.0,312.mat,X312_BA_time,BA,time,120984,28.83333333333333,2,12000,FE
0.021,0.0,315.mat,X315_DE_time,DE,time,120617,29.95,2,12000,FE
0.021,0.0,315.mat,X315_FE_time,FE,time,120617,29.95,2,12000,FE
0.021,0.0,315.mat,X315_BA_time,BA,time,120617,29.95,2,12000,FE
0.021,1.0,316.mat,X316_DE_time,DE,time,120617,29.53333333333333,2,12000,FE
0.021,1.0,316.mat,X316_FE_time,FE,time,120617,29.53333333333333,2,12000,FE
0.021,1.0,316.mat,X316_BA_time,BA,time,120617,29.53333333333333,2,12000,FE
0.021,2.0,317.mat,X317_DE_time,DE,time,120617,29.16666666666667,2,12000,FE
0.021,2.0,317.mat,X317_FE_time,FE,time,120617,29.16666666666667,2,12000,FE
0.021,2.0,317.mat,X317_BA_time,BA,time,120617,29.16666666666667,2,12000,FE
0.021,3.0,318.mat,X318_DE_time,DE,time,121351,28.83333333333333,2,12000,FE
0.021,3.0,318.mat,X318_FE_time,FE,time,121351,28.83333333333333,2,12000,FE
0.021,3.0,318.mat,X318_BA_time,BA,time,121351,28.83333333333333,2,12000,FE
0.007,0.0,109.mat,X109_DE_time,DE,time,243938,29.95,1,48000,DE
0.007,0.0,109.mat,X109_FE_time,FE,time,243938,29.95,1,48000,DE
0.007,1.0,110.mat,X110_DE_time,DE,time,486224,29.53333333333333,1,48000,DE
0.007,1.0,110.mat,X110_FE_time,FE,time,486224,29.53333333333333,1,48000,DE
0.007,2.0,111.mat,X111_DE_time,DE,time,485643,29.16666666666667,1,48000,DE
0.007,2.0,111.mat,X111_FE_time,FE,time,485643,29.16666666666667,1,48000,DE
0.007,3.0,112.mat,X112_DE_time,DE,time,485643,28.83333333333333,1,48000,DE
0.007,3.0,112.mat,X112_FE_time,FE,time,485643,28.83333333333333,1,48000,DE
0.007,0.0,122.mat,X122_DE_time,DE,time,244739,29.95,3,48000,DE
0.007,0.0,122.mat,X122_FE_time,FE,time,244739,29.95,3,48000,DE
0.007,1.0,123.mat,X123_DE_time,DE,time,487384,29.53333333333333,3,48000,DE
0.007,1.0,123.mat,X123_FE_time,FE,time,487384,29.53333333333333,3,48000,DE
0.007,2.0,124.mat,X124_DE_time,DE,time,486804,29.16666666666667,3,48000,DE
0.007,2.0,124.mat,X124_FE_time,FE,time,486804,29.16666666666667,3,48000,DE
0.007,3.0,125.mat,X125_DE_time,DE,time,488545,28.83333333333333,3,48000,DE
0.007,3.0,125.mat,X125_FE_time,FE,time,488545,28.83333333333333,3,48000,DE
0.007,0.0,135.mat,X135_DE_time,DE,time,243538,29.95,2,48000,DE
0.007,0.0,135.mat,X135_FE_time,FE,time,243538,29.95,2,48000,DE
0.007,1.0,136.mat,X136_DE_time,DE,time,486804,29.53333333333333,2,48000,DE
0.007,1.0,136.mat,X136_FE_time,FE,time,486804,29.53333333333333,2,48000,DE
0.007,2.0,137.mat,X137_DE_time,DE,time,486804,29.16666666666667,2,48000,DE
0.007,2.0,137.mat,X137_FE_time,FE,time,486804,29.16666666666667,2,48000,DE
0.007,3.0,138.mat,X138_DE_time,DE,time,487964,28.83333333333333,2,48000,DE
0.007,3.0,138.mat,X138_FE_time,FE,time,487964,28.83333333333333,2,48000,DE
0.014,1.0,175.mat,X175_DE_time,DE,time,381890,29.53333333333333,1,48000,DE
0.014,1.0,175.mat,X175_FE_time,FE,time,381890,29.53333333333333,1,48000,DE
0.014,2.0,176.mat,X176_DE_time,DE,time,487964,29.16666666666667,1,48000,DE
0.014,2.0,176.mat,X176_FE_time,FE,time,487964,29.16666666666667,1,48000,DE
0.014,3.0,177.mat,X177_DE_time,DE,time,485063,28.83333333333333,1,48000,DE
0.014,3.0,177.mat,X177_FE_time,FE,time,485063,28.83333333333333,1,48000,DE
0.014,0.0,189.mat,X189_DE_time,DE,time,249146,29.95,3,48000,DE
0.014,0.0,189.mat,X189_FE_time,FE,time,249146,29.95,3,48000,DE
0.014,1.0,190.mat,X190_DE_time,DE,time,486224,29.53333333333333,3,48000,DE
0.014,1.0,190.mat,X190_FE_time,FE,time,486224,29.53333333333333,3,48000,DE
0.014,2.0,191.mat,X191_DE_time,DE,time,487384,29.16666666666667,3,48000,DE
0.014,2.0,191.mat,X191_FE_time,FE,time,487384,29.16666666666667,3,48000,DE
0.014,3.0,192.mat,X192_DE_time,DE,time,486804,28.83333333333333,3,48000,DE
0.014,3.0,192.mat,X192_FE_time,FE,time,486804,28.83333333333333,3,48000,DE
0.014,0.0,201.mat,X201_DE_time,DE,time,245140,29.95,2,48000,DE
0.014,0.0,201.mat,X201_FE_time,FE,time,245140,29.95,2,48000,DE
0.014,1.0,202.mat,X202_DE_time,DE,time,484483,29.53333333333333,2,48000,DE
0.014,1.0,202.mat,X202_FE_time,FE,time,484483,29.53333333333333,2,48000,DE
0.014,2.0,203.mat,X203_DE_time,DE,time,486804,29.16666666666667,2,48000,DE
0.014,2.0,203.mat,X203_FE_time,FE,time,486804,29.16666666666667,2,48000,DE
0.014,3.0,204.mat,X204_DE_time,DE,time,488545,28.83333333333333,2,48000,DE
0.014,3.0,204.mat,X204_FE_time,FE,time,488545,28.83333333333333,2,48000,DE
0.021,0.0,213.mat,X213_DE_time,DE,time,244339,29.95,1,48000,DE
0.021,0.0,213.mat,X213_FE_time,FE,time,244339,29.95,1,48000,DE
0.021,1.0,214.mat,X214_DE_time,DE,time,485063,29.53333333333333,1,48000,DE
0.021,1.0,214.mat,X214_FE_time,FE,time,485063,29.53333333333333,1,48000,DE
0.021,2.0,215.mat,X215_DE_time,DE,time,491446,29.16666666666667,1,48000,DE
0.021,2.0,215.mat,X215_FE_time,FE,time,491446,29.16666666666667,1,48000,DE
0.021,3.0,217.mat,X217_DE_time,DE,time,489125,28.83333333333333,1,48000,DE
0.021,3.0,217.mat,X217_FE_time,FE,time,489125,28.83333333333333,1,48000,DE
0.021,0.0,250.mat,X250_DE_time,DE,time,128663,29.95,3,48000,DE
0.021,0.0,250.mat,X250_FE_time,FE,time,128663,29.95,3,48000,DE
0.021,1.0,251.mat,X251_DE_time,DE,time,489705,29.53333333333333,3,48000,DE
0.021,1.0,251.mat,X251_FE_time,FE,time,489705,29.53333333333333,3,48000,DE
0.021,2.0,252.mat,X252_DE_time,DE,time,487384,29.16666666666667,3,48000,DE
0.021,2.0,252.mat,X252_FE_time,FE,time,487384,29.16666666666667,3,48000,DE
0.021,3.0,253.mat,X253_DE_time,DE,time,484483,28.83333333333333,3,48000,DE
0.021,3.0,253.mat,X253_FE_time,FE,time,484483,28.83333333333333,3,48000,DE
0.021,0.0,262.mat,X262_DE_time,DE,time,130549,29.95,2,48000,DE
0.021,0.0,262.mat,X262_FE_time,FE,time,130549,29.95,2,48000,DE
0.021,1.0,263.mat,X263_DE_time,DE,time,486224,29.53333333333333,2,48000,DE
0.021,1.0,263.mat,X263_FE_time,FE,time,486224,29.53333333333333,2,48000,DE
0.021,2.0,264.mat,X264_DE_time,DE,time,486804,29.16666666666667,2,48000,DE
0.021,2.0,264.mat,X264_FE_time,FE,time,486804,29.16666666666667,2,48000,DE
0.021,3.0,265.mat,X265_DE_time,DE,time,486224,28.83333333333333,2,48000,DE
0.021,3.0,265.mat,X265_FE_time,FE,time,486224,28.83333333333333,2,48000,DE
0.028,0.0,3001.mat,X056_DE_time,DE,time,120801,29.950599000000004,1,12000,DE
0.028,1.0,3002.mat,X057_DE_time,DE,time,121351,29.533924000000003,1,12000,DE
0.028,2.0,3003.mat,X058_DE_time,DE,time,121351,29.167250000000003,1,12000,DE
0.028,3.0,3004.mat,X059_DE_time,DE,time,121535,28.833910000000003,1,12000,DE
0.028,0.0,3005.mat,X048_DE_time,DE,time,120801,29.950599000000004,3,12000,DE
0.028,1.0,3006.mat,X049_DE_time,DE,time,121351,29.533924000000003,3,12000,DE
0.028,2.0,3007.mat,X050_DE_time,DE,time,120984,29.167250000000003,3,12000,DE
0.028,3.0,3008.mat,X051_DE_time,DE,time,120984,28.833910000000003,3,12000,DE
