A,B,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,2,0,-0.89714,-0.93725,-0.96703,-0.98638,-0.99573,-0.99580,-0.98639,-0.96652,-0.93489,-0.88965,-0.83078,-0.76078,-0.68491,-0.61385,-0.55956,-0.53564,-0.55330,-0.61857,-0.73005,-0.87722,-1.04279,-1.20359,-1.33603,-1.41975,-1.44187,-1.39920,-1.29842,-1.15431,-0.98668,-0.81530,-0.65672,-0.52172,-0.41273,-0.32647,-0.25468,-0.18883,-0.12204,-0.05201,0.01686,0.07459,0.10990,0.10970,0.06642,-0.02189,-0.14788,-0.29653,-0.44728,-0.57582,-0.65978,-0.68099,-0.62944,-0.50379,-0.31173,-0.06816,0.20790,0.49432,0.77117,1.02056,1.22904,1.38833,1.49388,1.54500,1.54332,1.49259,1.39775,1.26548,1.10363,0.92189,0.73123,0.54330,0.36902,0.21815,0.09743,0.01028,-0.04371,-0.06834,-0.07014,-0.05767,-0.03966,-0.02481,-0.02015,-0.03176,-0.06175,-0.11072,-0.17556,-0.25106,-0.33042,-0.40581,-0.47117,-0.52170,-0.55615,-0.57609,-0.58642,-0.59299,-0.60295,-0.62128,-0.65044,-0.69129,-0.74102,-0.79484,-0.84859
0,2,1,0.78066,0.70802,0.65126,0.60771,0.57287,0.54150,0.50854,0.46953,0.42146,0.36136,0.28731,0.19802,0.09397,-0.02029,-0.13721,-0.24342,-0.32185,-0.35519,-0.32657,-0.22512,-0.04868,0.19459,0.48738,0.80465,1.11850,1.40169,1.63259,1.79660,1.88853,1.91124,1.87469,1.79272,1.68160,1.55751,1.43547,1.32794,1.24381,1.19003,1.16948,1.18185,1.22406,1.29029,1.37313,1.46370,1.55318,1.63336,1.69738,1.73956,1.75611,1.74518,1.70591,1.63863,1.54557,1.42971,1.29447,1.14575,0.98974,0.83438,0.68859,0.56130,0.46189,0.39771,0.37409,0.39199,0.44804,0.53373,0.63707,0.74454,0.84167,0.91612,0.95937,0.96646,0.93668,0.87195,0.77752,0.65912,0.52381,0.38068,0.23895,0.10936,0.00299,-0.07031,-0.10240,-0.08844,-0.02785,0.07631,0.21640,0.38242,0.56266,0.74428,0.91475,1.06274,1.17880,1.25590,1.29054,1.28278,1.23746,1.16272,1.06874,0.96717,0.86852
0,2,2,2.03230,2.08410,2.08306,2.03653,1.95551,1.85131,1.73537,1.61614,1.49862,1.38517,1.27492,1.16665,1.06066,0.95943,0.86831,0.79556,0.75074,0.74141,0.77160,0.83982,0.93875,1.05492,1.17026,1.26503,1.32123,1.32501,1.26883,1.15333,0.98675,0.78387,0.56324,0.34412,0.14313,-0.02794,-0.16448,-0.26867,-0.34881,-0.41541,-0.47999,-0.54984,-0.62699,-0.70735,-0.78112,-0.83542,-0.85757,-0.83939,-0.77897,-0.68254,-0.56385,-0.44128,-0.33502,-0.26229,-0.23468,-0.25546,-0.32009,-0.41689,-0.52995,-0.64247,-0.73878,-0.80806,-0.84515,-0.85029,-0.82964,-0.79217,-0.74881,-0.71008,-0.68532,-0.68048,-0.69842,-0.74024,-0.80464,-0.88825,-0.98776,-1.09851,-1.21529,-1.33129,-1.43919,-1.53107,-1.59886,-1.63552,-1.63750,-1.60401,-1.53732,-1.44274,-1.32762,-1.19892,-1.06155,-0.91857,-0.76971,-0.61138,-0.43867,-0.24604,-0.02965,0.21128,0.47385,0.75075,1.03169,1.30290,1.55063,1.76123,1.92395
0,2,3,1.25038,1.41338,1.52041,1.56728,1.55306,1.47976,1.35259,1.17875,0.96773,0.73065,0.47963,0.22624,-0.01753,-0.24096,-0.43392,-0.58755,-0.69433,-0.74817,-0.74571,-0.68736,-0.57834,-0.42867,-0.25317,-0.07051,0.09957,0.23930,0.33443,0.37729,0.36698,0.30899,0.21383,0.09491,-0.03435,-0.16235,-0.27937,-0.38007,-0.46079,-0.51997,-0.55680,-0.56972,-0.55631,-0.51392,-0.43956,-0.33116,-0.18908,-0.01669,0.17916,0.38725,0.59360,0.78251,0.93885,1.04908,1.10507,1.10339,1.04813,0.94859,0.81940,0.67811,0.54325,0.43175,0.35741,0.32853,0.34817,0.41382,0.51815,0.65037,0.79833,0.95027,1.09691,1.23196,1.35271,1.46001,1.55760,1.65023,1.74282,1.83889,1.94035,2.04484,2.14690,2.23696,2.30224,2.32849,2.30111,2.20900,2.04637,1.81419,1.52250,1.18902,0.83801,0.49727,0.19481,-0.04488,-0.20300,-0.26953,-0.24329,-0.13227,0.04856,0.27869,0.53578,0.79669,1.04060
0,2,4,1.01564,0.92680,0.79056,0.61608,0.41393,0.19785,-0.01901,-0.22334,-0.40498,-0.55575,-0.67283,-0.75713,-0.81308,-0.84759,-0.86771,-0.88036,-0.89054,-0.90092,-0.91300,-0.92779,-0.94597,-0.96883,-0.99868,-1.03797,-1.08821,-1.15015,-1.22244,-1.30198,-1.38465,-1.46639,-1.54389,-1.61463,-1.67798,-1.73427,-1.78430,-1.82897,-1.86831,-1.90068,-1.92380,-1.93218,-1.92126,-1.88446,-1.81611,-1.71253,-1.57257,-1.39787,-1.19516,-0.97395,-0.74597,-0.52304,-0.31609,-0.13258,0.02270,0.14868,0.24621,0.31778,0.36725,0.39882,0.41835,0.43311,0.45302,0.48863,0.55124,0.64902,0.78586,0.95790,1.15364,1.35425,1.53559,1.67159,1.73847,1.71919,1.60476,1.39734,1.10938,0.76209,0.38252,-0.00127,-0.36283,-0.68059,-0.94035,-1.13492,-1.26463,-1.33410,-1.35110,-1.32314,-1.25750,-1.15856,-1.02938,-0.87144,-0.68657,-0.47817,-0.25119,-0.01329,0.22538,0.45328,0.65824,0.82866,0.95553,1.03082,1.05126
1,0,0,-2.01396,-2.19903,-2.34360,-2.43925,-2.47986,-2.46352,-2.39097,-2.26721,-2.10098,-1.90429,-1.69170,-1.48042,-1.28800,-1.13213,-1.02811,-0.98721,-1.01522,-1.11228,-1.27213,-1.48385,-1.73342,-2.00586,-2.28780,-2.56936,-2.84361,-3.10693,-3.35720,-3.59100,-3.80153,-3.97741,-4.10292,-4.15948,-4.12801,-3.99379,-3.75037,-3.40125,-2.96275,-2.46143,-1.93247,-1.41482,-0.94657,-0.55904,-0.27358,-0.09923,-0.03239,-0.05840,-0.15385,-0.29241,-0.44651,-0.59309,-0.71598,-0.80708,-0.86550,-0.89679,-0.91068,-0.91746,-0.92601,-0.94209,-0.96667,-0.99810,-1.03101,-1.05948,-1.07912,-1.08747,-1.08604,-1.08053,-1.07998,-1.09515,-1.13761,-1.21681,-1.33861,-1.50285,-1.70422,-1.93099,-2.16632,-2.39166,-2.58780,-2.73777,-2.82928,-2.85494,-2.81386,-2.71022,-2.55294,-2.35323,-2.12357,-1.87697,-1.62573,-1.38170,-1.15549,-0.95792,-0.79808,-0.68402,-0.62185,-0.61640,-0.66788,-0.77361,-0.92736,-1.11943,-1.33820,-1.56996,-1.79987
1,0,1,-0.09938,-0.22961,-0.39595,-0.58876,-0.79534,-1.00174,-1.19464,-1.36348,-1.50157,-1.60714,-1.68308,-1.73483,-1.77039,-1.79803,-1.82463,-1.85598,-1.89400,-1.93926,-1.98965,-2.04070,-2.08679,-2.12109,-2.13780,-2.13270,-2.10411,-2.05424,-1.98827,-1.91440,-1.84250,-1.78190,-1.74077,-1.72437,-1.73396,-1.76767,-1.82162,-1.89045,-1.96930,-2.05317,-2.13863,-2.22253,-2.30086,-2.36819,-2.41750,-2.44002,-2.42580,-2.36627,-2.25572,-2.09382,-1.88557,-1.64116,-1.37518,-1.10444,-0.84567,-0.61354,-0.41824,-0.26745,-0.16461,-0.11063,-0.10377,-0.14044,-0.21574,-0.32325,-0.45494,-0.60113,-0.75079,-0.89232,-1.01390,-1.10441,-1.15473,-1.15865,-1.11307,-1.01901,-0.88148,-0.70921,-0.51385,-0.30746,-0.10327,0.08784,0.25583,0.39376,0.49707,0.56243,0.58894,0.57737,0.53023,0.45286,0.35256,0.23896,0.12364,0.01778,-0.06837,-0.12675,-0.15356,-0.14977,-0.12024,-0.07465,-0.02367,0.01954,0.04276,0.03532,-0.01071
1,0,2,-3.30835,-3.39058,-3.42573,-3.41110,-3.34818,-3.24208,-3.10174,-2.93727,-2.75963,-2.57910,-2.40412,-2.24051,-2.09035,-1.95267,-1.82330,-1.69724,-1.56873,-1.43431,-1.29248,-1.14575,-1.00036,-0.86428,-0.74742,-0.65899,-0.60512,-0.58935,-0.61052,-0.66358,-0.74053,-0.83250,-0.93109,-1.03006,-1.12634,-1.22004,-1.31420,-1.41367,-1.52303,-1.64636,-1.78518,-1.93816,-2.10133,-2.26817,-2.43137,-2.58247,-2.71547,-2.82560,-2.91228,-2.97777,-3.02757,-3.06938,-3.11141,-3.15999,-3.21793,-3.28393,-3.35085,-3.40844,-3.44326,-3.44365,-3.39939,-3.30628,-3.16477,-2.98052,-2.76357,-2.52548,-2.27839,-2.03441,-1.80351,-1.59373,-1.41237,-1.26412,-1.15229,-1.07816,-1.04094,-1.03874,-1.06937,-1.13026,-1.21896,-1.33361,-1.47090,-1.62612,-1.79192,-1.95849,-2.11393,-2.24607,-2.34542,-2.40495,-2.42445,-2.40759,-2.36453,-2.30846,-2.25354,-2.21386,-2.20171,-2.22538,-2.28879,-2.39161,-2.52820,-2.68921,-2.86181,-3.03205,-3.18515
1,0,3,-0.32579,-0.24872,-0.17671,-0.11780,-0.08173,-0.07791,-0.11430,-0.19392,-0.31676,-0.47759,-0.66750,-0.87503,-1.08793,-1.29545,-1.48836,-1.66022,-1.80823,-1.92991,-2.02425,-2.09009,-2.12508,-2.12628,-2.09226,-2.02217,-1.91865,-1.78821,-1.64009,-1.48455,-1.33254,-1.19169,-1.06632,-0.95678,-0.86012,-0.77180,-0.68773,-0.60553,-0.52583,-0.45258,-0.39153,-0.34975,-0.33440,-0.35148,-0.40522,-0.49794,-0.62912,-0.79522,-0.98960,-1.20295,-1.42332,-1.63710,-1.83004,-1.98914,-2.10449,-2.17107,-2.18875,-2.16429,-2.10920,-2.03841,-1.96887,-1.91550,-1.88927,-1.89538,-1.93188,-1.99032,-2.05888,-2.12412,-2.17307,-2.19797,-2.19596,-2.16903,-2.12433,-2.07107,-2.01895,-1.97603,-1.94740,-1.93512,-1.93768,-1.95220,-1.97449,-2.00066,-2.02758,-2.05244,-2.07286,-2.08593,-2.08739,-2.07221,-2.03502,-1.97113,-1.87757,-1.75558,-1.60943,-1.44760,-1.28020,-1.11777,-0.96858,-0.83834,-0.72792,-0.63463,-0.55321,-0.47743,-0.40248
1,0,4,-0.51966,-0.46923,-0.43885,-0.42277,-0.41417,-0.40504,-0.38930,-0.36421,-0.33030,-0.29302,-0.26123,-0.24505,-0.25324,-0.29112,-0.35794,-0.44626,-0.54343,-0.63391,-0.70285,-0.74000,-0.74287,-0.71729,-0.67712,-0.64143,-0.63043,-0.66084,-0.74198,-0.87355,-1.04574,-1.24007,-1.43319,-1.60138,-1.72387,-1.78743,-1.78795,-1.73051,-1.62986,-1.50601,-1.38256,-1.28202,-1.22402,-1.22070,-1.27676,-1.38896,-1.54657,-1.73349,-1.93136,-2.12091,-2.28556,-2.41302,-2.49595,-2.53150,-2.52239,-2.47501,-2.39800,-2.30319,-2.20262,-2.10950,-2.03683,-1.99582,-1.99501,-2.03727,-2.11945,-2.23179,-2.35840,-2.48016,-2.57793,-2.63551,-2.64340,-2.59963,-2.51042,-2.38806,-2.24791,-2.10645,-1.97721,-1.86992,-1.79112,-1.74274,-1.72504,-1.73620,-1.77306,-1.83158,-1.90647,-1.99063,-2.07540,-2.15037,-2.20560,-2.23200,-2.22288,-2.17484,-2.08854,-1.96778,-1.82001,-1.65276,-1.47524,-1.29594,-1.12207,-0.96055,-0.81605,-0.69310,-0.59403
1,1,0,0.32959,0.62454,0.95904,1.31703,1.67709,2.01372,2.30185,2.51985,2.65488,2.70405,2.67682,2.59154,2.47428,2.35289,2.25340,2.19520,2.18904,2.23471,2.32252,2.43548,2.55220,2.65138,2.71439,2.72827,2.68790,2.59504,2.45845,2.29144,2.10938,1.92800,1.76048,1.61611,1.49958,1.41104,1.34809,1.30484,1.27488,1.25266,1.23433,1.21867,1.20564,1.19844,1.20045,1.21451,1.24237,1.28283,1.33244,1.38482,1.43270,1.46747,1.48273,1.47407,1.44039,1.38365,1.30764,1.21650,1.11408,1.00173,0.87908,0.74506,0.59930,0.44435,0.28695,0.13921,0.01674,-0.06326,-0.08494,-0.03714,0.08461,0.27715,0.52921,0.82462,1.14295,1.46352,1.76652,2.03472,2.25372,2.41307,2.50549,2.52742,2.47926,2.36523,2.19293,1.97315,1.71860,1.44257,1.15857,0.87792,0.61099,0.36535,0.14754,-0.03829,-0.18858,-0.30064,-0.37370,-0.40710,-0.39940,-0.34943,-0.25428,-0.11123,0.08336
1,1,1,2.34218,2.55445,2.71688,2.81256,2.83039,2.76747,2.62914,2.42898,2.18907,1.93754,1.70514,1.52263,1.41538,1.39937,1.47796,1.64104,1.86548,2.11878,2.36286,2.56134,2.68438,2.71253,2.64012,2.47390,2.23259,1.94218,1.63300,1.33470,1.07334,0.86901,0.73339,0.67115,0.67930,0.74832,0.86410,1.01048,1.17074,1.33023,1.47724,1.60450,1.70809,1.78769,1.84522,1.88404,1.90701,1.91690,1.91522,1.90290,1.88078,1.84768,1.80284,1.74483,1.67202,1.58383,1.48106,1.36590,1.24140,1.11219,0.98206,0.85482,0.73200,0.61320,0.49655,0.37910,0.26022,0.14016,0.02250,-0.08670,-0.17930,-0.24732,-0.28424,-0.28712,-0.25814,-0.20359,-0.13345,-0.05876,0.00970,0.06416,0.10256,0.12744,0.14505,0.16476,0.19587,0.24500,0.31450,0.40314,0.50407,0.60849,0.70665,0.79023,0.85576,0.90459,0.94346,0.98400,1.03961,1.12343,1.24578,1.41130,1.61670,1.85207,2.10070
1,1,2,2.17176,1.96881,1.78259,1.62914,1.52047,1.46291,1.45570,1.49245,1.56201,1.65075,1.74509,1.83317,1.90631,1.96072,1.99659,2.01738,2.02916,2.03809,2.04942,2.06794,2.09551,2.13248,2.17767,2.22982,2.28653,2.34637,2.40684,2.46588,2.51911,2.56133,2.58653,2.58781,2.55932,2.49798,2.40284,2.27831,2.13098,1.97148,1.81146,1.66226,1.53479,1.43802,1.37805,1.35874,1.38091,1.44191,1.53534,1.65144,1.77749,1.89889,2.00106,2.07124,2.10094,2.08696,2.03243,1.94583,1.84003,1.72982,1.62862,1.54750,1.49208,1.46351,1.45639,1.46049,1.46170,1.44361,1.38910,1.28316,1.11476,0.87963,0.58144,0.23256,-0.14532,-0.52497,-0.87645,-1.17018,-1.38405,-1.50272,-1.52194,-1.44647,-1.28832,-1.06453,-0.79280,-0.48947,-0.16789,0.16225,0.49463,0.82480,1.14945,1.46437,1.76440,2.04268,2.29079,2.49913,2.65869,2.76079,2.80027,2.77518,2.68873,2.54991,2.37188
