# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=CGS => separate p/e => code, pFactor=8.262445e-40, eFactor=7.425915e-19
# p (code_units),epsilon (code_units),n
2.329650e-13,5.833797e-10,4.7315125896147936e-7
2.512849e-13,6.179613e-10,5.011872336272711e-7
2.711087e-13,6.545932e-10,5.308844442309871e-7
2.924291e-13,6.933967e-10,5.623413251903477e-7
3.154218e-13,7.345009e-10,5.95662143529009e-7
3.402879e-13,7.780422e-10,6.309573444801918e-7
3.669329e-13,8.241646e-10,6.683439175686131e-7
3.957263e-13,8.730218e-10,7.079457843841363e-7
4.267397e-13,9.247757e-10,7.49894209332454e-7
4.600296e-13,9.795979e-10,7.943282347242795e-7
4.959565e-13,1.037671e-09,8.413951416451931e-7
5.344922e-13,1.099187e-09,8.912509381337431e-7
5.759271e-13,1.164350e-09,9.44060876285921e-7
6.205739e-13,1.233377e-09,9.999999999999974e-7
6.682051e-13,1.306496e-09,1.0592537251772862e-6
7.193532e-13,1.383951e-09,1.1220184543019605e-6
7.739471e-13,1.465998e-09,1.1885022274370155e-6
8.317145e-13,1.552909e-09,1.2589254117941638e-6
8.925366e-13,1.644973e-09,1.3335214321633205e-6
9.550983e-13,1.742496e-09,1.4125375446227503e-6
1.015755e-12,1.845801e-09,1.4962356560944293e-6
1.087289e-12,1.955235e-09,1.5848931924611092e-6
1.169607e-12,2.071157e-09,1.6788040181225556e-6
1.259792e-12,2.193953e-09,1.7782794100389178e-6
1.357603e-12,2.324031e-09,1.883649089489795e-6
1.463109e-12,2.461821e-09,1.995262314968874e-6
1.577458e-12,2.607784e-09,2.1134890398366406e-6
1.700626e-12,2.762402e-09,2.238721138568333e-6
1.833616e-12,2.926188e-09,2.371373705661648e-6
1.977609e-12,3.099690e-09,2.5118864315095725e-6
2.132106e-12,3.283478e-09,2.6607250597988018e-6
2.299294e-12,3.478168e-09,2.8183829312644454e-6
2.479678e-12,3.684404e-09,2.9853826189179504e-6
2.673696e-12,3.902870e-09,3.162277660168369e-6
2.883587e-12,4.134295e-09,3.3496543915782666e-6
3.109305e-12,4.379444e-09,3.548133892335743e-6
3.352727e-12,4.639132e-09,3.75837404288443e-6
3.616018e-12,4.914226e-09,3.981071705534961e-6
3.898284e-12,5.205631e-09,4.21696503428581e-6
4.203521e-12,5.514323e-09,4.466835921509618e-6
4.532657e-12,5.841325e-09,4.731512589614789e-6
4.886508e-12,6.187720e-09,5.011872336272706e-6
5.269140e-12,6.554666e-09,5.308844442309867e-6
5.680494e-12,6.943374e-09,5.6234132519034726e-6
6.123971e-12,7.355140e-09,5.956621435290085e-6
6.603478e-12,7.791336e-09,6.309573444801912e-6
7.117431e-12,8.253399e-09,6.683439175686124e-6
7.673125e-12,8.742876e-09,7.079457843841355e-6
8.272322e-12,9.261392e-09,7.4989420933245335e-6
8.916545e-12,9.810662e-09,7.943282347242788e-6
9.613144e-12,1.039252e-08,8.413951416451923e-6
1.036198e-11,1.100890e-08,8.912509381337422e-6
1.116910e-11,1.166184e-08,9.4406087628592e-6
1.204143e-11,1.235353e-08,9.999999999999965e-6
1.297580e-11,1.308624e-08,0.000010592537251772853
1.398475e-11,1.386243e-08,0.000011220184543019595
1.507054e-11,1.468468e-08,0.000011885022274370142
1.623464e-11,1.555570e-08,0.000012589254117941629
1.748792e-11,1.647842e-08,0.000013335214321633193
1.882652e-11,1.745587e-08,0.00001412537544622749
2.025405e-11,1.849133e-08,0.000014962356560944277
2.176675e-11,1.958823e-08,0.000015848931924611077
2.295831e-11,2.075025e-08,0.00001678804018122554
2.458351e-11,2.198122e-08,0.00001778279410038916
2.641050e-11,2.328521e-08,0.000018836490894897933
2.840248e-11,2.466657e-08,0.000019952623149688722
3.056303e-11,2.612992e-08,0.000021134890398366394
3.288222e-11,2.768008e-08,0.000022387211385683308
3.536453e-11,2.932223e-08,0.00002371373705661646
3.799267e-11,3.106186e-08,0.000025118864315095703
3.949604e-11,3.290458e-08,0.000026607250597987997
4.253177e-11,3.485679e-08,0.000028183829312644434
4.581594e-11,3.692487e-08,0.000029853826189179482
4.935444e-11,3.911567e-08,0.00003162277660168367
5.318699e-11,4.143653e-08,0.00003349654391578264
5.731267e-11,4.389512e-08,0.0000354813389233574
6.176417e-11,4.649965e-08,0.000037583740428844264
6.657941e-11,4.925883e-08,0.00003981071705534957
7.174297e-11,5.218171e-08,0.000042169650342858067
7.732454e-11,5.527816e-08,0.00004466835921509613
8.334005e-11,5.855844e-08,0.00004731512589614785
8.980259e-11,6.203340e-08,0.00005011872336272702
9.678124e-11,6.571474e-08,0.00005308844442309862
1.042714e-10,6.961458e-08,0.00005623413251903466
1.123264e-10,7.374597e-08,0.0000595662143529008
1.210036e-10,7.812275e-08,0.00006309573444801906
1.302567e-10,8.275923e-08,0.00006683439175686118
1.401710e-10,8.767109e-08,0.00007079457843841349
1.507010e-10,9.287460e-08,0.00007498942093324526
1.616880e-10,9.838691e-08,0.0000794328234724278
1.665413e-10,1.042262e-07,0.00008413951416451915
1.781158e-10,1.104123e-07,0.00008912509381337417
1.911825e-10,1.169657e-07,0.00009440608762859193
2.054086e-10,1.239083e-07,0.00009999999999999956
2.206307e-10,1.312630e-07,0.00010592537251772844
2.369170e-10,1.390545e-07,0.00011220184543019587
2.542859e-10,1.473087e-07,0.00011885022274370131
2.727828e-10,1.560529e-07,0.00012589254117941615
2.925433e-10,1.653166e-07,0.00013335214321633185
3.136420e-10,1.751303e-07,0.00014125375446227478
3.363431e-10,1.855268e-07,0.00014962356560944265
3.608742e-10,1.965410e-07,0.00015848931924611063
3.871573e-10,2.082089e-07,0.0001678804018122553
4.155130e-10,2.205701e-07,0.00017782794100389148
4.460319e-10,2.336655e-07,0.00018836490894897918
4.786726e-10,2.475385e-07,0.00019952623149688704
5.134960e-10,2.622358e-07,0.00021134890398366373
5.499623e-10,2.778057e-07,0.00022387211385683288
5.869572e-10,2.943004e-07,0.0002371373705661644
6.139868e-10,3.117753e-07,0.00025118864315095687
6.441165e-10,3.302876e-07,0.0002660725059798797
6.734802e-10,3.498991e-07,0.000281838293126444
6.972323e-10,3.706740e-07,0.00029853826189179454
7.199464e-10,3.926806e-07,0.0003162277660168364
7.416150e-10,4.159928e-07,0.0003349654391578261
7.634105e-10,4.406869e-07,0.0003548133892335737
7.855212e-10,4.668453e-07,0.00037583740428844236
8.079561e-10,4.945556e-07,0.0003981071705534953
8.317779e-10,5.239079e-07,0.00042169650342858023
8.557651e-10,5.550015e-07,0.0004466835921509609
8.790300e-10,5.879388e-07,0.0004731512589614781
9.025435e-10,6.228284e-07,0.0005011872336272698
9.292423e-10,6.597873e-07,0.0005308844442309858
9.604268e-10,6.989374e-07,0.0005623413251903463
9.943530e-10,7.404093e-07,0.0005956621435290073
1.030431e-09,7.843413e-07,0.0006309573444801902
1.069733e-09,8.308773e-07,0.0006683439175686112
1.111568e-09,8.801739e-07,0.0007079457843841342
1.156516e-09,9.323941e-07,0.000749894209332452
1.205140e-09,9.877106e-07,0.0007943282347242773
1.257167e-09,1.046309e-06,0.0008413951416451908
1.313494e-09,1.108381e-06,0.0008912509381337408
1.374175e-09,1.174135e-06,0.0009440608762859184
1.439349e-09,1.243790e-06,0.0009999999999999948
1.510152e-09,1.317575e-06,0.0010592537251772835
1.586279e-09,1.395737e-06,0.0011220184543019578
1.668440e-09,1.478535e-06,0.0011885022274370123
1.757207e-09,1.566244e-06,0.0012589254117941606
1.852561e-09,1.659156e-06,0.0013335214321633171
1.954657e-09,1.757578e-06,0.0014125375446227464
2.063422e-09,1.861839e-06,0.0014962356560944254
2.180219e-09,1.972285e-06,0.001584893192461105
2.308725e-09,2.089280e-06,0.0016788040181225515
2.448673e-09,2.213218e-06,0.0017782794100389132
2.600695e-09,2.344507e-06,0.0018836490894897904
2.764984e-09,2.483585e-06,0.0019952623149688685
2.942538e-09,2.630915e-06,0.0021134890398366354
3.134074e-09,2.786984e-06,0.002238721138568327
3.340790e-09,2.952312e-06,0.002371373705661642
3.564237e-09,3.127453e-06,0.002511886431509566
3.804592e-09,3.312980e-06,0.002660725059798795
4.064255e-09,3.509518e-06,0.002818382931264438
4.344334e-09,3.717718e-06,0.002985382618917943
4.645710e-09,3.938269e-06,0.0031622776601683616
4.971324e-09,4.171911e-06,0.0033496543915782578
5.321433e-09,4.419414e-06,0.003548133892335734
5.698584e-09,4.681604e-06,0.00375837404288442
6.105928e-09,4.959357e-06,0.00398107170553495
6.542286e-09,5.253586e-06,0.004216965034285799
7.013414e-09,5.565280e-06,0.004466835921509605
7.520632e-09,5.895474e-06,0.004731512589614777
8.064916e-09,6.245258e-06,0.005011872336272693
8.652307e-09,6.615809e-06,0.005308844442309853
9.282381e-09,7.008347e-06,0.005623413251903457
9.960292e-09,7.424183e-06,0.005956621435290068
1.069205e-08,7.864709e-06,0.006309573444801896
1.147500e-08,8.331369e-06,0.0066834391756861065
1.232032e-08,8.825737e-06,0.007079457843841337
1.323030e-08,9.349451e-06,0.007498942093324513
1.420763e-08,9.904245e-06,0.007943282347242767
1.526334e-08,1.049198e-05,0.008413951416451902
1.639849e-08,1.111460e-05,0.008912509381337402
1.762366e-08,1.177419e-05,0.009440608762859175
1.894956e-08,1.247294e-05,0.00999999999999994
2.037872e-08,1.321316e-05,0.010592537251772826
2.192983e-08,1.399734e-05,0.011220184543019566
2.361237e-08,1.482808e-05,0.01188502227437011
2.544109e-08,1.570814e-05,0.012589254117941593
2.743447e-08,1.664048e-05,0.013335214321633159
2.961144e-08,1.762817e-05,0.014125375446227453
3.199736e-08,1.867452e-05,0.01496235656094424
3.461309e-08,1.978304e-05,0.015848931924611037
3.750539e-08,2.095737e-05,0.016788040181225497
4.069765e-08,2.220149e-05,0.017782794100389118
4.423545e-08,2.351953e-05,0.018836490894897886
4.818921e-08,2.491587e-05,0.01995262314968867
5.258718e-08,2.639522e-05,0.021134890398366333
5.753670e-08,2.796248e-05,0.02238721138568325
6.310799e-08,2.962292e-05,0.023713737056616398
6.935292e-08,3.138213e-05,0.025118864315095638
7.650764e-08,3.324592e-05,0.026607250597987925
8.458295e-08,3.522064e-05,0.028183829312644355
9.376523e-08,3.731287e-05,0.0298538261891794
1.043160e-07,3.952964e-05,0.03162277660168358
1.154246e-07,4.187843e-05,0.03349654391578255
1.244297e-07,4.436707e-05,0.03548133892335731
1.325049e-07,4.700341e-05,0.037583740428844166
1.397122e-07,4.979642e-05,0.039810717055349464
1.579838e-07,5.275593e-05,0.04216965034285795
1.781801e-07,5.589186e-05,0.04466835921509602
2.011364e-07,5.921484e-05,0.04731512589614773
2.277249e-07,6.273625e-05,0.050118723362726894
2.580402e-07,6.646791e-05,0.05308844442309848
2.931298e-07,7.042270e-05,0.056234132519034516
3.334410e-07,7.461406e-05,0.059566214352900645
3.794302e-07,7.905614e-05,0.0630957344480189
4.329722e-07,8.376470e-05,0.06683439175686101
4.941628e-07,8.875544e-05,0.07079457843841332
5.645437e-07,9.404574e-05,0.07498942093324507
6.462340e-07,9.965426e-05,0.0794328234724276
7.399097e-07,1.055999e-04,0.08413951416451894
8.490792e-07,1.119042e-04,0.08912509381337391
9.761549e-07,1.185890e-04,0.09440608762859168
1.122640e-06,1.256772e-04,0.09999999999999931
1.298343e-06,1.331963e-04,0.10592537251772816
1.503723e-06,1.411713e-04,0.11220184543019554
1.746693e-06,1.496318e-04,0.11885022274370101
2.042677e-06,1.586109e-04,0.12589254117941584
2.392478e-06,1.681391e-04,0.13335214321633146
2.823282e-06,1.782565e-04,0.14125375446227442
3.350312e-06,1.890019e-04,0.14962356560944226
3.978106e-06,2.004131e-04,0.1584893192461102
4.786958e-06,2.125521e-04,0.16788040181225486
5.763802e-06,2.254569e-04,0.17782794100389102
6.965207e-06,2.391881e-04,0.18836490894897867
8.488775e-06,2.538237e-04,0.1995262314968865
1.032449e-05,2.694106e-04,0.21134890398366318
1.263620e-05,2.860563e-04,0.2238721138568323
1.548191e-05,3.038408e-04,0.23713737056616377
1.888959e-05,3.228310e-04,0.2511886431509562
2.321293e-05,3.432343e-04,0.266072505979879
2.836888e-05,3.650874e-04,0.2818382931264433
3.459580e-05,3.885606e-04,0.2985382618917937
4.218539e-05,4.138846e-04,0.3162277660168356
5.113301e-05,4.411245e-04,0.3349654391578252
6.188962e-05,4.706229e-04,0.35481338923357275
7.458446e-05,5.025571e-04,0.3758374042884413
8.939403e-05,5.370788e-04,0.3981071705534943
1.069397e-04,5.748113e-04,0.4216965034285791
1.272185e-04,6.157637e-04,0.4466835921509597
1.507243e-04,6.604156e-04,0.4731512589614769
1.778916e-04,7.093456e-04,0.5011872336272684
2.090298e-04,7.627139e-04,0.5308844442309845
2.447326e-04,8.213761e-04,0.5623413251903447
2.854350e-04,8.857501e-04,0.5956621435290059
3.317752e-04,9.562847e-04,0.6309573444801884
3.843030e-04,1.034321e-03,0.6683439175686096
4.438118e-04,1.120043e-03,0.7079457843841325
5.110951e-04,1.214573e-03,0.74989420933245
5.868819e-04,1.319138e-03,0.7943282347242753
6.724223e-04,1.434394e-03,0.8413951416451886
7.685321e-04,1.562081e-03,0.8912509381337386
8.765777e-04,1.703328e-03,0.944060876285916
9.981995e-04,1.859457e-03,0.9999999999999922
1.134234e-03,2.032944e-03,1.0592537251772807
1.287145e-03,2.224955e-03,1.1220184543019547
1.458645e-03,2.437924e-03,1.188502227437009
1.650600e-03,2.674473e-03,1.258925411794157
1.866097e-03,2.936808e-03,1.3335214321633135
2.107202e-03,3.228423e-03,1.412537544622743
2.377334e-03,3.552388e-03,1.4962356560944214
2.680338e-03,3.912262e-03,1.584893192461101
3.018854e-03,4.312845e-03,1.678804018122547
3.398443e-03,4.758154e-03,1.7782794100389088
3.823522e-03,5.253654e-03,1.8836490894897855
4.299051e-03,5.805285e-03,1.9952623149688633
4.832065e-03,6.419260e-03,2.11348903983663
5.428361e-03,7.103158e-03,2.238721138568321
6.096097e-03,7.864925e-03,2.371373705661636
6.844380e-03,8.713646e-03,2.5118864315095597
7.681074e-03,9.659641e-03,2.6607250597987884
8.618678e-03,1.071412e-02,2.8183829312644306
9.668624e-03,1.188991e-02,2.985382618917935
1.084378e-02,1.320110e-02,3.162277660168353
1.216059e-02,1.466382e-02,3.349654391578249
1.363461e-02,1.629565e-02,3.5481338923357244
1.528559e-02,1.811660e-02,3.7583740428844106
1.713558e-02,2.014932e-02,3.981071705534939
1.920614e-02,2.241787e-02,4.216965034285788
2.152644e-02,2.495109e-02,4.466835921509594
2.412566e-02,2.778004e-02,4.7315125896147645
2.703664e-02,3.093910e-02,5.01187233627268
3.029887e-02,3.446864e-02,5.308844442309838
3.395282e-02,3.841130e-02,5.623413251903441
3.804689e-02,4.281680e-02,5.956621435290053
4.263532e-02,4.774126e-02,6.309573444801878
4.777458e-02,5.324329e-02,6.683439175686089
5.353481e-02,5.939498e-02,7.079457843841318
5.998990e-02,6.627271e-02,7.4989420933244935
6.722277e-02,7.396153e-02,7.943282347242745
7.533024e-02,8.256152e-02,8.413951416451878
8.441544e-02,9.217808e-02,8.912509381337376
9.459835e-02,1.029346e-01,9.440608762859151
1.060135e-01,1.149698e-01,9.999999999999913
