# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=MeV^-4 => code, pFactor=1.722898e-13, eFactor=1.722898e-13
# pressure (code_units),epsilon (code_units),mu
4.900732e-05,7.422262e-04,366.5
4.951437e-05,7.439939e-04,366.75
5.002210e-05,7.459976e-04,367.
5.053139e-05,7.479031e-04,367.25
5.104103e-05,7.498052e-04,367.5
5.155083e-05,7.517211e-04,367.75
5.206236e-05,7.536008e-04,368.
5.257699e-05,7.554925e-04,368.25
5.309041e-05,7.574066e-04,368.5
5.360384e-05,7.589590e-04,368.75
5.415465e-05,7.624840e-04,369.
5.468203e-05,7.631990e-04,369.25
5.519958e-05,7.652303e-04,369.5
5.570887e-05,7.658712e-04,369.75
5.619869e-05,7.667499e-04,370.
5.670815e-05,7.709779e-04,370.25
5.723140e-05,7.735019e-04,370.5
5.775550e-05,7.748079e-04,370.75
5.827789e-05,7.765532e-04,371.
5.879992e-05,7.782950e-04,371.25
5.932455e-05,7.805520e-04,371.5
5.985003e-05,7.825179e-04,371.75
6.037534e-05,7.843855e-04,372.
6.090307e-05,7.863754e-04,372.25
6.143165e-05,7.882362e-04,372.5
6.196161e-05,7.903036e-04,372.75
6.249209e-05,7.921730e-04,373.
6.302326e-05,7.941319e-04,373.25
6.355547e-05,7.959840e-04,373.5
6.408939e-05,7.983203e-04,373.75
6.462418e-05,8.000346e-04,374.
6.515914e-05,8.019659e-04,374.25
6.569634e-05,8.039008e-04,374.5
6.628488e-05,8.088903e-04,374.75
6.689031e-05,8.095002e-04,375.
6.744922e-05,8.099033e-04,375.25
6.799193e-05,8.120277e-04,375.5
6.852431e-05,8.126755e-04,375.75
6.903308e-05,8.133198e-04,376.
6.952272e-05,8.140348e-04,376.25
7.001926e-05,8.197979e-04,376.5
7.056404e-05,8.217672e-04,376.75
7.110951e-05,8.237813e-04,377.
7.165619e-05,8.261520e-04,377.25
7.220390e-05,8.276475e-04,377.5
7.275230e-05,8.297218e-04,377.75
7.330242e-05,8.318014e-04,378.
7.385323e-05,8.338516e-04,378.25
7.440473e-05,8.358226e-04,378.5
7.495726e-05,8.377936e-04,378.75
7.551100e-05,8.399162e-04,379.
7.606543e-05,8.418528e-04,379.25
7.662038e-05,8.439220e-04,379.5
7.717704e-05,8.459050e-04,379.75
7.773543e-05,8.480018e-04,380.
7.829434e-05,8.499418e-04,380.25
7.885394e-05,8.519507e-04,380.5
7.941319e-05,8.540681e-04,380.75
7.997451e-05,8.561046e-04,381.
8.053549e-05,8.581169e-04,381.25
8.109905e-05,8.601809e-04,381.5
8.166330e-05,8.622915e-04,381.75
8.222858e-05,8.643073e-04,382.
8.279455e-05,8.662542e-04,382.25
8.336139e-05,8.683354e-04,382.5
8.392925e-05,8.704546e-04,382.75
8.449936e-05,8.724790e-04,383.
8.506998e-05,8.745396e-04,383.25
8.564112e-05,8.766277e-04,383.5
8.621450e-05,8.787090e-04,383.75
8.678823e-05,8.807455e-04,384.
8.736247e-05,8.827836e-04,384.25
8.795618e-05,8.864517e-04,384.5
8.856126e-05,8.870547e-04,384.75
8.913844e-05,8.890412e-04,385.
8.969993e-05,8.898096e-04,385.25
9.024281e-05,8.932640e-04,385.5
9.082257e-05,8.953367e-04,385.75
9.140250e-05,8.974024e-04,386.
9.198639e-05,8.995337e-04,386.25
9.256941e-05,9.015994e-04,386.5
9.315262e-05,9.036445e-04,386.75
9.373530e-05,9.058446e-04,387.
9.432074e-05,9.078122e-04,387.25
9.490842e-05,9.100485e-04,387.5
9.549593e-05,9.121832e-04,387.75
9.608378e-05,9.142541e-04,388.
9.667336e-05,9.163853e-04,388.25
9.726362e-05,9.184683e-04,388.5
9.785544e-05,9.206753e-04,388.75
9.845449e-05,9.227566e-04,389.
9.904872e-05,9.248982e-04,389.25
9.964174e-05,9.266297e-04,389.5
1.002327e-04,9.295259e-04,389.75
1.008311e-04,9.312987e-04,390.
1.014286e-04,9.334041e-04,390.25
1.020238e-04,9.355698e-04,390.5
1.026236e-04,9.376614e-04,390.75
1.039057e-04,9.421203e-04,391.
1.046061e-04,9.429955e-04,391.25
1.052210e-04,9.443979e-04,391.5
1.058068e-04,9.452094e-04,391.75
1.063498e-04,9.459123e-04,392.
1.068640e-04,9.465860e-04,392.25
1.073555e-04,9.471132e-04,392.5
1.078319e-04,9.478678e-04,392.75
1.080634e-04,9.572180e-04,393.
1.086725e-04,9.593613e-04,393.25
1.092831e-04,9.615718e-04,393.5
1.098976e-04,9.637254e-04,393.75
1.105101e-04,9.659410e-04,394.
1.111204e-04,9.680809e-04,394.25
1.117342e-04,9.702707e-04,394.5
1.123497e-04,9.724657e-04,394.75
1.129663e-04,9.746623e-04,395.
1.135874e-04,9.770761e-04,395.25
1.142121e-04,9.791419e-04,395.5
1.148317e-04,9.811198e-04,395.75
1.154419e-04,9.835163e-04,396.
1.160632e-04,9.857096e-04,396.25
1.166857e-04,9.879200e-04,396.5
1.173092e-04,9.901633e-04,396.75
1.179332e-04,9.923479e-04,397.
1.185588e-04,9.945842e-04,397.25
1.191856e-04,9.968722e-04,397.5
1.198164e-04,9.990534e-04,397.75
1.204447e-04,1.001295e-03,398.
1.210708e-04,1.003481e-03,398.25
1.217010e-04,1.005735e-03,398.5
1.223330e-04,1.008049e-03,398.75
1.229656e-04,1.010299e-03,399.
1.235986e-04,1.012490e-03,399.25
1.242332e-04,1.014734e-03,399.5
1.248688e-04,1.016961e-03,399.75
1.255371e-04,1.020228e-03,400.
1.261947e-04,1.021513e-03,400.25
1.268296e-04,1.023219e-03,400.5
1.274214e-04,1.026025e-03,400.75
1.280618e-04,1.028393e-03,401.
1.287032e-04,1.030631e-03,401.25
1.293490e-04,1.032938e-03,401.5
1.299927e-04,1.035171e-03,401.75
1.306348e-04,1.037477e-03,402.
1.312805e-04,1.039743e-03,402.25
1.319382e-04,1.042302e-03,402.5
1.325873e-04,1.044357e-03,402.75
1.332283e-04,1.045892e-03,403.
1.338724e-04,1.048871e-03,403.25
1.346648e-04,1.052865e-03,403.5
1.353798e-04,1.053557e-03,403.75
1.360343e-04,1.055728e-03,404.
1.366439e-04,1.056483e-03,404.25
1.371997e-04,1.057191e-03,404.5
1.377927e-04,1.062878e-03,404.75
1.384510e-04,1.065313e-03,405.
1.391106e-04,1.067430e-03,405.25
1.397692e-04,1.069737e-03,405.5
1.404267e-04,1.072039e-03,405.75
1.410888e-04,1.074401e-03,406.
1.417507e-04,1.076701e-03,406.25
1.424130e-04,1.079070e-03,406.5
1.430774e-04,1.081444e-03,406.75
1.437422e-04,1.083789e-03,407.
1.444087e-04,1.086082e-03,407.25
1.450761e-04,1.088439e-03,407.5
1.457441e-04,1.090763e-03,407.75
1.464143e-04,1.093193e-03,408.
1.470859e-04,1.095529e-03,408.25
1.477571e-04,1.097856e-03,408.5
1.484287e-04,1.100132e-03,408.75
1.491010e-04,1.102663e-03,409.
1.497757e-04,1.104982e-03,409.25
1.504512e-04,1.107375e-03,409.5
1.511283e-04,1.109729e-03,409.75
1.518057e-04,1.112084e-03,410.
1.524978e-04,1.114832e-03,410.25
1.531787e-04,1.116903e-03,410.5
1.538443e-04,1.119246e-03,410.75
1.545274e-04,1.121712e-03,411.
1.552099e-04,1.124100e-03,411.25
1.558932e-04,1.126470e-03,411.5
1.565778e-04,1.128851e-03,411.75
1.572637e-04,1.131305e-03,412.
1.579506e-04,1.133712e-03,412.25
1.586388e-04,1.136108e-03,412.5
1.593283e-04,1.138505e-03,412.75
1.600183e-04,1.140960e-03,413.
1.607092e-04,1.143317e-03,413.25
1.614006e-04,1.145724e-03,413.5
1.620942e-04,1.148356e-03,413.75
1.627889e-04,1.150677e-03,414.
1.634842e-04,1.153063e-03,414.25
1.641992e-04,1.156509e-03,414.5
1.649239e-04,1.157943e-03,414.75
1.656148e-04,1.159789e-03,415.
1.662760e-04,1.162880e-03,415.25
1.669764e-04,1.165351e-03,415.5
1.676788e-04,1.167787e-03,415.75
1.683819e-04,1.170230e-03,416.
1.690857e-04,1.172730e-03,416.25
1.697900e-04,1.175171e-03,416.5
1.704961e-04,1.177646e-03,416.75
1.712030e-04,1.180123e-03,417.
1.719111e-04,1.182623e-03,417.25
1.726206e-04,1.185101e-03,417.5
1.733304e-04,1.187537e-03,417.75
1.740420e-04,1.190038e-03,418.
1.747690e-04,1.192485e-03,418.25
1.754823e-04,1.195052e-03,418.5
1.761818e-04,1.197538e-03,418.75
1.768968e-04,1.200031e-03,419.
1.776136e-04,1.202498e-03,419.25
1.783303e-04,1.205017e-03,419.5
1.790505e-04,1.207634e-03,419.75
1.797689e-04,1.210169e-03,420.
1.804925e-04,1.212794e-03,420.25
1.812144e-04,1.215344e-03,420.5
1.819380e-04,1.217905e-03,420.75
1.826599e-04,1.220630e-03,421.
1.833853e-04,1.223306e-03,421.25
1.841123e-04,1.225938e-03,421.5
1.848394e-04,1.228524e-03,421.75
1.855682e-04,1.231250e-03,422.
1.862987e-04,1.233909e-03,422.25
1.870292e-04,1.236589e-03,422.5
1.877614e-04,1.239239e-03,422.75
1.884954e-04,1.241953e-03,423.
1.892293e-04,1.245297e-03,423.25
1.899685e-04,1.247981e-03,423.5
1.907076e-04,1.250609e-03,423.75
1.914433e-04,1.253308e-03,424.
1.921824e-04,1.256049e-03,424.25
1.929232e-04,1.258801e-03,424.5
1.936658e-04,1.261601e-03,424.75
1.944084e-04,1.264619e-03,425.
1.951527e-04,1.267593e-03,425.25
1.958969e-04,1.270274e-03,425.5
1.966447e-04,1.273065e-03,425.75
1.974062e-04,1.276169e-03,426.
1.981557e-04,1.278976e-03,426.25
1.988931e-04,1.281984e-03,426.5
1.996460e-04,1.285642e-03,426.75
2.004006e-04,1.288661e-03,427.
2.012414e-04,1.773637e-03,427.25
2.022803e-04,1.778031e-03,427.5
2.033209e-04,1.781787e-03,427.75
2.043633e-04,1.786766e-03,428.
2.054073e-04,1.791125e-03,428.25
2.064549e-04,1.795277e-03,428.5
2.075024e-04,1.799998e-03,428.75
2.085534e-04,1.803995e-03,429.
2.096043e-04,1.808061e-03,429.25
2.106587e-04,1.812644e-03,429.5
2.117149e-04,1.817158e-03,429.75
2.127727e-04,1.821207e-03,430.
2.138323e-04,1.826048e-03,430.25
2.148953e-04,1.830131e-03,430.5
2.159584e-04,1.834404e-03,430.75
2.170248e-04,1.838935e-03,431.
2.180913e-04,1.843294e-03,431.25
2.191612e-04,1.847498e-03,431.5
2.202329e-04,1.852029e-03,431.75
2.213062e-04,1.856044e-03,432.
2.223813e-04,1.860489e-03,432.25
2.234581e-04,1.865123e-03,432.5
2.245367e-04,1.869568e-03,432.75
2.256187e-04,1.873893e-03,433.
2.267006e-04,1.877804e-03,433.25
2.277861e-04,1.882938e-03,433.5
2.288732e-04,1.887038e-03,433.75
2.299604e-04,1.891656e-03,434.
2.310510e-04,1.895860e-03,434.25
2.321433e-04,1.900270e-03,434.5
2.332373e-04,1.904647e-03,434.75
2.343348e-04,1.909316e-03,435.
2.354323e-04,1.913606e-03,435.25
2.365332e-04,1.918016e-03,435.5
2.376342e-04,1.922427e-03,435.75
2.387385e-04,1.926769e-03,436.
2.398446e-04,1.931127e-03,436.25
2.409525e-04,1.935883e-03,436.5
2.420620e-04,1.939880e-03,436.75
2.431733e-04,1.944583e-03,437.
2.442863e-04,1.949218e-03,437.25
2.454010e-04,1.953301e-03,437.5
2.465191e-04,1.957867e-03,437.75
2.476373e-04,1.962243e-03,438.
2.487589e-04,1.966671e-03,438.25
2.498822e-04,1.971340e-03,438.5
2.510056e-04,1.975595e-03,438.75
2.521323e-04,1.980006e-03,439.
2.532608e-04,1.984555e-03,439.25
2.543928e-04,1.989017e-03,439.5
2.555247e-04,1.993445e-03,439.75
2.566584e-04,1.998045e-03,440.
2.577955e-04,2.002369e-03,440.25
2.589326e-04,2.007038e-03,440.5
2.600732e-04,2.011501e-03,440.75
2.612155e-04,2.015928e-03,441.
2.623577e-04,2.020494e-03,441.25
2.635035e-04,2.024888e-03,441.5
2.646509e-04,2.029815e-03,441.75
2.658018e-04,2.034002e-03,442.
2.669527e-04,2.038085e-03,442.25
2.681053e-04,2.043202e-03,442.5
2.692614e-04,2.047475e-03,442.75
2.704175e-04,2.051972e-03,443.
2.715770e-04,2.056589e-03,443.25
2.727382e-04,2.060862e-03,443.5
2.739012e-04,2.065427e-03,443.75
2.750658e-04,2.070096e-03,444.
2.762322e-04,2.074507e-03,444.25
2.774004e-04,2.079314e-03,444.5
2.785702e-04,2.083604e-03,444.75
2.797418e-04,2.088359e-03,445.
2.809168e-04,2.092684e-03,445.25
2.820918e-04,2.097232e-03,445.5
2.832703e-04,2.101901e-03,445.75
2.844505e-04,2.106398e-03,446.
2.856324e-04,2.111274e-03,446.25
2.868160e-04,2.115478e-03,446.5
2.880014e-04,2.120181e-03,446.75
2.891884e-04,2.124592e-03,447.
2.903772e-04,2.129209e-03,447.25
2.915678e-04,2.133671e-03,447.5
2.927617e-04,2.138427e-03,447.75
2.939557e-04,2.142785e-03,448.
2.951531e-04,2.147472e-03,448.25
2.963522e-04,2.151986e-03,448.5
2.975514e-04,2.156638e-03,448.75
2.987540e-04,2.161169e-03,449.
2.999583e-04,2.166269e-03,449.25
3.011643e-04,2.170455e-03,449.5
3.023738e-04,2.174986e-03,449.75
3.035832e-04,2.179690e-03,450.
3.047944e-04,2.184066e-03,450.25
3.060091e-04,2.188597e-03,450.5
3.072237e-04,2.193404e-03,450.75
3.084418e-04,2.198194e-03,451.
3.096616e-04,2.202915e-03,451.25
3.108832e-04,2.207515e-03,451.5
3.121064e-04,2.211994e-03,451.75
3.133314e-04,2.216784e-03,452.
3.145581e-04,2.221522e-03,452.25
3.157865e-04,2.226088e-03,452.5
3.170184e-04,2.230533e-03,452.75
3.182503e-04,2.235167e-03,453.
3.194856e-04,2.239905e-03,453.25
3.207209e-04,2.244626e-03,453.5
3.219597e-04,2.249157e-03,453.75
3.232002e-04,2.253912e-03,454.
3.244424e-04,2.258461e-03,454.25
3.256863e-04,2.263182e-03,454.5
3.269320e-04,2.267851e-03,454.75
3.281793e-04,2.272623e-03,455.
3.294284e-04,2.277172e-03,455.25
3.306810e-04,2.281841e-03,455.5
3.319335e-04,2.286544e-03,455.75
3.331895e-04,2.291627e-03,456.
3.344455e-04,2.295968e-03,456.25
3.357050e-04,2.300620e-03,456.5
3.369661e-04,2.305444e-03,456.75
3.382290e-04,2.310131e-03,457.
3.394936e-04,2.315024e-03,457.25
3.407599e-04,2.319400e-03,457.5
3.420280e-04,2.324310e-03,457.75
3.432995e-04,2.328996e-03,458.
3.445710e-04,2.333665e-03,458.25
3.458459e-04,2.338507e-03,458.5
3.471209e-04,2.343124e-03,458.75
3.483993e-04,2.347948e-03,459.
3.496794e-04,2.352876e-03,459.25
3.509612e-04,2.357407e-03,459.5
3.522448e-04,2.362145e-03,459.75
3.535301e-04,2.366917e-03,460.
3.548171e-04,2.371483e-03,460.25
3.561058e-04,2.376428e-03,460.5
3.573980e-04,2.381062e-03,460.75
3.586901e-04,2.386110e-03,461.
3.599858e-04,2.390676e-03,461.25
3.612814e-04,2.395517e-03,461.5
3.625804e-04,2.400410e-03,461.75
3.638812e-04,2.404873e-03,462.
3.651837e-04,2.409869e-03,462.25
3.664880e-04,2.414745e-03,462.5
3.677939e-04,2.419500e-03,462.75
3.691016e-04,2.424135e-03,463.
3.704110e-04,2.429148e-03,463.25
3.717239e-04,2.433783e-03,463.5
3.730367e-04,2.438555e-03,463.75
3.743530e-04,2.443535e-03,464.
3.756693e-04,2.448238e-03,464.25
3.769890e-04,2.453028e-03,464.5
3.783105e-04,2.457766e-03,464.75
3.796337e-04,2.462624e-03,465.
3.809586e-04,2.467638e-03,465.25
3.822852e-04,2.472393e-03,465.5
3.836136e-04,2.477148e-03,465.75
3.849454e-04,2.482196e-03,466.
3.862772e-04,2.486883e-03,466.25
3.876107e-04,2.491690e-03,466.5
3.889477e-04,2.496669e-03,466.75
3.902864e-04,2.501424e-03,467.
3.916268e-04,2.506455e-03,467.25
3.929672e-04,2.511158e-03,467.5
3.943110e-04,2.515931e-03,467.75
3.956566e-04,2.520858e-03,468.
3.970057e-04,2.525665e-03,468.25
3.983547e-04,2.530506e-03,468.5
3.997054e-04,2.535589e-03,468.75
4.010596e-04,2.540430e-03,469.
4.024138e-04,2.545203e-03,469.25
4.037715e-04,2.550182e-03,469.5
4.051291e-04,2.554972e-03,469.75
4.064902e-04,2.559985e-03,470.
4.078530e-04,2.565137e-03,470.25
4.092176e-04,2.569857e-03,470.5
4.105838e-04,2.574595e-03,470.75
4.119518e-04,2.579695e-03,471.
4.133232e-04,2.584502e-03,471.25
4.146947e-04,2.589585e-03,471.5
4.160678e-04,2.594374e-03,471.75
4.174444e-04,2.599371e-03,472.
4.188227e-04,2.604246e-03,472.25
4.202010e-04,2.609208e-03,472.5
4.215828e-04,2.614274e-03,472.75
4.229663e-04,2.619046e-03,473.
4.243515e-04,2.624077e-03,473.25
4.257384e-04,2.629022e-03,473.5
4.271288e-04,2.634035e-03,473.75
4.285192e-04,2.638980e-03,474.
4.299113e-04,2.644028e-03,474.25
4.313068e-04,2.648887e-03,474.5
4.327024e-04,2.653780e-03,474.75
4.341014e-04,2.658707e-03,475.
4.355021e-04,2.663773e-03,475.25
4.369045e-04,2.668717e-03,475.5
4.383087e-04,2.673834e-03,475.75
4.397146e-04,2.678658e-03,476.
4.411222e-04,2.683758e-03,476.25
4.425315e-04,2.688686e-03,476.5
4.439426e-04,2.693734e-03,476.75
4.453571e-04,2.698713e-03,477.
4.467716e-04,2.703847e-03,477.25
4.481895e-04,2.708809e-03,477.5
4.496092e-04,2.713806e-03,477.75
4.510289e-04,2.718940e-03,478.
4.524520e-04,2.723971e-03,478.25
4.538768e-04,2.728933e-03,478.5
4.553034e-04,2.733981e-03,478.75
4.567316e-04,2.738960e-03,479.
4.581634e-04,2.743973e-03,479.25
4.595951e-04,2.749022e-03,479.5
4.610303e-04,2.754156e-03,479.75
4.624654e-04,2.759325e-03,480.
4.639041e-04,2.764218e-03,480.25
4.653444e-04,2.769317e-03,480.5
4.667848e-04,2.774417e-03,480.75
4.682285e-04,2.779534e-03,481.
4.696741e-04,2.784496e-03,481.25
4.711230e-04,2.789820e-03,481.5
4.725720e-04,2.794713e-03,481.75
4.740226e-04,2.799795e-03,482.
4.754768e-04,2.804930e-03,482.25
4.769309e-04,2.810116e-03,482.5
4.783885e-04,2.815095e-03,482.75
4.798460e-04,2.820281e-03,483.
4.813071e-04,2.825329e-03,483.25
4.827698e-04,2.830446e-03,483.5
4.842343e-04,2.835597e-03,483.75
4.857005e-04,2.840800e-03,484.
4.871684e-04,2.845780e-03,484.25
4.886397e-04,2.850914e-03,484.5
4.901111e-04,2.856031e-03,484.75
4.915841e-04,2.861062e-03,485.
4.930607e-04,2.866334e-03,485.25
4.945389e-04,2.871537e-03,485.5
4.960172e-04,2.876585e-03,485.75
4.974989e-04,2.881668e-03,486.
4.989823e-04,2.886905e-03,486.25
5.004674e-04,2.891936e-03,486.5
5.019560e-04,2.897329e-03,486.75
5.034446e-04,2.902325e-03,487.
5.049349e-04,2.907528e-03,487.25
5.064286e-04,2.912852e-03,487.5
5.079224e-04,2.918124e-03,487.75
5.094196e-04,2.923120e-03,488.
5.109168e-04,2.928410e-03,488.25
5.124174e-04,2.933510e-03,488.5
5.139198e-04,2.938713e-03,488.75
5.154239e-04,2.943899e-03,489.
5.169297e-04,2.949067e-03,489.25
5.184390e-04,2.954288e-03,489.5
5.199482e-04,2.959594e-03,489.75
5.214592e-04,2.964832e-03,490.
5.229736e-04,2.970018e-03,490.25
5.244881e-04,2.975428e-03,490.5
5.260059e-04,2.980493e-03,490.75
5.275255e-04,2.985731e-03,491.
5.290468e-04,2.990951e-03,491.25
5.305699e-04,2.996257e-03,491.5
5.320946e-04,3.001443e-03,491.75
5.336211e-04,3.006715e-03,492.
5.351511e-04,3.011901e-03,492.25
5.366810e-04,3.017191e-03,492.5
5.382127e-04,3.022342e-03,492.75
5.397478e-04,3.027786e-03,493.
5.412846e-04,3.033024e-03,493.25
5.428231e-04,3.038227e-03,493.5
5.443617e-04,3.043379e-03,493.75
5.459037e-04,3.048909e-03,494.
5.474474e-04,3.054078e-03,494.25
5.489946e-04,3.059557e-03,494.5
5.505417e-04,3.064674e-03,494.75
5.520906e-04,3.070049e-03,495.
5.536429e-04,3.075321e-03,495.25
5.551953e-04,3.080576e-03,495.5
5.567510e-04,3.086038e-03,495.75
5.583085e-04,3.091344e-03,496.
5.598678e-04,3.096547e-03,496.25
5.614287e-04,3.101837e-03,496.5
5.629914e-04,3.107453e-03,496.75
5.645558e-04,3.112588e-03,497.
5.661219e-04,3.117808e-03,497.25
5.676914e-04,3.123269e-03,497.5
5.692610e-04,3.128559e-03,497.75
5.708340e-04,3.133900e-03,498.
5.724087e-04,3.139258e-03,498.25
5.739835e-04,3.144616e-03,498.5
5.755616e-04,3.149940e-03,498.75
5.771415e-04,3.155436e-03,499.
5.787232e-04,3.160519e-03,499.25
5.803082e-04,3.166118e-03,499.5
5.818933e-04,3.171424e-03,499.75
5.834801e-04,3.176852e-03,500.
5.850703e-04,3.182451e-03,500.25
5.866606e-04,3.187723e-03,500.5
5.882542e-04,3.193012e-03,500.75
5.898496e-04,3.198336e-03,501.
5.914468e-04,3.203987e-03,501.25
5.930456e-04,3.209104e-03,501.5
5.946462e-04,3.214635e-03,501.75
5.962485e-04,3.220114e-03,502.
5.978542e-04,3.225472e-03,502.25
5.994600e-04,3.231037e-03,502.5
6.010691e-04,3.236326e-03,502.75
6.026783e-04,3.241650e-03,503.
6.042910e-04,3.247301e-03,503.25
6.059053e-04,3.252659e-03,503.5
6.075214e-04,3.258121e-03,503.75
6.091392e-04,3.263668e-03,504.
6.107587e-04,3.268923e-03,504.25
6.123800e-04,3.274626e-03,504.5
6.140047e-04,3.279950e-03,504.75
6.156294e-04,3.285411e-03,505.
6.172575e-04,3.290718e-03,505.25
6.188856e-04,3.296369e-03,505.5
6.205172e-04,3.301831e-03,505.75
6.221505e-04,3.307154e-03,506.
6.237856e-04,3.312771e-03,506.25
6.254223e-04,3.318370e-03,506.5
6.270608e-04,3.323832e-03,506.75
6.287010e-04,3.329190e-03,507.
6.303446e-04,3.334686e-03,507.25
6.319883e-04,3.340286e-03,507.5
6.336354e-04,3.345730e-03,507.75
6.352842e-04,3.351295e-03,508.
6.369330e-04,3.356705e-03,508.25
6.385853e-04,3.362373e-03,508.5
6.402392e-04,3.367766e-03,508.75
6.418967e-04,3.373296e-03,509.
6.435541e-04,3.379068e-03,509.25
6.452132e-04,3.384513e-03,509.5
6.468758e-04,3.390164e-03,509.75
6.485384e-04,3.395505e-03,510.
6.502045e-04,3.401156e-03,510.25
6.518722e-04,3.406703e-03,510.5
6.535400e-04,3.412199e-03,510.75
6.552112e-04,3.417988e-03,511.
6.568859e-04,3.423381e-03,511.25
6.585605e-04,3.428912e-03,511.5
6.602369e-04,3.434545e-03,511.75
6.619150e-04,3.440162e-03,512.
6.635966e-04,3.445710e-03,512.25
6.652798e-04,3.451275e-03,512.5
6.669631e-04,3.457012e-03,512.75
6.686498e-04,3.462525e-03,513.
6.703383e-04,3.468056e-03,513.25
6.720284e-04,3.473690e-03,513.5
6.737203e-04,3.479100e-03,513.75
6.754156e-04,3.485026e-03,514.
6.771110e-04,3.490471e-03,514.25
