ticker,volume,open,close,high,low,window_start,transactions
YELL,712519,1.98,1.875,1.99,1.87,1680033600000000000,4241
YSG,1303891,1.46,1.45,1.48,1.4,1680033600000000000,4034
ETY,147291,11.4,11.35,11.4,11.32,1680033600000000000,938
EMD,79074,8.57,8.45,8.59,8.45,1680033600000000000,1374
MCBS,17615,17.06,16.92,17.235,16.82,1680033600000000000,467
SESG,372,39.24,39.3911,39.3911,39.24,1680033600000000000,8
GPK,3184423,24.84,25.15,25.165,24.72,1680033600000000000,24459
FEN,91554,12.34,12.57,12.5899,12.34,1680033600000000000,885
EOI,66726,14.91,14.85,14.93,14.75,1680033600000000000,480
WCCpA,12392,26.82,26.71,26.99,26.65,1680033600000000000,157
DSTL,41186,41.78,41.79,41.855,41.59,1680033600000000000,232
SGML,2212233,35.99,36.95,39.04,35.42,1680033600000000000,27727
TYO,49476,12.26,12.21,12.3,12.197,1680033600000000000,201
VIGI,213572,71.86,71.99,72.0035,71.73,1680033600000000000,1355
CHD,908585,86.3,86.4,86.75,86.07,1680033600000000000,14607
JPEM,22169,49.97,49.96,50.0599,49.89,1680033600000000000,132
AAIC,65169,2.73,2.67,2.77,2.67,1680033600000000000,343
SLDP,1036592,2.78,2.78,2.835,2.72,1680033600000000000,5803
SHOP,8872483,44.98,44.31,45.39,44,1680033600000000000,52853
AGCO,474492,128.72,129.18,130.18,127.91,1680033600000000000,10318
HVT,95860,31.17,31.3,31.86,31.02,1680033600000000000,2871
AVRO,504794,1.1,1.05,1.18,1.03,1680033600000000000,1373
DTEA,174525,0.5253,0.5175,0.5253,0.51,1680033600000000000,304
CVI,1207795,31.16,32.32,32.455,31.16,1680033600000000000,13478
MBB,1243961,94.15,94.14,94.37,94.06,1680033600000000000,8327
AMBA,372385,76.58,74.36,76.58,73,1680033600000000000,9874
CRAI,80637,108.74,109.35,109.88,107.56,1680033600000000000,2149
BSGM,335495,1.13,1.08,1.1985,1.05,1680033600000000000,1588
MANU,1485229,22.22,22.47,22.82,21.97,1680033600000000000,14351
TRKA,30345101,0.213,0.2,0.2212,0.1972,1680033600000000000,24191
CRDO,2047460,8.83,8.88,8.95,8.69,1680033600000000000,18807
MIXT,4812,7.89,8.19,8.2,7.89,1680033600000000000,61
SBI,2870,7.84,7.84,7.84,7.8102,1680033600000000000,48
EPC,322128,41.86,42.25,42.36,41.65,1680033600000000000,6555
ERH,12553,10.23,10.38,10.448,10.23,1680033600000000000,102
SARK,911701,43.02,43.58,43.81,42.8,1680033600000000000,6756
