location_from,location_to,classification_from,classification_to,comment,skos_uri
HN,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HK,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HU,HU,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IS,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IN,IN,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ID,ID,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IR,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IQ,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IE,IE,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IM,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IL,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IT,IT,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JM,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
JP,JP,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JE,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
JO,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KZ,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KE,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KI,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
XK,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KW,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KG,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LA,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LV,LV,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LB,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LS,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LR,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LY,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LI,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LT,LT,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LU,LU,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MO,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MK,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MG,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MW,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MY,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MV,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ML,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MT,MT,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MH,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MQ,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MR,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MU,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
YT,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MX,MX,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FM,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MD,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MC,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MN,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ME,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MS,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MA,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MZ,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MM,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NA,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NR,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NP,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NL,NL,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NC,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NZ,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NI,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NE,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NG,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NU,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NF,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KP,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MP,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NO,NO,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
OM,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PK,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PW,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PS,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PA,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PG,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PY,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PE,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PH,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PN,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PL,PL,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PT,PT,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PR,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
QA,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
RE,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
RO,RO,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RU,RU,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RW,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MF,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
WS,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SM,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ST,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SA,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SN,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
RS,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SC,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SL,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SG,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SX,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SK,SK,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SI,SI,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SB,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SO,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ZA,ZA,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GS,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KR,KR,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SS,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ES,ES,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LK,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
BL,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SH,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KN,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LC,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PM,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VC,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SD,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SR,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SJ,WE,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SE,SE,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CH,CH,bonsai_v2_0,bonsut_v2_0,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SY,WM,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TW,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TJ,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TZ,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TH,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TL,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TG,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TK,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TO,WA,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TT,WL,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TN,WF,bonsai_v2_0,bonsut_v2_0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
