code,name
99019,"FAO Major Fishing Area: Pacific, Northeast (14.4.1)"
99020,"FAO Major Fishing Area: Pacific, Northwest (14.4.1)"
99031,"FAO Major Fishing Area: Pacific, Southeast (14.4.1)"
99022,"FAO Major Fishing Area: Pacific, Southwest (14.4.1)"
99021,"FAO Major Fishing Area: Pacific, Western Central (14.4.1)"
64,Faroe Islands
66,Fiji
67,Finland
68,France
69,French Guiana
70,French Polynesia
71,French Southern Territories
74,Gabon
75,Gambia
73,Georgia
79,Germany
78,Germany Fr
77,Germany Nl
81,Ghana
82,Gibraltar
84,Greece
85,Greenland
86,Grenada
87,Guadeloupe
88,Guam
89,Guatemala
274,Guernsey
90,Guinea
175,Guinea-Bissau
91,Guyana
93,Haiti
92,Heard Island and McDonald Islands
9010,High-income economies
94,Holy See
95,Honduras
97,Hungary
99,Iceland
100,India
101,Indonesia
5823,International Centres (FAO) (2.5.1.a)
102,Iran (Islamic Republic of)
103,Iraq
104,Ireland
264,Isle of Man
105,Israel
106,Italy
109,Jamaica
110,Japan
283,Jersey
111,Johnston Island
112,Jordan
108,Kazakhstan
114,Kenya
83,Kiribati
118,Kuwait
113,Kyrgyzstan
5802,Land Locked Developing Countries (LLDCs)
120,Lao People's Democratic Republic
348,Latin America
5205,Latin America and the Caribbean
119,Latvia
5801,Least Developed Countries (LDCs)
121,Lebanon
122,Lesotho
123,Liberia
124,Libya
125,Liechtenstein
126,Lithuania
5815,Low Income Food Deficit Countries (LIFDCs)
5859,Lower-middle-income economies
5858,Low-income economies
256,Luxembourg
129,Madagascar
130,Malawi
131,Malaysia
132,Maldives
133,Mali
134,Malta
127,Marshall Islands
135,Martinique
136,Mauritania
137,Mauritius
270,Mayotte
5502,Melanesia
138,Mexico
5503,Micronesia
145,Micronesia (Federated States of)
5102,Middle Africa
139,Midway Island
140,Monaco
141,Mongolia
273,Montenegro
142,Montserrat
143,Morocco
144,Mozambique
28,Myanmar
147,Namibia
148,Nauru
149,Nepal
5817,Net Food Importing Developing Countries (NFIDCs)
150,Netherlands (Kingdom of the)
151,Netherlands Antilles (former)
153,New Caledonia
156,New Zealand
157,Nicaragua
158,Niger
159,Nigeria
160,Niue
5849,Non-Annex I countries
161,Norfolk Island
336,North and Central America
154,North Macedonia
5103,Northern Africa
429,Northern Africa (excluding Sudan)
5203,Northern America
5208,Northern America and Europe
5402,Northern Europe
163,Northern Mariana Islands
162,Norway
5500,Oceania
5807,Oceania excluding Australia and New Zealand
5873,OECD
221,Oman
164,Pacific Islands Trust Territory
165,Pakistan
180,Palau
299,Palestine
166,Panama
168,Papua New Guinea
169,Paraguay
170,Peru
171,Philippines
172,Pitcairn
173,Poland
5504,Polynesia
174,Portugal
177,Puerto Rico
179,Qatar
5822,Regional Centres (FAO) (2.5.1.a)
117,Republic of Korea
146,Republic of Moldova
182,Réunion
183,Romania
185,Russian Federation
184,Rwanda
282,Saint Barthélemy
188,Saint Kitts and Nevis
189,Saint Lucia
281,Saint Martin (French part)
190,Saint Pierre and Miquelon
191,Saint Vincent and the Grenadines
244,Samoa
192,San Marino
193,Sao Tome and Principe
285,Sark
194,Saudi Arabia
195,Senegal
272,Serbia
186,Serbia and Montenegro
196,Seychelles
197,Sierra Leone
200,Singapore
280,Sint Maarten (Dutch part)
199,Slovakia
198,Slovenia
5803,Small Island Developing States (SIDS)
25,Solomon Islands
201,Somalia
202,South Africa
5207,South America
271,South Georgia and the South Sandwich Islands
277,South Sudan
5304,South-eastern Asia
5104,Southern Africa
5303,Southern Asia
5855,Southern Asia (excluding India)
5403,Southern Europe
203,Spain
38,Sri Lanka
420,Sub-Saharan Africa
5810,Sub-Saharan Africa (including Sudan)
276,Sudan
206,Sudan (former)
207,Suriname
260,Svalbard and Jan Mayen Islands
210,Sweden
211,Switzerland
212,Syrian Arab Republic
208,Tajikistan
216,Thailand
176,Timor-Leste
217,Togo
218,Tokelau
219,Tonga
220,Trinidad and Tobago
222,Tunisia
223,Türkiye
213,Turkmenistan
224,Turks and Caicos Islands
227,Tuvalu
226,Uganda
230,Ukraine
225,United Arab Emirates
229,United Kingdom of Great Britain and Northern Ireland
215,United Republic of Tanzania
232,United States Minor Outlying Islands
231,United States of America
240,United States Virgin Islands
9011,Upper-middle-income economies
234,Uruguay
228,USSR
235,Uzbekistan
155,Vanuatu
236,Venezuela (Bolivarian Republic of)
237,Viet Nam
242,Wake Island
243,Wallis and Futuna Islands
5105,Western Africa
5305,Western Asia
5828,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
5308,Western Asia and Northern Africa
5404,Western Europe
205,Western Sahara
5000,World
249,Yemen
246,Yemen Ar Rp
247,Yemen Dem
248,Yugoslav SFR
251,Zambia
181,Zimbabwe
