A,B,C,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,1,1.86584,1.86321,1.85602,1.84398,1.82709,1.80519,1.77838,1.74660,1.71000,1.66857,1.62235,1.57140,1.51590,1.45583,1.39178,1.32357,1.25176,1.17637,1.09802,1.01695,0.93355,0.84809,0.76131,0.67359,0.58544,0.49714,0.40944,0.32278,0.23769,0.15482,0.07439,-0.00284,-0.07667,-0.14663,-0.21238,-0.27370,-0.33022,-0.38151,-0.42771,-0.46863,-0.50405,-0.53392,-0.55838,-0.57732,-0.59106,-0.59957,-0.60303,-0.60166,-0.59557,-0.58498,-0.57006,-0.55109,-0.52833,-0.50184,-0.47208,-0.43903,-0.40293,-0.36387,-0.32231,-0.27806,-0.23133,-0.18225,-0.13109,-0.07783,-0.02247,0.03472,0.09361,0.15414,0.21634,0.27986,0.34481,0.41091,0.47793,0.54575,0.61417,0.68308,0.75217,0.82131,0.89032,0.95867,1.02631,1.09291,1.15846,1.22239,1.28448,1.34457,1.40230,1.45765,1.51028,1.55976,1.60635,1.64961,1.68936,1.72542,1.75768,1.78603,1.81024,1.83013,1.84586,1.85711,1.86376
0,0,1,0.19472,0.21622,0.23595,0.25384,0.26996,0.28410,0.29652,0.30711,0.31591,0.32304,0.32862,0.33300,0.33619,0.33848,0.33996,0.34103,0.34197,0.34284,0.34400,0.34551,0.34763,0.35073,0.35481,0.36008,0.36653,0.37427,0.38335,0.39368,0.40522,0.41798,0.43178,0.44643,0.46180,0.47751,0.49354,0.50929,0.52461,0.53944,0.55344,0.56600,0.57706,0.58641,0.59352,0.59849,0.60090,0.60075,0.59773,0.59189,0.58307,0.57127,0.55651,0.53877,0.51819,0.49489,0.46897,0.44062,0.41015,0.37768,0.34357,0.30806,0.27128,0.23379,0.19592,0.15798,0.12025,0.08294,0.04646,0.01107,-0.02281,-0.05486,-0.08497,-0.11285,-0.13832,-0.16133,-0.18144,-0.19835,-0.21233,-0.22315,-0.23069,-0.23506,-0.23611,-0.23420,-0.22914,-0.22118,-0.21016,-0.19643,-0.18013,-0.16149,-0.14084,-0.11824,-0.09407,-0.06856,-0.04197,-0.01475,0.01288,0.04070,0.06848,0.09573,0.12211,0.14742,0.17168
0,0,1,0.85953,0.85236,0.84324,0.83199,0.81845,0.80289,0.78511,0.76511,0.74321,0.71906,0.69288,0.66467,0.63440,0.60231,0.56839,0.53293,0.49590,0.45735,0.41762,0.37682,0.33513,0.29286,0.25024,0.20737,0.16464,0.12226,0.08088,0.04028,0.00114,-0.03621,-0.07168,-0.10486,-0.13543,-0.16313,-0.18760,-0.20876,-0.22638,-0.24014,-0.25023,-0.25627,-0.25827,-0.25634,-0.25037,-0.24054,-0.22704,-0.20997,-0.18953,-0.16602,-0.13968,-0.11099,-0.08006,-0.04747,-0.01349,0.02179,0.05774,0.09407,0.13052,0.16656,0.20214,0.23684,0.27076,0.30333,0.33453,0.36447,0.39281,0.41957,0.44489,0.46875,0.49121,0.51243,0.53229,0.55114,0.56912,0.58604,0.60240,0.61811,0.63338,0.64828,0.66290,0.67730,0.69146,0.70562,0.71963,0.73357,0.74735,0.76095,0.77414,0.78697,0.79941,0.81106,0.82211,0.83224,0.84138,0.84953,0.85625,0.86180,0.86570,0.86811,0.86877,0.86762,0.86455
0,0,1,1.41823,1.43114,1.43825,1.43932,1.43412,1.42250,1.40462,1.38058,1.35048,1.31452,1.27294,1.22638,1.17514,1.11987,1.06121,0.99963,0.93580,0.87055,0.80441,0.73824,0.67279,0.60889,0.54696,0.48787,0.43197,0.38012,0.33298,0.29075,0.25388,0.22293,0.19792,0.17924,0.16686,0.16099,0.16158,0.16831,0.18128,0.19995,0.22413,0.25357,0.28753,0.32567,0.36719,0.41171,0.45851,0.50702,0.55652,0.60628,0.65574,0.70400,0.75065,0.79494,0.83661,0.87489,0.90939,0.93979,0.96582,0.98714,1.00387,1.01559,1.02280,1.02536,1.02341,1.01734,1.00761,0.99430,0.97835,0.96002,0.93990,0.91858,0.89674,0.87509,0.85407,0.83440,0.81660,0.80130,0.78910,0.78024,0.77525,0.77418,0.77748,0.78516,0.79730,0.81405,0.83523,0.86054,0.88960,0.92219,0.95781,0.99602,1.03619,1.07757,1.11971,1.16195,1.20338,1.24347,1.28143,1.31667,1.34861,1.37647,1.39983
0,0,1,-0.21400,-0.22355,-0.23417,-0.24611,-0.25926,-0.27358,-0.28901,-0.30557,-0.32294,-0.34130,-0.36050,-0.38062,-0.40105,-0.42198,-0.44316,-0.46448,-0.48565,-0.50660,-0.52717,-0.54728,-0.56665,-0.58497,-0.60223,-0.61838,-0.63321,-0.64660,-0.65846,-0.66870,-0.67741,-0.68436,-0.68958,-0.69333,-0.69526,-0.69562,-0.69440,-0.69170,-0.68753,-0.68210,-0.67546,-0.66772,-0.65913,-0.64959,-0.63942,-0.62847,-0.61708,-0.60523,-0.59307,-0.58059,-0.56828,-0.55570,-0.54310,-0.53050,-0.51802,-0.50559,-0.49330,-0.48106,-0.46900,-0.45714,-0.44522,-0.43349,-0.42187,-0.41022,-0.39882,-0.38748,-0.37617,-0.36491,-0.35381,-0.34290,-0.33207,-0.32133,-0.31086,-0.30044,-0.29032,-0.28054,-0.27107,-0.26195,-0.25297,-0.24445,-0.23629,-0.22867,-0.22154,-0.21475,-0.20853,-0.20280,-0.19744,-0.19269,-0.18846,-0.18479,-0.18179,-0.17934,-0.17763,-0.17659,-0.17630,-0.17674,-0.17814,-0.18023,-0.18317,-0.18724,-0.19223,-0.19828,-0.20552
0,0,1,0.87249,0.94738,1.02158,1.09441,1.16571,1.23467,1.30104,1.36428,1.42414,1.48013,1.53202,1.57968,1.62298,1.66157,1.69572,1.72530,1.75002,1.77027,1.78622,1.79791,1.80533,1.80892,1.80903,1.80574,1.79934,1.79003,1.77801,1.76384,1.74738,1.72927,1.70949,1.68850,1.66632,1.64323,1.61926,1.59456,1.56931,1.54348,1.51714,1.49065,1.46347,1.43596,1.40804,1.37968,1.35089,1.32144,1.29149,1.26065,1.22896,1.19649,1.16271,1.12811,1.09235,1.05536,1.01701,0.97738,0.93661,0.89461,0.85132,0.80678,0.76123,0.71483,0.66752,0.61961,0.57117,0.52246,0.47392,0.42568,0.37795,0.33125,0.28601,0.24237,0.20078,0.16147,0.12503,0.09171,0.06194,0.03595,0.01421,-0.00308,-0.01566,-0.02297,-0.02517,-0.02185,-0.01296,0.00163,0.02210,0.04789,0.07956,0.11661,0.15895,0.20644,0.25854,0.31505,0.37567,0.43989,0.50720,0.57719,0.64929,0.72278,0.79749
0,1,2,-1.54709,-1.55311,-1.55370,-1.54887,-1.53852,-1.52279,-1.50223,-1.47664,-1.44653,-1.41236,-1.37437,-1.33305,-1.28881,-1.24223,-1.19383,-1.14395,-1.09323,-1.04225,-0.99131,-0.94091,-0.89156,-0.84380,-0.79780,-0.75394,-0.71256,-0.67383,-0.63797,-0.60516,-0.57567,-0.54955,-0.52677,-0.50738,-0.49111,-0.47825,-0.46854,-0.46182,-0.45806,-0.45681,-0.45802,-0.46135,-0.46673,-0.47394,-0.48238,-0.49210,-0.50268,-0.51381,-0.52524,-0.53682,-0.54805,-0.55870,-0.56893,-0.57816,-0.58620,-0.59299,-0.59864,-0.60295,-0.60584,-0.60720,-0.60737,-0.60611,-0.60391,-0.60081,-0.59692,-0.59263,-0.58801,-0.58345,-0.57949,-0.57620,-0.57410,-0.57342,-0.57461,-0.57782,-0.58345,-0.59190,-0.60318,-0.61777,-0.63558,-0.65679,-0.68157,-0.70973,-0.74131,-0.77614,-0.81408,-0.85481,-0.89814,-0.94365,-0.99053,-1.03881,-1.08795,-1.13708,-1.18582,-1.23366,-1.28006,-1.32448,-1.36626,-1.40485,-1.43982,-1.47080,-1.49736,-1.51903,-1.53570
0,1,2,0.10524,0.07191,0.03982,0.00936,-0.01893,-0.04464,-0.06724,-0.08634,-0.10150,-0.11244,-0.11874,-0.12018,-0.11655,-0.10771,-0.09338,-0.07368,-0.04875,-0.01874,0.01630,0.05614,0.10025,0.14857,0.20051,0.25559,0.31317,0.37273,0.43370,0.49535,0.55726,0.61842,0.67871,0.73723,0.79336,0.84644,0.89593,0.94156,0.98282,1.01943,1.05072,1.07691,1.09748,1.11238,1.12169,1.12553,1.12383,1.11684,1.10489,1.08814,1.06719,1.04216,1.01360,0.98206,0.94801,0.91200,0.87458,0.83637,0.79776,0.75922,0.72132,0.68468,0.64957,0.61652,0.58566,0.55735,0.53182,0.50930,0.48971,0.47329,0.45995,0.44964,0.44221,0.43739,0.43499,0.43474,0.43645,0.43955,0.44390,0.44908,0.45457,0.45989,0.46480,0.46899,0.47191,0.47342,0.47289,0.47046,0.46560,0.45824,0.44812,0.43538,0.41963,0.40112,0.37995,0.35614,0.33010,0.30170,0.27150,0.23965,0.20670,0.17310,0.13911
0,1,2,0.44066,0.37317,0.30790,0.24529,0.18613,0.13076,0.07966,0.03328,-0.00794,-0.04350,-0.07320,-0.09670,-0.11383,-0.12438,-0.12825,-0.12539,-0.11583,-0.09956,-0.07687,-0.04752,-0.01206,0.02923,0.07603,0.12793,0.18442,0.24543,0.31012,0.37838,0.44935,0.52247,0.59742,0.67354,0.75032,0.82720,0.90389,0.97979,1.05432,1.12737,1.19838,1.26700,1.33278,1.39564,1.45512,1.51107,1.56360,1.61219,1.65687,1.69770,1.73460,1.76764,1.79677,1.82213,1.84397,1.86243,1.87765,1.88951,1.89854,1.90493,1.90877,1.91048,1.91012,1.90760,1.90377,1.89828,1.89154,1.88372,1.87471,1.86482,1.85407,1.84245,1.82961,1.81592,1.80131,1.78536,1.76811,1.74948,1.72924,1.70727,1.68331,1.65722,1.62879,1.59783,1.56431,1.52796,1.48850,1.44605,1.40050,1.35184,1.30009,1.24531,1.18764,1.12734,1.06436,0.99910,0.93195,0.86315,0.79313,0.72247,0.65121,0.58021,0.50984
0,1,2,0.10593,0.10136,0.09264,0.08005,0.06393,0.04438,0.02192,-0.00291,-0.02976,-0.05820,-0.08759,-0.11745,-0.14729,-0.17667,-0.20495,-0.23187,-0.25690,-0.27967,-0.29985,-0.31717,-0.33152,-0.34278,-0.35065,-0.35521,-0.35646,-0.35459,-0.34952,-0.34170,-0.33133,-0.31851,-0.30358,-0.28680,-0.26902,-0.24999,-0.23019,-0.21026,-0.19051,-0.17105,-0.15238,-0.13497,-0.11899,-0.10467,-0.09227,-0.08212,-0.07434,-0.06909,-0.06649,-0.06652,-0.06915,-0.07461,-0.08288,-0.09379,-0.10719,-0.12314,-0.14129,-0.16149,-0.18357,-0.20720,-0.23213,-0.25807,-0.28474,-0.31161,-0.33854,-0.36491,-0.39057,-0.41526,-0.43826,-0.45943,-0.47819,-0.49456,-0.50794,-0.51818,-0.52500,-0.52831,-0.52789,-0.52356,-0.51542,-0.50362,-0.48804,-0.46875,-0.44596,-0.41996,-0.39106,-0.35974,-0.32627,-0.29099,-0.25449,-0.21733,-0.17993,-0.14283,-0.10666,-0.07206,-0.03924,-0.00875,0.01883,0.04306,0.06372,0.08072,0.09348,0.10177,0.10598
0,1,2,-0.28391,-0.31713,-0.34867,-0.37823,-0.40552,-0.43043,-0.45280,-0.47295,-0.49073,-0.50637,-0.51986,-0.53158,-0.54170,-0.55052,-0.55839,-0.56584,-0.57318,-0.58079,-0.58897,-0.59807,-0.60864,-0.62105,-0.63540,-0.65216,-0.67133,-0.69313,-0.71759,-0.74482,-0.77486,-0.80756,-0.84279,-0.88024,-0.91954,-0.96064,-1.00309,-1.04644,-1.09024,-1.13371,-1.17675,-1.21865,-1.25900,-1.29729,-1.33284,-1.36500,-1.39360,-1.41794,-1.43800,-1.45307,-1.46291,-1.46726,-1.46596,-1.45878,-1.44564,-1.42649,-1.40162,-1.37102,-1.33461,-1.29270,-1.24575,-1.19399,-1.13793,-1.07806,-1.01458,-0.94838,-0.87980,-0.80932,-0.73782,-0.66563,-0.59351,-0.52200,-0.45172,-0.38332,-0.31724,-0.25429,-0.19460,-0.13875,-0.08717,-0.04017,0.00173,0.03832,0.06959,0.09515,0.11527,0.12961,0.13822,0.14130,0.13907,0.13171,0.11965,0.10287,0.08218,0.05768,0.02989,-0.00067,-0.03353,-0.06807,-0.10373,-0.14029,-0.17714,-0.21352,-0.24919
0,1,2,-0.51606,-0.53178,-0.54919,-0.56833,-0.58921,-0.61148,-0.63518,-0.66026,-0.68654,-0.71401,-0.74217,-0.77088,-0.80000,-0.82937,-0.85872,-0.88774,-0.91632,-0.94417,-0.97123,-0.99738,-1.02225,-1.04586,-1.06813,-1.08882,-1.10808,-1.12581,-1.14194,-1.15654,-1.16953,-1.18097,-1.19105,-1.19971,-1.20714,-1.21335,-1.21839,-1.22227,-1.22511,-1.22699,-1.22793,-1.22805,-1.22711,-1.22533,-1.22254,-1.21886,-1.21396,-1.20807,-1.20096,-1.19280,-1.18356,-1.17290,-1.16092,-1.14769,-1.13307,-1.11719,-1.09979,-1.08114,-1.06132,-1.04018,-1.01780,-0.99474,-0.97071,-0.94597,-0.92054,-0.89464,-0.86852,-0.84230,-0.81617,-0.79034,-0.76475,-0.73972,-0.71547,-0.69201,-0.66937,-0.64773,-0.62697,-0.60734,-0.58896,-0.57163,-0.55560,-0.54064,-0.52712,-0.51455,-0.50317,-0.49288,-0.48354,-0.47538,-0.46838,-0.46248,-0.45770,-0.45394,-0.45131,-0.44990,-0.44974,-0.45101,-0.45380,-0.45777,-0.46336,-0.47051,-0.47928,-0.48971,-0.50196
0,1,2,-0.46901,-0.50651,-0.54518,-0.58475,-0.62499,-0.66545,-0.70557,-0.74507,-0.78350,-0.82023,-0.85487,-0.88666,-0.91519,-0.94002,-0.96044,-0.97607,-0.98641,-0.99110,-0.98978,-0.98208,-0.96781,-0.94672,-0.91876,-0.88393,-0.84229,-0.79383,-0.73894,-0.67779,-0.61055,-0.53791,-0.46025,-0.37800,-0.29176,-0.20218,-0.10975,-0.01524,0.08073,0.17716,0.27374,0.36937,0.46364,0.55591,0.64530,0.73107,0.81271,0.88962,0.96142,1.02742,1.08735,1.14081,1.18735,1.22674,1.25880,1.28352,1.30072,1.31048,1.31281,1.30799,1.29609,1.27749,1.25252,1.22152,1.18503,1.14349,1.09747,1.04758,0.99433,0.93810,0.87987,0.82013,0.75933,0.69798,0.63669,0.57616,0.51668,0.45881,0.40265,0.34857,0.29682,0.24780,0.20132,0.15756,0.11646,0.07795,0.04182,0.00797,-0.02401,-0.05414,-0.08288,-0.11063,-0.13750,-0.16405,-0.19042,-0.21724,-0.24458,-0.27278,-0.30195,-0.33251,-0.36430,-0.39768,-0.43265
