A,B,C,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,1,0.39782,0.46301,0.54187,0.63089,0.72595,0.82245,0.91593,1.00254,1.07881,1.14243,1.19272,1.22981,1.25447,1.26806,1.27117,1.26423,1.24656,1.21730,1.17434,1.11697,1.04409,0.95723,0.85981,0.75705,0.65693,0.56936,0.50473,0.47367,0.48535,0.54671,0.66136,0.82959,1.04743,1.30685,1.59694,1.90419,2.21338,2.50951,2.77752,3.00425,3.17923,3.29460,3.34576,3.33231,3.25626,3.12394,2.94372,2.72646,2.48322,2.22604,1.96548,1.71136,1.47033,1.24737,1.04447,0.86200,0.69880,0.55271,0.42141,0.30370,0.19839,0.10537,0.02575,-0.03914,-0.08739,-0.11690,-0.12613,-0.11411,-0.08015,-0.02488,0.05092,0.14509,0.25472,0.37624,0.50565,0.63802,0.76832,0.89182,1.00397,1.10046,1.17819,1.23443,1.26713,1.27583,1.26113,1.22368,1.16650,1.09212,1.00458,0.90808,0.80741,0.70657,0.61047,0.52273,0.44678,0.38559,0.34089,0.31416,0.30634,0.31800,0.34885
0,0,1,0.60671,0.48405,0.34100,0.18127,0.00970,-0.16807,-0.34592,-0.51766,-0.67686,-0.81882,-0.93919,-1.03467,-1.10328,-1.14510,-1.16155,-1.15522,-1.12984,-1.08922,-1.03753,-0.97799,-0.91299,-0.84366,-0.76934,-0.68824,-0.59866,-0.49752,-0.38311,-0.25448,-0.11197,0.04151,0.20158,0.36278,0.51791,0.66057,0.78410,0.88356,0.95589,0.99987,1.01624,1.00791,0.97806,0.93158,0.87294,0.80645,0.73574,0.66308,0.59046,0.51894,0.44867,0.38020,0.31308,0.24682,0.18084,0.11491,0.04803,-0.02004,-0.08966,-0.16087,-0.23350,-0.30611,-0.37643,-0.44213,-0.49963,-0.54601,-0.57721,-0.59022,-0.58312,-0.55481,-0.50606,-0.43854,-0.35595,-0.26224,-0.16244,-0.06227,0.03412,0.12280,0.20055,0.26643,0.31994,0.36201,0.39515,0.42120,0.44339,0.46386,0.48498,0.50835,0.53534,0.56606,0.60111,0.63970,0.68114,0.72388,0.76596,0.80475,0.83704,0.85957,0.86873,0.86067,0.83258,0.78153,0.70621
0,0,1,0.06837,0.16690,0.27031,0.36603,0.44091,0.48393,0.48679,0.44453,0.35550,0.22247,0.05140,-0.14926,-0.36733,-0.59153,-0.80857,-1.00674,-1.17537,-1.30612,-1.39283,-1.43265,-1.42560,-1.37430,-1.28427,-1.16279,-1.01878,-0.86205,-0.70265,-0.54977,-0.41243,-0.29697,-0.20718,-0.14479,-0.10834,-0.09322,-0.09253,-0.09702,-0.09775,-0.08530,-0.05163,0.00817,0.09586,0.20923,0.34200,0.48456,0.62543,0.75171,0.85165,0.91514,0.93557,0.91016,0.84047,0.73236,0.59446,0.43818,0.27512,0.11772,-0.02425,-0.14283,-0.23312,-0.29306,-0.32442,-0.33117,-0.32030,-0.30042,-0.28062,-0.27071,-0.27922,-0.31357,-0.37888,-0.47733,-0.60798,-0.76636,-0.94537,-1.13475,-1.32276,-1.49640,-1.64284,-1.75043,-1.80951,-1.81313,-1.75902,-1.64851,-1.48688,-1.28412,-1.05300,-0.80922,-0.56916,-0.34794,-0.15939,-0.01413,0.08305,0.13148,0.13596,0.10634,0.05510,-0.00364,-0.05562,-0.08904,-0.09516,-0.06989,-0.01358
0,0,1,-1.10688,-1.18525,-1.21904,-1.20846,-1.15624,-1.06652,-0.94546,-0.79955,-0.63628,-0.46256,-0.28516,-0.11129,0.05244,0.19960,0.32397,0.42006,0.48316,0.51015,0.50037,0.45615,0.38259,0.28779,0.18172,0.07666,-0.01595,-0.08647,-0.12689,-0.13380,-0.10743,-0.05211,0.02514,0.11467,0.20665,0.29183,0.36223,0.41245,0.43853,0.43878,0.41319,0.36244,0.28789,0.19125,0.07405,-0.06089,-0.20965,-0.36752,-0.52792,-0.68310,-0.82450,-0.94301,-1.03082,-1.08139,-1.09032,-1.05646,-0.98144,-0.86983,-0.72922,-0.56874,-0.39875,-0.22992,-0.07288,0.06307,0.17057,0.24392,0.27964,0.27677,0.23636,0.16211,0.05871,-0.06689,-0.20775,-0.35536,-0.50109,-0.63665,-0.75431,-0.84639,-0.90691,-0.93116,-0.91618,-0.86117,-0.76743,-0.63955,-0.48312,-0.30773,-0.12295,0.05924,0.22739,0.37079,0.47917,0.54497,0.56320,0.53160,0.45154,0.32759,0.16609,-0.02339,-0.22981,-0.44091,-0.64486,-0.83011,-0.98672
0,0,1,0.55182,0.68516,0.80872,0.91459,0.99567,1.04510,1.05631,1.02372,0.94302,0.81135,0.62780,0.39385,0.11439,-0.20296,-0.54668,-0.90330,-1.25615,-1.58775,-1.87944,-2.11425,-2.27823,-2.36039,-2.35604,-2.26620,-2.09744,-1.86185,-1.57582,-1.25875,-0.93015,-0.60833,-0.30913,-0.04364,0.18077,0.36284,0.50527,0.61353,0.69543,0.75858,0.81072,0.85797,0.90347,0.94868,0.99350,1.03570,1.07176,1.09787,1.11016,1.10456,1.07779,1.02721,0.95054,0.84732,0.71740,0.56304,0.38725,0.19539,-0.00624,-0.20959,-0.40619,-0.58777,-0.74608,-0.87429,-0.96707,-1.02190,-1.03757,-1.01567,-0.95853,-0.87054,-0.75645,-0.62261,-0.47372,-0.31600,-0.15463,0.00593,0.16108,0.30679,0.43930,0.55561,0.65322,0.72918,0.78191,0.80969,0.81210,0.78942,0.74226,0.67277,0.58468,0.48266,0.37290,0.26175,0.15658,0.06529,-0.00578,-0.05146,-0.06759,-0.05234,-0.00629,0.06830,0.16746,0.28546,0.41592
0,0,1,0.77566,0.74935,0.71111,0.66328,0.60678,0.54147,0.46592,0.37870,0.27815,0.16452,0.03920,-0.09496,-0.23305,-0.36864,-0.49541,-0.60690,-0.69762,-0.76389,-0.80369,-0.81754,-0.80820,-0.77863,-0.73393,-0.67891,-0.61927,-0.55952,-0.50409,-0.45643,-0.41922,-0.39430,-0.38238,-0.38350,-0.39692,-0.42035,-0.45096,-0.48541,-0.51955,-0.54959,-0.57149,-0.58221,-0.57940,-0.56202,-0.53057,-0.48651,-0.43273,-0.37338,-0.31308,-0.25727,-0.21065,-0.17791,-0.16168,-0.16451,-0.18630,-0.22597,-0.28000,-0.34471,-0.41493,-0.48571,-0.55175,-0.60895,-0.65409,-0.68485,-0.69956,-0.69833,-0.68154,-0.64999,-0.60510,-0.54879,-0.48346,-0.41181,-0.33665,-0.26197,-0.19199,-0.13085,-0.08271,-0.05062,-0.03717,-0.04323,-0.06826,-0.10961,-0.16391,-0.22546,-0.28806,-0.34486,-0.38913,-0.41488,-0.41691,-0.39181,-0.33807,-0.25673,-0.15105,-0.02629,0.11016,0.25040,0.38567,0.50844,0.61202,0.69267,0.74804,0.77878,0.78690
0,0,1,0.08086,0.11742,0.17899,0.26939,0.39063,0.54234,0.72133,0.92141,1.13493,1.35130,1.56060,1.75128,1.91497,2.04392,2.13335,2.18184,2.19013,2.16202,2.10260,2.01802,1.91484,1.79875,1.67351,1.54214,1.40559,1.26369,1.11462,0.95716,0.78887,0.60867,0.41600,0.21185,-0.00080,-0.21834,-0.43611,-0.64764,-0.84688,-1.02749,-1.18369,-1.31153,-1.40828,-1.47325,-1.50799,-1.51519,-1.49880,-1.46440,-1.41681,-1.36064,-1.29973,-1.23582,-1.16996,-1.10112,-1.02738,-0.94551,-0.85282,-0.74612,-0.62361,-0.48382,-0.32705,-0.15500,0.02921,0.22150,0.41628,0.60703,0.78799,0.95247,1.09491,1.21023,1.29489,1.34616,1.36283,1.34502,1.29474,1.21514,1.11113,0.98806,0.85266,0.71209,0.57280,0.44173,0.32410,0.22403,0.14353,0.08308,0.04238,0.01912,0.01043,0.01300,0.02314,0.03782,0.05427,0.06994,0.08305,0.09208,0.09578,0.09396,0.08753,0.07788,0.06802,0.06181,0.06412
0,0,1,-0.18372,-0.14116,-0.09422,-0.04677,-0.00107,0.03978,0.07425,0.10107,0.11951,0.12947,0.13075,0.12349,0.10724,0.08130,0.04489,-0.00299,-0.06273,-0.13447,-0.21715,-0.30863,-0.40491,-0.50105,-0.59124,-0.66856,-0.72759,-0.76329,-0.77251,-0.75466,-0.71198,-0.64830,-0.57095,-0.48704,-0.40485,-0.33245,-0.27600,-0.23901,-0.22319,-0.22755,-0.24857,-0.28115,-0.31989,-0.35851,-0.39216,-0.41623,-0.42773,-0.42476,-0.40701,-0.37510,-0.33023,-0.27483,-0.21052,-0.13951,-0.06408,0.01316,0.08979,0.16351,0.23183,0.29255,0.34382,0.38404,0.41232,0.42838,0.43240,0.42541,0.40904,0.38515,0.35590,0.32318,0.28919,0.25537,0.22253,0.19123,0.16129,0.13195,0.10299,0.07401,0.04486,0.01637,-0.01061,-0.03429,-0.05337,-0.06621,-0.07267,-0.07265,-0.06714,-0.05858,-0.04997,-0.04433,-0.04455,-0.05280,-0.07009,-0.09547,-0.12728,-0.16205,-0.19643,-0.22650,-0.24858,-0.26017,-0.25919,-0.24549,-0.21959
0,0,1,0.29216,0.29019,0.26682,0.22180,0.15758,0.07940,-0.00580,-0.08912,-0.16131,-0.21345,-0.23863,-0.23248,-0.19351,-0.12420,-0.02979,0.08142,0.19903,0.31122,0.40681,0.47602,0.51117,0.50805,0.46623,0.39011,0.28685,0.16717,0.04363,-0.07049,-0.16280,-0.22411,-0.24814,-0.23304,-0.18082,-0.09764,0.00842,0.12760,0.24991,0.36701,0.47289,0.56441,0.64176,0.70757,0.76712,0.82684,0.89296,0.97084,1.06425,1.17470,1.30063,1.43882,1.58326,1.72626,1.86010,1.97817,2.07348,2.14182,2.18110,2.19179,2.17620,2.13891,2.08562,2.02313,1.95811,1.89711,1.84547,1.80715,1.78452,1.77825,1.78736,1.80838,1.83706,1.86749,1.89401,1.90984,1.90925,1.88801,1.84284,1.77262,1.67737,1.55962,1.42371,1.27442,1.11759,0.95920,0.80464,0.65876,0.52507,0.40683,0.30567,0.22258,0.15801,0.11197,0.08410,0.07326,0.07835,0.09753,0.12817,0.16636,0.20758,0.24609,0.27601
0,0,1,1.00135,1.03811,1.04401,1.02110,0.97252,0.90263,0.81777,0.72445,0.63000,0.54221,0.46779,0.41247,0.38029,0.37197,0.38651,0.41965,0.46492,0.51465,0.56003,0.59226,0.60496,0.59339,0.55678,0.49684,0.41866,0.33066,0.24220,0.16253,0.10084,0.06417,0.05579,0.07647,0.12276,0.18798,0.26288,0.33618,0.39637,0.43337,0.43844,0.40643,0.33511,0.22677,0.08734,-0.07547,-0.25070,-0.42706,-0.59362,-0.73964,-0.85717,-0.94046,-0.98637,-0.99467,-0.96769,-0.90986,-0.82771,-0.72870,-0.62112,-0.51376,-0.41415,-0.32900,-0.26377,-0.22087,-0.20170,-0.20392,-0.22402,-0.25653,-0.29538,-0.33432,-0.36807,-0.39227,-0.40533,-0.40749,-0.40233,-0.39458,-0.39022,-0.39589,-0.41802,-0.46020,-0.52389,-0.60831,-0.70870,-0.81777,-0.92660,-1.02496,-1.10259,-1.15069,-1.16201,-1.13292,-1.06225,-0.95214,-0.80697,-0.63299,-0.43913,-0.23312,-0.02351,0.18162,0.37548,0.55222,0.70629,0.83429,0.93325
0,1,2,-1.03544,-0.89807,-0.74894,-0.59176,-0.42938,-0.26514,-0.10189,0.05731,0.21013,0.35379,0.48666,0.60679,0.71293,0.80475,0.88141,0.94186,0.98590,1.01226,1.01999,1.00732,0.97372,0.91820,0.84093,0.74331,0.62754,0.49720,0.35688,0.21191,0.06759,-0.07097,-0.20092,-0.31912,-0.42586,-0.52238,-0.61046,-0.69324,-0.77316,-0.85263,-0.93274,-1.01344,-1.09304,-1.16935,-1.23937,-1.29916,-1.34590,-1.37712,-1.39100,-1.38629,-1.36362,-1.32328,-1.26755,-1.19917,-1.12182,-1.03987,-0.95764,-0.88001,-0.81097,-0.75376,-0.71070,-0.68201,-0.66681,-0.66201,-0.66373,-0.66719,-0.66807,-0.66117,-0.64330,-0.61200,-0.56640,-0.50654,-0.43388,-0.35128,-0.26122,-0.16793,-0.07498,0.01376,0.09436,0.16289,0.21520,0.24746,0.25624,0.23847,0.19199,0.11674,0.01323,-0.11579,-0.26606,-0.43165,-0.60521,-0.77855,-0.94387,-1.09329,-1.22021,-1.31950,-1.38832,-1.42437,-1.42780,-1.40025,-1.34387,-1.26188,-1.15797
0,1,2,-1.22261,-1.19763,-1.17256,-1.14360,-1.10769,-1.06280,-1.00882,-0.94697,-0.88032,-0.81123,-0.74407,-0.68233,-0.62873,-0.58505,-0.55194,-0.52945,-0.51510,-0.50671,-0.50054,-0.49243,-0.47801,-0.45303,-0.41377,-0.35797,-0.28534,-0.19675,-0.09609,0.01187,0.12055,0.22303,0.31273,0.38424,0.43378,0.46108,0.46758,0.45620,0.43161,0.39825,0.36005,0.31953,0.27660,0.22949,0.17403,0.10620,0.02078,-0.08524,-0.21385,-0.36425,-0.53344,-0.71489,-0.90165,-1.08513,-1.25734,-1.41166,-1.54443,-1.65436,-1.74372,-1.81739,-1.88165,-1.94471,-2.01437,-2.09628,-2.19404,-2.30871,-2.43763,-2.57459,-2.71218,-2.84061,-2.95003,-3.03122,-3.07715,-3.08277,-3.04675,-2.97092,-2.85957,-2.72044,-2.56257,-2.39674,-2.23323,-2.08194,-1.95100,-1.84585,-1.76904,-1.72035,-1.69750,-1.69489,-1.70573,-1.72227,-1.73730,-1.74432,-1.73889,-1.71838,-1.68227,-1.63270,-1.57325,-1.50856,-1.44395,-1.38360,-1.33061,-1.28651,-1.25123
0,1,2,-0.50221,-0.57414,-0.65586,-0.74512,-0.83737,-0.92732,-1.00907,-1.07639,-1.12440,-1.14868,-1.14716,-1.11873,-1.06457,-0.98805,-0.89324,-0.78545,-0.67115,-0.55524,-0.44276,-0.33723,-0.24142,-0.15521,-0.07801,-0.00843,0.05565,0.11624,0.17400,0.22934,0.28081,0.32659,0.36367,0.38911,0.40071,0.39664,0.37699,0.34196,0.29447,0.23815,0.17623,0.11348,0.05366,-0.00045,-0.04745,-0.08739,-0.12157,-0.15272,-0.18437,-0.22013,-0.26354,-0.31673,-0.38035,-0.45391,-0.53523,-0.62065,-0.70605,-0.78764,-0.86193,-0.92682,-0.98136,-1.02603,-1.06160,-1.09013,-1.11261,-1.12913,-1.13850,-1.13810,-1.12370,-1.09065,-1.03482,-0.95226,-0.84126,-0.70203,-0.53854,-0.35624,-0.16322,0.03108,0.21719,0.38617,0.53042,0.64499,0.72617,0.77405,0.78907,0.77452,0.73357,0.67099,0.59146,0.49887,0.39818,0.29432,0.19081,0.09174,0.00086,-0.07992,-0.14935,-0.20793,-0.25762,-0.30174,-0.34400,-0.38909,-0.44079
