A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,-1.27665,-1.26148,-1.23832,-1.20760,-1.16930,-1.12368,-1.07113,-1.01253,-0.94861,-0.87977,-0.80723,-0.73180,-0.65476,-0.57677,-0.49914,-0.42262,-0.34829,-0.27729,-0.21029,-0.14809,-0.09159,-0.04139,0.00217,0.03833,0.06720,0.08849,0.10210,0.10833,0.10747,0.09939,0.08457,0.06369,0.03692,0.00512,-0.03122,-0.07152,-0.11497,-0.16082,-0.20858,-0.25734,-0.30687,-0.35621,-0.40484,-0.45216,-0.49779,-0.54133,-0.58184,-0.61939,-0.65348,-0.68421,-0.71091,-0.73374,-0.75257,-0.76752,-0.77857,-0.78597,-0.78959,-0.78980,-0.78689,-0.78128,-0.77303,-0.76258,-0.75052,-0.73689,-0.72244,-0.70749,-0.69255,-0.67782,-0.66382,-0.65089,-0.63959,-0.63030,-0.62310,-0.61842,-0.61648,-0.61777,-0.62251,-0.63088,-0.64271,-0.65839,-0.67784,-0.70114,-0.72813,-0.75832,-0.79170,-0.82780,-0.86654,-0.90697,-0.94903,-0.99146,-1.03381,-1.07547,-1.11552,-1.15294,-1.18716,-1.21748,-1.24279,-1.26281,-1.27673,-1.28394,-1.28400
0,0,-0.41009,-0.49220,-0.57412,-0.65474,-0.73360,-0.80998,-0.88315,-0.95227,-1.01685,-1.07638,-1.13029,-1.17835,-1.22022,-1.25574,-1.28457,-1.30722,-1.32386,-1.33444,-1.33948,-1.33938,-1.33485,-1.32649,-1.31485,-1.30041,-1.28412,-1.26669,-1.24880,-1.23113,-1.21412,-1.19813,-1.18385,-1.17135,-1.16093,-1.15271,-1.14641,-1.14213,-1.13960,-1.13845,-1.13839,-1.13893,-1.13916,-1.13888,-1.13748,-1.13412,-1.12830,-1.11973,-1.10754,-1.09143,-1.07102,-1.04612,-1.01636,-0.98182,-0.94227,-0.89810,-0.84933,-0.79629,-0.73958,-0.67902,-0.61562,-0.54987,-0.48225,-0.41325,-0.34368,-0.27385,-0.20459,-0.13664,-0.07009,-0.00552,0.05637,0.11539,0.17105,0.22300,0.27132,0.31559,0.35536,0.39065,0.42149,0.44780,0.46947,0.48607,0.49799,0.50480,0.50664,0.50340,0.49473,0.48075,0.46132,0.43671,0.40645,0.37102,0.33004,0.28380,0.23238,0.17595,0.11490,0.04945,-0.02021,-0.09342,-0.16938,-0.24798,-0.32846
0,0,-0.39733,-0.41543,-0.42607,-0.42901,-0.42444,-0.41212,-0.39234,-0.36542,-0.33142,-0.29074,-0.24378,-0.19128,-0.13337,-0.07119,-0.00510,0.06449,0.13655,0.21063,0.28593,0.36222,0.43855,0.51442,0.58939,0.66294,0.73476,0.80433,0.87146,0.93583,0.99736,1.05607,1.11184,1.16474,1.21490,1.26246,1.30766,1.35050,1.39133,1.43024,1.46717,1.50255,1.53644,1.56888,1.59993,1.62944,1.65725,1.68352,1.70808,1.73046,1.75063,1.76833,1.78311,1.79513,1.80386,1.80900,1.81088,1.80899,1.80330,1.79391,1.78089,1.76427,1.74431,1.72118,1.69463,1.66555,1.63377,1.59960,1.56336,1.52493,1.48496,1.44325,1.40023,1.35549,1.30961,1.26215,1.21316,1.16257,1.10992,1.05552,0.99916,0.94082,0.88008,0.81744,0.75271,0.68592,0.61733,0.54699,0.47532,0.40281,0.32972,0.25651,0.18389,0.11246,0.04282,-0.02432,-0.08844,-0.14875,-0.20454,-0.25538,-0.30063,-0.33957,-0.37193
0,0,-2.16873,-2.21337,-2.25054,-2.28033,-2.30268,-2.31773,-2.32571,-2.32693,-2.32121,-2.30889,-2.29033,-2.26570,-2.23529,-2.19952,-2.15824,-2.11214,-2.06137,-2.00589,-1.94633,-1.88267,-1.81516,-1.74402,-1.66960,-1.59174,-1.51068,-1.42664,-1.33938,-1.24909,-1.15607,-1.06003,-0.96104,-0.85920,-0.75477,-0.64772,-0.53809,-0.42629,-0.31206,-0.19592,-0.07807,0.04130,0.16154,0.28245,0.40334,0.52381,0.64313,0.76066,0.87565,0.98736,1.09537,1.19841,1.29612,1.38743,1.47177,1.54846,1.61678,1.67624,1.72596,1.76594,1.79544,1.81442,1.82257,1.81981,1.80596,1.78135,1.74635,1.70085,1.64535,1.58026,1.50589,1.42282,1.33189,1.23326,1.12779,1.01615,0.89891,0.77675,0.65044,0.52049,0.38750,0.25217,0.11504,-0.02323,-0.16187,-0.30035,-0.43825,-0.57481,-0.70938,-0.84146,-0.97052,-1.09598,-1.21741,-1.33436,-1.44621,-1.55253,-1.65316,-1.74752,-1.83535,-1.91644,-1.99053,-2.05737,-2.11670
0,0,-0.11429,-0.15905,-0.20425,-0.24965,-0.29533,-0.34112,-0.38696,-0.43249,-0.47753,-0.52187,-0.56520,-0.60734,-0.64789,-0.68662,-0.72323,-0.75726,-0.78864,-0.81718,-0.84240,-0.86410,-0.88202,-0.89621,-0.90657,-0.91298,-0.91516,-0.91342,-0.90782,-0.89853,-0.88561,-0.86926,-0.84962,-0.82726,-0.80249,-0.77543,-0.74647,-0.71589,-0.68398,-0.65114,-0.61774,-0.58373,-0.54958,-0.51541,-0.48153,-0.44794,-0.41485,-0.38230,-0.35029,-0.31905,-0.28838,-0.25835,-0.22875,-0.20002,-0.17182,-0.14407,-0.11668,-0.08969,-0.06301,-0.03663,-0.01053,0.01555,0.04156,0.06742,0.09327,0.11933,0.14531,0.17105,0.19658,0.22191,0.24682,0.27110,0.29459,0.31692,0.33828,0.35840,0.37669,0.39341,0.40785,0.41996,0.42949,0.43630,0.44000,0.44055,0.43812,0.43224,0.42328,0.41099,0.39559,0.37700,0.35546,0.33107,0.30411,0.27442,0.24243,0.20871,0.17303,0.13582,0.09703,0.05687,0.01530,-0.02691,-0.07012
0,1,-0.47500,-0.49937,-0.52215,-0.54240,-0.55959,-0.57259,-0.58085,-0.58369,-0.58058,-0.57130,-0.55517,-0.53198,-0.50141,-0.46384,-0.41916,-0.36725,-0.30864,-0.24305,-0.17127,-0.09375,-0.01066,0.07767,0.17041,0.26690,0.36668,0.46898,0.57337,0.67906,0.78519,0.89126,0.99672,1.10053,1.20224,1.30095,1.39585,1.48633,1.57161,1.65086,1.72326,1.78825,1.84503,1.89304,1.93158,1.96002,1.97767,1.98433,1.97946,1.96284,1.93433,1.89392,1.84193,1.77842,1.70415,1.61930,1.52523,1.42239,1.31209,1.19540,1.07367,0.94824,0.82066,0.69244,0.56492,0.43992,0.31848,0.20213,0.09216,-0.01027,-0.10446,-0.18938,-0.26454,-0.32963,-0.38432,-0.42860,-0.46282,-0.48725,-0.50260,-0.50968,-0.50927,-0.50244,-0.49009,-0.47371,-0.45420,-0.43286,-0.41067,-0.38879,-0.36811,-0.34966,-0.33409,-0.32202,-0.31410,-0.31047,-0.31121,-0.31641,-0.32613,-0.33976,-0.35714,-0.37729,-0.39990,-0.42426,-0.44969
0,1,-0.05987,-0.10558,-0.14893,-0.18945,-0.22668,-0.26006,-0.28916,-0.31379,-0.33323,-0.34730,-0.35569,-0.35804,-0.35428,-0.34424,-0.32772,-0.30465,-0.27508,-0.23900,-0.19658,-0.14811,-0.09364,-0.03386,0.03070,0.09969,0.17239,0.24817,0.32617,0.40558,0.48550,0.56521,0.64370,0.71996,0.79312,0.86222,0.92668,0.98554,1.03818,1.08420,1.12309,1.15446,1.17808,1.19408,1.20245,1.20347,1.19718,1.18409,1.16473,1.13998,1.11011,1.07612,1.03867,0.99886,0.95731,0.91479,0.87216,0.83007,0.78932,0.75048,0.71407,0.68039,0.65026,0.62379,0.60127,0.58258,0.56800,0.55711,0.55011,0.54657,0.54625,0.54883,0.55363,0.56063,0.56924,0.57887,0.58882,0.59876,0.60807,0.61606,0.62259,0.62681,0.62838,0.62711,0.62263,0.61458,0.60272,0.58714,0.56741,0.54388,0.51641,0.48515,0.45036,0.41231,0.37140,0.32769,0.28201,0.23444,0.18564,0.13603,0.08613,0.03647,-0.01243
0,1,-1.31011,-1.33533,-1.35940,-1.38195,-1.40244,-1.42044,-1.43532,-1.44679,-1.45386,-1.45618,-1.45306,-1.44383,-1.42859,-1.40652,-1.37745,-1.34104,-1.29779,-1.24747,-1.19064,-1.12791,-1.05945,-0.98617,-0.90905,-0.82912,-0.74722,-0.66483,-0.58272,-0.50205,-0.42400,-0.34975,-0.28031,-0.21642,-0.15904,-0.10856,-0.06585,-0.03130,-0.00477,0.01350,0.02373,0.02644,0.02189,0.01062,-0.00653,-0.02871,-0.05529,-0.08511,-0.11710,-0.15051,-0.18417,-0.21751,-0.24945,-0.27937,-0.30651,-0.33046,-0.35090,-0.36778,-0.38071,-0.38962,-0.39502,-0.39716,-0.39650,-0.39357,-0.38890,-0.38305,-0.37697,-0.37102,-0.36620,-0.36307,-0.36223,-0.36402,-0.36877,-0.37707,-0.38930,-0.40529,-0.42504,-0.44816,-0.47466,-0.50457,-0.53727,-0.57239,-0.60902,-0.64732,-0.68647,-0.72635,-0.76622,-0.80551,-0.84444,-0.88233,-0.91930,-0.95504,-0.98949,-1.02287,-1.05507,-1.08628,-1.11639,-1.14572,-1.17443,-1.20259,-1.23029,-1.25742,-1.28409
0,1,-0.41871,-0.42299,-0.43109,-0.44298,-0.45877,-0.47829,-0.50162,-0.52878,-0.55920,-0.59255,-0.62851,-0.66683,-0.70673,-0.74765,-0.78902,-0.82999,-0.87017,-0.90852,-0.94447,-0.97694,-1.00536,-1.02926,-1.04762,-1.05995,-1.06569,-1.06468,-1.05656,-1.04157,-1.01963,-0.99074,-0.95567,-0.91492,-0.86928,-0.81944,-0.76658,-0.71161,-0.65598,-0.60090,-0.54765,-0.49740,-0.45140,-0.41106,-0.37689,-0.35012,-0.33121,-0.32089,-0.31928,-0.32677,-0.34303,-0.36783,-0.40061,-0.44071,-0.48715,-0.53878,-0.59487,-0.65374,-0.71455,-0.77557,-0.83600,-0.89449,-0.95004,-1.00169,-1.04847,-1.08967,-1.12487,-1.15369,-1.17577,-1.19103,-1.19971,-1.20190,-1.19793,-1.18831,-1.17341,-1.15388,-1.13021,-1.10293,-1.07264,-1.04003,-1.00530,-0.96934,-0.93237,-0.89490,-0.85724,-0.81989,-0.78288,-0.74648,-0.71125,-0.67710,-0.64423,-0.61286,-0.58332,-0.55550,-0.52972,-0.50614,-0.48490,-0.46626,-0.45039,-0.43750,-0.42771,-0.42119,-0.41816
0,1,1.53065,1.56225,1.59012,1.61419,1.63424,1.65031,1.66185,1.66899,1.67128,1.66882,1.66144,1.64884,1.63115,1.60793,1.57989,1.54662,1.50838,1.46547,1.41800,1.36632,1.31082,1.25206,1.19015,1.12582,1.05964,0.99175,0.92283,0.85324,0.78324,0.71353,0.64425,0.57581,0.50822,0.44183,0.37660,0.31288,0.25045,0.18920,0.12918,0.07034,0.01247,-0.04457,-0.10058,-0.15588,-0.21035,-0.26420,-0.31745,-0.37005,-0.42175,-0.47251,-0.52229,-0.57086,-0.61775,-0.66265,-0.70532,-0.74529,-0.78206,-0.81519,-0.84449,-0.86924,-0.88911,-0.90355,-0.91210,-0.91439,-0.91024,-0.89926,-0.88118,-0.85582,-0.82321,-0.78337,-0.73638,-0.68267,-0.62215,-0.55538,-0.48279,-0.40492,-0.32249,-0.23600,-0.14624,-0.05385,0.04024,0.13547,0.23089,0.32586,0.41994,0.51222,0.60240,0.69012,0.77455,0.85561,0.93324,1.00694,1.07679,1.14280,1.20477,1.26261,1.31677,1.36704,1.41345,1.45626,1.49523
0,1,-1.38566,-1.35411,-1.31867,-1.27940,-1.23599,-1.18834,-1.13645,-1.08025,-1.01918,-0.95351,-0.88289,-0.80686,-0.72548,-0.63871,-0.54633,-0.44832,-0.34524,-0.23679,-0.12374,-0.00652,0.11431,0.23835,0.36457,0.49201,0.62001,0.74749,0.87368,0.99730,1.11788,1.23409,1.34519,1.45097,1.55035,1.64292,1.72846,1.80677,1.87743,1.94046,1.99624,2.04453,2.08583,2.12022,2.14790,2.16912,2.18434,2.19384,2.19739,2.19534,2.18756,2.17387,2.15469,2.12944,2.09814,2.06058,2.01658,1.96572,1.90821,1.84362,1.77167,1.69278,1.60672,1.51366,1.41401,1.30805,1.19620,1.07937,0.95771,0.83213,0.70352,0.57256,0.44026,0.30740,0.17488,0.04345,-0.08568,-0.21204,-0.33485,-0.45328,-0.56693,-0.67490,-0.77693,-0.87261,-0.96170,-1.04391,-1.11892,-1.18672,-1.24737,-1.30081,-1.34702,-1.38607,-1.41820,-1.44340,-1.46236,-1.47498,-1.48173,-1.48283,-1.47847,-1.46908,-1.45488,-1.43618,-1.41294
0,1,1.15886,1.11195,1.06280,1.01143,0.95773,0.90193,0.84404,0.78411,0.72237,0.65875,0.59367,0.52706,0.45920,0.39035,0.32069,0.25082,0.18097,0.11153,0.04304,-0.02405,-0.08910,-0.15168,-0.21103,-0.26678,-0.31830,-0.36494,-0.40623,-0.44143,-0.47032,-0.49231,-0.50699,-0.51423,-0.51348,-0.50502,-0.48875,-0.46480,-0.43331,-0.39471,-0.34937,-0.29760,-0.24015,-0.17758,-0.11036,-0.03958,0.03446,0.11074,0.18869,0.26733,0.34641,0.42542,0.50311,0.57980,0.65456,0.72731,0.79766,0.86537,0.93016,0.99194,1.05104,1.10693,1.15982,1.20974,1.25669,1.30112,1.34264,1.38148,1.41759,1.45115,1.48205,1.51050,1.53646,1.55965,1.58037,1.59848,1.61425,1.62744,1.63809,1.64612,1.65158,1.65448,1.65490,1.65293,1.64836,1.64152,1.63245,1.62112,1.60766,1.59224,1.57468,1.55491,1.53328,1.50939,1.48365,1.45595,1.42617,1.39427,1.36032,1.32441,1.28623,1.24607,1.20366
0,1,1.45983,1.48107,1.49370,1.49782,1.49385,1.48209,1.46283,1.43678,1.40467,1.36699,1.32465,1.27842,1.22889,1.17714,1.12358,1.06886,1.01370,0.95848,0.90375,0.84942,0.79595,0.74303,0.69110,0.63967,0.58853,0.53757,0.48645,0.43506,0.38268,0.32920,0.27440,0.21806,0.16003,0.10029,0.03879,-0.02419,-0.08839,-0.15352,-0.21904,-0.28448,-0.34911,-0.41231,-0.47363,-0.53225,-0.58734,-0.63831,-0.68481,-0.72611,-0.76198,-0.79211,-0.81593,-0.83372,-0.84556,-0.85163,-0.85199,-0.84709,-0.83728,-0.82308,-0.80532,-0.78415,-0.76012,-0.73381,-0.70588,-0.67658,-0.64628,-0.61530,-0.58378,-0.55196,-0.51973,-0.48705,-0.45380,-0.41957,-0.38422,-0.34714,-0.30802,-0.26650,-0.22215,-0.17447,-0.12321,-0.06826,-0.00923,0.05394,0.12116,0.19238,0.26733,0.34570,0.42695,0.51056,0.59587,0.68195,0.76809,0.85324,0.93648,1.01699,1.09382,1.16595,1.23259,1.29295,1.34632,1.39218,1.43025
